"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"139667",1,1,1,1.134,656,36,23,0.02028,211,25,2090,"E02002985 E02002986"
"139668",1,1,1,2.01,1196,73,66,0.03284,375,42,3959,"E02002985 E02002987"
"139669",1,1,1,13.222,6342,355,227,0.01717,2465,240,19128,"E02002985 E02002991"
"139670",1,1,1,10.239,4700,253,190,0.01856,1909,182,14857,"E02002985 E02002992"
"139671",1,1,1,12.082,5436,318,183,0.01515,2252,192,15805,"E02002985 E02002993"
"139672",1,1,1,16.69,8846,491,265,0.01588,3111,285,23314,"E02002985 E02002994"
"139673",1,1,1,11.237,5984,310,222,0.01976,2095,216,17408,"E02002985 E02002995"
"139674",1,1,1,13.882,6612,399,208,0.01498,2588,223,18708,"E02002985 E02002996"
"139675",1,1,1,5.576,3760,189,169,0.03031,1039,150,11275,"E02002985 E02003000"
"139676",1,1,1,16.602,11658,505,664,0.04,3095,487,39253,"E02002985 E02003006"
"139677",1,1,1,15.484,9978,499,537,0.03468,2886,417,35982,"E02002985 E02003007"
"139678",1,1,1,20.186,13172,701,701,0.03473,3763,529,46685,"E02002985 E02003010"
"139679",1,1,1,18.992,13488,654,616,0.03243,3540,428,33435,"E02002985 E02003019"
"139680",1,1,1,9.244,5752,285,261,0.02823,1723,208,19699,"E02002985 E02003032"
"139681",1,1,1,10.545,6716,377,304,0.02883,1966,235,23027,"E02002985 E02003036"
"139682",1,1,1,8.109,4250,225,238,0.02935,1512,169,17909,"E02002985 E02003040"
"139683",1,1,1,10.241,6822,403,276,0.02695,1909,198,20182,"E02002985 E02003043"
"139684",1,1,1,6.02,3886,192,168,0.02791,1122,123,14596,"E02002985 E02003046"
"139685",1,1,1,4.724,2962,130,142,0.03006,881,98,12018,"E02002985 E02003049"
"139686",1,1,1,11.003,6354,386,311,0.02827,2051,217,21004,"E02002985 E02003052"
"139687",1,1,1,5.663,3386,161,151,0.02666,1056,114,13859,"E02002985 E02003054"
"139688",1,1,1,8.826,5334,296,229,0.02595,1645,192,17971,"E02002985 E02003056"
"139689",1,1,1,10.086,5638,322,210,0.02082,1880,183,18839,"E02002985 E02003059"
"139690",1,1,1,21.215,12564,764,344,0.01621,3955,375,31231,"E02002985 E02003100"
"139691",1,1,1,17.07,9752,555,298,0.01746,3182,301,27761,"E02002985 E02003106"
"139692",1,1,1,17.996,10634,591,318,0.01767,3355,328,26835,"E02002985 E02003107"
"139693",1,1,1,12.583,8450,483,249,0.01979,2346,263,21178,"E02002985 E02003108"
"139694",1,1,1,13.96,8068,433,273,0.01956,2602,290,26528,"E02002985 E02003113"
"139695",1,1,1,10.277,6518,340,174,0.01693,1916,197,16106,"E02002985 E02003114"
"139696",1,1,1,7.162,4924,274,157,0.02192,1335,159,14301,"E02002985 E02003118"
"139697",1,1,1,4.284,4092,200,97,0.02264,799,88,9733,"E02002985 E02003121"
"139698",1,1,1,8.667,5132,286,246,0.02838,1616,166,17974,"E02002985 E02006887"
"139699",1,1,1,8.383,5062,290,238,0.02839,1563,165,17491,"E02002985 E02006889"
"139701",1,1,1,1.764,1242,68,67,0.03798,329,35,3455,"E02002986 E02002987"
"139702",1,1,1,13.278,7174,344,230,0.01732,2475,236,19139,"E02002986 E02002991"
"139703",1,1,1,10.295,5532,242,193,0.01875,1919,178,14868,"E02002986 E02002992"
"139704",1,1,1,12.138,6268,307,186,0.01532,2263,188,15816,"E02002986 E02002993"
"139705",1,1,1,11.293,6816,299,225,0.01992,2105,212,17419,"E02002986 E02002995"
"139706",1,1,1,13.938,7444,388,211,0.01514,2598,219,18719,"E02002986 E02002996"
"139707",1,1,1,5.277,5062,180,164,0.03108,984,145,10599,"E02002986 E02003000"
"139708",1,1,1,13.093,7880,348,269,0.02055,2441,262,19343,"E02002986 E02003001"
"139709",1,1,1,16.303,12960,496,659,0.04042,3039,483,38577,"E02002986 E02003006"
"139710",1,1,1,17.897,10588,571,680,0.038,3336,466,40688,"E02002986 E02003008"
"139711",1,1,1,13.343,7324,428,226,0.01694,2487,234,19106,"E02002986 E02003024"
"139712",1,1,1,11.384,7030,403,323,0.02837,2122,246,24139,"E02002986 E02003036"
"139713",1,1,1,11.08,7136,429,295,0.02662,2065,209,21294,"E02002986 E02003043"
"139714",1,1,1,6.859,4200,218,187,0.02726,1279,133,15708,"E02002986 E02003046"
"139715",1,1,1,5.563,3276,156,161,0.02894,1037,109,13130,"E02002986 E02003049"
"139716",1,1,1,12.541,7048,453,233,0.01858,2338,200,20505,"E02002986 E02003050"
"139717",1,1,1,6.502,3700,187,170,0.02615,1212,125,14971,"E02002986 E02003054"
"139718",1,1,1,9.146,4838,292,167,0.01826,1705,162,16524,"E02002986 E02003064"
"139719",1,1,1,19.949,12016,508,551,0.02762,3719,494,37541,"E02002986 E02003077"
"139720",1,1,1,28.006,15418,1024,459,0.01639,5221,454,41157,"E02002986 E02003094"
"139721",1,1,1,21.835,12748,802,369,0.0169,4070,386,31404,"E02002986 E02003100"
"139722",1,1,1,17.69,9936,593,323,0.01826,3298,313,27934,"E02002986 E02003106"
"139723",1,1,1,18.616,10818,629,343,0.01843,3470,339,27008,"E02002986 E02003107"
"139724",1,1,1,13.203,8634,521,274,0.02075,2461,275,21351,"E02002986 E02003108"
"139725",1,1,1,14.58,8252,471,298,0.02044,2718,301,26701,"E02002986 E02003113"
"139726",1,1,1,10.897,6702,378,199,0.01826,2031,208,16279,"E02002986 E02003114"
"139727",1,1,1,7.332,4952,220,203,0.02769,1367,185,16662,"E02002986 E02003117"
"139728",1,1,1,7.782,5108,312,182,0.02339,1451,171,14474,"E02002986 E02003118"
"139729",1,1,1,4.904,4276,238,122,0.02488,914,99,9906,"E02002986 E02003121"
"139730",1,1,1,9.506,5446,312,265,0.02788,1772,177,19086,"E02002986 E02006887"
"139731",1,1,1,9.222,5376,316,257,0.02787,1719,175,18603,"E02002986 E02006889"
"139734",1,1,1,11.839,6392,305,173,0.01461,2207,210,16636,"E02002987 E02002991"
"139735",1,1,1,8.856,4750,203,136,0.01536,1651,152,12365,"E02002987 E02002992"
"139736",1,1,1,10.699,5486,268,129,0.01206,1994,161,13313,"E02002987 E02002993"
"139737",1,1,1,12.499,6662,349,154,0.01232,2330,192,16216,"E02002987 E02002996"
"139738",1,1,1,3.781,2724,135,117,0.03094,705,116,7545,"E02002987 E02003000"
"139739",1,1,1,11.654,7098,309,212,0.01819,2172,235,16840,"E02002987 E02003001"
"139740",1,1,1,13.824,9758,354,319,0.02308,2577,336,25325,"E02002987 E02003002"
"139741",1,1,1,9.787,6170,279,375,0.03832,1824,276,22651,"E02002987 E02003004"
"139742",1,1,1,13658,7424,390,510,0.03734,2546,350,38936,"E02002987 E02003005"
"139743",1,1,1,14.807,10622,451,612,0.04133,2760,453,35523,"E02002987 E02003006"
"139744",1,1,1,15.284,9088,469,491,0.03213,2849,398,32893,"E02002987 E02003007"
"139745",1,1,1,17.782,10934,548,602,0.03385,3315,453,38527,"E02002987 E02003009"
"139746",1,1,1,13.055,7082,388,219,0.01678,2434,233,18961,"E02002987 E02003024"
"139747",1,1,1,13.632,7426,390,233,0.01709,2541,251,19751,"E02002987 E02003032"
"139748",1,1,1,17.319,8988,538,291,0.0168,3228,275,23349,"E02002987 E02003034"
"139749",1,1,1,12.182,7694,441,354,0.02906,2271,276,26266,"E02002987 E02003036"
"139750",1,1,1,11.878,7800,467,326,0.02745,2214,240,23421,"E02002987 E02003043"
"139751",1,1,1,7.657,4864,256,218,0.02847,1427,164,17835,"E02002987 E02003046"
"139752",1,1,1,6.361,3940,194,192,0.03018,1186,140,15257,"E02002987 E02003049"
"139753",1,1,1,13.525,7540,483,306,0.02262,2521,243,23337,"E02002987 E02003050"
"139754",1,1,1,13.864,7692,494,329,0.02373,2584,249,23684,"E02002987 E02003052"
"139755",1,1,1,7.3,4364,225,201,0.02753,1361,155,17098,"E02002987 E02003054"
"139756",1,1,1,12.832,6806,455,290,0.0226,2392,252,24247,"E02002987 E02003057"
"139757",1,1,1,7.852,4806,265,197,0.02509,1464,181,16504,"E02002987 E02003063"
"139758",1,1,1,21.547,12506,762,362,0.0168,4017,385,31259,"E02002987 E02003100"
"139759",1,1,1,17.402,9694,553,316,0.01816,3244,311,27789,"E02002987 E02003106"
"139760",1,1,1,12.915,8392,481,267,0.02067,2407,273,21206,"E02002987 E02003108"
"139761",1,1,1,7.896,6198,357,188,0.02381,1472,198,16967,"E02002987 E02003117"
"139762",1,1,1,5.789,3918,215,122,0.02107,1079,104,9817,"E02002987 E02003119"
"139763",1,1,1,6.751,4692,200,190,0.02814,1258,160,15522,"E02002987 E02003120"
"139764",1,1,1,4.616,4034,198,115,0.02491,860,98,9761,"E02002987 E02003121"
"139765",1,1,1,10.304,6110,350,296,0.02873,1921,207,21213,"E02002987 E02006887"
"139766",1,1,1,10.02,6040,354,288,0.02874,1868,206,20730,"E02002987 E02006889"
"139768",1,1,1,1.178,1028,34,61,0.05178,220,31,2547,"E02002988 E02002990"
"139769",1,1,1,2.112,1602,77,109,0.05161,394,75,5072,"E02002988 E02002991"
"139770",1,1,1,5.707,3834,207,196,0.03434,1064,138,10670,"E02002988 E02002992"
"139771",1,1,1,3.067,1876,100,147,0.04793,572,79,6120,"E02002988 E02002993"
"139772",1,1,1,2.894,2510,112,77,0.02661,539,64,6102,"E02002988 E02002994"
"139773",1,1,1,5.917,4656,235,222,0.03752,1103,160,12293,"E02002988 E02002995"
"139774",1,1,1,3.166,2214,137,52,0.01642,590,49,6670,"E02002988 E02002996"
"139775",1,1,1,5.378,3826,224,185,0.0344,1003,121,9222,"E02002988 E02002997"
"139776",1,1,1,4.687,3062,173,190,0.04054,874,120,10128,"E02002988 E02002998"
"139777",1,1,1,13.053,7608,343,323,0.02475,2433,290,20184,"E02002988 E02003000"
"139778",1,1,1,4.759,3948,219,126,0.02648,887,125,12323,"E02002988 E02003001"
"139779",1,1,1,6.36,5278,255,245,0.03852,1186,226,19367,"E02002988 E02003002"
"139780",1,1,1,7.965,6784,326,325,0.0408,1485,275,18734,"E02002988 E02003003"
"139781",1,1,1,14.808,10620,506,646,0.04363,2760,475,35060,"E02002988 E02003006"
"139782",1,1,1,28.617,14208,764,512,0.01789,5335,467,37275,"E02002988 E02003043"
"139784",1,1,1,26.937,14220,721,508,0.01886,5021,479,39438,"E02002988 E02003106"
"139791",1,1,1,27.093,13172,665,486,0.01794,5050,437,34521,"E02002988 E02006887"
"139794",1,1,1,3.886,2230,133,155,0.03989,724,87,7675,"E02002989 E02002990"
"139795",1,1,1,2.902,1356,98,63,0.02171,541,53,5360,"E02002989 E02002991"
"139796",1,1,1,1.495,906,49,34,0.02274,279,15,2348,"E02002989 E02002992"
"139797",1,1,1,2.57,1216,91,65,0.02529,479,28,3704,"E02002989 E02002993"
"139798",1,1,1,6.417,4094,231,153,0.02384,1196,118,11757,"E02002989 E02002994"
"139799",1,1,1,3.392,2400,131,122,0.03597,632,82,7586,"E02002989 E02002995"
