"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",8,23.85,14.27,68.4,116.75,74,149.36999,107.7,453.04999,525.59003,1
"2",4,12.05,5.45,35.02,58.13,NA,NA,NA,NA,NA,0
"3",4,12.46,5.45,36.1,61.09,NA,NA,NA,NA,NA,0
"4",0,0.41,0,1.08,2.96,NA,NA,NA,NA,NA,0
"5",1,1.99,1,2.51,8.72,NA,NA,NA,NA,NA,0
"6",7,21.86,13.27,65.89,108.03,74,149.36999,107.7,453.04999,525.59003,1
"7",3,9.4,7.82,29.79,46.94,NA,NA,NA,NA,NA,0
"8",81,142.05,133.13,366.22,386.83,101,162.89999,150.61999,382.10001,405.01001,1
"9",85,154.1,138.58,401.24001,444.96,101,162.89999,150.61999,382.10001,405.01001,1
"10",16,30.11,22.9,65.49,102.55,101,162.89999,150.61999,382.10001,405.01001,1
"11",86,151.26,140.4,386.59001,417.74,NA,NA,NA,NA,NA,0
"12",5,9.21,7.27,20.37,30.91,NA,NA,NA,NA,NA,0
"13",85,149.88,139.4,385.25001,413.88,NA,NA,NA,NA,NA,0
"14",21,39.32,30.17,85.86,133.46,NA,NA,NA,NA,NA,0
"15",7,14.12,13.26,34.77,54.92,25,44.28,25.24,115.73,122.82,1
"16",4,4.72,5.44,4.98,7.98,NA,NA,NA,NA,NA,0
"17",19,36.12,28.17,81.75,122.2,NA,NA,NA,NA,NA,0
"18",19,36.53,28.17,82.83,125.16,NA,NA,NA,NA,NA,0
"19",2,3.2,2,4.11,11.26,16,37.46,24.52,131.61999,141.53,1
"20",1,1.38,1,1.34,3.86,NA,NA,NA,NA,NA,0
"21",12,26.19,17,69.47,98.7,16,37.46,24.52,131.61999,141.53,1
"22",7,10.34,11.17,13.36,26.46,16,37.46,24.52,131.61999,141.53,1
"23",0,0.56,0,1.78,5.84,16,37.46,24.52,131.61999,141.53,1
