"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"161520",1,1,1,1.526,632,42,22,0.01442,284,20,2345,"E02003524 E02003525",42
"161521",1,1,1,3.469,1632,87,52,0.01499,647,52,7940,"E02003524 E02003526",87
"161522",1,1,1,1.011,384,28,28,0.0277,188,11,1114,"E02003524 E02003527",28
"161523",1,1,1,3.748,1464,110,35,0.00934,699,37,17211,"E02003524 E02003529",110
"161524",1,1,1,3.934,1634,149,38,0.00966,733,40,22689,"E02003524 E02003530",149
"161525",1,1,1,4.865,2068,173,40,0.00822,907,53,26964,"E02003524 E02003531",173
"161526",1,1,1,5.043,2076,199,38,0.00754,940,54,26678,"E02003524 E02003532",199
"161527",1,1,1,5.625,2382,198,46,0.00818,1049,64,6790,"E02003524 E02003533",198
"161528",1,1,1,5.734,2398,190,40,0.00698,1069,65,28916,"E02003524 E02003534",190
"161529",1,1,1,6.154,2554,195,40,0.0065,1147,70,29443,"E02003524 E02003535",195
"161530",1,1,1,6.507,2784,269,43,0.00661,1213,75,30626,"E02003524 E02003536",269
"161531",1,1,1,7.396,3040,218,42,0.00568,1379,87,31123,"E02003524 E02003538",218
"161532",1,1,1,7.963,3612,391,44,0.00553,1484,94,30637,"E02003524 E02003539",391
"161533",1,1,1,8.181,3544,263,47,0.00575,1525,96,35045,"E02003524 E02003540",263
"161534",1,1,1,8.752,3726,438,46,0.00526,1631,105,32011,"E02003524 E02003541",438
"161535",1,1,1,9.692,4300,510,48,0.00495,1807,117,40604,"E02003524 E02003545",510
"161536",1,1,1,9.11,3910,469,45,0.00494,1698,107,38661,"E02003524 E02003547",469
"161539",1,1,1,22.053,10214,638,356,0.01614,4111,359,68371,"E02003524 E02004726",638
"161540",1,1,1,13.514,6568,400,202,0.01495,2519,230,56746,"E02003524 E02004728",400
"161541",1,1,1,8.38,3892,287,117,0.01396,1562,136,22375,"E02003524 E02004730",287
"161542",1,1,1,6.75,2878,231,85,0.01259,1258,94,9190,"E02003524 E02004734",231
"161543",1,1,1,3.223,1300,77,43,0.01334,601,39,3574,"E02003524 E02004736",77
"161544",1,1,1,8.248,3520,278,109,0.01322,1538,119,15089,"E02003524 E02004737",278
"161545",1,1,1,3.108,1452,79,52,0.01673,579,36,8505,"E02003524 E02004738",79
"161546",1,1,1,14.631,6062,381,129,0.00882,2727,196,34060,"E02003524 E02004748",381
"161547",1,1,1,8.988,4604,279,203,0.02259,1675,173,25635,"E02003524 E02004764",279
"161548",1,1,1,6.648,3622,190,176,0.02647,1239,143,22776,"E02003524 E02004766",190
"161549",1,1,1,10.554,4858,299,112,0.01061,1967,153,35170,"E02003524 E02004770",299
"161550",1,1,1,5.231,2796,131,134,0.02562,975,111,19316,"E02003524 E02004772",131
"161551",1,1,1,10.847,4402,230,51,0.0047,2022,134,90617,"E02003524 E02004775",230
