"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"161520",1,1,1,1526,716,42,37,0.02425,284,27,2717,"E02003524 E02003525"
"161521",1,1,1,3469,1722,87,67,0.01931,647,60,8469,"E02003524 E02003526"
"161522",1,1,1,1011,374,28,29,0.02868,188,11,1084,"E02003524 E02003527"
"161523",1,1,1,3748,1556,110,59,0.01574,699,47,18243,"E02003524 E02003529"
"161524",1,1,1,3934,1798,149,71,0.01805,733,57,25438,"E02003524 E02003530"
"161525",1,1,1,4865,2204,173,72,0.0148,907,68,29717,"E02003524 E02003531"
"161526",1,1,1,5043,2276,199,78,0.01547,940,73,29772,"E02003524 E02003532"
"161527",1,1,1,5625,2592,198,94,0.01671,1049,84,7417,"E02003524 E02003533"
"161528",1,1,1,5826,2534,178,75,0.01287,1086,83,28276,"E02003524 E02003534"
"161529",1,1,1,6246,2686,183,76,0.01217,1164,88,28787,"E02003524 E02003535"
"161530",1,1,1,6416,2936,272,82,0.01278,1196,93,32742,"E02003524 E02003536"
"161531",1,1,1,7419,3156,208,80,0.01078,1383,104,30384,"E02003524 E02003538"
"161532",1,1,1,8318,3794,378,94,0.0113,1551,119,38978,"E02003524 E02003539"
"161533",1,1,1,8181,3728,263,87,0.01063,1525,113,38127,"E02003524 E02003540"
"161534",1,1,1,8882,3970,411,99,0.01115,1656,126,40215,"E02003524 E02003541"
"161535",1,1,1,9482,4384,433,93,0.00981,1768,131,40960,"E02003524 E02003545"
"161536",1,1,1,9291,4220,437,97,0.01044,1732,130,48535,"E02003524 E02003547"
"161539",1,1,1,22052,10670,642,458,0.02077,4111,399,70905,"E02003524 E02004726"
"161540",1,1,1,13515,6822,407,253,0.01872,2519,252,58878,"E02003524 E02004728"
"161541",1,1,1,8380,4034,287,148,0.01766,1562,147,24307,"E02003524 E02004730"
"161542",1,1,1,6750,2992,231,109,0.01615,1258,102,9564,"E02003524 E02004734"
"161543",1,1,1,3223,1332,77,51,0.01582,601,41,3677,"E02003524 E02004736"
"161544",1,1,1,8583,3784,242,142,0.01654,1600,134,26431,"E02003524 E02004737"
"161545",1,1,1,3362,1464,116,49,0.01457,627,40,11697,"E02003524 E02004738"
"161546",1,1,1,14631,6324,381,186,0.01271,2727,220,36981,"E02003524 E02004748"
"161547",1,1,1,9033,4726,264,226,0.02502,1684,186,21934,"E02003524 E02004764"
"161548",1,1,1,6825,3792,195,206,0.03018,1272,161,18912,"E02003524 E02004766"
"161549",1,1,1,10554,5186,299,177,0.01677,1967,182,40229,"E02003524 E02004770"
"161550",1,1,1,5408,2982,136,174,0.03217,1008,130,15568,"E02003524 E02004772"
"161551",1,1,1,10847,4992,230,195,0.01798,2022,174,105295,"E02003524 E02004775"
"161552",1,1,1,12492,6404,376,306,0.0245,2329,256,36364,"E02003524 E02004841"
"161553",1,1,1,10111,5110,237,297,0.02937,1885,225,21862,"E02003524 E02004842"
"161554",1,1,1,4867,2194,118,70,0.01438,907,66,10982,"E02003524 E02006821"
"161555",1,1,1,7568,3698,201,136,0.01797,1411,125,29038,"E02003524 E02006822"
"161557",1,1,1,2015,1064,48,36,0.01787,376,36,5946,"E02003525 E02003526"
"161558",1,1,1,2180,968,56,46,0.0211,406,33,3530,"E02003525 E02003527"
"161559",1,1,1,2179,904,62,30,0.01377,406,22,7358,"E02003525 E02003529"
"161560",1,1,1,2733,1232,128,48,0.01756,509,41,16499,"E02003525 E02003530"
"161561",1,1,1,3664,1638,152,49,0.01337,683,52,20778,"E02003525 E02003531"
"161562",1,1,1,3842,1710,178,55,0.01432,716,57,20833,"E02003525 E02003532"
"161563",1,1,1,4264,2046,210,57,0.01337,795,62,21754,"E02003525 E02003533"
"161564",1,1,1,4625,1968,157,52,0.01124,862,67,19337,"E02003525 E02003534"
"161565",1,1,1,5045,2120,162,53,0.01051,940,71,19848,"E02003525 E02003535"
"161566",1,1,1,5215,2370,251,59,0.01131,972,77,23803,"E02003525 E02003536"
"161567",1,1,1,6218,2590,187,57,0.00917,1159,88,21445,"E02003525 E02003538"
"161568",1,1,1,7117,3228,357,71,0.00998,1327,103,30039,"E02003525 E02003539"
"161569",1,1,1,6980,3162,242,64,0.00917,1301,97,29188,"E02003525 E02003540"
"161570",1,1,1,8090,3654,416,74,0.00915,1508,113,39596,"E02003525 E02003547"
"161571",1,1,1,22883,12734,580,818,0.03575,4266,581,156471,"E02003525 E02004708"
"161572",1,1,1,14684,7416,435,270,0.01839,2737,274,61324,"E02003525 E02004728"
"161573",1,1,1,9549,4628,315,165,0.01728,1780,169,26753,"E02003525 E02004730"
"161574",1,1,1,7919,3586,259,126,0.01591,1476,124,12010,"E02003525 E02004734"
