"","geo_code","geo_label","All","light_rail","train","bus","taxi","motorbike","Car","car_passenger","Bicycle","foot","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"2819","E02004751","Hart 001",3747,4,149,72,5,31,3025,181,76,186,18,176.51199,100.512,177.16499,2944.51611,-80.484,139.31,63.31,182.68401,2972.56494,-52.435,578.62799,502.62799,133.45,2630.83789,-394.16199,838.39001,762.39001,122.047,2410.74097,-614.25897,-0.04433,82158,-0.02648,49046,-0.04235,78554,-0.0245,45442,-0.11661,216259,-0.09875,183147,-0.14069,260944,-0.12284,227832,-48290,-29442,-38422,-19574,-140389,-121541,-253022,-234174,0.01268
"2828","E02004788","New Forest 010",2914,4,32,45,7,22,2385,131,117,157,14,211.41499,94.415,146.008,2310.36108,-74.639,175.05901,58.059,150.619,2339.52808,-45.472,515.89301,398.89301,106.523,2074.26807,-310.73199,654.89801,537.89801,102.175,1951.10901,-433.89099,-0.04737,87833,-0.02273,42115,-0.04152,77015,-0.01687,31297,-0.08958,166144,-0.06493,120426,-0.11516,213605,-0.09052,167887,-46401,-21897,-39829,-15325,-95713,-71209,-171093,-146589,0.00459
"2832","E02003538","Portsmouth 015",4742,15,278,349,63,54,2234,324,386,1011,28,669.66803,283.668,917.84698,2108.64502,-125.355,541.52802,155.528,955.66101,2171.07397,-62.925,1586.71106,1200.71106,600.21399,1711.745,-522.255,1745.60901,1359.60901,590.95398,1612.25598,-621.74402,-0.11597,215100,-0.04837,89700,-0.08274,153487,-0.01515,28087,-0.25278,468936,-0.18518,343536,-0.23065,427870,-0.16305,302470,-67163,-27342,-53528,-13707,-140217,-100396,-190567,-150746,0.00404
"2841","E02004681","Basingstoke and Deane 007",5527,8,193,460,21,50,3514,409,146,698,28,322.44,176.44,665.73602,3408.53296,-105.467,253.463,107.463,674.62598,3452.20898,-61.791,1159.75305,1013.75299,500.72501,2922.47803,-591.52301,1595.71497,1449.71497,438.06601,2647.45898,-866.54102,-0.05459,101234,-0.03089,57258,-0.03568,66173,-0.01197,22197,-0.17292,320770,-0.14922,276794,-0.19184,355860,-0.16813,311884,-47294,-25743,-32668,-11117,-136626,-115075,-234092,-212541,0.01792
"2845","E02004759","Hart 009",3653,6,237,44,8,35,2890,136,86,198,13,194.179,108.179,186.12,2803.65405,-86.346,160.658,74.658,189.519,2831.65796,-58.342,610.862,524.862,130.23199,2481.98096,-408.01901,843.14203,757.14203,120.974,2277.41895,-612.58099,-0.04468,82819,-0.02464,45645,-0.0405,75119,-0.02046,37945,-0.11001,204020,-0.08996,166846,-0.1292,239631,-0.10916,202457,-51295,-29048,-40096,-17849,-140882,-118635,-243570,-221323,0.01555
"2899","E02004810","Rushmoor 009",3924,12,247,191,22,28,2755,204,65,374,26,158.274,93.274,360.957,2690.50708,-64.493,114.187,49.187,368.79199,2718.927,-36.073,579.453,514.453,284.15601,2413.72803,-341.272,889.724,824.724,247.243,2195.49902,-559.50098,-0.03855,71455,-0.02474,45830,-0.02423,44935,-0.01041,19310,-0.13354,247678,-0.11972,222053,-0.16521,306453,-0.15139,280828,-36079,-23267,-31268,-18456,-112559,-99747,-208248,-195436,0.01375
"2910","E02003575","Southampton 027",2562,1,29,328,11,28,1683,192,74,203,13,144.513,70.513,196.228,1638.06702,-44.933,127.308,53.308,193.804,1651.14697,-31.853,444.32401,370.32401,160.069,1456.64001,-226.36,691.84998,617.84998,138.61,1294.21399,-388.78601,-0.05172,95892,-0.02274,42152,-0.03815,70750,-0.00917,17010,-0.15628,289884,-0.1273,236144,-0.18091,335579,-0.15193,281839,-36556,-15254,-30768,-9466,-88803,-67501,-151992,-130690,0.01702
"2914","E02003544","Portsmouth 021",3134,6,167,286,35,36,1697,158,326,395,28,507.98599,181.98599,359.40701,1597.16699,-99.833,492.763,166.763,363.517,1607.31604,-89.684,1001.46002,675.46002,246.485,1339.39294,-357.60699,1118.25598,792.25598,239.67101,1260.52405,-436.47601,-0.13597,252206,-0.04263,79058,-0.11999,222580,-0.02665,49432,-0.23445,434928,-0.14112,261780,-0.2282,423327,-0.13486,250179,-76395,-23343,-75102,-22050,-125486,-72434,-165420,-112368,0.00333
"3006","E02004718","Eastleigh 007",4679,8,494,121,18,64,2696,263,178,823,14,357.55499,179.55499,768.65198,2602.90405,-93.097,284.189,106.189,792.32703,2636.92896,-59.071,1067.37402,889.37402,513.34497,2264.36694,-431.633,1330.84204,1152.84204,502.10001,2083.05396,-612.94598,-0.06915,128223,-0.03342,61951,-0.05453,101146,-0.01881,34874,-0.16846,312482,-0.13273,246210,-0.19316,358319,-0.15743,292047,-55931,-26596,-46220,-16885,-135426,-106091,-226235,-196900,0.01355
"3010","E02004779","New Forest 001",4298,15,68,76,4,33,3359,208,113,386,36,229.295,116.295,362.61899,3277.15698,-81.843,154.448,41.448,375.18701,3332.07104,-26.929,631.59198,518.59198,269.694,3005.72192,-353.27802,871.19598,758.19598,244.808,2814.64209,-544.35797,-0.05909,109580,-0.03124,57918,-0.03544,65732,-0.00759,14070,-0.11961,221861,-0.09176,170199,-0.15254,282967,-0.12469,231305,-65461,-32318,-41758,-8615,-143314,-110171,-256167,-223024,0.00534
"3031","E02004713","Eastleigh 002",3868,2,114,143,8,55,2922,206,102,298,18,199.412,97.412,285.67801,2850.36499,-71.634,178.66701,76.667,288.55399,2865.26196,-56.738,619.35101,517.35101,224.625,2546.72803,-375.272,947.146,845.146,196.121,2294.64502,-627.35498,-0.04436,82237,-0.02373,43974,-0.03871,71797,-0.01808,33534,-0.12753,236549,-0.1069,198286,-0.16365,303566,-0.14302,265303,-40649,-21301,-36697,-17349,-114522,-95174,-215186,-195838,0.01975
"3092","E02006830","Havant 019",2792,0,19,208,16,48,2054,200,55,175,17,130.05299,75.053,166.75301,2002.87402,-51.126,98.52,43.52,170.24699,2023.78406,-30.216,447.52301,392.52301,123.756,1794.86902,-259.13101,664.71399,609.71399,110.788,1634.05505,-419.94501,-0.05754,106705,-0.03238,60027,-0.04543,84269,-0.02027,37591,-0.14226,263885,-0.1171,217207,-0.17588,326266,-0.15072,279588,-30578,-17124,-24375,-10921,-86509,-73055,-161943,-148489,0.01475
"3102","E02004825","Test Valley 012",4675,4,106,151,9,52,3780,251,132,168,22,258.543,126.543,160.349,3677.53198,-102.468,217.76601,85.766,164.248,3709.17505,-70.825,730.87402,598.87402,122.476,3304.79712,-475.203,1092.698,960.698,111.471,2998.23804,-781.76202,-0.09265,171831,-0.04314,79991,-0.08861,164362,-0.0391,72522,-0.21938,406952,-0.16987,315112,-0.26061,483447,-0.2111,391607,-80604,-37686,-72792,-29874,-197416,-154498,-341010,-298092,0.01485
"3114","E02003560","Southampton 012",2829,0,33,364,24,30,1692,238,128,296,24,268.276,140.276,277.48801,1609.43506,-82.565,222.422,94.422,278.62299,1639.51501,-52.485,823.58301,695.58301,195.28,1291.05896,-400.94101,1008.078,880.078,179.47,1172.01794,-519.98199,-0.06279,116426,-0.03104,57547,-0.04313,79994,-0.01139,21115,-0.20249,375614,-0.17075,316735,-0.19174,355678,-0.16,296799,-42191,-20213,-34167,-12189,-110361,-88383,-154789,-132811,0.0086
"3123","E02004836","Winchester 008",2556,4,131,215,12,20,1111,134,67,845,17,121.79,54.79,819.677,1092.49097,-18.509,123.562,56.562,821.74799,1088.88306,-22.117,407.19199,340.19199,677.565,1004.79602,-106.204,648.48102,581.48102,576.901,909.60101,-201.399,-0.00945,17483,-0.00369,6812,-0.01123,20833,-0.00548,10162,-0.01867,34594,-0.01291,23923,-0.01524,28241,-0.00949,17570,-12361,-4998,-16188,-8825,-30145,-22782,-60557,-53194,0.03451
"3136","E02004839","Winchester 011",3210,13,112,33,6,33,2676,112,45,152,28,87.624,42.624,146.687,2641.9231,-34.077,68.591,23.591,148.364,2657.56689,-18.433,227.942,182.942,122.497,2536.42505,-139.575,428.87799,383.87799,109.509,2363.66211,-312.33801,-0.02823,52312,-0.01575,29153,-0.02005,37190,-0.00757,14031,-0.06525,121000,-0.05277,97841,-0.12003,222629,-0.10754,199470,-31526,-18050,-23207,-9731,-72714,-59238,-189167,-175691,0.01955
"3149","E02004806","Rushmoor 005",4249,4,265,87,9,41,3321,201,129,181,11,278.19299,149.19299,170.144,3199.95288,-121.047,215.95799,86.958,175.593,3249.22412,-71.776,844.20398,715.20398,121.152,2749.68091,-571.31799,1097.84595,968.84601,113.789,2531.28906,-789.711,-0.0618,114577,-0.03495,64772,-0.03811,70694,-0.01126,20889,-0.19604,363641,-0.16919,313836,-0.21576,400212,-0.18891,350407,-62710,-36214,-45851,-19355,-177524,-151028,-283732,-257236,0.01091
"3161","E02004792","New Forest 014",3783,8,31,123,7,46,2947,200,195,193,33,307.86301,112.863,180.86099,2858.76196,-88.238,298.27399,103.274,182.321,2865.74292,-81.257,640.48401,445.48401,139.817,2603.58911,-343.41101,843.17798,648.17798,132.347,2434.32202,-512.67902,-0.08079,149844,-0.0312,57842,-0.08687,161146,-0.03728,69144,-0.12538,232585,-0.07579,140583,-0.17409,322943,-0.12449,230941,-74430,-28885,-78008,-32463,-124242,-78697,-234641,-189096,NA
"3194","E02004774","Havant 013",3633,7,265,67,14,30,2660,168,152,244,26,281.85199,129.85201,228.75301,2564.80103,-95.199,226.99699,74.997,231.87,2606.63501,-53.365,702.117,550.117,173.34599,2261.74707,-398.25299,920.62903,768.62903,161.933,2087.93091,-572.06897,-0.11124,206322,-0.0588,109050,-0.08486,157404,-0.03242,60132,-0.23414,434346,-0.1817,337074,-0.26125,484640,-0.20881,387368,-63769,-32960,-49738,-18929,-151940,-121131,-244302,-213493,0.00518
"3203","E02004676","Basingstoke and Deane 002",3786,3,128,106,6,37,2987,160,134,211,14,207.13499,73.135,202.94099,2929.46094,-57.539,191.87199,57.872,203.715,2941.26294,-45.737,430.30899,296.30899,171.394,2762.12402,-224.87601,680.41498,546.41498,157.024,2554.89502,-432.10599,-0.10285,190759,-0.03082,57139,-0.09521,176630,-0.02319,43010,-0.16542,306852,-0.09339,173232,-0.22635,419896,-0.15433,286276,-90646,-26533,-87900,-23787,-143116,-79003,-261972,-197859,0.0154
"3221","E02004721","Eastleigh 010",4775,5,307,73,2,32,3832,217,81,202,24,201.72099,120.721,190.358,3737.72412,-94.276,141.83501,60.835,197.418,3782.6731,-49.327,680.20599,599.20599,135.964,3372.13306,-459.867,1050.07703,969.07703,124.592,3060.72705,-771.27301,-0.06337,117484,-0.03844,71256,-0.04432,82195,-0.01939,35967,-0.19269,357423,-0.16776,311195,-0.25243,468246,-0.2275,422018,-59732,-35482,-43474,-19224,-175392,-151142,-339764,-315514,0.01742
"3231","E02003547","Portsmouth 024",3786,10,199,232,41,25,1949,153,270,833,74,458.08701,188.08701,769.30798,1859.479,-89.521,376.46899,106.469,796.73798,1896.59399,-52.406,1090.65503,820.65503,523.55902,1584.61804,-364.38199,1210.34094,940.341,517.90802,1497.66699,-451.33301,-0.10627,197114,-0.03692,68470,-0.0858,159168,-0.01646,30524,-0.19439,360607,-0.12505,231963,-0.1924,356917,-0.12306,228273,-67206,-22986,-61289,-17069,-120534,-76314,-167442,-123222,0.0052
"3247","E02003562","Southampton 014",4239,8,129,344,18,68,2733,287,210,412,30,351.832,141.832,394.591,2642.89404,-90.106,314.452,104.452,401.939,2664.2561,-68.744,895.18903,685.18903,318.82401,2303.87402,-429.12601,1264.77795,1054.77795,277.202,2053.84106,-679.159,-0.08241,152828,-0.03465,64226,-0.06666,123629,-0.01889,35027,-0.23452,435026,-0.18675,346424,-0.25416,471467,-0.20639,382865,-60111,-25231,-56687,-21807,-143686,-108806,-228489,-193609,0.01867
"3310","E02003542","Portsmouth 019",4147,13,302,229,65,43,1900,225,429,907,34,674.84497,245.845,821.078,1796.11902,-103.881,590.724,161.724,853.979,1833.84204,-66.158,1373.74902,944.74902,558.59601,1505.37195,-394.62799,1507.48206,1078.48206,544.91101,1423.08203,-476.918,-0.11244,208563,-0.03843,71265,-0.09389,174166,-0.01988,36868,-0.19992,370857,-0.12591,233559,-0.18611,345253,-0.1121,207955,-64804,-23228,-58770,-17194,-118357,-76781,-161349,-119773,0.00338
"3318","E02004818","Test Valley 005",4724,7,198,88,23,35,3436,271,162,492,12,294.06,132.06,471.14301,3341.32202,-94.679,258.86301,96.863,475.45499,3367.36499,-68.635,900.20599,738.20599,369.405,2913.03906,-522.961,1224.349,1062.349,327.711,2669.59302,-766.40698,-0.04706,87287,-0.02164,40115,-0.04271,79222,-0.01728,32050,-0.12086,224202,-0.09543,177030,-0.13962,259004,-0.11419,211832,-44192,-21161,-37494,-14463,-116719,-93688,-199096,-176065,0.01902
"3388","E02003527","Portsmouth 004",2661,2,76,169,23,37,1818,168,110,242,16,207.50999,97.51,229.276,1753.16504,-64.835,198.448,88.448,224.158,1764.85706,-53.143,577.172,467.172,170.882,1514.86804,-303.13199,781.862,671.862,152.314,1369.15698,-448.84299,-0.08166,151453,-0.03786,70200,-0.05805,107685,-0.01425,26432,-0.21054,390551,-0.16674,309298,-0.21479,398439,-0.17099,317186,-45566,-21138,-37392,-12964,-112874,-88446,-172626,-148198,0.01096
"3389","E02004760","Hart 010",3465,10,257,33,7,39,2799,121,59,121,19,136.502,77.502,114.909,2735.3479,-63.652,101.02,42.02,117.073,2764.57397,-34.426,437.353,378.353,83.577,2497.48901,-301.51099,672.51599,613.51599,76.426,2291.91895,-507.08099,-0.04101,76015,-0.02251,41704,-0.03353,62193,-0.01503,27882,-0.10005,185536,-0.08154,151225,-0.12819,237767,-0.10969,203456,-48506,-26258,-36144,-13896,-125478,-103230,-235915,-213667,0.01734
"3398","E02003553","Southampton 005",2433,6,74,280,20,27,1187,231,150,437,21,231.06799,81.068,418.95999,1148.81396,-38.186,228.911,78.911,417.629,1149.91699,-37.083,530.95801,380.95801,338.026,1017.38501,-169.61501,733.65503,583.65503,293.21799,917.27197,-269.728,-0.04898,90812,-0.01629,30174,-0.041,76038,-0.00831,15400,-0.11223,208161,-0.07954,147523,-0.11294,209476,-0.08025,148838,-32508,-10567,-30633,-8692,-64467,-42526,-98018,-76077,0.01483
"3411","E02004738","Fareham 012",3320,4,143,131,9,52,2403,219,133,207,19,257.79401,124.794,195.93401,2313.31396,-89.686,209.84599,76.846,200.55499,2347.38208,-55.618,706.685,573.685,141.256,2002.37305,-400.62701,949.75897,816.75897,132.51199,1812.98206,-590.01801,-0.08247,152939,-0.03799,70434,-0.07002,129872,-0.02554,47367,-0.19616,363878,-0.15169,281373,-0.2105,390472,-0.16602,307967,-67432,-31482,-54516,-18566,-160594,-124644,-249052,-213102,0.01383
"3417","E02004765","Havant 004",3021,4,47,94,7,34,2456,169,61,137,12,134.006,73.006,132.082,2396.73706,-59.263,118.004,57.004,132.56799,2410.05688,-45.943,443.63199,382.63199,105.824,2150.13892,-305.86099,702.95099,641.95099,92.269,1935.776,-520.224,-0.06359,117919,-0.03455,64061,-0.057,105726,-0.02796,51868,-0.15723,291658,-0.1282,237800,-0.19767,366671,-0.16863,312813,-37303,-20284,-33906,-16887,-106172,-89153,-197815,-180796,0.01978
"3427","E02004707","East Hampshire 011",4448,14,469,51,3,26,3075,173,102,505,30,165.569,63.569,488.87399,3034.09497,-40.905,140.325,38.325,494.05801,3051.38306,-23.617,452.67001,350.67001,401.64899,2863.823,-211.17599,715.34497,613.34497,348.94,2680.54004,-394.45999,-0.02658,49265,-0.01201,22256,-0.02138,39646,-0.00681,12637,-0.04847,89887,-0.03391,62878,-0.08381,155458,-0.06925,128449,-26720,-12541,-21485,-7306,-54145,-39966,-133212,-119033,0.02785
"3444","E02004782","New Forest 004",3439,3,109,124,7,48,2468,193,158,315,14,310.67099,152.67101,293.91599,2358.79199,-109.208,211.33099,53.331,308.42401,2429.52393,-38.476,862.19098,704.19098,207.07899,1973.65503,-494.345,1054.51599,896.51703,199.647,1820.02698,-647.97302,-0.07834,145276,-0.03827,70952,-0.05804,107661,-0.01798,33337,-0.17016,315626,-0.13009,241302,-0.17238,319761,-0.13231,245437,-66671,-30644,-49916,-13889,-157117,-121090,-229612,-193585,0.00796
"3491","E02004754","Hart 004",2434,6,247,16,6,15,1832,97,43,155,17,101.325,58.325,146.08701,1787.94397,-44.056,64.351,21.351,153.198,1814.90002,-17.1,330.53,287.53,103.928,1620.96899,-211.03101,475.98599,432.98599,94.726,1499.24402,-332.75601,-0.02483,45998,-0.01419,26268,-0.01878,34828,-0.00814,15098,-0.06145,113940,-0.05081,94210,-0.07506,139206,-0.06443,119476,-28969,-16577,-19237,-6845,-80226,-67834,-146232,-133840,0.01128
"3531","E02003536","Portsmouth 013",2492,2,61,238,35,29,965,231,235,680,16,391.08899,156.089,620.89398,907.185,-57.815,380.37601,145.37601,612.41901,922.12201,-42.878,895.98102,660.98102,423.45801,722.23999,-242.75999,984.29498,749.29498,411.444,675.97803,-289.022,-0.04979,92327,-0.0205,37996,-0.03694,68520,-0.00765,14189,-0.11001,204052,-0.08072,149721,-0.09073,168283,-0.06144,113952,-28810,-11659,-25578,-8427,-62218,-45067,-82102,-64951,0.00462
"3537","E02004826","Test Valley 013",2686,7,63,39,6,24,2195,145,50,134,23,98.096,48.096,129.274,2156.24805,-38.752,89.296,39.296,131.034,2162.98193,-32.018,266.94699,216.94701,105.949,2026.91101,-168.089,450.07199,400.07199,94.435,1873.104,-321.896,-0.04357,80782,-0.01933,35815,-0.04611,85527,-0.02187,40560,-0.08511,157855,-0.06087,112888,-0.12638,234415,-0.10213,189448,-43116,-19107,-42733,-18724,-85396,-61387,-179680,-155671,0.01671
"3683","E02004727","Fareham 001",4205,5,178,30,4,48,3404,149,127,220,40,217.661,90.661,212.172,3330.07397,-73.926,214.16299,87.163,212.52699,3331.82593,-72.174,541.90302,414.90302,178.41299,3069.12305,-334.87701,876.53802,749.53802,157,2791.61694,-612.383,-0.0674,124960,-0.02918,54063,-0.06692,124127,-0.0287,53230,-0.14717,272964,-0.10895,202067,-0.20382,378064,-0.1656,307167,-66837,-28510,-63889,-25562,-140999,-102672,-280249,-241922,0.01672
"3716","E02004833","Winchester 005",3882,11,481,165,4,23,1932,178,115,950,23,161.99001,46.99,933.12701,1909.745,-22.254,192.511,77.511,914.47198,1903.51099,-28.489,371.836,256.836,846.04901,1820.55103,-111.449,723.93597,608.93597,707.56897,1664.24902,-267.75101,-0.01732,32088,-0.00679,12561,-0.01663,30836,-0.0061,11309,-0.0321,59509,-0.02157,39982,-0.04732,87756,-0.0368,68229,-19432,-7964,-19493,-8025,-38052,-26584,-93515,-82047,0.03717
"3779","E02004692","Basingstoke and Deane 018",3213,6,135,87,9,12,2608,169,52,128,7,147.123,95.123,122.773,2529.896,-78.104,109.615,57.615,126.226,2559.83008,-48.17,569.01501,517.01501,94.002,2189.59009,-418.41,809.26599,757.26599,83.722,1987.41895,-620.58099,-0.044,81594,-0.02842,52689,-0.03011,55841,-0.01452,26936,-0.1576,292352,-0.14202,263447,-0.17175,318617,-0.15617,289712,-36783,-24012,-26483,-13712,-127314,-114543,-209549,-196778,0.0208
"3821","E02003561","Southampton 013",3285,2,193,357,13,36,1505,226,259,676,18,384.72699,125.727,642.013,1449.37402,-55.626,373.07901,114.079,638.16302,1461.04504,-43.955,815.03497,556.03497,510.75601,1267.68994,-237.31,1035.09302,776.09302,459.50101,1156.97705,-348.02301,-0.06294,116708,-0.01996,36982,-0.05267,97692,-0.00969,17966,-0.13291,246531,-0.08993,166805,-0.13414,248815,-0.09116,169089,-42337,-13570,-39290,-10523,-79290,-50523,-117249,-88482,0.01311
"3826","E02004745","Gosport 005",4488,2,73,242,20,133,2696,258,556,428,80,772.06598,216.06599,393.31699,2556.14209,-139.858,755.18298,199.183,401.151,2566.9519,-129.048,1311.74402,755.74402,290.60999,2218.14697,-477.853,1487.04102,931.04102,284.06699,2085.71411,-610.28601,-0.31732,588655,-0.06164,114306,-0.32949,611270,-0.07381,136921,-0.42061,780300,-0.16493,305951,-0.43064,798911,-0.17496,324562,-160308,-34106,-173548,-47346,-222263,-96061,-287693,-161491,0.00329
"3827","E02004822","Test Valley 009",3066,14,193,37,4,26,2421,141,50,147,33,93.425,43.425,142.035,2387.26489,-33.735,83.753,33.753,144.642,2392.73999,-28.259,216.366,166.366,121.65,2298.55591,-122.444,385.12201,335.12201,110.265,2158.76807,-262.23199,-0.04643,86086,-0.01839,34077,-0.05216,96759,-0.02412,44750,-0.07405,137349,-0.04601,85340,-0.12821,237822,-0.10017,185813,-48646,-19286,-52852,-23492,-78572,-49212,-181637,-152277,0.01688
"3828","E02006822","Havant 018",3974,3,195,158,37,41,2751,270,142,357,20,300.70599,158.70599,334.49301,2642.75806,-108.242,255.183,113.183,340.38501,2676.177,-74.824,922.20697,780.20697,235.435,2224.25708,-526.74298,1189.91602,1047.91602,219.185,2024.22705,-726.77301,-0.11329,210116,-0.05714,105970,-0.09841,182546,-0.04226,78400,-0.2556,474145,-0.19945,369999,-0.26476,491142,-0.20861,386996,-60563,-30796,-52520,-22753,-160030,-130263,-243461,-213694,0.01518
"3848","E02003529","Portsmouth 006",3580,4,166,195,24,42,2278,205,205,446,15,393.99799,188.998,413.103,2159.84009,-118.16,374.129,169.12801,412.07901,2175.85303,-102.147,1057.91296,852.91302,280.76901,1755.39697,-522.60303,1265.21399,1060.21399,260.16,1610.73596,-667.26398,-0.11434,212065,-0.05451,101087,-0.08856,164276,-0.02874,53298,-0.29774,552334,-0.23791,441356,-0.26798,497125,-0.20816,386147,-65083,-31059,-61216,-27192,-162501,-128477,-219837,-185813,0.00727
"3882","E02004238","Christchurch 003",2101,3,77,38,2,20,1637,87,82,145,10,156.99899,74.999,135.847,1578.11401,-58.886,125.977,43.977,140.017,1602.41895,-34.581,427.26801,345.26801,94.883,1372.34204,-264.65799,560.71997,478.72,87.899,1259.89502,-377.10501,-0.04287,79481,-0.02127,39421,-0.0356,66037,-0.01401,25977,-0.10477,194331,-0.08317,154271,-0.11497,213270,-0.09338,173210,-38431,-19117,-30270,-10956,-95982,-76668,-150062,-130748,0.00954
"3925","E02004684","Basingstoke and Deane 010",4603,6,199,300,15,21,3136,292,128,498,8,270.39401,142.394,474.80899,3043.65991,-92.34,230.554,102.554,483.401,3069.71509,-66.285,909.599,781.599,355.75201,2642.573,-493.42599,1254.40002,1126.40002,316.66299,2401.44312,-734.55701,-0.05245,97260,-0.02841,52669,-0.03947,73210,-0.01543,28619,-0.15874,294459,-0.1347,249868,-0.18122,336171,-0.15718,291580,-43473,-23897,-33383,-13807,-125952,-106376,-215978,-196402,0.01762
"3986","E02003567","Southampton 019",3388,6,71,311,10,38,2027,256,158,491,20,310.64999,152.64999,461.354,1939.26196,-87.738,257.83801,99.838,472.91501,1963.67395,-63.326,933.61902,775.61902,323.776,1593.15601,-433.84399,1141.96802,983.96802,298.379,1457.22095,-569.77899,-0.06777,125658,-0.02901,53775,-0.05505,102096,-0.01629,30213,-0.18955,351608,-0.15079,279725,-0.1841,341488,-0.14534,269605,-49555,-21012,-47461,-18918,-116090,-87547,-168672,-140129,0.00976
"3988","E02004824","Test Valley 011",2214,3,110,80,17,14,1430,119,96,329,16,156.408,60.408,311.96701,1395.43298,-34.567,152.814,56.814,310.95801,1398.72705,-31.273,366.23999,270.23999,235.45799,1289.47998,-140.52,524.93201,428.93201,213.539,1180.375,-249.625,-0.04105,76099,-0.01646,30488,-0.04185,77624,-0.01726,32013,-0.07483,138768,-0.05024,93157,-0.09857,182821,-0.07398,137210,-36187,-14426,-34575,-12814,-68921,-47160,-128672,-106911,0.0138
"3994","E02004777","Havant 016",1967,1,58,75,10,28,1476,77,64,162,16,144.506,80.506,147.01801,1421.08203,-54.918,93.763,29.763,157.496,1454.49402,-21.506,417.603,353.603,88.165,1241.84705,-234.153,501.99799,437.99799,87.454,1170.31799,-305.68201,-0.05637,104548,-0.02808,52060,-0.04219,78269,-0.0139,25781,-0.10955,203209,-0.08125,150721,-0.12488,231637,-0.09658,179149,-36368,-17853,-28495,-9980,-78832,-60317,-127321,-108806,0.0017
"4083","E02004807","Rushmoor 006",4415,3,359,141,13,37,3018,230,124,475,15,285.44299,161.44299,447.72501,2906.59106,-111.409,197.013,73.013,464.86401,2964.48706,-53.513,951.39398,827.39398,310.82001,2468.51099,-549.48901,1205.87598,1081.87598,293.61301,2272.40991,-745.59003,-0.05264,97586,-0.0309,57258,-0.03021,56018,-0.00846,15690,-0.17243,319838,-0.15069,279510,-0.18621,345397,-0.16447,305069,-52663,-31158,-36213,-14708,-154012,-132507,-246210,-224705,0.01191
"4086","E02004803","Rushmoor 002",3351,4,183,271,12,41,2117,258,111,331,23,253.27,142.27,309.01801,2030.31396,-86.686,191.41299,80.413,319.81201,2066.1001,-50.9,808.41803,697.41803,214.87,1701.25598,-415.74399,1021.026,910.026,199.599,1557.698,-559.302,-0.04696,87050,-0.02693,49890,-0.02815,52191,-0.00811,15031,-0.15405,285738,-0.13401,248578,-0.15823,293479,-0.13819,256319,-42538,-23753,-31235,-12450,-121090,-102305,-185883,-167098,0.01052
"4135","E02004823","Test Valley 010",4190,7,153,85,11,41,3115,242,153,360,23,260.97101,107.971,342.42801,3038.57007,-76.43,278.43399,125.434,335.267,3031.53296,-83.467,634.09497,481.095,265.72699,2789.14697,-325.853,935.43402,782.43402,241.17599,2551.66895,-563.33099,-0.07749,143715,-0.03371,62492,-0.07929,147082,-0.03551,65859,-0.15507,287639,-0.11128,206416,-0.20367,377814,-0.15988,296591,-72623,-30676,-72411,-30464,-147799,-105852,-276790,-234843,0.01412
"4136","E02003524","Portsmouth 001",3309,0,43,379,38,49,1898,323,141,419,19,271.53101,130.53101,398.789,1825.29004,-72.71,244.009,103.009,400.767,1845.52002,-52.48,799.409,658.409,300.918,1541.10999,-356.89001,1060.68506,919.685,268.729,1383.46594,-514.534,-0.09259,171718,-0.04398,81552,-0.06757,125331,-0.01896,35165,-0.25106,465734,-0.20246,375568,-0.24703,458256,-0.19843,368090,-45067,-21433,-37363,-13729,-117070,-93436,-176674,-153040,0.01216
"4148","E02004710","East Hampshire 014",3017,4,87,90,5,23,2483,131,39,129,26,98.899,59.899,124.883,2433.90991,-49.09,71.38,32.38,126.101,2456.18799,-26.812,354.38199,315.38199,100.587,2230.54492,-252.455,578.58698,539.58698,90.526,2040.66199,-442.33801,-0.03845,71279,-0.02331,43206,-0.02589,48026,-0.01076,19953,-0.1014,188076,-0.08627,160003,-0.1382,256355,-0.12307,228282,-31357,-19197,-21263,-9103,-92218,-80058,-188051,-175891,0.01675
"4172","E02004840","Winchester 012",4237,6,78,71,5,46,3474,188,49,288,32,127.407,78.407,275.93301,3414.67993,-59.32,80.494,31.494,284.81601,3448.83496,-25.165,435.43399,386.43399,213.211,3196.72412,-277.276,749.40399,700.40399,189.142,2934.89697,-539.10303,-0.0434,80454,-0.02697,49980,-0.02837,52613,-0.01194,22139,-0.12041,223320,-0.10398,192846,-0.18144,336561,-0.16501,306087,-46356,-28457,-32032,-14133,-128652,-110753,-284482,-266583,0.01975
