"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"2","E02001245","Tameside 017",3625,49,443,2407,229,101,8,323,32,19,14,144.33,95.33,427.76099,2346.5879,-60.412,88.301,39.301,435.67001,2383.6689,-23.331,649.20001,600.20001,333.155,2034.808,-372.19199,1003.198,954.198,285.625,1801.271,-605.729,-0.04943,91583,-0.03389,62770,-0.02386,44244,-0.00832,15431,-0.18285,339132,-0.16732,310319,-0.22155,410916,-0.20601,382103,-24429,-16867,-13954,-6392,-92780,-85218,-172199,-164637,2.23514
"11","E02001073","Manchester 029",5071,483,353,2634,221,91,68,1153,26,21,21,761.21997,278.22,326.16,2492.9351,-141.065,644.07098,161.071,342.19299,2540.5669,-93.433,1521.207,1038.207,225.02,2115.3391,-518.66101,1815.892,1332.892,217.451,1940.74,-693.26001,-0.26057,483267,-0.08847,163998,-0.21428,397480,-0.04217,78211,-0.6336,1175375,-0.4615,856106,-0.61429,1139526,-0.44218,820257,-123173,-42302,-114431,-33560,-220760,-139889,-301792,-220921,0.4442
"33","E02001019","Bury 001",4192,37,374,3189,220,13,49,273,9,16,12,105.367,68.367,363.42999,3142.3811,-46.619,65.233,28.233,372.685,3167.053,-21.947,426.95801,389.95801,291.461,2943.7639,-245.23599,778.47302,741.47302,253.12601,2685.542,-503.45801,-0.0632,117132,-0.0364,67406,-0.04037,74877,-0.01356,25151,-0.17459,323798,-0.14779,274072,-0.27572,511412,-0.24891,461686,-37014,-21273,-27863,-12122,-101300,-85559,-239950,-224209,2.66174
"60","E02001261","Trafford 003",3894,210,501,2159,235,57,132,532,33,12,23,442.27802,232.278,463.466,2031.9821,-127.018,319.867,109.867,482.93301,2103.6919,-55.308,1299.995,1089.995,302.65399,1575.437,-583.56299,1513.157,1303.157,289.92899,1441.03,-717.96997,-0.10629,197052,-0.05303,98276,-0.07691,142652,-0.02366,43876,-0.28068,520615,-0.22743,421839,-0.25156,466582,-0.19831,367806,-64823,-32938,-46886,-15001,-173158,-141273,-230697,-198812,0.46331
"123","E02001001","Bolton 018",3398,34,361,2230,261,168,8,238,51,24,23,124.984,90.984,348.035,2174.1831,-55.817,64.427,30.427,357.64301,2210.4141,-19.586,609.172,575.172,267.185,1886.311,-343.689,911.73602,877.73602,229.164,1692.579,-537.42102,-0.039,72229,-0.02566,47480,-0.02081,38588,-0.00746,13839,-0.14847,275345,-0.13513,250596,-0.18035,334475,-0.16701,309726,-23125,-15228,-13957,-6060,-82288,-74391,-154549,-146652,2.57736
"194","E02001255","Tameside 027",1973,15,192,1126,126,69,5,411,9,14,6,50.205,35.205,187.564,1107.672,-18.328,28.533,13.533,190.77,1118.821,-7.179,235.855,220.855,158.01601,1017.3,-108.7,446.88,431.88,134.485,902.76099,-223.239,-0.02443,45227,-0.01698,31409,-0.01102,20434,-0.00357,6616,-0.09462,175458,-0.08717,161640,-0.13415,248807,-0.1267,234989,-10766,-6981,-6107,-2322,-38610,-34825,-85763,-81978,3.10463
"199","E02001039","Bury 021",3461,53,307,2155,229,21,300,331,32,18,15,150.132,97.132,293.853,2100.175,-54.825,109.148,56.148,298.69901,2124.041,-30.959,618.45203,565.45203,217.882,1846.364,-308.63599,931.95801,878.95801,191.66299,1653.184,-501.81601,-0.07357,136357,-0.04249,78706,-0.04678,86775,-0.0157,29124,-0.23395,433922,-0.20287,376271,-0.26789,496898,-0.23681,439247,-33705,-18730,-26192,-11217,-106576,-91601,-190022,-175047,1.75046
"209","E02006915","Manchester 058",2979,75,775,1108,134,92,61,657,42,7,28,170.79601,95.796,743.40198,1075.308,-32.692,110.863,35.863,767.05603,1094.175,-13.825,646.50098,571.50098,566.40198,924.10498,-183.895,898.96198,823.96198,498.63199,832.50403,-275.496,-0.03767,69773,-0.0171,31618,-0.02742,50849,-0.00685,12694,-0.14054,260625,-0.11996,222470,-0.13039,241808,-0.10982,203653,-18299,-8896,-13820,-4417,-52058,-42655,-86189,-76786,NA
"211","E02001321","Wigan 035",3873,58,301,2978,254,61,2,155,14,35,15,186.207,128.207,285.85101,2884.3879,-93.612,109.663,51.663,297.25201,2938.353,-39.647,729.71002,671.71002,205.407,2502.925,-475.07501,1014.059,956.05902,185.58501,2280.387,-697.61298,-0.08595,159323,-0.05717,105943,-0.04364,80949,-0.01487,27569,-0.28223,523500,-0.25345,470120,-0.31431,583021,-0.28553,529641,-50865,-33199,-30855,-13189,-163190,-145524,-276271,-258605,1.07042
"212","E02001260","Trafford 002",3598,120,318,2573,210,42,19,253,26,28,9,312.29901,192.299,294.043,2439.3291,-133.67101,221.584,101.584,301.181,2503.1189,-69.881,1074.949,954.94897,190.189,1919.344,-653.65601,1252.584,1132.584,186.50999,1778.765,-794.23602,-0.0748,138638,-0.04681,86740,-0.0459,85119,-0.01792,33221,-0.23638,438420,-0.2084,386522,-0.22448,416343,-0.19649,364445,-55528,-34465,-37934,-16871,-171732,-150669,-244349,-223286,0.32428
