"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"281","E02006569","Chichester 009",3108,191,473,2022,119,179,13,55,5,30,21,317.07401,126.074,435.06201,1947.526,-74.474,269.591,78.591,450.38101,1974.642,-47.358,708.90601,517.90601,309.30301,1722.7419,-299.258,871.336,680.336,298.51501,1593.499,-428.50101,-0.0599,111081,-0.02893,53631,-0.04939,91620,-0.01842,34170,-0.12458,231076,-0.09361,173626,-0.13664,253464,-0.10567,196014,-55190,-26250,-47027,-18087,-123042,-94102,-193857,-164917,0.54326
"318","E02006615","Mid Sussex 012",3448,55,337,2480,179,325,5,39,4,13,11,139.144,84.144,320.37701,2421.905,-58.095,83.367,28.367,329.48199,2461.8191,-18.181,533.23602,478.23599,235.11501,2156.7859,-323.21399,768.34998,713.34998,210.99899,1976.147,-503.853,-0.02267,42016,-0.01652,30602,-0.00912,16900,-0.00296,5486,-0.07956,147569,-0.07341,136155,-0.10685,198192,-0.1007,186778,-23363,-17041,-10557,-4235,-84252,-77930,-169235,-162913,1.48284
"458","E02006612","Mid Sussex 009",5161,52,864,2631,163,1259,14,90,31,34,23,122.453,70.453,841.92902,2593.2471,-37.753,104.315,52.315,844.24799,2606.7629,-24.237,511.45001,459.45001,686.04602,2408.7429,-222.257,844.73199,792.73199,602.92297,2215.689,-415.311,-0.02373,43965,-0.01416,26215,-0.01626,30151,-0.00669,12401,-0.06083,112807,-0.05126,95057,-0.10559,195849,-0.09602,178099,-21496,-13566,-15532,-7602,-60584,-52654,-150344,-142414,2.28405
"512","E02006542","Arun 001",2210,42,225,1604,91,171,11,27,1,18,20,99.379,57.379,211.03101,1566.719,-37.281,49.942,7.942,224.799,1597.189,-6.811,313.22601,271.22601,147.89301,1438.399,-165.601,443.94101,401.94101,134.35699,1335.9771,-268.02301,-0.04248,78778,-0.02583,47900,-0.02272,42152,-0.00608,11274,-0.09574,177596,-0.0791,146718,-0.11856,219939,-0.10192,189061,-25233,-15448,-13713,-3928,-68438,-58653,-127233,-117448,0.79074
"605","E02006548","Arun 007",4101,198,324,2964,249,185,4,95,22,40,20,395.16599,197.166,297.763,2821.1809,-142.819,317.16101,119.161,299.00601,2883.8,-80.2,1058.98,860.97998,202.608,2345.615,-618.38599,1238.2321,1040.2321,198.604,2200.092,-763.90802,-0.12757,236639,-0.07214,133804,-0.08548,158560,-0.03004,55725,-0.28868,535542,-0.23324,432707,-0.29033,538616,-0.2349,435781,-69024,-38645,-49427,-19048,-180758,-150379,-260138,-229759,0.27457
"643","E02006543","Arun 002",2186,52,125,1725,111,81,7,48,7,20,10,120.013,68.013,116.909,1672.848,-52.152,98.835,46.835,121.736,1686.96,-38.04,363.923,311.923,81.746,1490.803,-234.19701,496.022,444.022,76.791,1379.4189,-345.58099,-0.06364,118023,-0.03559,65990,-0.05263,97630,-0.02458,45597,-0.14522,269389,-0.11717,217356,-0.161,298664,-0.13295,246631,-35436,-19864,-31299,-15727,-94496,-78924,-153887,-138315,0.72802
"644","E02006597","Horsham 010",4005,43,350,2960,183,379,8,33,6,30,13,116.173,73.173,332.07401,2912.22,-47.78,77.219,34.219,338.84,2939.782,-20.217,400.099,357.099,245.259,2742.677,-217.32201,645.08899,602.08899,214.60001,2556.5601,-403.44,-0.03537,65571,-0.02374,44009,-0.01911,35436,-0.00748,13874,-0.08554,158657,-0.07391,137095,-0.1335,247636,-0.12187,226074,-34481,-22815,-20072,-8406,-91203,-79537,-207543,-195877,1.97102
"1080","E02006555","Arun 014",3287,175,510,2003,300,101,4,124,13,39,18,344.479,169.479,468.54099,1904.457,-98.543,258.28101,83.281,480.655,1960.951,-42.049,944.01501,769.01501,313.15302,1562.359,-440.64099,1078.941,903.94098,310.94299,1460.457,-542.54303,-0.08524,158103,-0.05308,98452,-0.04485,83193,-0.01269,23542,-0.20987,389336,-0.17771,329685,-0.19956,370218,-0.1674,310567,-44099,-26483,-25456,-7840,-125325,-107709,-178929,-161313,0.14033
"1241","E02006589","Horsham 002",5421,148,469,3727,309,608,6,102,4,28,20,307.06299,159.063,443.121,3620.8601,-106.14,296.71201,148.71201,437.92401,3635.9929,-91.007,974.40601,826.40601,322.74399,3183.259,-543.74103,1307.494,1159.494,289.634,2935.259,-791.74103,-0.06078,112713,-0.0376,69714,-0.04491,83311,-0.02173,40312,-0.16614,308193,-0.14296,265194,-0.19794,367203,-0.17476,324204,-48232,-30159,-36151,-18078,-145578,-127505,-261324,-243251,1.33332
"1286","E02006577","Crawley 003",3547,126,461,2133,193,243,3,318,32,20,18,311.51401,185.51401,428.36301,2021.521,-111.479,205.272,79.272,446.34601,2084.449,-48.551,1085.057,959.05701,285.78299,1563.3879,-569.612,1236.834,1110.834,267.311,1460.519,-672.48102,-0.0429,79546,-0.02472,45823,-0.0291,53978,-0.01092,20255,-0.14223,263847,-0.12405,230124,-0.13082,242663,-0.11264,208940,-36176,-20434,-26739,-10997,-107851,-92109,-150813,-135071,1.11504
"1353","E02006590","Horsham 003",3921,102,484,2627,208,347,5,85,3,43,17,224.90601,122.906,453.44501,2552.9629,-74.037,165.31799,63.318,463.87701,2592.4871,-34.513,757.802,655.802,311.142,2243.0601,-383.94,963.23102,861.23102,284.97101,2092.4021,-534.59802,-0.03323,61598,-0.02201,40808,-0.01636,30341,-0.00515,9551,-0.09275,172030,-0.08154,151240,-0.11097,205844,-0.09976,185054,-30631,-19397,-16517,-5283,-91831,-80597,-166590,-155356,1.06407
"1377","E02006540","Adur 007",2378,89,160,1587,142,177,5,163,7,40,8,197.35899,108.359,148.92599,1515.108,-71.892,154.782,65.782,151.327,1545.657,-41.343,592.599,503.599,102.413,1255.1591,-331.841,732.39301,643.39301,97.358,1156.046,-430.95401,-0.06548,121422,-0.03707,68729,-0.04684,86880,-0.01843,34187,-0.16605,308024,-0.13764,255331,-0.1614,299396,-0.13299,246703,-36927,-21178,-26881,-11132,-106218,-90469,-151484,-135735,0.46437
"1416","E02006618","Mid Sussex 015",2741,44,241,1852,113,419,1,39,3,14,15,98.104,54.104,231.33299,1814.748,-37.252,71.633,27.634,235.69501,1833.3521,-18.648,350.95599,306.95599,176.517,1648.0291,-203.97099,542.25098,498.25101,156.50999,1505.735,-346.26501,-0.01958,36277,-0.01206,22328,-0.0111,20576,-0.00357,6627,-0.05747,106561,-0.04994,92612,-0.08498,157618,-0.07746,143669,-18353,-11789,-10753,-4189,-56957,-50393,-123953,-117389,1.9438
"1418","E02006558","Arun 017",4410,176,905,2178,596,279,5,189,22,27,33,383.91501,207.91499,841.763,2081.428,-96.572,206.951,30.951,900.46698,2160.417,-17.583,1188.834,1012.834,548.55402,1740.286,-437.71399,1367.821,1191.821,549.638,1623.963,-554.03699,-0.11631,215753,-0.06987,129598,-0.05971,110759,-0.01326,24604,-0.27471,509650,-0.22827,423495,-0.27042,501683,-0.22398,415528,-49466,-29514,-26053,-6101,-138249,-118297,-202587,-182635,0.24893
"1421","E02006551","Arun 010",2268,79,161,1685,101,151,7,43,4,18,19,182.961,103.961,147.68401,1606.468,-78.532,119.37,40.37,154.51601,1655.703,-29.297,556.73999,477.741,97.268,1324.906,-360.09399,655.05298,576.05298,95.406,1242.723,-442.27701,-0.0613,113703,-0.03917,72645,-0.0363,67332,-0.01417,26274,-0.15802,293133,-0.13588,252075,-0.15306,283944,-0.13093,242886,-33788,-21412,-21539,-9163,-101893,-89517,-143334,-130958,0.29083
"1447","E02006541","Adur 008",3097,130,309,1955,198,288,3,145,8,46,15,275.14301,145.14301,288.89401,1862.978,-92.022,217.825,87.825,293.87701,1899.181,-55.819,808.49902,678.49902,203.045,1530.968,-424.03201,967.198,837.198,194.09599,1422.924,-532.07599,-0.08293,153804,-0.04329,80278,-0.06798,126086,-0.02834,52560,-0.19575,363119,-0.15611,289593,-0.19002,352504,-0.15039,278978,-49802,-25143,-44720,-20061,-128038,-103379,-177111,-152452,0.25028
"1486","E02006596","Horsham 009",4384,50,218,3426,238,239,4,155,2,40,12,140.62199,90.622,208.28,3359.2451,-66.755,103.6,53.6,208.73599,3389.855,-36.145,517.86798,467.86801,159.854,3092.4939,-333.50601,826.99103,776.99103,141.793,2848.1021,-577.89801,-0.04705,87242,-0.03383,62720,-0.02728,50595,-0.01405,26073,-0.14735,273329,-0.13412,248807,-0.19186,355916,-0.17864,331394,-38522,-28017,-22028,-11523,-127979,-117474,-256550,-246045,1.6196
"1568","E02006552","Arun 011",3125,136,572,1717,279,261,3,99,20,21,17,279.776,143.776,529.42102,1641.512,-75.488,207.55901,71.559,557.02002,1677.052,-39.948,788.43402,652.43402,340.47601,1400.302,-316.698,916.20502,780.20502,336.509,1313.101,-403.89899,-0.09316,172810,-0.04593,85187,-0.07919,146913,-0.03196,59290,-0.17566,325884,-0.12843,238261,-0.18775,348310,-0.14052,260687,-44784,-22351,-39049,-16616,-101761,-79328,-153382,-130949,0.14099
"1613","E02006579","Crawley 005",3778,126,447,2162,175,557,15,236,21,25,14,291.332,165.332,419.82199,2061.8201,-100.18,199.55299,73.553,430.74301,2119.175,-42.825,999.97498,873.97498,296.69101,1637.571,-524.42902,1185.517,1059.517,274.86099,1515.395,-646.60498,-0.03889,72107,-0.0248,45976,-0.02117,39260,-0.00708,13129,-0.14817,274856,-0.13408,248725,-0.1382,256359,-0.12411,230228,-30399,-18950,-18082,-6633,-102213,-90764,-144947,-133498,1.53027
"1734","E02006602","Horsham 015",3075,22,162,2561,130,110,5,42,0,24,19,64.564,42.564,156.215,2528.1609,-32.839,36.951,14.951,159.653,2549.7261,-11.274,229.26601,207.26601,126.747,2408.3579,-152.642,415.466,393.466,111.832,2254.425,-306.57501,-0.02419,44823,-0.01744,32315,-0.01195,22162,-0.0052,9654,-0.06421,119088,-0.05747,106580,-0.10979,203646,-0.10304,191138,-23161,-16420,-12393,-5652,-64428,-57687,-160950,-154209,1.8291
"1778","E02006591","Horsham 004",3888,107,609,2361,195,490,7,86,5,17,11,222.83501,115.835,573.04401,2297.5569,-63.443,165.177,58.177,589.914,2329.7461,-31.254,725.08398,618.08398,404.547,2032.902,-328.09799,939.854,832.854,367.82199,1889.358,-471.642,-0.03202,59370,-0.02042,37861,-0.0185,34311,-0.0069,12802,-0.08393,155684,-0.07234,134175,-0.1016,188461,-0.09001,166952,-27936,-17402,-16914,-6380,-82841,-72307,-152661,-142127,1.59996
"1800","E02006629","Worthing 009",3452,250,712,1833,199,244,6,152,17,26,13,434.85599,184.856,655.69098,1736.863,-96.137,360.45901,110.459,671.367,1782.517,-50.483,1077.161,827.16101,438.944,1415.907,-417.09299,1209.803,959.80298,422.935,1330.418,-502.582,-0.07038,130514,-0.03122,57883,-0.0535,99236,-0.01434,26605,-0.15025,278712,-0.1111,206081,-0.13998,259661,-0.10083,187030,-43728,-20024,-33171,-9467,-101518,-77814,-139108,-115404,0.48421
"1972","E02006593","Horsham 006",4732,133,1064,2528,255,581,8,106,7,29,21,271.73901,138.739,1010.184,2462.6311,-65.369,194.717,61.717,1042.652,2497.0491,-30.951,911.58398,778.58398,724.487,2189.4451,-338.55499,1143.522,1010.522,679.51801,2046.328,-481.672,-0.04099,76012,-0.02212,41003,-0.03086,57242,-0.01199,22233,-0.08992,166801,-0.07105,131792,-0.11414,211733,-0.09527,176724,-33131,-17659,-25212,-9740,-82665,-67193,-155190,-139718,1.34078
"1990","E02006535","Adur 002",3002,146,253,1964,141,313,4,126,8,29,18,253.761,107.761,236.48199,1892.041,-71.959,258.49701,112.497,239.015,1887.437,-76.563,630.57001,484.57001,169.16901,1641.1639,-322.836,822.78998,676.78998,156.661,1505.439,-458.561,-0.08371,155245,-0.03471,64343,-0.08471,157131,-0.0357,66229,-0.16485,305792,-0.11585,214890,-0.17626,326953,-0.12725,236051,-48310,-21540,-51109,-24339,-113043,-86273,-173525,-146755,0.80525
"1996","E02006583","Crawley 009",4577,114,299,3157,218,440,6,271,18,32,22,304.802,190.802,280,3020.5549,-136.44501,199.446,85.446,288.284,3096.752,-60.248,1124.3879,1010.388,191.733,2440.7429,-716.25702,1387.701,1273.701,175.847,2241.2029,-915.797,-0.0577,107016,-0.03822,70883,-0.0343,63615,-0.01482,27482,-0.22616,419546,-0.20668,383413,-0.22389,415339,-0.20441,379206,-47128,-30871,-30167,-13910,-163564,-147307,-237080,-220823,1.25944
"2177","E02006575","Crawley 001",3622,142,456,1924,270,181,8,554,25,29,33,329.17099,187.17101,423.146,1826.3669,-97.633,212.33,70.33,441.133,1887.975,-36.025,1134.652,992.65198,282.41599,1414.786,-509.21399,1274.676,1132.676,268.32199,1328.838,-595.16199,-0.03845,71292,-0.02239,41496,-0.02336,43315,-0.00729,13519,-0.12986,240876,-0.11379,211080,-0.11938,221437,-0.10331,191641,-28262,-16400,-17962,-6100,-85968,-74106,-121952,-110090,1.02211
"2192","E02006626","Worthing 006",3263,169,361,2076,208,202,3,159,23,46,16,344.272,175.272,332.565,1965.723,-110.277,286.06,117.06,337.75,2007.505,-68.495,964.836,795.836,223.18201,1578.844,-497.15601,1128.974,959.974,210.90601,1464.299,-611.70099,-0.08948,165973,-0.04778,88603,-0.06683,123967,-0.02512,46597,-0.23778,441101,-0.19607,363731,-0.21197,393226,-0.17026,315856,-52041,-28045,-39295,-15299,-141120,-117124,-187041,-163045,0.41539
"2219","E02006549","Arun 008",1771,59,106,1349,75,97,2,34,5,29,15,135.134,76.134,98.867,1289.099,-59.901,99.104,40.104,99.855,1319.2729,-29.727,404.069,345.069,73.378,1077.058,-271.94199,495.28,436.28,70.763,1000.421,-348.57901,-0.06051,112229,-0.0347,64345,-0.03871,71805,-0.0129,23921,-0.14709,272847,-0.12127,224963,-0.14031,260284,-0.1145,212400,-33655,-19089,-23201,-8635,-94173,-79607,-129548,-114982,0.3588
"2251","E02006560","Arun 019",3397,115,149,2623,227,55,7,147,11,50,13,276.61099,161.61099,137.71899,2497.5959,-125.404,194.612,79.612,144.287,2561.521,-61.479,820.38397,705.38397,97.377,2078.5259,-544.474,1017.513,902.513,94.838,1912.968,-710.03198,-0.13571,251751,-0.08452,156774,-0.09055,167975,-0.03935,72998,-0.33916,629206,-0.28796,534229,-0.32159,596617,-0.27039,501640,-70384,-43917,-49474,-23007,-205083,-178616,-286282,-259815,0.15528
"2344","E02006581","Crawley 007",4186,136,623,2187,214,404,6,541,24,24,27,309.737,173.737,589.289,2097.2649,-89.735,220.52499,84.525,599.78003,2145.249,-41.751,1085.745,949.745,427.48801,1704.248,-482.75201,1339.4139,1203.4139,385.31,1563.7419,-623.258,-0.0431,79929,-0.02595,48117,-0.02594,48115,-0.00879,16303,-0.15685,290963,-0.1397,259151,-0.14781,274196,-0.13066,242384,-31300,-18408,-20521,-7629,-101038,-88146,-147141,-134249,1.42269
"2418","E02006574","Chichester 014",3936,212,555,2712,155,59,10,166,15,32,20,378.15399,166.15401,507.776,2608.585,-103.415,291.61099,79.611,529.42102,2664.9741,-47.026,819.89801,607.89801,381.276,2334.6531,-377.34698,1035.47,823.46997,353.36499,2174.593,-537.40698,-0.06791,125974,-0.03835,71137,-0.04443,82426,-0.01487,27589,-0.14827,275082,-0.11872,220245,-0.14847,275451,-0.11891,220614,-77632,-39784,-55991,-18143,-175882,-138034,-267544,-229696,NA
"2421","E02006580","Crawley 006",3793,75,212,2611,206,277,4,349,21,26,12,234.339,159.339,201.62801,2501.053,-109.947,127.052,52.053,209.233,2575.259,-35.741,947.83698,872.83698,146.59399,2016.626,-594.37402,1197.5389,1122.5389,132.826,1835.58,-775.41901,-0.0524,97174,-0.03552,65868,-0.02835,52594,-0.01148,21288,-0.21504,398915,-0.19816,367609,-0.21444,397800,-0.19756,366494,-39300,-26891,-21837,-9428,-143025,-130616,-209996,-197587,1.30756
"2495","E02006562","Chichester 002",2162,29,83,1718,99,166,10,20,3,20,14,57.128,28.128,80.024,1696.099,-21.901,46.724,17.724,80.668,1704.392,-13.608,154.30299,125.303,66.35,1624.703,-93.297,263.58401,234.584,60.561,1532.521,-185.479,-0.02075,38468,-0.01106,20490,-0.01562,28980,-0.00593,11002,-0.04604,85402,-0.03635,67424,-0.07154,132705,-0.06185,114727,-19243,-10826,-15746,-7329,-45922,-37505,-103377,-94960,1.48016
"2540","E02006625","Worthing 005",3949,244,706,2387,243,250,4,60,11,36,8,457.39499,213.395,649.51501,2260.343,-126.657,370.89099,126.891,667.95398,2316.658,-70.342,1236.873,992.87299,433.228,1803.4449,-583.55499,1387.559,1143.559,419.548,1693.7729,-693.22699,-0.07363,136552,-0.03752,69576,-0.05405,100251,-0.01794,33275,-0.18621,345428,-0.1501,278452,-0.17188,318841,-0.13577,251865,-51089,-25455,-39437,-13803,-131269,-105635,-176697,-151063,0.38098
"2541","E02006567","Chichester 007",2984,101,182,2293,130,189,3,37,6,25,18,194.106,93.106,170.35699,2222.4189,-70.581,154.198,53.198,178.158,2251.0381,-41.962,501.57199,400.57199,124.125,1995.23,-297.76999,677.573,576.573,117.877,1847.9091,-445.091,-0.05868,108804,-0.03018,55954,-0.04946,91744,-0.02097,38894,-0.12701,235580,-0.09851,182730,-0.15374,285187,-0.12525,232337,-51969,-26657,-45269,-19957,-119669,-94357,-206482,-181170,0.66483
"2553","E02006623","Worthing 003",3339,137,325,2346,188,112,1,164,11,43,12,310.811,173.811,304.41199,2222.1631,-123.837,229.614,92.614,313.48901,2281.6279,-64.372,977.04303,840.04303,211.028,1758.704,-587.29602,1154.228,1017.228,195.66901,1626.09,-719.90997,-0.0948,175831,-0.04933,91482,-0.07139,132429,-0.02592,48080,-0.25511,473263,-0.20964,388914,-0.22889,424617,-0.18342,340268,-62457,-30899,-49828,-18270,-163074,-131516,-213357,-181799,0.38137
"2621","E02006633","Worthing 013",2901,157,256,2031,154,173,6,80,9,23,12,307.474,150.474,238.383,1920.359,-110.641,249.535,92.535,242.981,1965.7,-65.3,870.41199,713.41199,162.291,1512.016,-518.98401,993.10602,836.10602,156.36301,1414.442,-616.55798,-0.08193,151967,-0.03827,70975,-0.06533,121178,-0.02167,40186,-0.20196,374653,-0.1583,293661,-0.18579,344664,-0.14213,263672,-52841,-24413,-43579,-15151,-130130,-101702,-167041,-138613,NA
"2640","E02006609","Mid Sussex 006",2799,24,158,1993,114,382,7,58,13,29,21,53.224,29.224,154.12801,1971.332,-21.668,38.451,14.451,156.96201,1981.3831,-11.617,178.453,154.453,132.181,1883.386,-109.614,372.31299,348.31299,114.815,1732.049,-260.95099,-0.0165,30558,-0.00981,18150,-0.01163,21570,-0.00494,9162,-0.04402,81616,-0.03733,69208,-0.08154,151231,-0.07485,138823,-15814,-9732,-11758,-5676,-44600,-38518,-124440,-118358,3.04391
"2757","E02006630","Worthing 010",3458,213,747,1799,155,328,7,151,8,25,25,377.67999,164.67999,693.37,1714.905,-84.095,320.14099,107.141,708.98602,1748.838,-50.162,990.255,777.255,468.41199,1418.428,-380.57199,1115.818,902.81799,453.02399,1337.254,-461.746,-0.06479,120163,-0.02722,50470,-0.05718,106061,-0.01961,36368,-0.13246,245701,-0.09489,176008,-0.13047,242011,-0.09289,172318,-39936,-17469,-35706,-13239,-89147,-66680,-125131,-102664,0.36372
"2824","E02006563","Chichester 003",2060,31,105,1540,92,206,22,23,1,18,22,56.088,25.088,102.141,1520.381,-19.619,48.987,17.987,103.173,1525.785,-14.215,158.886,127.886,87.608,1442.426,-97.574,280.26599,249.26601,78.105,1343.8149,-196.185,-0.01991,36907,-0.00825,15288,-0.01883,34921,-0.00717,13302,-0.04251,78845,-0.03086,57226,-0.06234,115623,-0.05068,94004,-20065,-8000,-20770,-8705,-42595,-30530,-89412,-77347,2.61276
"2856","E02006537","Adur 004",4245,193,497,2463,271,345,1,376,16,65,18,359.72601,166.726,468.29501,2369.259,-93.741,308.04401,115.044,472.923,2400.9409,-62.059,997.35199,804.35199,340.79901,2017.6801,-445.32001,1292.2061,1099.2061,312.67099,1838.251,-624.74902,-0.10746,199299,-0.04769,88421,-0.08732,161981,-0.02755,51103,-0.23141,429278,-0.17164,318400,-0.23699,439615,-0.17721,328737,-57141,-25917,-47612,-16388,-140153,-108929,-210590,-179366,0.42883
"2857","E02006594","Horsham 007",3221,81,392,2283,168,195,6,56,7,24,9,189.62399,108.624,366.686,2212.188,-70.812,143.5,62.5,371.79999,2247.355,-35.645,652.328,571.328,250.606,1919.5341,-363.466,831.53699,750.53699,228.722,1782.6899,-500.31,-0.03092,57323,-0.01994,36968,-0.01777,32960,-0.0068,12605,-0.08702,161405,-0.07604,141050,-0.09981,185140,-0.08883,164785,-29737,-18232,-20014,-8509,-88901,-77396,-153053,-141548,1.46251
"2918","E02006598","Horsham 011",2418,33,164,1902,110,138,6,36,5,14,10,69.984,36.984,155.873,1876.486,-25.514,58.974,25.974,156.39301,1885.774,-16.226,188.992,155.992,121.584,1802.426,-99.574,331.448,298.448,107.976,1687.655,-214.345,-0.02481,45973,-0.01463,27104,-0.0182,33763,-0.00803,14894,-0.05086,94302,-0.04068,75433,-0.08996,166851,-0.07978,147982,-23918,-13997,-18327,-8406,-53202,-43281,-134574,-124653,1.41111
