"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",8,17.21,17.36,50.1,126.24,4,9.95,9.14,43.36,103.85,1
"2",2,2.66,2,3.08,9.96,NA,NA,NA,NA,NA,0
"3",6,14.55,15.36,47.02,116.28,NA,NA,NA,NA,NA,0
"4",0,0.74,0,1.6,8.71,NA,NA,NA,NA,NA,0
"5",5,11.05,9.6,21.12,69.27,6,28.75,12.28,149.77,261.76001,1
"6",0,0.48,0,0.96,5.14,NA,NA,NA,NA,NA,0
"7",0,0.26,0,0.64,3.57,4,12.71,6.41,77.77,123.75,1
"8",10,22.63,21.67,44.4,131.68,NA,NA,NA,NA,NA,0
"9",0,0.17,0,0.42,2.28,NA,NA,NA,NA,NA,0
"10",5,10.88,9.6,20.7,66.99,6,28.75,12.28,149.77,261.76001,1
"11",1,1.39,1.8,1.48,5.04,NA,NA,NA,NA,NA,0
"12",4,9.49,7.8,19.22,61.95,NA,NA,NA,NA,NA,0
"13",0,0.8,0,1.66,8.85,4,12.71,6.41,77.77,123.75,1
"14",0,0.32,0,0.7,3.71,NA,NA,NA,NA,NA,0
"15",4,8.07,6.93,32.68,78.67,4,12.71,6.41,77.77,123.75,1
"16",3,6.01,8.81,11.93,33.88,4,12.71,6.41,77.77,123.75,1
"17",43,106.63,74.98,445.91999,711.75001,4,12.71,6.41,77.77,123.75,1
"18",0,0.07,0,0.14,0.96,4,12.71,6.41,77.77,123.75,1
"19",0,0.19,0,0.5,2.61,4,12.71,6.41,77.77,123.75,1
"20",43,106.44,74.98,445.41999,709.14001,4,12.71,6.41,77.77,123.75,1
"21",46,112.45,83.79,457.34999,743.02001,4,12.71,6.41,77.77,123.75,1
"22",4,7.9,6.93,31.8,75.77,NA,NA,NA,NA,NA,0
"23",0,0.17,0,0.88,2.9,NA,NA,NA,NA,NA,0
"24",46,112.52,83.79,457.48999,743.98001,4,12.71,6.41,77.77,123.75,1
"25",43,106.44,74.98,445.41999,709.14001,4,12.71,6.41,77.77,123.75,1
"26",0,0.16,0,0.32,2.03,NA,NA,NA,NA,NA,0
"27",3,6.1,8.81,12.11,34.95,4,12.71,6.41,77.77,123.75,1
"28",0,0.09,0,0.18,1.07,4,12.71,6.41,77.77,123.75,1
"29",0,0.71,0,1.48,7.78,4,12.71,6.41,77.77,123.75,1
"30",0,0.71,0,1.48,7.78,NA,NA,NA,NA,NA,0
"31",0,0,0,0,0,4,12.71,6.41,77.77,123.75,1
"32",3,6.01,8.81,11.93,33.88,NA,NA,NA,NA,NA,0
"33",0,0.16,0,0.32,2.03,1,7.25,3.6,56.4,97.92,1
"34",23,59.11,39.98,250.71999,512.30001,1,7.25,3.6,56.4,97.92,1
"35",23,59.11,39.98,250.71999,512.30001,1,7.25,3.6,56.4,97.92,1
"36",6,9.24,8.57,18.21,47.73,1,7.25,3.6,56.4,97.92,1
"37",17,49.87,31.41,232.50999,464.57001,1,7.25,3.6,56.4,97.92,1
"38",2,4.6,2.9,15.22,41.77,1,7.25,3.6,56.4,97.92,1
"39",2,4.43,2.9,14.34,38.87,1,7.25,3.6,56.4,97.92,1
"40",0,0.49,0,1.12,5.99,7,15.04,11.83,68.11,105.35,1
"41",1,2.27,1.67,6.18,18.33,1,7.25,3.6,56.4,97.92,1
"42",5,6.97,6.9,12.03,29.4,1,7.25,3.6,56.4,97.92,1
"43",0,0.17,0,0.42,2.28,NA,NA,NA,NA,NA,0
"44",0,0.32,0,0.7,3.71,NA,NA,NA,NA,NA,0
"45",30,79.64,55.12,345.51999,548.04,NA,NA,NA,NA,NA,0
"46",13,26.8,19.86,99.9,161.10001,NA,NA,NA,NA,NA,0
"47",2,3.29,2.9,8.19,20.91,1,7.25,3.6,56.4,97.92,1
"48",0,0,0,0,0,1,7.25,3.6,56.4,97.92,1
"49",0,0,0,0,0,1,7.25,3.6,56.4,97.92,1
"50",3,3.68,4,3.84,8.49,1,7.25,3.6,56.4,97.92,1
"51",0,1.14,0,6.15,17.96,1,7.25,3.6,56.4,97.92,1
"52",30,80.21,55.12,346.72999,554.3,13,47.57,25.16,303.57001,434.79999,1
"53",0,0.57,0,1.21,6.26,13,47.57,25.16,303.57001,434.79999,1
"54",13,26.8,19.86,99.9,161.10001,13,47.57,25.16,303.57001,434.79999,1
"55",0,0,0,0,0,13,47.57,25.16,303.57001,434.79999,1
"56",0,0.14,0,0.27,1.52,13,47.57,25.16,303.57001,434.79999,1
"57",7,28.51,13.6,164.64999,316.19001,13,47.57,25.16,303.57001,434.79999,1
"58",13,41.18,24.64,210.67999,408.66001,NA,NA,NA,NA,NA,0
"59",6,12.67,11.04,46.03,92.47,13,47.57,25.16,303.57001,434.79999,1
"60",51,146.72,97.49,690.11,984.59,13,47.57,25.16,303.57001,434.79999,1
"61",57,159.39,108.53,736.14,1077.06,13,47.57,25.16,303.57001,434.79999,1
"62",11,51.19,21.31,199.08,418.63,13,47.57,25.16,303.57001,434.79999,1
"63",7,15.4,12.75,38.81,92.41,13,47.57,25.16,303.57001,434.79999,1
"64",34,94.58,66.16,428.22001,615.16999,13,47.57,25.16,303.57001,434.79999,1
"65",1,3.41,1.67,12.33,36.29,1,7.25,3.6,56.4,97.92,1
"66",47,121.38,86.02,528.12001,776.27,13,47.57,25.16,303.57001,434.79999,1
"67",47,121.52,86.02,528.39001,777.79,NA,NA,NA,NA,NA,0
"68",13,26.8,19.86,99.9,161.10001,7,21.06,13.79,118.67,170.09,1
"69",34,94.72,66.16,428.49001,616.68999,7,21.06,13.79,118.67,170.09,1
"70",18,66.59,34.06,237.89,511.03999,13,47.57,25.16,303.57001,434.79999,1
"71",4,12.63,6.77,40.93,115.93,1,7.25,3.6,56.4,97.92,1
"72",32,88.71,63.75,415.22001,574.19999,7,21.06,13.79,118.67,170.09,1
"73",2,6.01,2.41,13.27,42.49,7,21.06,13.79,118.67,170.09,1
"74",5,13.76,8.44,40.96,116.3,1,7.25,3.6,56.4,97.92,1
"75",1,6.13,1.68,24.69,69.39,NA,NA,NA,NA,NA,0
"76",4,7.63,6.76,16.27,46.91,NA,NA,NA,NA,NA,0
"77",0,0.83,0,3.4,12.05,1,7.25,3.6,56.4,97.92,1
"78",1,5.3,1.68,21.29,57.34,NA,NA,NA,NA,NA,0
"79",5,18.9,7.39,72.26,151.34,NA,NA,NA,NA,NA,0
"80",18,45.7,27.25,172.16,312.44,7,21.06,13.79,118.67,170.09,1
"81",23,85.49,41.45,310.15,662.37999,NA,NA,NA,NA,NA,0
"82",23,79.23,41.45,279.86,592.43999,NA,NA,NA,NA,NA,0
"83",0,6.26,0,30.29,69.94,NA,NA,NA,NA,NA,0
"84",50,134.41,91,587.38001,886.63999,7,21.06,13.79,118.67,170.09,1
"85",5,12.16,5.64,33.28,78.98,7,21.06,13.79,118.67,170.09,1
"86",2,5.55,2.9,19.29,57.79,NA,NA,NA,NA,NA,0
"87",0,0.95,0,4.07,16.02,1,7.25,3.6,56.4,97.92,1
"88",7,18.17,8.05,46.55,121.47,NA,NA,NA,NA,NA,0
"89",19,31.31,50.27,62.81,178.17,3,7.22,9.84,36.65,71.99,1
"90",21,36.86,53.17,82.1,235.96,3,7.22,9.84,36.65,71.99,1
"91",0,0,0,0,0,3,7.22,9.84,36.65,71.99,1
"92",24,81.5,43.12,286.04,610.76999,7,21.06,13.79,118.67,170.09,1
"93",3,5.36,5.09,10.09,28.58,7,21.06,13.79,118.67,170.09,1
"94",0,0,0,0,0,3,7.22,9.84,36.65,71.99,1
"95",0,2.4,0,14.08,36.64,3,7.22,9.84,36.65,71.99,1
"96",0,0,0,0,0,NA,NA,NA,NA,NA,0
"97",0,0,0,0,0,3,7.22,9.84,36.65,71.99,1
"98",19,31.31,50.27,62.81,178.17,3,7.22,9.84,36.65,71.99,1
"99",0,0,0,0,0,3,7.22,9.84,36.65,71.99,1
"100",0,0,0,0,0,3,7.22,9.84,36.65,71.99,1
"101",9,12.01,29.04,17.92,49.53,3,7.22,9.84,36.65,71.99,1
"102",3,4.17,5,6.17,18.53,NA,NA,NA,NA,NA,0
"103",4,5.56,6.8,7.65,23.57,7,43.99,10.49,238.95,294.67999,1
"104",10,24.18,16.86,58.48,155.35,1,9.76,3.26,66.27,89.47,1
"105",3,11.62,5.09,40.38,98.52,NA,NA,NA,NA,NA,0
"106",25,86.8,44.8,307.33,668.10999,NA,NA,NA,NA,NA,0
"107",3,3.68,4,3.84,8.49,1,7.25,3.6,56.4,97.92,1
"108",0,0.83,0,3.4,12.05,1,7.25,3.6,56.4,97.92,1
"109",6,8.22,8.8,10.73,33.53,7,43.99,10.49,238.95,294.67999,1
"110",0,0.83,0,3.4,12.05,NA,NA,NA,NA,NA,0
"111",0,1.78,0,7.47,28.07,1,7.25,3.6,56.4,97.92,1
"112",0,0.95,0,4.07,16.02,1,7.25,3.6,56.4,97.92,1
"113",0,0,0,0,0,3,12.35,10.08,77.89,113.44,1
"114",0,0,0,0,0,3,12.35,10.08,77.89,113.44,1
"115",25,77.5,44.59,231.17,506.25,7,43.99,10.49,238.95,294.67999,1
"116",0,1.2,0,7.16,19.21,3,12.35,10.08,77.89,113.44,1
"117",34,81.7,70.92,262.78,545.04,NA,NA,NA,NA,NA,0
"118",0,0,0,0,0,3,12.35,10.08,77.89,113.44,1
"119",10,17.23,21.23,32.16,97.37,3,12.35,10.08,77.89,113.44,1
"120",0,0.33,0,1.35,5.37,NA,NA,NA,NA,NA,0
"121",6,17.89,12.63,61.42,140.97,NA,NA,NA,NA,NA,0
"122",19,68.91,32.17,245.91,527.13999,NA,NA,NA,NA,NA,0
"123",0,0,0,0,0,3,12.35,10.08,77.89,113.44,1
"124",0,0.57,0,3.38,9.12,NA,NA,NA,NA,NA,0
"125",0,0.9,0,4.73,14.49,3,7.22,9.84,36.65,71.99,1
"126",0,0.33,0,1.35,5.37,3,7.22,9.84,36.65,71.99,1
"127",0,2.16,0,12.05,32.89,3,7.22,9.84,36.65,71.99,1
"128",0,1.83,0,10.7,27.52,NA,NA,NA,NA,NA,0
"129",9,12.34,29.04,19.27,54.9,3,7.22,9.84,36.65,71.99,1
"130",0,0,0,0,0,NA,NA,NA,NA,NA,0
"131",0,0,0,0,0,3,12.35,10.08,77.89,113.44,1
"132",0,0,0,0,0,NA,NA,NA,NA,NA,0
"133",0,0.95,0,4.07,16.02,NA,NA,NA,NA,NA,0
"134",3,3.68,4,3.84,8.49,NA,NA,NA,NA,NA,0
"135",0,0,0,0,0,NA,NA,NA,NA,NA,0
"136",0,0,0,0,0,3,12.35,10.08,77.89,113.44,1
"137",0,0.22,0,0.82,3.36,NA,NA,NA,NA,NA,0
"138",9,12.12,29.04,18.45,51.54,NA,NA,NA,NA,NA,0
"139",30,73.39,63.01,237.76,489.78,3,12.35,10.08,77.89,113.44,1
"140",0,0,0,0,0,3,12.35,10.08,77.89,113.44,1
"141",0,0,0,0,0,NA,NA,NA,NA,NA,0
"142",0,0,0,0,0,1,6.44,2.71,47.73,73.29,1
"143",0,0,0,0,0,1,6.44,2.71,47.73,73.29,1
"144",0,0,0,0,0,NA,NA,NA,NA,NA,0
"145",31,75.23,64.01,242.17,502.33,NA,NA,NA,NA,NA,0
"146",0,0,0,0,0,3,12.35,10.08,77.89,113.44,1
"147",4,8.31,7.91,25.02,55.26,NA,NA,NA,NA,NA,0
"148",0,0,0,0,0,NA,NA,NA,NA,NA,0
"149",0,0.61,0,2.58,8.69,NA,NA,NA,NA,NA,0
"150",11,32.81,22.67,70.18,216.76,7,43.99,10.49,238.95,294.67999,1
"151",1,10.18,1,25.78,85.08,7,43.99,10.49,238.95,294.67999,1
"152",14,47.74,21.92,169.15,318.6,7,43.99,10.49,238.95,294.67999,1
"153",11,29.76,22.67,62.02,187.65,7,43.99,10.49,238.95,294.67999,1
"154",0,3.05,0,8.16,29.11,7,43.99,10.49,238.95,294.67999,1
"155",4,9.27,5.57,34.77,74.22,1,6.44,2.71,47.73,73.29,1
"156",7,27.24,10.73,142.99,242.35,1,6.44,2.71,47.73,73.29,1
"157",0,0,0,0,0,1,6.44,2.71,47.73,73.29,1
"158",11,47.44,17.86,169.89,379.51,8,21.12,12.71,110.52,147.46001,1
"159",8,21.47,14.31,76.02,147.63,NA,NA,NA,NA,NA,0
