"","id","msoa1","msoa2","geo_label1","geo_label2","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","clc","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","dist","dist_fast","dist_quiet","cirquity","distq_f","avslope","avslope_q","time_fast","time_quiet"
"1","E02001682 E02001683","E02001682","E02001683","Gateshead 001","Gateshead 002",272,1,58,138,26,0,0,47,0,2,0,0.36765,11.23,10.23,55.8,132.78999,-5.21,1,0,58,138,0,76.21,75.21,42,99.64,-38.36,109.86,108.86,34.78,82.51,-55.49,-0.00124,2303,-0.00118,2186,-6e-05,117,0,0,-0.01058,19636,-0.01052,19519,-0.00785,14554,-0.00778,14437,-778,-720,-58,0,-5364,-5306,-7733,-7675,2.14912,3.008,3.115,1.39965,1.03557,3.59043,2.88925,1622,2276
"2","E02001682 E02001684","E02001682","E02001684","Gateshead 001","Gateshead 003",35,0,3,24,0,0,2,6,0,0,0,0,0.43,0.43,2.97,23.7,-0.3,0,0,3,24,0,1.61,1.61,2.87,22.87,-1.13,4.46,4.46,2.63,20.9,-3.1,-0.00043,794,-0.00043,794,0,0,0,0,-0.00198,3673,-0.00198,3673,-0.00348,6460,-0.00348,6460,-238,-238,0,0,-892,-892,-2442,-2442,13.13868,15.369,16.392,1.16975,1.06656,2.62216,3.33699,7450,9352
"3","E02001682 E02001685","E02001682","E02001685","Gateshead 001","Gateshead 004",88,2,4,57,14,0,0,10,0,1,0,2.27273,4.13,2.13,3.9,55.58,-1.42,4.5,2.5,4,55.13,-1.87,15.73,13.73,3.28,48.05,-8.95,29,27,2.68,39.22,-17.78,-0.00126,2335,-0.00062,1151,-0.0011,2045,-0.00046,861,-0.00547,10151,-0.00483,8967,-0.00721,13367,-0.00657,12183,-659,-320,-763,-424,-2363,-2024,-4359,-4020,2.80606,4.24,4.253,1.51101,1.00307,4.43396,4.79661,2574,2654
"4","E02001682 E02001686","E02001682","E02001686","Gateshead 001","Gateshead 005",248,5,13,170,14,0,0,44,0,2,0,2.01613,11.06,6.06,12.67,165.75999,-4.24,9.58,4.58,12.71,166.82001,-3.18,45.48,40.48,10.84,141.67999,-28.32,83.01,78.01,8.83,115.43,-54.57,-0.00292,5415,-0.00161,2987,-0.00201,3723,-7e-04,1295,-0.01452,26936,-0.01321,24508,-0.01868,34662,-0.01737,32234,-1624,-891,-1405,-672,-6688,-5955,-12209,-11476,2.29959,3.824,3.824,1.6629,1,5.07322,5.07322,2326,2326
"5","E02001682 E02001688","E02001682","E02001688","Gateshead 001","Gateshead 007",166,4,5,123,9,0,1,22,1,0,1,2.40964,8.7,4.7,4.86,119.43,-3.57,5.96,1.96,4.96,121.51,-1.49,25.61,21.61,4.29,106.6,-16.4,45.68,41.68,3.68,91.36,-31.64,-0.00547,10143,-0.00294,5451,-0.00325,6031,-0.00072,1339,-0.0187,34699,-0.01617,30007,-0.02203,40880,-0.01951,36188,-3030,-1635,-2079,-684,-8911,-7516,-15894,-14499,7.97244,8.809,9.028,1.10493,1.02486,3.13316,3.34515,3928,4806
"6","E02001682 E02001689","E02001682","E02001689","Gateshead 001","Gateshead 008",32,1,6,15,4,0,0,6,0,0,0,3.125,1.56,0.56,5.89,14.73,-0.27,1.79,0.79,5.84,14.61,-0.39,2.82,1.82,5.65,14.12,-0.88,6.34,5.34,4.96,12.41,-2.59,-0.001,1855,-0.00036,672,-0.00093,1724,-0.00029,541,-0.002,3711,-0.00136,2528,-0.00295,5465,-0.00231,4282,-429,-152,-495,-218,-766,-489,-1720,-1443,9.34277,10.729,10.948,1.14837,1.02041,3.38335,3.55316,5620,6498
"7","E02001682 E02001690","E02001682","E02001690","Gateshead 001","Gateshead 009",202,1,4,92,18,0,0,85,1,1,0,0.49505,4.49,3.49,3.93,90.4,-1.6,4.54,3.54,3.92,90.39,-1.61,23.23,22.23,3.56,81.82,-10.18,51.86,50.86,2.99,68.72,-23.28,-0.00211,3920,-0.00164,3048,-0.00144,2670,-0.00097,1798,-0.01304,24190,-0.01257,23318,-0.01849,34311,-0.01802,33439,-704,-548,-710,-554,-3652,-3496,-8155,-7999,5.35224,6.514,6.522,1.21706,1.00123,5.03531,5.02913,3826,3818
"8","E02001682 E02001694","E02001682","E02001694","Gateshead 001","Gateshead 013",25,0,1,19,2,0,0,3,0,0,0,0,0.39,0.39,0.98,18.7,-0.3,0,0,1,19,0,2.28,2.28,0.9,17.26,-1.74,5.37,5.37,0.77,14.9,-4.1,-0.00024,450,-0.00024,450,0,0,0,0,-0.00168,3116,-0.00168,3116,-0.00247,4575,-0.00247,4575,-136,-136,0,0,-795,-795,-1874,-1874,7.53501,9.398,10.051,1.24724,1.06948,3.29857,3.14397,4486,5652
"9","E02001682 E02001696","E02001682","E02001696","Gateshead 001","Gateshead 015",23,1,3,12,5,0,0,2,0,0,0,4.34783,1.21,0.21,2.97,11.89,-0.11,3,2,2.75,10.75,-1.25,1.48,0.48,2.93,11.76,-0.24,2.49,1.49,2.79,11.26,-0.74,-0.00116,2152,-2e-04,363,-0.00209,3872,-0.00112,2083,-0.00154,2861,-0.00058,1072,-0.0022,4084,-0.00124,2295,-605,-94,-1534,-1023,-724,-213,-1169,-658,13.70332,15.794,17.025,1.15257,1.07794,3.38736,3.27166,8386,9474
"10","E02001682 E02001697","E02001682","E02001697","Gateshead 001","Gateshead 016",48,2,2,37,3,0,0,4,0,0,0,4.16667,2.6,0.6,1.97,36.52,-0.48,4.88,2.88,1.84,34.67,-2.33,2.44,0.44,1.99,36.65,-0.35,6.61,4.61,1.81,33.29,-3.71,-0.00257,4768,-6e-04,1108,-0.00362,6722,-0.00165,3062,-0.0025,4643,-0.00053,983,-0.00545,10110,-0.00348,6450,-1529,-352,-2869,-1692,-1431,-254,-3882,-2705,11.08558,14.012,14.893,1.26398,1.06287,3.09021,3.14913,7422,8816
"11","E02001682 E02001698","E02001682","E02001698","Gateshead 001","Gateshead 017",38,0,0,27,2,0,0,8,0,1,0,0,0.52,0.52,0,26.63,-0.37,0,0,0,27,0,3.16,3.16,0,24.75,-2.25,7.99,7.99,0,21.32,-5.68,-0.00031,582,-0.00031,582,0,0,0,0,-0.0023,4264,-0.0023,4264,-0.00371,6876,-0.00371,6876,-157,-157,0,0,-960,-960,-2429,-2429,5.79547,8.232,10.965,1.42042,1.332,5.0413,3.89421,5394,7164
