"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"122577",1,1,1,3.474,1662,121,32,0.00921,648,36,6314,"E02002483 E02002484"
"122578",1,1,1,3.794,1938,105,34,0.00896,707,45,6267,"E02002483 E02002485"
"122579",1,1,1,4.469,2214,125,39,0.00873,833,55,7386,"E02002483 E02002487"
"122580",1,1,1,4.245,2266,130,57,0.01343,791,63,9155,"E02002483 E02002488"
"122581",1,1,1,5.445,2628,161,42,0.00771,1015,66,8636,"E02002483 E02002489"
"122582",1,1,1,6.149,2988,175,45,0.00732,1146,75,10571,"E02002483 E02002490"
"122583",1,1,1,6.276,3138,176,69,0.01099,1170,91,11767,"E02002483 E02002491"
"122584",1,1,1,7.916,3710,204,79,0.00998,1476,105,13900,"E02002483 E02002492"
"122585",1,1,1,9.663,4394,273,51,0.00528,1801,115,12757,"E02002483 E02002493"
"122586",1,1,1,8.381,3982,213,87,0.01038,1562,120,14284,"E02002483 E02002494"
"122587",1,1,1,20.706,14422,522,176,0.0085,3860,278,33609,"E02002483 E02002496"
"122588",1,1,1,23.476,15858,599,202,0.0086,4376,321,36733,"E02002483 E02002506"
"122590",1,1,1,15.156,8356,378,149,0.00983,2825,209,21983,"E02002483 E02002537"
"122591",1,1,1,18.156,9914,497,167,0.0092,3384,254,26327,"E02002483 E02002538"
"122592",1,1,1,22.544,13522,562,278,0.01233,4202,356,35560,"E02002483 E02002539"
"122593",1,1,1,23.197,12458,687,229,0.00987,4324,340,34206,"E02002483 E02002543"
"122594",1,1,1,21.507,11718,592,205,0.00953,4009,302,30614,"E02002483 E02002544"
"122595",1,1,1,24.199,13644,705,222,0.00917,4511,339,34528,"E02002483 E02002548"
"122596",1,1,1,25.511,14046,815,258,0.01011,4756,364,35707,"E02002483 E02002551"
"122610",1,1,1,4.771,2392,140,86,0.01803,889,80,9910,"E02002483 E02006909"
"122611",1,1,1,24.893,15874,625,187,0.00751,4640,340,38363,"E02002483 E02006910"
"122613",1,1,1,2.487,1506,89,14,0.00563,464,40,3831,"E02002484 E02002485"
"122614",1,1,1,2.706,1578,108,15,0.00554,504,44,4182,"E02002484 E02002487"
"122615",1,1,1,3.853,2144,114,29,0.00753,718,66,6062,"E02002484 E02002488"
"122616",1,1,1,3.505,2018,132,20,0.00571,653,52,5412,"E02002484 E02002489"
"122617",1,1,1,4.443,2870,166,21,0.00473,828,64,6837,"E02002484 E02002490"
"122618",1,1,1,5.632,2882,146,37,0.00657,1050,90,8292,"E02002484 E02002491"
"122619",1,1,1,6.622,3344,176,39,0.00589,1234,94,10064,"E02002484 E02002492"
"122620",1,1,1,7.145,3500,235,29,0.00406,1332,95,9092,"E02002484 E02002493"
"122621",1,1,1,7.737,3726,183,55,0.00711,1442,119,10809,"E02002484 E02002494"
"122622",1,1,1,20.062,14166,492,144,0.00718,3740,277,30134,"E02002484 E02002496"
"122623",1,1,1,22.832,15602,569,170,0.00745,4256,320,33258,"E02002484 E02002506"
"122625",1,1,1,14.512,8100,348,117,0.00806,2705,208,18508,"E02002484 E02002537"
"122626",1,1,1,17.512,9658,467,135,0.00771,3264,253,22852,"E02002484 E02002538"
