"","id","Area.of.residence","Area.of.workplace","All","light_rail","Bus","Taxi","Motorbike","Car_driver","Car_passenger","Bicycle","Foot","Other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_siw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_siw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_siw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_siw","ebike_sld","ebike_sid","base_sldeath_webtag","base_slvalue_webtag","govtarget_sldeath_webtag","govtarget_slvalue_webtag","govtarget_sideath_webtag","govtarget_sivalue_webtag","gendereq_sldeath_webtag","gendereq_slvalue_webtag","gendereq_sideath_webtag","gendereq_sivalue_webtag","dutch_sldeath_webtag","dutch_slvalue_webtag","dutch_sideath_webtag","dutch_sivalue_webtag","ebike_sldeath_webtag","ebike_slvalue_webtag","ebike_sideath_webtag","ebike_sivalue_webtag","base_sldeath_heat","base_slvalue_heat","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","base_slco2","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","Rail","dist","geo_label_o","geo_label_d","dist_fast","dist_quiet","time_fast","time_quiet","cirquity","distq_f","avslope","co2_saving","busyness","avslope_q","clc"
"76467","E02002796 E02002797","E02002796","E02002797",169,0,6,0,0,106,4,8,44,0,14.8000001907349,6.80000019073486,42.1399993896484,-1.86000001430511,101.519996643066,-4.48000001907349,16.9599990844727,8.96000003814697,41.2799987792969,-2.72000002861023,100.220001220703,-5.78000020980835,53.1500015258789,45.1500015258789,31.6200008392334,-12.3800001144409,76.2900009155273,-29.7099990844727,69.2399978637695,61.2400016784668,27.2299995422363,-16.7700004577637,65.6999969482422,-40.2999992370605,-0.000660000019706786,1228,-0.00121000001672655,2238,-0.000539999979082495,1010,-0.00112000002991408,2071,-0.000449999992270023,843,-0.00405000010505319,7515,-0.00338999996893108,6287,-0.00221999990753829,4113,-0.00156000000424683,2885,-0.000460000010207295,845,-0.000829999975394458,1543,-0.000380000012228265,698,-0.000780000002123415,1439,-0.00031999999191612,594,-0.00280999997630715,5211,-0.00234999996609986,4366,-0.00168999994639307,3139,-0.00124000001233071,2294,-389,-718,-329,-814,-425,-2575,-2186,-3355,-2966,1,1.17109912168522,"Derby 001","Derby 002",1.447,1.428,502,552,1.23559139718059,0.986869384934347,2.2805805114029,270,2112,0.023109243697479,4.73372781065089
"76468","E02002796 E02002799","E02002796","E02002799",102,0,5,0,0,86,4,6,1,0,9.88000011444092,3.88000011444092,0.970000028610229,-0.0299999993294477,82.4599990844727,-3.53999996185303,10.5600004196167,4.55999994277954,1,0,81.6999969482422,-4.30000019073486,24.1399993896484,18.1399993896484,0.810000002384186,-0.189999997615814,69.75,-16.25,37.0499992370605,31.0499992370605,0.670000016689301,-0.330000013113022,58.2299995422363,-27.7700004577637,-0.00447000004351139,8292,-0.00730999978259206,13560,-0.00283999997191131,5268,-0.00696999998763204,12926,-0.00249999994412065,4634,-0.0169900003820658,31528,-0.0125200003385544,23236,-0.0179800000041723,33350,-0.0135099999606609,25058,-0.00286999996751547,5330,-0.00469999993219972,8721,-0.00182999996468425,3391,-0.00448000011965632,8309,-0.00161000003572553,2979,-0.0109400004148483,20296,-0.00807000044733286,14966,-0.0115799997001886,21489,-0.00870999973267317,16159,-1726,-2802,-1076,-3037,-1311,-6667,-4941,-10169,-8443,0,2.79616339256201,"Derby 001","Derby 004",5.994,5.647,2746,3346,2.14365155339078,0.942108775442109,1.91858525191859,1117,27625,0.0306357357889145,5.88235294117647
"76469","E02002796 E02002800","E02002796","E02002800",97,0,5,1,1,62,6,5,17,0,8.14999961853027,3.15000009536743,16.4200000762939,-0.579999983310699,59.8800010681152,-2.11999988555908,14.8299999237061,9.82999992370605,15.0100002288818,-1.99000000953674,55.439998626709,-6.55999994277954,24.4500007629395,19.4500007629395,13.4799995422363,-3.51999998092651,48.8600006103516,-13.1400003433228,37.4799995422363,32.4799995422363,11.0600004196167,-5.94000005722046,40.0800018310547,-21.9200000762939,-0.000950000016018748,1762,-0.00158000004012138,2923,-0.000630000024102628,1161,-0.00233000004664063,4313,-0.00138000003062189,2551,-0.00472000008448958,8747,-0.00377000006847084,6985,-0.00431999983265996,8009,-0.00337000004947186,6247,-0.00063999998383224,1180,-0.00104999996256083,1954,-0.000419999996665865,774,-0.00156000000424683,2889,-0.000920000020414591,1709,-0.00315000000409782,5836,-0.00251000002026558,4656,-0.00295000011101365,5475,-0.0023199999704957,4295,-440,-717,-277,-1306,-866,-2160,-1720,-3312,-2872,0,2.01144745301513,"Derby 001","Derby 005",2.597,2.652,1290,2208,1.29111003924419,1.02117828263381,3.04197150558337,484,13345,0.0230015082956259,5.15463917525773
"76470","E02002796 E02002802","E02002796","E02002802",53,0,3,0,1,36,7,2,4,0,4.13000011444092,2.13000011444092,3.83999991416931,-0.159999996423721,34.4900016784668,-1.50999999046326,3.84999990463257,1.85000002384186,3.88000011444092,-0.119999997317791,34.6500015258789,-1.35000002384186,13.2600002288818,11.2600002288818,3.09999990463257,-0.899999976158142,28.0799999237061,-7.92000007629395,19.8299999237061,17.8299999237061,2.57999992370605,-1.41999995708466,23.4400005340576,-12.5600004196167,-0.00124999997206032,2317,-0.0025299999397248,4698,-0.00127999996766448,2381,-0.00209999992512167,3891,-0.000850000011269003,1574,-0.00761000020429492,14117,-0.00635999999940395,11800,-0.0069599999114871,12904,-0.00571000017225742,10587,-0.000820000015664846,1525,-0.00167000002693385,3098,-0.000850000011269003,1573,-0.00138000003062189,2561,-0.000560000014957041,1036,-0.00503000011667609,9339,-0.00420999992638826,7814,-0.00468999985605478,8691,-0.00386000005528331,7166,-427,-867,-440,-821,-394,-2741,-2314,-4097,-3670,0,3.38755137369003,"Derby 001","Derby 007",5.757,6.033,2428,2848,1.69945762142906,1.04794163626889,1.89334722945979,1073,26743,0.0220454168738604,3.77358490566038
"76471","E02002796 E02002803","E02002796","E02002803",110,0,9,0,1,82,8,7,3,0,10.4899997711182,3.49000000953674,2.90000009536743,-0.100000001490116,79.2200012207031,-2.77999997138977,11.3299999237061,4.32999992370605,2.85999989509583,-0.140000000596046,78.4000015258789,-3.59999990463257,26.1299991607666,19.1299991607666,2.46000003814697,-0.540000021457672,66.9899978637695,-15.0100002288818,41.5499992370605,34.5499992370605,2.00999999046326,-0.990000009536743,54.6699981689453,-27.3299999237061,-0.00273999990895391,5081,-0.0041100000962615,7615,-0.00136999995447695,2534,-0.00399000011384487,7396,-0.00124999997206032,2315,-0.0100299995392561,18605,-0.00729000009596348,13524,-0.0119200004264712,22121,-0.00918999966233969,17040,-0.00176999997347593,3279,-0.00264999992214143,4914,-0.000880000006873161,1635,-0.00257000001147389,4773,-0.000809999997727573,1494,-0.00646999990567565,12005,-0.00469999993219972,8726,-0.00771000003442168,14294,-0.00594000006094575,11015,-996,-1470,-474,-1612,-616,-3558,-2562,-5661,-4665,0,2.84320667271444,"Derby 001","Derby 008",3.364,4.116,1688,3140,1.18317111178849,1.22354340071344,3.0321046373365,627,17361,0.0204081632653061,6.36363636363636
"76472","E02002796 E02002804","E02002796","E02002804",21,0,0,0,0,14,4,2,1,0,2.78999996185303,0.790000021457672,0.959999978542328,-0.0399999991059303,13.3999996185303,-0.600000023841858,4.75,2.75,1,0,11.6400003433228,-2.35999989509583,5.09999990463257,3.09999990463257,0.959999978542328,-0.0399999991059303,11.4399995803833,-2.55999994277954,7.80000019073486,5.80000019073486,0.790000021457672,-0.209999993443489,9.51000022888184,-4.48999977111816,-0.00104999996256083,1949,-0.00153000000864267,2830,-0.00047999998787418,881,-0.00239000003784895,4433,-0.0013399999588728,2484,-0.00295000011101365,5472,-0.0019000000320375,3523,-0.00310000008903444,5757,-0.00205000001005828,3808,-0.000690000015310943,1282,-0.00100000004749745,1853,-0.000310000003082678,571,-0.00155000004451722,2879,-0.000859999970998615,1597,-0.00191999995149672,3552,-0.00121999997645617,2270,-0.00203000009059906,3760,-0.0013399999588728,2478,-339,-499,-160,-977,-638,-1032,-693,-1555,-1216,0,3.85703601986601,"Derby 001","Derby 009",5.324,5.446,2290,2614,1.38033452956577,1.0229151014275,1.97220135236664,992,11207,0.0207491737054719,9.52380952380952
"76473","E02002796 E02002806","E02002796","E02002806",37,0,6,0,0,26,2,2,1,0,3.15000009536743,1.14999997615814,0.970000028610229,-0.0299999993294477,25.1499996185303,-0.850000023841858,3,1,1,0,25.1399993896484,-0.860000014305115,8.06999969482422,6.07000017166138,0.759999990463257,-0.239999994635582,21.75,-4.25,13.3000001907349,11.3000001907349,0.629999995231628,-0.370000004768372,17.8099994659424,-8.1899995803833,-0.00112999998964369,2101,-0.00175000005401671,3240,-0.000609999988228083,1139,-0.00155000004451722,2874,-0.000419999996665865,773,-0.0042200000025332,7831,-0.0030900000128895,5730,-0.00517999986186624,9615,-0.00405000010505319,7514,-0.000730000028852373,1351,-0.00112000002991408,2086,-0.00039999998989515,735,-0.00100000004749745,1848,-0.000269999989541247,497,-0.00271999998949468,5055,-0.0020000000949949,3704,-0.00334999989718199,6213,-0.00261999992653728,4862,-397,-593,-196,-595,-198,-1383,-986,-2300,-1903,0,3.41873122821445,"Derby 001","Derby 011",4.558,4.475,2136,2102,1.33324315242546,0.981790258885476,2.91794646774901,850,37656,0.0194413407821229,5.40540540540541
"76474","E02002796 E02002807","E02002796","E02002807",43,0,1,1,0,31,3,3,4,0,4.51999998092651,1.51999998092651,3.83999991416931,-0.159999996423721,29.8299999237061,-1.16999995708466,9.5,6.5,3.25999999046326,-0.740000009536743,26.1700000762939,-4.82999992370605,8.88000011444092,5.88000011444092,3.42000007629395,-0.579999983310699,26.4099998474121,-4.59000015258789,14.2200002670288,11.2200002670288,2.89000010490417,-1.11000001430511,22.2800006866455,-8.72000026702881,-0.00209000008180737,3879,-0.00317999999970198,5899,-0.00109000003430992,2020,-0.00542999990284443,10066,-0.0033400000538677,6187,-0.00612000003457069,11344,-0.00401999987661839,7465,-0.00622999994084239,11561,-0.00413999985903502,7682,-0.00147999997716397,2751,-0.00224999990314245,4168,-0.000760000024456531,1417,-0.00384999997913837,7139,-0.00236999988555908,4388,-0.00430000014603138,7982,-0.00282000005245209,5231,-0.00459000002592802,8523,-0.00310999993234873,5772,-828,-1260,-432,-2622,-1794,-2530,-1702,-4062,-3234,0,5.18054093440154,"Derby 001","Derby 012",7.306,7.9,3106,3536,1.41027743869068,1.08130303859841,1.68354776895702,1362,15549,0.020379746835443,6.97674418604651
"76475","E02002796 E02002808","E02002796","E02002808",280,0,52,2,1,167,19,17,20,1,27.9699993133545,10.9700002670288,19.1700000762939,-0.829999983310699,160.029998779297,-6.96999979019165,21.4699993133545,4.46999979019165,19.4099998474121,-0.589999973773956,164.360000610352,-2.64000010490417,68.2699966430664,51.2700004577637,16.2199993133545,-3.77999997138977,134.350006103516,-32.6500015258789,103.349998474121,86.3499984741211,13.5299997329712,-6.46999979019165,112.099998474121,-54.9000015258789,-0.0102099999785423,18936,-0.0169399995356798,31432,-0.00674000009894371,12496,-0.0119000002741814,22072,-0.00168999994639307,3136,-0.0401600003242493,74516,-0.0299600008875132,55580,-0.0388300009071827,72049,-0.0286299996078014,53113,-0.00676999986171722,12562,-0.0112399999052286,20846,-0.00447000004351139,8284,-0.00789999961853027,14653,-0.00112999998964369,2091,-0.0266600009053946,49469,-0.0198899991810322,36907,-0.0262400005012751,48689,-0.0194700006395578,36127,-3161,-5229,-2068,-3915,-754,-12875,-9714,-19484,-16323,1,4.0581932427439,"Derby 001","Derby 013",5.85,5.812,2568,2930,1.44152819988547,0.993504273504274,1.93162393162393,1091,9271,0.0163454920853407,6.07142857142857
"76476","E02002796 E02002809","E02002796","E02002809",42,0,2,0,0,37,0,3,0,0,4.09999990463257,1.10000002384186,0,0,35.9599990844727,-1.03999996185303,4.38000011444092,1.37999999523163,0,0,35.689998626709,-1.30999994277954,5.76000022888184,2.75999999046326,0,0,34.3699989318848,-2.63000011444092,10.6999998092651,7.69999980926514,0,0,29.6900005340576,-7.30999994277954,-0.00364000000990927,6753,-0.00497000012546778,9222,-0.00132999999914318,2469,-0.00487999990582466,9047,-0.00124000001233071,2294,-0.00682999985292554,12663,-0.00319000007584691,5910,-0.00932000018656254,17284,-0.00567999994382262,10531,-0.00233999988995492,4341,-0.0031999999191612,5927,-0.000859999970998615,1586,-0.0031300000846386,5815,-0.000790000020060688,1474,-0.00438999990001321,8140,-0.00205000001005828,3799,-0.00598999997600913,11111,-0.00365000008605421,6770,-1404,-1919,-515,-2052,-648,-2704,-1300,-5029,-3625,0,7.11182213071508,"Derby 001","Derby 014",9.763,11.592,4262,5358,1.37278461420384,1.18733995698044,1.63884052033187,1820,68374,0.0165631469979296,7.14285714285714
