"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"152508",1,1,1,12.315,7232,316,163,0.01324,2296,205,22773,"E02003314 E02003315"
"152509",1,1,1,8.723,4070,200,137,0.01571,1626,165,17827,"E02003314 E02003316"
"152510",1,1,1,13.039,6612,399,173,0.01327,2431,222,23313,"E02003314 E02003317"
"152511",1,1,1,14.612,7452,478,245,0.01677,2724,262,26150,"E02003314 E02003319"
"152512",1,1,1,19.686,10822,674,349,0.01773,3670,363,35073,"E02003314 E02003320"
"152513",1,1,1,16.99,9430,545,302,0.01778,3167,325,31093,"E02003314 E02003324"
"152514",1,1,1,20.021,11730,634,360,0.01798,3732,375,35263,"E02003314 E02003325"
"152515",1,1,1,16.486,9110,543,288,0.01747,3073,310,29301,"E02003314 E02003327"
"152516",1,1,1,17.907,10556,608,335,0.01871,3338,342,33411,"E02003314 E02003328"
"152517",1,1,1,19.682,11746,635,352,0.01788,3669,384,35539,"E02003314 E02003329"
"152518",1,1,1,23.32,13378,716,420,0.01801,4347,433,40408,"E02003314 E02003331"
"152519",1,1,1,18.694,10538,597,344,0.0184,3485,381,33238,"E02003314 E02003337"
"152520",1,1,1,19.307,11120,628,371,0.01922,3599,400,36744,"E02003314 E02003339"
"152521",1,1,1,24.154,14104,707,440,0.01822,4503,475,43249,"E02003314 E02003343"
"152522",1,1,1,22.964,12822,732,469,0.02042,4281,485,39684,"E02003314 E02003346"
"152523",1,1,1,24.173,14718,744,489,0.02023,4506,517,43622,"E02003314 E02003351"
"152527",1,1,1,24.746,10534,634,264,0.01067,4613,385,38345,"E02003314 E02005056"
"152528",1,1,1,23.422,10508,586,246,0.0105,4366,355,35489,"E02003314 E02005057"
"152529",1,1,1,19.119,8764,559,307,0.01606,3564,360,33709,"E02003314 E02005064"
"152533",1,1,1,28.697,15360,761,661,0.02303,5349,553,57553,"E02003314 E02005150"
"152538",1,1,1,7.372,5034,253,162,0.02198,1374,145,12674,"E02003315 E02003316"
"152539",1,1,1,4.795,2854,176,110,0.02294,894,99,8455,"E02003315 E02003317"
