"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"40","E02003346","Medway 033",2707,22,189,1946,175,164,2,152,9,36,12,55.004,33.004,185.086,1922.368,-23.632,40.182,18.182,185.576,1933.515,-12.485,236.58299,214.58299,157.259,1799.033,-146.967,480.349,458.349,134.80701,1619.771,-326.229,-0.02354,43611,-0.0135,24986,-0.01637,30350,-0.00632,11725,-0.08281,153574,-0.07276,134949,-0.13342,247486,-0.12338,228861,-13677,-7904,-10068,-4295,-46117,-40344,-111625,-105852,3.34408
"76","E02003338","Medway 025",3143,32,268,1941,156,566,7,110,9,38,16,90.391,58.391,258.931,1904.314,-36.686,75.432,43.432,264.56699,1912.871,-28.129,375.461,343.461,201.243,1735.688,-205.312,614.23901,582.23901,174.83501,1574.415,-366.58499,-0.03875,71840,-0.02399,44447,-0.03249,60272,-0.01772,32879,-0.13315,246987,-0.11838,219594,-0.1715,318124,-0.15673,290731,-19767,-12760,-16744,-9737,-68328,-61321,-138000,-130993,2.4283
"78","E02005035","Dartford 008",3798,47,327,2313,174,610,14,217,23,58,15,135.039,88.039,313.77899,2257.415,-55.585,91.007,44.007,320.431,2286.2581,-26.742,559.71399,512.71399,235.44,1994.105,-318.89499,856.21301,809.21301,207.255,1799.792,-513.20801,-0.04514,83598,-0.02637,48791,-0.03198,59311,-0.01321,24504,-0.13555,251352,-0.11679,216545,-0.19136,354876,-0.17259,320069,-29688,-16782,-20295,-7389,-89412,-76506,-168548,-155642,2.13355
"86","E02005067","Gravesham 013",2619,18,80,1994,115,238,18,92,8,46,10,42.585,24.585,77.964,1974.1689,-19.831,36.863,18.863,78.669,1978.61,-15.39,124.887,106.887,67.574,1910.417,-83.583,273.35199,255.35201,59.422,1787.3149,-206.685,-0.03206,59416,-0.01958,36256,-0.02055,38119,-0.00807,14959,-0.07009,129956,-0.0576,106796,-0.12681,235199,-0.11432,212039,-19424,-11957,-16289,-8822,-50029,-42562,-132773,-125306,2.6228
"147","E02005161","Tonbridge and Malling 013",4066,71,681,1917,164,1107,8,77,5,27,9,158.66499,87.665,647.94299,1875.434,-41.566,121.066,50.066,662.70398,1893.157,-23.843,587.83698,516.83698,473.672,1682.213,-234.787,835.26398,764.26398,425.95801,1535.171,-381.82901,-0.01705,31593,-0.01104,20444,-0.01129,20932,-0.00527,9783,-0.05042,93510,-0.04441,82361,-0.06585,122130,-0.05984,110981,-16622,-10733,-11306,-5417,-56656,-50767,-115036,-109147,3.35538
"173","E02005095","Sevenoaks 009",2951,36,115,1898,136,684,9,22,8,30,13,73.978,37.978,111.846,1868.828,-29.172,66.036,30.036,112.642,1874.5811,-23.419,247.138,211.138,93.88,1739.5601,-158.44,444.47699,408.47699,80.807,1583.51,-314.48999,-0.02449,45348,-0.0125,23116,-0.02176,40355,-0.00977,18123,-0.05763,106837,-0.04564,84605,-0.08508,157779,-0.0731,135547,-19955,-10560,-17525,-8130,-56100,-46705,-124561,-115166,2.31937
"190","E02003339","Medway 026",2766,23,283,1880,173,261,5,112,5,18,6,63.711,40.711,276.57999,1851.825,-28.175,45.533,22.533,279.961,1864.6169,-15.383,298.82501,275.82501,230.57899,1697.455,-182.545,547.95801,524.95801,195.99899,1520.031,-359.96899,-0.02528,46844,-0.01365,25279,-0.01832,33969,-0.00669,12404,-0.08506,157758,-0.07343,136193,-0.12053,223568,-0.1089,202003,-15305,-8382,-11406,-4483,-50548,-43625,-109567,-102644,3.50106
"205","E02005085","Maidstone 018",2636,27,168,1813,95,460,6,28,4,22,13,70.635,43.635,160.76199,1781.567,-31.433,41.145,14.145,165.513,1802.792,-10.208,238.683,211.683,126.381,1666.6379,-146.362,388.14001,361.14001,113.033,1547.848,-265.15201,-0.02135,39580,-0.01478,27386,-0.01096,20337,-0.00439,8143,-0.06727,124758,-0.06069,112564,-0.09625,178534,-0.08968,166340,-19565,-14023,-9488,-3946,-61446,-55904,-131326,-125784,1.38931
"249","E02005132","Thanet 001",3060,69,545,1402,420,111,8,422,36,28,19,145.481,76.481,528.38397,1368.2729,-33.727,114.813,45.813,536.18799,1380.2321,-21.768,504.94699,435.94699,426.905,1223.319,-178.681,753.31897,684.31897,370.884,1112.8199,-289.17999,-0.05599,103858,-0.02978,55220,-0.04367,81014,-0.01745,32376,-0.13131,243591,-0.10509,194953,-0.15399,285682,-0.12777,237044,-20251,-10882,-15710,-6341,-51839,-42470,-95186,-85817,1.69231
"289","E02005142","Thanet 011",2723,125,373,1757,191,79,2,129,20,35,12,234.411,109.411,352.60999,1687.319,-69.681,203.237,78.237,355.146,1708.321,-48.679,707.625,582.625,256.51901,1393.37,-363.63,880.22803,755.22803,237.933,1272.218,-484.78201,-0.06041,112046,-0.03106,57602,-0.04459,82716,-0.01524,28272,-0.14996,278195,-0.12061,223751,-0.15284,283536,-0.12349,229092,-28981,-14939,-21445,-7403,-80425,-66383,-120423,-106381,1.50259
