"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",28,73.82,40.13,246.23,371.06,7,15.5,12.38,53.62,62.23,1
"2",18,58.77,24.42,220.68,326.38001,7,15.5,12.38,53.62,62.23,1
"3",10,15.05,15.71,25.55,44.68,NA,NA,NA,NA,NA,0
"4",18,58.17,24.42,218.99,320.90001,7,15.5,12.38,53.62,62.23,1
"5",0,0.6,0,1.69,5.48,7,15.5,12.38,53.62,62.23,1
"6",28,82.35,60.04,297.22999,422.86001,NA,NA,NA,NA,NA,0
"7",116,257.63,214.32,914.78,1127.75002,40,114.13,77.82,500.5,563.62,1
"8",8,31.87,12.62,137.64,192.38,NA,NA,NA,NA,NA,0
"9",108,225.76,201.7,777.14,935.37002,40,114.13,77.82,500.5,563.62,1
"10",89,182.41,162.05,646.31,740.89001,NA,NA,NA,NA,NA,0
"11",19,43.35,39.65,130.83,194.48,NA,NA,NA,NA,NA,0
"12",10,26.3,11.8,81.35,128.52,NA,NA,NA,NA,NA,0
"13",21,65.91,47.26,243.6,334.1,43,80.39,69.76,249.05,277.32999,1
"14",45,135.2,99.04,502.34999,664.08002,NA,NA,NA,NA,NA,0
"15",7,17.3,7,55.71,79.26,NA,NA,NA,NA,NA,0
"16",26,60.65,46.65,186.54,273.74001,43,80.39,69.76,249.05,277.32999,1
"17",3,11.41,5.85,36.64,85.96,43,80.39,69.76,249.05,277.32999,1
"18",20,64.26,44.85,241.76,327.18,43,80.39,69.76,249.05,277.32999,1
"19",96,199.71,169.05,702.02,820.15002,43,80.39,69.76,249.05,277.32999,1
"20",7,17.3,7,55.71,79.26,43,80.39,69.76,249.05,277.32999,1
"21",61,168.73,125.2,580.59999,807.79002,36,99,63.22,382.04001,429.72,1
"22",48,144.2,103.84,527.98999,713.34002,36,99,63.22,382.04001,429.72,1
"23",13,24.53,21.36,52.61,94.45,NA,NA,NA,NA,NA,0
"24",20,64.26,44.85,241.76,327.18,43,80.39,69.76,249.05,277.32999,1
"25",96,199.71,169.05,702.02,820.15002,43,80.39,69.76,249.05,277.32999,1
"26",19,43.35,39.65,130.83,194.48,NA,NA,NA,NA,NA,0
"27",3,10.01,6,32.11,67.77,NA,NA,NA,NA,NA,0
"28",1,1.56,1.64,1.46,5.06,43,80.39,69.76,249.05,277.32999,1
"29",3,9,4.8,25.64,49.26,NA,NA,NA,NA,NA,0
"30",16,31.32,23.99,83.54,119.1,43,80.39,69.76,249.05,277.32999,1
"31",3,9,4.8,25.64,49.26,NA,NA,NA,NA,NA,0
"32",17,32.88,25.63,85,124.16,NA,NA,NA,NA,NA,0
"33",6,20.41,10.65,62.28,135.22,43,80.39,69.76,249.05,277.32999,1
"34",3,9,4.8,25.64,49.26,NA,NA,NA,NA,NA,0
"35",3,11.41,5.85,36.64,85.96,NA,NA,NA,NA,NA,0
"36",4,10.87,7.28,27.72,57.11,7,15.5,12.38,53.62,62.23,1
"37",1,1.87,2.48,2.08,7.85,7,15.5,12.38,53.62,62.23,1
"38",18,41.48,37.17,128.75,186.63,7,15.5,12.38,53.62,62.23,1
"39",1,1.87,2.48,2.08,7.85,7,15.5,12.38,53.62,62.23,1
"40",3,9,4.8,25.64,49.26,7,15.5,12.38,53.62,62.23,1
"41",17,32.88,25.63,85,124.16,7,15.5,12.38,53.62,62.23,1
"42",3,9,4.8,25.64,49.26,7,15.5,12.38,53.62,62.23,1
"43",21,50.48,41.97,154.39,235.89,7,15.5,12.38,53.62,62.23,1
"44",18,41.48,37.17,128.75,186.63,7,15.5,12.38,53.62,62.23,1
"45",9,13.59,13.11,24.06,40.71,NA,NA,NA,NA,NA,0
"46",1,1.46,2.6,1.49,3.97,NA,NA,NA,NA,NA,0
"47",1,2.47,2.48,3.77,13.33,7,15.5,12.38,53.62,62.23,1
"48",17,33.48,25.63,86.69,129.64,7,15.5,12.38,53.62,62.23,1
"49",35,74.96,62.8,215.44,316.27,7,15.5,12.38,53.62,62.23,1
"50",0,0.78,0,1.67,6.72,17,38.03,17,131.17,151.31,1
