"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"137455",1,1,1,4.213,1964,90,63,0.01495,785,75,8165,"E02002928 E02002929",90
"137456",1,1,1,1.136,586,47,9,0.00792,212,19,1750,"E02002928 E02002930",47
"137457",1,1,1,7.476,3362,194,90,0.01204,1394,121,20147,"E02002928 E02002931",194
"137458",1,1,1,8.32,3686,176,84,0.0101,1551,133,29122,"E02002928 E02002932",176
"137459",1,1,1,15.337,6440,417,137,0.00893,2859,228,36878,"E02002928 E02002933",417
"137460",1,1,1,13.098,5520,357,113,0.00863,2442,194,32901,"E02002928 E02002934",357
"137461",1,1,1,9.7,4308,211,98,0.0101,1808,157,31974,"E02002928 E02002935",211
"137462",1,1,1,11.735,5176,244,103,0.00878,2188,179,34966,"E02002928 E02002936",244
"137463",1,1,1,15.961,6794,421,150,0.0094,2975,240,39246,"E02002928 E02002937",421
"137464",1,1,1,13.529,6164,292,131,0.00968,2522,223,40027,"E02002928 E02002938",292
"137465",1,1,1,15.144,6738,326,145,0.00957,2823,244,39889,"E02002928 E02002939",326
"137466",1,1,1,12.424,6400,274,209,0.01682,2316,260,42629,"E02002928 E02002941",274
"137467",1,1,1,11.704,5990,261,186,0.01589,2182,249,56699,"E02002928 E02002942",261
"137468",1,1,1,14.893,7980,352,280,0.0188,2776,332,51487,"E02002928 E02002943",352
"137469",1,1,1,15.451,8170,347,276,0.01786,2880,337,52252,"E02002928 E02002944",347
"137470",1,1,1,16.288,8086,454,297,0.01823,3036,336,45773,"E02002928 E02002945",454
"137471",1,1,1,19.799,9598,532,347,0.01753,3691,387,49810,"E02002928 E02002949",532
"137472",1,1,1,20.311,9652,390,345,0.01699,3786,367,84743,"E02002928 E02002950",390
"137473",1,1,1,13.4,6268,189,256,0.0191,2498,234,30842,"E02002928 E02006008",189
"137474",1,1,1,17.523,7614,390,204,0.01164,3266,276,93742,"E02002928 E02006009",390
"137475",1,1,1,19.774,8826,303,327,0.01654,3686,334,91462,"E02002928 E02006018",303
"137476",1,1,1,14.453,6474,260,253,0.01751,2694,243,72310,"E02002928 E02006020",260
"137477",1,1,1,24.08,10012,383,275,0.01142,4489,345,57660,"E02002928 E02006022",383
"137487",1,1,1,4.107,1690,94,62,0.0151,766,59,6598,"E02002929 E02002930",94
"137488",1,1,1,7.64,3282,162,101,0.01322,1424,114,22086,"E02002929 E02002931",162
"137489",1,1,1,8.484,3606,144,95,0.0112,1582,126,31061,"E02002929 E02002932",144
"137490",1,1,1,13.652,5502,286,126,0.00923,2545,191,23709,"E02002929 E02002933",286
"137491",1,1,1,12.044,4838,235,108,0.00897,2245,165,20777,"E02002929 E02002934",235
"137492",1,1,1,9.864,4228,179,109,0.01105,1839,150,33913,"E02002929 E02002935",179
"137493",1,1,1,11.899,5096,212,114,0.00958,2218,172,36905,"E02002929 E02002936",212
"137494",1,1,1,14.276,5856,290,139,0.00974,2661,203,26077,"E02002929 E02002937",290
"137495",1,1,1,13.693,6084,260,142,0.01037,2553,216,41966,"E02002929 E02002938",260
"137496",1,1,1,15.271,6440,306,160,0.01048,2847,232,29148,"E02002929 E02002939",306
"137497",1,1,1,11.179,5554,225,176,0.01574,2084,224,40513,"E02002929 E02002940",225
"137498",1,1,1,12.588,6320,242,220,0.01748,2347,252,44568,"E02002929 E02002941",242
"137499",1,1,1,11.868,5910,229,197,0.0166,2212,242,58638,"E02002929 E02002942",229
"137500",1,1,1,15.057,7900,320,291,0.01933,2807,325,53426,"E02002929 E02002943",320
"137501",1,1,1,15.615,8090,315,287,0.01838,2911,330,54191,"E02002929 E02002944",315
"137502",1,1,1,16.452,8006,422,308,0.01872,3067,329,47712,"E02002929 E02002945",422
