"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",6,9.61,12.57,19.11,35.03,10,22.06,17.75,93.49,118.67,1
"2",8,19.14,20.2,55.67,90.86,NA,NA,NA,NA,NA,0
"3",14,28.75,32.77,74.78,125.89,10,22.06,17.75,93.49,118.67,1
"4",7,11.89,14.78,23.5,46.47,NA,NA,NA,NA,NA,0
"5",1,2.28,2.21,4.39,11.44,NA,NA,NA,NA,NA,0
"6",9,21.42,22.41,60.06,102.3,0,4.75,0,35.8,47.44,1
"7",6,15.12,15.78,46.06,70.41,NA,NA,NA,NA,NA,0
"8",3,6.3,6.63,14,31.89,0,4.75,0,35.8,47.44,1
"9",0,1.36,0,5.18,12.02,51,88.36,79,236.75,267.26999,1
"10",6,13.76,15.78,40.88,58.39,51,88.36,79,236.75,267.26999,1
"11",6,18.01,9.06,67.37,100.42,51,88.36,79,236.75,267.26999,1
"12",6,19.37,9.06,72.55,112.44,NA,NA,NA,NA,NA,0
"13",38,71.55,58.72,174.01,278.72,51,88.36,79,236.75,267.26999,1
"14",0,0.93,0,4.08,9.04,NA,NA,NA,NA,NA,0
"15",38,70.62,58.72,169.93,269.68,NA,NA,NA,NA,NA,0
"16",2,3.19,5.63,4.27,11.46,NA,NA,NA,NA,NA,0
"17",1,3.11,1,9.73,20.43,NA,NA,NA,NA,NA,0
"18",23,65.39,44.66,206.2,394.21,39,69.85,67.27,202.99,249.2,1
"19",9,28.97,14.64,109.73,180.56,39,69.85,67.27,202.99,249.2,1
"20",3,9.6,5.58,37.18,68.12,NA,NA,NA,NA,NA,0
"21",14,36.42,30.02,96.47,213.65,39,69.85,67.27,202.99,249.2,1
"22",12,31.48,23.37,87.31,190.19,NA,NA,NA,NA,NA,0
"23",2,4.94,6.65,9.16,23.46,NA,NA,NA,NA,NA,0
"24",7,11.15,10.25,20.36,46.42,NA,NA,NA,NA,NA,0
"25",33,54.62,49.03,123.7,160.56,15,24.07,20.84,62.61,77.74,1
"26",5,16,9.69,46.23,109.12,15,24.07,20.84,62.61,77.74,1
"27",1,4.04,1,13.81,29.47,15,24.07,20.84,62.61,77.74,1
"28",0,0.93,0,4.08,9.04,15,24.07,20.84,62.61,77.74,1
"29",1,3.11,1,9.73,20.43,15,24.07,20.84,62.61,77.74,1
"30",1,1.48,1,1.51,4.84,15,24.07,20.84,62.61,77.74,1
"31",0,1.63,0,8.22,15.59,15,24.07,20.84,62.61,77.74,1
"32",33,55.25,49.03,125.66,166.81,15,24.07,20.84,62.61,77.74,1
"33",1,2.11,1,3.47,11.09,15,24.07,20.84,62.61,77.74,1
"34",9,26.45,16.27,82.96,175.83,15,24.07,20.84,62.61,77.74,1
"35",2,7.57,3.75,24.19,53.17,15,24.07,20.84,62.61,77.74,1
"36",35,61.56,52.78,145.93,207.48,15,24.07,20.84,62.61,77.74,1
"37",2,3.44,3.45,4.53,12.9,15,24.07,20.84,62.61,77.74,1
"38",9,26.97,16.08,84.25,180.81,15,24.07,20.84,62.61,77.74,1
"39",42,73.86,65.75,175.69,320.19,15,24.07,20.84,62.61,77.74,1
"40",2,5.94,3.75,15.97,37.58,15,24.07,20.84,62.61,77.74,1
"41",43,78.93,67.41,183.68,359.38,15,24.07,20.84,62.61,77.74,1
"42",2,5.84,3.75,17.38,36.72,NA,NA,NA,NA,NA,0
"43",4,9.03,9.38,21.65,48.18,15,24.07,20.84,62.61,77.74,1
"44",4,8.1,9.38,17.57,39.14,15,24.07,20.84,62.61,77.74,1
"45",5,6.46,6.75,5.54,15.31,12,27.43,12,109.62,151.96001,1
"46",2,4.69,3.5,14.82,31.11,12,27.43,12,109.62,151.96001,1
"47",2,4.22,5.63,6.94,21.36,NA,NA,NA,NA,NA,0
"48",14,34.92,26.82,91.84,203.09,15,24.07,20.84,62.61,77.74,1
"49",2,3.44,3.45,4.53,12.9,NA,NA,NA,NA,NA,0
"50",12,31.48,23.37,87.31,190.19,NA,NA,NA,NA,NA,0
"51",7,19.14,16,54.67,115.43,12,27.43,12,109.62,151.96001,1
"52",12,25.6,22.75,60.21,130.74,12,27.43,12,109.62,151.96001,1
"53",9,23.83,19.5,69.49,146.54,12,27.43,12,109.62,151.96001,1
"54",10,19.76,19,42.83,94.02,12,27.43,12,109.62,151.96001,1
"55",4,8.38,10.1,13.69,36.36,12,30.27,16.78,115.98,145.97,1
"56",9,23.47,19.5,68.62,142.63,12,27.43,12,109.62,151.96001,1
"57",0,0.36,0,0.87,3.91,12,27.43,12,109.62,151.96001,1
"58",2,8.06,4.42,25.49,68.54,12,27.43,12,109.62,151.96001,1
"59",2,8.42,4.42,26.36,72.45,12,27.43,12,109.62,151.96001,1
"60",0,1.5,0,8.17,16.92,NA,NA,NA,NA,NA,0
"61",2,6.92,4.42,18.19,55.53,12,27.43,12,109.62,151.96001,1
"62",0,1.03,0,2.67,9.9,NA,NA,NA,NA,NA,0
"63",12,22.95,24.63,47.1,105.48,NA,NA,NA,NA,NA,0
"64",28,46.43,39.22,95.02,183.34,15,24.07,20.84,62.61,77.74,1
"65",15,32.5,28.19,88.66,176.04,NA,NA,NA,NA,NA,0
"66",11,23,19.16,65.69,122.63,77,116.97,117.57,275.89002,312.56,1
"67",4,9.5,9.03,22.97,53.41,NA,NA,NA,NA,NA,0
"68",9,22.56,16.64,57.7,131.1,77,116.97,117.57,275.89002,312.56,1
"69",3,8.92,6.73,29.61,59.09,77,116.97,117.57,275.89002,312.56,1
"70",34,64.21,49.43,136,298.09,15,24.07,20.84,62.61,77.74,1
"71",6,17.78,10.21,40.98,114.75,NA,NA,NA,NA,NA,0
"72",8,22.25,13.91,51.28,138.46,132,230.56,194.88001,674.91998,769.82001,1
"73",2,4.47,3.7,10.3,23.71,NA,NA,NA,NA,NA,0
"74",2,4.47,3.7,10.3,23.71,132,230.56,194.88001,674.91998,769.82001,1
"75",6,17.78,10.21,40.98,114.75,132,230.56,194.88001,674.91998,769.82001,1
"76",46,87.16,74.06,183.1,403.57,15,24.07,20.84,62.61,77.74,1
"77",6,17.78,10.21,40.98,114.75,NA,NA,NA,NA,NA,0
"78",40,69.38,63.85,142.12,288.82,NA,NA,NA,NA,NA,0
"79",38,64.91,60.15,131.82,265.11,132,230.56,194.88001,674.91998,769.82001,1
"80",44,82.69,70.36,172.8,379.86,132,230.56,194.88001,674.91998,769.82001,1
"81",14,31.92,25.89,95.3,181.72,77,116.97,117.57,275.89002,312.56,1
"82",3,5.46,6.76,7.62,22.03,12,31.68,26.75,138.14,169.61999,1
"83",8,20.59,12.45,64.14,102.59,12,31.68,26.75,138.14,169.61999,1
"84",11,26.05,19.21,71.76,124.62,NA,NA,NA,NA,NA,0
"85",6,13.97,12.73,33.27,77.12,NA,NA,NA,NA,NA,0
"86",2,4.47,3.7,10.3,23.71,NA,NA,NA,NA,NA,0
"87",4,9.5,9.03,22.97,53.41,132,230.56,194.88001,674.91998,769.82001,1
"88",158,281.04001,222.21001,748.32001,825.83002,NA,NA,NA,NA,NA,0
"89",160,285.51001,225.91001,758.62001,849.54002,77,116.97,117.57,275.89002,312.56,1
"90",68,130.2,124.48,330.91,473.81,77,116.97,117.57,275.89002,312.56,1
"91",7,17.28,13.93,45.68,100.42,77,116.97,117.57,275.89002,312.56,1
"92",2,5.28,2.71,12.02,30.68,77,116.97,117.57,275.89002,312.56,1
"93",162,290.54001,231.24001,771.29001,879.24002,132,230.56,194.88001,674.91998,769.82001,1
"94",6,17.78,10.21,40.98,114.75,132,230.56,194.88001,674.91998,769.82001,1
"95",4,5.43,9.39,7,13.45,132,230.56,194.88001,674.91998,769.82001,1
"96",34,59.48,50.76,124.82,251.66,132,230.56,194.88001,674.91998,769.82001,1
"97",9,29.86,13.01,99.07,161.86999,132,230.56,194.88001,674.91998,769.82001,1
"98",236,437.02001,344.09001,1173.54001,1431.22002,132,230.56,194.88001,674.91998,769.82001,1
"99",240,442.45001,353.48001,1180.54001,1444.67002,132,230.56,194.88001,674.91998,769.82001,1
"100",46,92.52,84.55,265.59999,327.35,77,116.97,117.57,275.89002,312.56,1
"101",22,37.68,39.93,65.31,146.46,77,116.97,117.57,275.89002,312.56,1
"102",53,109.8,98.48,311.27999,427.77,77,116.97,117.57,275.89002,312.56,1
"103",9,15.95,15.08,26.42,66.08,77,116.97,117.57,275.89002,312.56,1
"104",13,21.73,24.85,38.89,80.38,77,116.97,117.57,275.89002,312.56,1
"105",53,109.8,98.48,311.27999,427.77,77,116.97,117.57,275.89002,312.56,1
"106",66,131.53,123.33,350.17,508.14999,77,116.97,117.57,275.89002,312.56,1
"107",13,21.73,24.85,38.89,80.38,77,116.97,117.57,275.89002,312.56,1
"108",9,21.44,15.71,52.59,113.53,77,116.97,117.57,275.89002,312.56,1
"109",22,43.17,40.56,91.48,193.91,77,116.97,117.57,275.89002,312.56,1
"110",22,43.17,40.56,91.48,193.91,NA,NA,NA,NA,NA,0
"111",2,5.28,2.71,12.02,30.68,77,116.97,117.57,275.89002,312.56,1
"112",62,131.24,114.19,363.87,541.3,77,116.97,117.57,275.89002,312.56,1
"113",249,472.31001,366.49001,1279.61002,1606.54001,132,230.56,194.88001,674.91998,769.82001,1
