"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"34","E02002644","Blackpool 012",3721,134,489,2427,325,26,4,204,54,34,24,336.49301,202.493,455.62201,2297.354,-129.646,241.304,107.304,469.19199,2360.356,-66.644,1199.311,1065.311,302.96201,1756.156,-670.84399,1401.135,1267.135,283.18799,1611.764,-815.23602,-0.12557,232927,-0.07702,142860,-0.07311,135607,-0.02455,45540,-0.36127,670232,-0.31272,580165,-0.32594,604675,-0.27738,514608,-45146,-27853,-30305,-13012,-145008,-127715,-200198,-182905,0.61476
"48","E02005271","Ribble Valley 002",3384,98,748,2223,156,53,1,64,11,20,10,167.245,69.245,722.66803,2184.813,-38.187,170.808,72.808,717.25,2185.564,-37.436,505.58899,407.58899,584.94501,2010.235,-212.765,793.01202,695.01202,501.099,1833.858,-389.142,-0.02101,38937,-0.01121,20744,-0.01494,27718,-0.00514,9525,-0.05112,94794,-0.04131,76601,-0.07732,143397,-0.06751,125204,-21339,-10696,-17461,-6818,-53601,-42958,-121327,-110684,2.93669
"80","E02005320","Wyre 002",2494,133,274,1598,216,58,4,143,17,22,29,269.69501,136.69501,251.64999,1510.219,-87.781,207.215,74.215,260.43399,1550.286,-47.714,765.966,632.966,164.968,1196.918,-401.082,860.284,727.284,164.106,1122.567,-475.43301,-0.07393,137139,-0.04295,79665,-0.04717,87501,-0.01619,30027,-0.17196,319012,-0.14098,261538,-0.16308,302541,-0.1321,245067,-36168,-20638,-24352,-8822,-99625,-84095,-139932,-124402,0.25046
"118","E02002647","Blackpool 015",3192,157,536,1774,280,18,1,330,32,52,12,351.77899,194.77901,496.54199,1667.6541,-106.346,270.18399,113.184,512.38,1713.8571,-60.143,1134.3879,977.388,322.97198,1250.647,-523.35303,1275.135,1118.135,310.07999,1159.6169,-614.383,-0.11872,220218,-0.06597,122374,-0.07337,136105,-0.02063,38261,-0.3122,579181,-0.25945,481337,-0.26484,491323,-0.2121,393479,-39858,-21492,-28726,-10360,-114392,-96026,-148882,-130516,0.4127
"140","E02006871","Lancaster 020",5228,319,632,3319,363,92,3,369,41,53,37,582.633,263.633,589.82898,3147.614,-171.386,524.323,205.323,597.68597,3191.3701,-127.63,1590.965,1271.965,419.74301,2497.5481,-821.45203,1901.3831,1582.3831,387.15701,2288.5581,-1030.442,-0.14726,273188,-0.06144,113986,-0.11278,209217,-0.02696,50015,-0.35442,657542,-0.26861,498340,-0.32066,594906,-0.23485,435704,-79432,-33770,-70744,-25082,-197420,-151758,-260539,-214877,NA
"156","E02005223","Lancaster 003",2935,101,136,2339,158,42,2,99,7,33,18,189.793,88.793,129.907,2267.7161,-71.284,162.483,61.483,134.25,2287.98,-51.02,545.508,444.508,98.486,1989.0291,-349.97101,797.51703,696.51703,87.301,1780.442,-558.55798,-0.0919,170479,-0.04019,74561,-0.06937,128686,-0.01766,32768,-0.22784,422690,-0.17613,326772,-0.24718,458573,-0.19548,362655,-51703,-23077,-45664,-17038,-131648,-103022,-210060,-181434,1.76526
"162","E02002620","Blackburn with Darwen 006",2474,33,600,1258,268,57,7,149,59,11,32,82.256,49.256,587.48901,1233.342,-24.658,49.77,16.77,596.52698,1249.449,-8.551,375.70599,342.70599,500.38501,1093.192,-164.808,613.52899,580.52899,434.36499,977.552,-280.448,-0.02732,50615,-0.01282,23726,-0.0178,33023,-0.00331,6134,-0.07407,137368,-0.05958,110479,-0.09152,169741,-0.07703,142852,-10844,-5618,-7413,-2187,-32835,-27609,-65515,-60289,2.26375
"168","E02005266","Preston 014",2826,61,451,1364,322,22,1,516,33,20,36,185.832,124.832,425.28601,1308.4139,-55.586,101.353,40.353,444.345,1345.066,-18.934,784.16699,723.16699,290.29001,1049.9709,-314.02899,979.55798,918.55798,268.43799,949.83698,-414.16299,-0.05123,94977,-0.03214,59564,-0.02659,49319,-0.0075,13906,-0.16515,306348,-0.14606,270935,-0.16144,299464,-0.14235,264051,-18870,-11823,-10780,-3733,-65216,-58169,-101000,-93953,1.43188
"174","E02005319","Wyre 001",3394,173,678,1801,304,58,5,265,31,27,52,354.23401,181.23399,627.73199,1708.699,-92.301,252.623,79.623,659.86401,1759.415,-41.585,1031.2679,858.26801,411.01999,1382.225,-418.77499,1147.244,974.24298,412.35101,1299.5699,-501.42999,-0.09568,177486,-0.05153,95576,-0.06616,122723,-0.022,40813,-0.20286,376330,-0.1587,294420,-0.19377,359477,-0.14962,277567,-43588,-23286,-29785,-9483,-111659,-91357,-158988,-138686,0.26565
"185","E02005295","South Ribble 009",3703,135,240,2734,277,52,3,200,8,46,8,274.47699,139.47701,225.836,2633.3621,-100.638,228.722,93.722,230.612,2663.8379,-70.162,833.32599,698.32599,159.812,2244.666,-489.33401,1112.78,977.78003,147.911,2028.764,-705.23602,-0.07335,135999,-0.03435,63656,-0.06399,118688,-0.02499,46345,-0.18899,350543,-0.14999,278200,-0.20907,387809,-0.17007,315466,-60841,-28360,-52391,-19910,-151017,-118536,-241716,-209235,0.59169
"214","E02006884","Rossendale 010",5126,53,486,3642,382,23,2,448,27,42,21,130.063,77.063,473.883,3593.6001,-48.4,91.104,38.104,480.44699,3617.5601,-24.44,554.19598,501.19601,394.81799,3339.281,-302.71899,1008.415,955.41498,335.83899,3038.1389,-603.86102,-0.0435,80614,-0.02262,41886,-0.02711,50279,-0.00623,11551,-0.13074,242485,-0.10986,203757,-0.20352,377504,-0.18264,338776,-27761,-14336,-22407,-8982,-83707,-70282,-200465,-187040,NA
"266","E02002629","Blackburn with Darwen 015",2177,22,386,1291,201,49,3,153,49,18,5,61.45,39.45,375.638,1270.594,-20.406,38.489,16.489,384.41299,1281.175,-9.825,282.21899,260.21899,304.38501,1165.265,-125.735,500.42001,478.42001,260.50201,1041.924,-249.076,-0.02651,49121,-0.01341,24829,-0.01851,34332,-0.00541,10040,-0.07493,138939,-0.06183,114647,-0.11013,204256,-0.09703,179964,-11953,-6192,-9379,-3618,-35957,-30196,-83264,-77503,3.30904
"269","E02005287","South Ribble 001",2494,81,211,1834,121,54,5,144,6,35,3,174.924,93.924,199.10001,1766.777,-67.223,132.981,51.981,207.618,1794.4871,-39.513,567.95099,486.95099,140.354,1498.4041,-335.59601,752.44,671.44,129.05299,1354.579,-479.42099,-0.04971,92152,-0.02369,43890,-0.04302,79795,-0.017,31533,-0.12921,239655,-0.10319,191393,-0.13567,251647,-0.10965,203385,-42870,-20271,-35841,-13242,-107482,-84883,-166839,-144240,0.8601
"291","E02005311","West Lancashire 008",2235,32,99,1814,124,84,10,33,12,15,12,96.06,64.06,94.349,1763,-51,54.847,22.847,96.958,1796.42,-17.58,358.353,326.353,72.667,1557.923,-256.077,511.772,479.772,65.97,1429.528,-384.47198,-0.03174,58802,-0.02282,42256,-0.01571,29136,-0.00679,12590,-0.10336,191666,-0.09444,175120,-0.12784,237096,-0.11892,220550,-25638,-18315,-11603,-4280,-84142,-76819,-153999,-146676,1.44644
"301","E02005201","Chorley 013",3628,56,281,2808,243,63,1,120,6,30,20,135.698,79.698,271.401,2750.3269,-57.673,119.021,63.021,272.319,2763.311,-44.689,496.61499,440.61499,213.94701,2504.9971,-303.00299,805.78699,749.78699,186.47701,2268.6699,-539.33002,-0.06282,116463,-0.03745,69408,-0.05474,101530,-0.02937,54475,-0.1741,322906,-0.14873,275851,-0.22979,426243,-0.20443,379188,-37986,-22532,-30332,-14878,-110475,-95021,-220963,-205509,1.54
"374","E02002617","Blackburn with Darwen 003",2367,23,450,1407,236,50,2,111,72,3,13,94.56,71.56,433.29199,1366.251,-40.749,35.746,12.746,447.60001,1399.8311,-7.169,499.87399,476.87399,329.14999,1141.916,-265.08401,692.11902,669.11902,290.15302,1028.767,-378.233,-0.02174,40275,-0.01473,27266,-0.0089,16505,-0.00189,3496,-0.08332,154524,-0.07631,141515,-0.09554,177191,-0.08852,164182,-10694,-7508,-4651,-1465,-43617,-40431,-78611,-75425,2.21318
"390","E02005308","West Lancashire 005",2775,22,140,2301,128,135,4,16,6,8,15,64.178,42.178,136.188,2266.3479,-34.652,34.817,12.817,139.61099,2289.45,-11.55,244.87399,222.87399,112.451,2125.7261,-175.274,455.69299,433.69299,98.201,1948.024,-352.97601,-0.03086,57156,-0.02064,38194,-0.02124,39394,-0.01102,20432,-0.09284,172146,-0.08262,153184,-0.14064,260840,-0.13042,241878,-26646,-17427,-17964,-8745,-79973,-70754,-178483,-169264,2.69187
"480","E02005197","Chorley 009",2936,54,522,1839,215,109,2,141,13,30,11,138.194,84.194,498.06299,1792.946,-46.054,94.109,40.109,509.20499,1817.988,-21.012,563.55902,509.55899,359.61099,1574.451,-264.54901,781.59198,727.59198,323.233,1434.981,-404.01901,-0.03792,70267,-0.02114,39147,-0.02478,45956,-0.008,14836,-0.09908,183753,-0.08231,152633,-0.12731,236120,-0.11053,205000,-21210,-12221,-13044,-4055,-62857,-53868,-122936,-113947,1.65436
"491","E02005270","Ribble Valley 001",2781,25,144,2356,152,30,3,34,1,15,21,77.412,52.412,138.86301,2313.272,-42.728,43.444,18.444,143.284,2340.125,-15.875,336.159,311.159,109.27,2106.8799,-249.12,525.62701,500.62701,97.039,1945.765,-410.23499,-0.02356,43672,-0.01409,26092,-0.01609,29839,-0.00661,12259,-0.0723,134093,-0.06282,116513,-0.10994,203924,-0.10046,186344,-20433,-12578,-14437,-6582,-62765,-54910,-136638,-128783,2.5538
"501","E02005288","South Ribble 002",2770,63,110,2216,179,20,1,138,6,29,8,132.121,69.121,106.099,2162.873,-53.128,125.73,62.73,107.778,2164.8279,-51.172,409.39001,346.39001,87.4,1956.063,-259.93701,645.23499,582.23499,77.622,1767.7419,-448.258,-0.04924,91282,-0.02469,45742,-0.05396,100085,-0.0294,54545,-0.13513,250631,-0.11058,205091,-0.1661,308106,-0.14155,262566,-40328,-19848,-43180,-22700,-106362,-85882,-195208,-174728,1.33791
"564","E02002628","Blackburn with Darwen 014",2897,29,421,1851,255,39,1,212,58,25,6,96.68,67.68,408.71399,1810.774,-40.226,56.574,27.574,417.53101,1834.069,-16.931,468.233,439.233,328.88501,1599.241,-251.759,728.19397,699.19397,292.89999,1433.868,-417.13199,-0.03759,69669,-0.02377,44030,-0.02109,39120,-0.00727,13481,-0.13375,248075,-0.11993,222436,-0.1677,311062,-0.15387,285423,-16838,-10853,-11137,-5152,-62026,-56041,-123524,-117539,2.74755
"583","E02005292","South Ribble 006",2607,114,136,1802,176,36,1,305,7,26,4,219.49001,105.49,128.239,1728.259,-73.741,197.94901,83.949,132.05499,1741.574,-60.426,614.81201,500.81201,91.867,1464.277,-337.72299,818.789,704.789,84.704,1318.156,-483.84399,-0.06909,128096,-0.02996,55517,-0.06779,125734,-0.02866,53155,-0.16479,305655,-0.12566,233076,-0.17134,317827,-0.13221,245248,-54975,-22657,-53090,-20772,-123284,-90966,-183143,-150825,0.4776
"584","E02005301","South Ribble 015",2898,102,348,2031,195,31,0,133,20,28,10,216.35699,114.357,327.314,1954.774,-76.226,201.77901,99.779,327.28201,1966.604,-64.396,682.98297,580.98297,230.336,1654.63,-376.37,877.93201,775.93201,212.80299,1509.171,-521.82898,-0.04975,92233,-0.02614,48436,-0.04644,86134,-0.02283,42337,-0.13597,252199,-0.11236,208402,-0.14434,267730,-0.12073,223933,-42079,-21793,-39495,-19209,-113268,-92982,-179518,-159232,1.08047
"608","E02005217","Hyndburn 006",3350,29,604,1921,330,48,0,259,113,22,24,97.324,68.324,588.38098,1884.119,-36.881,49.411,20.411,598.67798,1910.256,-10.744,497.69,468.69,481.40601,1677.651,-243.349,832.44299,803.44299,415.74799,1489.828,-431.172,-0.03764,69763,-0.02528,46838,-0.01448,26859,-0.00212,3934,-0.13059,242224,-0.11823,219299,-0.17058,316422,-0.15822,293497,-15321,-9896,-7705,-2280,-57843,-52418,-119308,-113883,2.79463
"622","E02005314","West Lancashire 011",2925,73,393,1877,277,44,2,170,46,25,18,178.304,105.304,373.771,1813.778,-63.222,128.164,55.164,383.01599,1844.901,-32.099,642.85199,569.85199,277.62299,1543.95,-333.04999,876.98901,803.98901,246.23199,1392.0031,-484.99701,-0.04377,81112,-0.02699,49989,-0.03015,55915,-0.01337,24792,-0.13506,250484,-0.11828,219361,-0.14322,265623,-0.12644,234500,-30640,-19164,-18762,-7286,-98355,-86879,-163319,-151843,1.36256
"631","E02005304","West Lancashire 001",3868,88,200,3172,203,46,7,97,12,31,12,211.192,123.192,185.405,3076.6311,-95.369,128.66901,40.669,193.033,3142.354,-29.646,597.60101,509.60101,131.395,2785.5979,-386.40201,823.60199,735.60199,123.311,2591.6931,-580.30701,-0.08332,154517,-0.0516,95679,-0.04652,86309,-0.01481,27471,-0.20719,384332,-0.17547,325494,-0.24857,461106,-0.21685,402268,-67477,-41546,-36351,-10420,-171884,-145953,-301298,-275367,0.17301
"695","E02005273","Ribble Valley 004",2596,30,232,2062,131,19,4,76,2,26,14,75.413,45.413,225.105,2028.286,-33.714,57.259,27.259,226.16499,2042.877,-19.123,291.79401,261.79401,182.532,1877.968,-184.032,492.66299,462.66299,158.795,1721.333,-340.66699,-0.02565,47532,-0.01622,30053,-0.01572,29161,-0.0063,11682,-0.07304,135469,-0.06362,117990,-0.11149,206793,-0.10207,189314,-20993,-13368,-13928,-6303,-61229,-53604,-137802,-130177,2.89345
"700","E02005285","Rossendale 008",2954,19,158,2467,144,8,6,111,8,20,13,56.158,37.158,154.633,2437.564,-29.436,38.402,19.402,155.562,2451.6121,-15.388,241.054,222.054,132.653,2297.2871,-169.713,492.379,473.379,113.473,2094.1011,-372.89899,-0.02706,50104,-0.01698,31407,-0.01462,27107,-0.00454,8410,-0.08271,153358,-0.07263,134661,-0.14634,271400,-0.13626,252703,-20266,-12528,-15438,-7700,-60821,-53083,-157747,-150009,3.4011
"738","E02002645","Blackpool 013",1801,66,515,702,165,24,1,271,22,15,20,174.12601,108.126,479.04999,662.12299,-39.877,97.237,31.237,504.586,690.92499,-11.075,643.07599,577.07599,308.20099,498.92499,-203.075,719.29498,653.29498,295.423,462.79099,-239.209,-0.04646,86175,-0.02786,51673,-0.02367,43907,-0.00507,9405,-0.12964,240490,-0.11104,205988,-0.09564,177408,-0.07704,142906,-13683,-8201,-7419,-1937,-43999,-38517,-57371,-51889,0.4533
"740","E02005224","Lancaster 004",1780,69,154,1226,113,115,0,70,6,12,15,150.981,81.981,145.284,1167.343,-58.657,113.56,44.56,149.371,1195.412,-30.588,496.50699,427.50699,103.397,925.49402,-300.50601,603.841,534.841,97.247,845.80103,-380.19901,-0.04645,86158,-0.02393,44389,-0.02985,55365,-0.00733,13596,-0.13663,253469,-0.11411,211700,-0.12231,226904,-0.09979,185135,-25191,-12669,-19212,-6690,-74490,-61968,-98221,-85699,1.17029
"748","E02005251","Pendle 012",2686,21,321,1919,228,22,4,115,24,20,12,69.28,48.28,314.151,1886.437,-32.563,40.95,19.95,319.19299,1905.26,-13.74,356.198,335.198,265.64001,1699.519,-219.481,635.85901,614.85901,225.799,1507.88,-411.12,-0.02575,47735,-0.01699,31492,-0.01302,24147,-0.00426,7904,-0.09338,173207,-0.08462,156964,-0.12614,233984,-0.11738,217741,-13413,-8452,-8265,-3304,-50199,-45238,-106059,-101098,4.22584
