"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"12","E02004633","Forest of Dean 008",3399,27,165,2808,244,45,4,38,1,55,12,63.1,36.1,161.72701,2778.905,-29.095,49.186,22.186,163.882,2789.405,-18.595,251.45399,224.45399,140.339,2630.979,-177.021,509.172,482.172,121.105,2419.6421,-388.358,-0.0261,48417,-0.01401,25994,-0.02185,40541,-0.00977,18118,-0.06999,129843,-0.0579,107420,-0.10404,193028,-0.09196,170605,-17420,-9561,-15049,-7190,-58365,-50506,-135261,-127402,3.15298
"17","E02004603","Cheltenham 004",3544,211,1356,1478,167,39,7,247,9,19,11,378.19199,167.192,1269.986,1417.712,-60.288,276.05399,65.054,1335.5129,1445.974,-32.026,1051.896,840.89697,886.32898,1200.428,-277.57199,1226.001,1015.001,830.32098,1115.187,-362.81299,-0.03895,72228,-0.01367,25337,-0.03408,63220,-0.00881,16329,-0.06426,119196,-0.03898,72305,-0.05264,97622,-0.02736,50731,-38880,-13971,-34215,-9306,-77615,-52706,-113662,-88753,0.90503
"215","E02004674","Tewkesbury 009",4100,139,334,3038,214,17,1,280,2,59,16,297.86099,158.86099,315.267,2923.842,-114.158,237.315,98.315,321.02701,2968.3569,-69.643,912.44,773.44,228.15199,2495.96,-542.03998,1212.158,1073.158,211.138,2262.2629,-775.73602,-0.10756,199500,-0.05818,107912,-0.08437,156491,-0.03499,64903,-0.29201,541722,-0.24263,450134,-0.29894,554581,-0.24957,462993,-70920,-37999,-56316,-23395,-197857,-164936,-301895,-268974,NA
"233","E02004602","Cheltenham 003",2940,186,299,1917,203,19,2,268,7,24,15,331.89401,145.894,278.53601,1823.58,-93.42,297.448,111.448,278.48901,1849.7729,-67.227,852.33099,666.33099,204.127,1493.927,-423.073,1052.175,866.17499,184.813,1353.1429,-563.85699,-0.07233,134157,-0.0326,60458,-0.05694,105608,-0.01721,31909,-0.17481,324284,-0.13508,250585,-0.16671,309264,-0.12698,235565,-55814,-24341,-50379,-18906,-131465,-99992,-184220,-152747,0.89924
"284","E02004671","Tewkesbury 006",2577,81,78,2109,122,23,4,102,5,41,12,163.287,82.287,74.343,2041.834,-67.166,127.357,46.357,75.332,2072.488,-36.512,446.65799,365.65799,58.132,1814.8,-294.20001,636.74298,555.74298,53.512,1652.713,-456.28699,-0.07011,130036,-0.03629,67304,-0.05051,93698,-0.01669,30966,-0.17077,316794,-0.13695,254062,-0.19928,369686,-0.16546,306954,-49456,-25570,-36413,-12527,-121791,-97905,-205833,-181947,0.83239
"352","E02004614","Cheltenham 015",2254,192,288,1527,110,49,5,57,1,14,11,284.69101,92.691,269.27802,1464.141,-62.859,262.189,70.189,275.14499,1477.778,-49.222,571.85999,379.85999,201,1279.472,-247.528,715.98297,523.98297,182.66901,1169.765,-357.23499,-0.05142,95361,-0.01744,32325,-0.04514,83725,-0.01116,20689,-0.09243,171445,-0.05845,108409,-0.10028,186015,-0.0663,122979,-43695,-15166,-41447,-12918,-81198,-52669,-123822,-95293,1.48421
"391","E02004632","Forest of Dean 007",4217,64,457,3246,266,19,0,93,6,45,21,111.981,47.981,448.09,3211.7351,-34.265,125.865,61.865,443.33701,3204.0659,-41.934,371.19199,307.19199,394.44101,3031.3889,-214.61099,743.17499,679.17499,332.474,2759.4189,-486.58099,-0.02337,43346,-0.012,22263,-0.02052,38068,-0.00916,16985,-0.05889,109250,-0.04752,88167,-0.09289,172323,-0.08152,151240,-17021,-8709,-16032,-7720,-53161,-44849,-131010,-122698,3.54852
"406","E02004635","Forest of Dean 010",2901,63,321,2155,158,54,5,57,8,46,34,93.166,30.166,311.63501,2138.062,-16.938,92.913,29.913,312.13901,2137.251,-17.749,189.77499,126.775,276.22299,2089.3999,-65.6,319.08099,256.08099,246.826,2005.6379,-149.362,-0.02449,45409,-0.00851,15757,-0.02513,46616,-0.00915,16964,-0.03501,64922,-0.01902,35270,-0.05316,98593,-0.03717,68941,-22398,-8240,-24257,-10099,-39446,-25288,-90158,-76000,NA
"676","E02004634","Forest of Dean 009",4263,100,525,3140,278,86,0,85,3,35,11,157.51199,57.512,512.21997,3100.6411,-39.359,178.97,78.97,503.08899,3089.6421,-50.358,413.582,313.582,452.367,2928.4199,-211.58,757.62701,657.62701,384.51199,2685.0691,-454.931,-0.03259,60459,-0.0143,26529,-0.02984,55358,-0.01155,21428,-0.06893,127882,-0.05064,93952,-0.09532,176845,-0.07703,142915,-26852,-11384,-27094,-11626,-67582,-52114,-147884,-132416,NA
"688","E02004626","Forest of Dean 001",3640,59,161,3045,199,38,1,74,6,38,19,118.685,59.685,156.617,2995.6641,-49.336,79.053,20.053,160.481,3027.6741,-17.326,324.29999,265.29999,137.17599,2830.3679,-214.632,551.55402,492.55399,127.265,2636.304,-408.69601,-0.05482,101667,-0.03144,58307,-0.03525,65377,-0.01187,22017,-0.11183,207435,-0.08845,164075,-0.17677,327923,-0.1534,284563,-42899,-24371,-30212,-11684,-99408,-80880,-224526,-205998,1.95634
"1126","E02004673","Tewkesbury 008",2051,80,111,1577,115,15,3,113,1,28,8,151.909,71.909,106.162,1521.517,-55.483,132.608,52.608,108.608,1535.833,-41.167,407.39999,327.39999,88.459,1325.392,-251.608,565.11298,485.11301,81.08,1198.87,-378.13,-0.06002,111311,-0.02851,52877,-0.05536,102687,-0.02386,44253,-0.14358,266344,-0.11208,207910,-0.15482,287197,-0.12332,228763,-40169,-18975,-37079,-15885,-98016,-76822,-154608,-133414,1.07663
"1185","E02004645","Gloucester 010",5116,203,263,3953,294,22,5,299,5,55,17,409.862,206.862,249.8,3793.2209,-159.77901,340.08801,137.088,256.069,3847.042,-105.958,1219.6429,1016.643,187.987,3180.3979,-772.60199,1597.455,1394.455,172.13499,2877.208,-1075.792,-0.14004,259773,-0.07366,136630,-0.11387,211246,-0.04749,88103,-0.40764,756256,-0.34126,633113,-0.41655,772790,-0.35017,649647,-85322,-44445,-68196,-27319,-235701,-194824,-356639,-315762,1.60487
"1431","E02004612","Cheltenham 013",4412,260,322,3160,259,57,3,291,6,48,6,475.854,215.854,299.78299,3005.8921,-154.108,439.75699,179.757,301.11401,3035.718,-124.282,1273.275,1013.275,209.533,2443.7981,-716.20203,1530.1379,1270.1379,195.332,2239.5391,-920.461,-0.09781,181426,-0.04655,86343,-0.07482,138790,-0.02356,43707,-0.24742,458997,-0.19616,363914,-0.244,452654,-0.19274,357571,-75316,-35643,-64006,-24333,-189718,-150045,-269257,-229584,0.95417
"1472","E02004670","Tewkesbury 005",5654,199,490,4170,275,37,5,399,5,62,12,414.22198,215.222,460.81,4017.5549,-152.44501,334.621,135.621,475.03,4067.939,-102.061,1241.2321,1042.2321,331.86499,3454.1331,-715.867,1658.061,1459.061,306.022,3132.384,-1037.616,-0.15,278243,-0.07561,140246,-0.13308,246872,-0.05869,108875,-0.38224,709129,-0.30785,571132,-0.39194,727124,-0.31755,589127,-104292,-51139,-97417,-44264,-266290,-213137,-407457,-354304,0.879
"1488","E02004619","Cotswold 005",2803,33,218,2227,144,64,16,52,4,21,24,73.099,40.099,210.407,2198.0991,-28.901,43.307,10.307,217.299,2218.4839,-8.516,215.26199,182.26199,174.121,2104.3821,-122.618,383.45901,350.45901,155.562,1970.9871,-256.013,-0.03351,62138,-0.01901,35249,-0.02139,39685,-0.0069,12796,-0.06278,116454,-0.04829,89565,-0.10233,189830,-0.08784,162941,-26666,-15655,-17479,-6468,-62710,-51699,-150667,-139656,1.82063
"1634","E02004661","Stroud 011",3617,48,307,2835,251,59,4,54,3,40,16,116.611,68.611,294.71201,2786.033,-48.966,81.652,33.652,300.68799,2811.645,-23.355,421.30301,373.30301,228.504,2579.9871,-255.013,691.56403,643.56403,197.58099,2370.676,-464.32401,-0.03965,73534,-0.02368,43912,-0.02499,46349,-0.00902,16727,-0.10236,189881,-0.08639,160259,-0.14819,274903,-0.13222,245281,-32449,-19984,-20601,-8136,-91665,-79200,-197592,-185127,3.31453
"1742","E02004664","Stroud 014",2984,53,381,2220,172,47,1,63,4,33,10,90.837,37.837,372.83899,2194.4199,-25.58,89.108,36.108,371.702,2196.866,-23.133,236.87601,183.87601,326.34299,2109.4209,-110.579,465.694,412.694,276.77301,1953.3521,-266.64801,-0.03273,60705,-0.01417,26269,-0.02676,49639,-0.0082,15203,-0.05468,101418,-0.03612,66982,-0.0977,181236,-0.07914,146800,-26944,-12263,-22850,-8169,-49920,-35239,-131100,-116419,6.90563
