"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"196856",1,1,1,3.126,1628,109,44,0.01408,583,65,7728,"E02004600 E02004601",109
"196857",1,1,1,3.219,1408,141,20,0.00621,600,40,6136,"E02004600 E02004602",141
"196858",1,1,1,1.997,922,67,9,0.00451,372,32,3621,"E02004600 E02004603",67
"196859",1,1,1,2.795,1292,78,13,0.00465,521,37,5757,"E02004600 E02004604",78
"196860",1,1,1,4.139,1876,146,34,0.00821,772,72,8500,"E02004600 E02004605",146
"196861",1,1,1,2.563,1336,76,12,0.00468,478,36,4955,"E02004600 E02004606",76
"196862",1,1,1,3.293,1598,115,21,0.00638,614,57,6117,"E02004600 E02004607",115
"196863",1,1,1,3.377,1652,106,22,0.00651,630,58,6904,"E02004600 E02004608",106
"196864",1,1,1,5.87,2552,168,54,0.0092,1094,80,12599,"E02004600 E02004609",168
"196865",1,1,1,4.046,1936,123,29,0.00717,754,65,8469,"E02004600 E02004610",123
"196866",1,1,1,5.397,2770,176,48,0.00889,1006,99,21705,"E02004600 E02004611",176
"196867",1,1,1,5.589,2564,173,45,0.00805,1042,85,9153,"E02004600 E02004612",173
"196868",1,1,1,5.58,2744,146,46,0.00824,1040,103,14189,"E02004600 E02004613",146
"196869",1,1,1,5.451,2666,158,40,0.00734,1016,100,10213,"E02004600 E02004614",158
"196871",1,1,1,16.764,10232,355,471,0.0281,3125,415,88091,"E02004600 E02004618",355
"196872",1,1,1,13.405,5526,248,87,0.00649,2499,154,71554,"E02004600 E02004637",248
"196873",1,1,1,14.906,6172,308,94,0.00631,2779,170,73695,"E02004600 E02004639",308
"196874",1,1,1,14.118,5954,257,91,0.00645,2632,174,87496,"E02004600 E02004642",257
"196875",1,1,1,16.218,6852,338,94,0.0058,3023,190,81968,"E02004600 E02004644",338
"196876",1,1,1,20.378,8592,444,112,0.0055,3799,248,91607,"E02004600 E02004650",444
"196879",1,1,1,14.081,5734,334,92,0.00653,2625,173,45819,"E02004600 E02004666",334
"196880",1,1,1,13.464,5494,305,115,0.00854,2510,163,48409,"E02004600 E02004667",305
"196881",1,1,1,12.346,6966,315,404,0.03272,2301,308,36935,"E02004600 E02004668",315
"196882",1,1,1,7.435,3162,153,60,0.00807,1386,93,19447,"E02004600 E02004669",153
"196883",1,1,1,5.054,2478,141,47,0.0093,942,83,12880,"E02004600 E02004670",141
"196884",1,1,1,9.439,3956,282,74,0.00784,1760,117,19178,"E02004600 E02004672",282
"196885",1,1,1,9.069,3860,274,80,0.00882,1691,136,15703,"E02004600 E02004673",274
"196886",1,1,1,12.02,5258,285,93,0.00774,2241,169,38583,"E02004600 E02004674",285
