"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"94","E02002399","Leeds 070",2591,58,352,1200,243,37,2,624,61,9,5,145.883,87.883,337.26801,1163.399,-36.601,131.011,73.011,339.27802,1174.16,-25.84,594.73798,536.73798,256.58899,981.33002,-218.67,835.87701,777.87701,225.136,870.42999,-329.57001,-0.02912,53930,-0.01631,30174,-0.02188,40568,-0.00907,16812,-0.12502,231870,-0.11221,208114,-0.13236,245466,-0.11954,221710,-14938,-8460,-12677,-6199,-52214,-45736,-87924,-81446,1.91002
"112","E02002423","Leeds 094",2400,43,169,1341,226,24,1,537,25,21,13,112.101,69.101,163.164,1305.28,-35.72,81.964,38.964,164.271,1321.0861,-19.914,449.60699,406.60699,129.47,1134.679,-206.321,696.84399,653.84399,111.791,997.99597,-343.004,-0.03192,59132,-0.0198,36641,-0.01761,32660,-0.00549,10169,-0.14615,271063,-0.13402,248572,-0.16407,304304,-0.15194,281813,-17531,-10394,-12687,-5550,-62843,-55706,-110854,-103717,2.15367
"116","E02002412","Leeds 083",3429,46,264,2262,252,57,2,497,25,16,8,143.27901,97.279,255.123,2203.0979,-58.902,87.351,41.351,260.461,2239.9629,-22.037,639.79602,593.79602,200.627,1906.756,-355.24399,995.41602,949.41602,172.42799,1674.139,-587.86102,-0.03893,72117,-0.026,48132,-0.01933,35845,-0.0064,11860,-0.1932,358326,-0.18026,334341,-0.22119,410269,-0.20826,386284,-24568,-16439,-14324,-6195,-98301,-90172,-175983,-167854,2.22259
"138","E02002477","Wakefield 040",2536,14,123,1908,172,56,2,218,7,30,6,56.789,42.789,118.967,1877.53,-30.47,25.344,11.344,121.819,1900.079,-7.921,230.689,216.689,96.201,1757.516,-150.485,445.043,431.043,84.774,1598.116,-309.884,-0.03259,60378,-0.02605,48250,-0.01154,21393,-0.005,9265,-0.12212,226490,-0.11558,214362,-0.19215,356414,-0.18561,344286,-19034,-15308,-6986,-3260,-68390,-64664,-162759,-159033,1.88958
"183","E02002226","Bradford 044",3821,33,1101,1565,343,164,6,485,87,1,36,108.08,75.08,1075.3051,1535.375,-29.625,42.94,9.94,1097.526,1561.094,-3.907,585.99298,552.99298,892.61603,1356.347,-208.653,993.01099,960.01099,767.24298,1188.334,-376.66501,-0.02218,41065,-0.01378,25492,-0.0097,17979,-0.0013,2406,-0.08366,155129,-0.07526,139556,-0.09626,178524,-0.08787,162951,-10097,-6415,-4542,-860,-41598,-37916,-84954,-81272,3.26255
"251","E02002392","Leeds 063",2679,69,1213,612,135,130,10,437,65,3,5,126.117,57.117,1181.1479,601.91998,-10.08,121.879,52.879,1187.606,601.59198,-10.408,460.89899,391.89899,977.08398,549.26703,-62.733,712.62,643.62,843.70203,501.604,-110.396,-0.00865,15960,-0.00353,6471,-0.00834,15462,-0.00322,5973,-0.02154,39885,-0.01642,30396,-0.0121,22376,-0.00698,12887,-5402,-2317,-5933,-2848,-15390,-12305,-29185,-26100,2.52611
"271","E02006876","Leeds 112",3636,74,1351,1198,179,196,4,578,27,15,14,199.759,125.759,1289.786,1165.431,-32.569,112.072,38.072,1332.787,1188.233,-9.767,847.22998,773.22998,952.99298,1012.589,-185.411,1167.248,1093.248,824.02301,911.88501,-286.11499,-0.01778,32886,-0.00843,15547,-0.0106,19644,-0.00125,2305,-0.04693,86977,-0.03758,69638,-0.01867,34541,-0.00932,17202,-14343,-8135,-8402,-2194,-46370,-40162,-83383,-77175,NA
"272","E02002198","Bradford 016",3736,36,334,2520,206,407,1,170,37,19,6,91.165,55.165,328.57999,2483.6111,-36.389,73.028,37.028,327.27399,2496.616,-23.384,373.78101,337.78101,293.043,2299.385,-220.61501,777.72198,741.72198,247.07899,2028.606,-491.39401,-0.04749,88014,-0.02668,49410,-0.03009,55815,-0.00928,17211,-0.15452,286577,-0.1337,247973,-0.22597,419140,-0.20515,380536,-25513,-13360,-19710,-7557,-79209,-67056,-174947,-162794,3.43491
"299","E02002411","Leeds 082",3240,85,967,1046,199,168,6,700,40,7,22,196.32201,111.322,922.005,1017.237,-28.763,119.983,34.983,954.94897,1035.139,-10.861,751.85901,666.85901,686.35199,879.82501,-166.175,1042.054,957.05402,592.41101,786.23999,-259.76001,-0.01915,35428,-0.01012,18677,-0.01129,20933,-0.00226,4182,-0.06894,127801,-0.0599,111050,-0.05413,100335,-0.0451,83584,-12400,-6846,-7972,-2418,-41242,-35688,-72319,-66765,2.43625
"328","E02002214","Bradford 032",2723,21,239,1840,236,64,0,265,30,17,11,72.742,51.742,232.786,1806.5699,-33.43,37.002,16.002,238.21899,1829.913,-10.087,374.35101,353.35101,190.34,1617.168,-222.832,684.54498,663.54498,161.29401,1410.925,-429.07501,-0.02633,48754,-0.01714,31704,-0.01337,24800,-0.00418,7750,-0.10806,200389,-0.09886,183339,-0.15196,281847,-0.14277,264797,-13108,-8819,-6838,-2549,-54851,-50562,-117718,-113429,3.30608
"345","E02002258","Calderdale 015",4076,44,357,2981,240,75,2,313,13,39,12,106.224,62.224,347.61301,2939.0481,-41.952,84.865,40.865,351.823,2952.5991,-28.401,444.11899,400.11899,283.49399,2723.1631,-257.83701,858.44299,814.44299,242.461,2424.7061,-556.29401,-0.04268,79069,-0.02232,41307,-0.03274,60723,-0.01238,22961,-0.13558,251424,-0.11522,213662,-0.22205,411865,-0.20169,374103,-25619,-13447,-21491,-9319,-78962,-66790,-194817,-182645,3.42973
"357","E02002244","Calderdale 001",2767,15,191,1976,198,30,1,315,13,21,7,51.177,36.177,187.67799,1951.698,-24.302,29.805,14.805,189.34399,1966.438,-9.562,255.907,240.907,163.588,1818.946,-157.054,563.32703,548.32703,138.929,1608.022,-367.978,-0.02229,41274,-0.01469,27171,-0.01236,22921,-0.00475,8818,-0.09347,173338,-0.08587,159235,-0.15345,284619,-0.14585,270516,-12355,-8127,-7387,-3159,-48786,-44558,-126997,-122769,4.26851
