"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"101604",1,1,1,5.329,2360,134,97,0.0182,993,89,10920,"E02002013 E02006185"
"101605",1,1,1,5.537,2636,147,101,0.01824,1032,88,11420,"E02002013 E02006186"
"101606",1,1,1,9.412,4158,170,208,0.0221,1755,155,19310,"E02002013 E02006187"
"108962",1,1,1,19.991,11978,549,225,0.01126,3727,318,34569,"E02002167 E02006129"
"108963",1,1,1,12.382,7520,423,114,0.00921,2308,188,18461,"E02002167 E02006179"
"108964",1,1,1,5.743,3274,134,106,0.01846,1071,105,11369,"E02002167 E02006181"
"108965",1,1,1,5.746,3260,129,104,0.0181,1071,104,11232,"E02002167 E02006182"
"108966",1,1,1,4.256,2956,123,99,0.02326,793,86,8495,"E02002167 E02006183"
"108967",1,1,1,2.968,2470,87,85,0.02864,553,71,6695,"E02002167 E02006184"
"108968",1,1,1,8.195,3962,119,138,0.01684,1528,110,9984,"E02002167 E02006185"
"108969",1,1,1,9.173,4948,165,160,0.01744,1710,125,11960,"E02002167 E02006186"
"138185",1,1,1,3.818,3118,129,144,0.03772,712,99,10068,"E02002951 E02002952"
"138186",1,1,1,2.523,1192,90,64,0.02537,470,45,3839,"E02002951 E02002953"
"138187",1,1,1,4.308,2806,130,145,0.03366,803,100,8226,"E02002951 E02002954"
"138188",1,1,1,4.429,2492,145,135,0.03048,826,93,7285,"E02002951 E02002955"
"138189",1,1,1,4.876,2590,134,148,0.03035,909,106,8403,"E02002951 E02002956"
"138190",1,1,1,7.246,3170,218,158,0.02181,1351,117,9840,"E02002951 E02002957"
"138191",1,1,1,4.973,2314,148,120,0.02413,927,89,6986,"E02002951 E02002958"
"138192",1,1,1,5.979,3110,193,172,0.02877,1115,110,9100,"E02002951 E02002959"
"138193",1,1,1,7.129,3698,228,195,0.02735,1329,133,10229,"E02002951 E02002961"
"138194",1,1,1,7.793,3524,221,158,0.02027,1453,114,9862,"E02002951 E02002962"
"138195",1,1,1,7.968,3968,220,203,0.02548,1485,157,11094,"E02002951 E02002963"
"138196",1,1,1,10.58,5142,441,220,0.02079,1972,166,13765,"E02002951 E02002965"
"138197",1,1,1,11.207,5128,453,240,0.02142,2089,178,13538,"E02002951 E02002966"
"138198",1,1,1,10.97,5182,313,211,0.01923,2045,187,16443,"E02002951 E02002967"
"138199",1,1,1,12.107,6280,481,252,0.02081,2257,203,16990,"E02002951 E02002968"
"138200",1,1,1,12.843,6088,544,235,0.0183,2394,190,17129,"E02002951 E02002969"
"138201",1,1,1,13.891,6856,552,256,0.01843,2589,215,18455,"E02002951 E02002970"
"138202",1,1,1,14.4,6934,375,294,0.02042,2684,255,21348,"E02002951 E02002971"
"138203",1,1,1,13.697,6726,352,276,0.02015,2553,249,20822,"E02002951 E02002972"
"138204",1,1,1,14.368,7194,546,308,0.02144,2678,225,19742,"E02002951 E02002973"
"138205",1,1,1,16.089,7346,657,263,0.01635,2999,239,19555,"E02002951 E02002976"
"138206",1,1,1,17.112,7846,652,280,0.01636,3190,256,21717,"E02002951 E02002982"
"138217",1,1,1,3.303,2682,127,115,0.03482,616,78,8321,"E02002951 E02006158"
"138218",1,1,1,4.482,3300,148,169,0.03771,835,106,10975,"E02002951 E02006159"
"138219",1,1,1,6.743,4148,220,207,0.0307,1257,128,12395,"E02002951 E02006160"
"138220",1,1,1,9.176,5886,324,279,0.03041,1711,214,17786,"E02002951 E02006161"
"138221",1,1,1,9.328,5154,307,263,0.02819,1739,181,14759,"E02002951 E02006163"
"138222",1,1,1,9.796,5906,340,284,0.02899,1826,197,16456,"E02002951 E02006164"
"138223",1,1,1,7.967,4486,260,224,0.02812,1485,154,12425,"E02002951 E02006165"
"138224",1,1,1,9.188,5154,308,256,0.02786,1713,173,15215,"E02002951 E02006166"
"138225",1,1,1,10.669,5662,351,288,0.02699,1989,184,16883,"E02002951 E02006168"
"138226",1,1,1,19.748,8566,826,283,0.01433,3681,281,22899,"E02002951 E02006189"
"138228",1,1,1,8.158,5274,206,232,0.02844,1521,218,18214,"E02002951 E02006205"
"138229",1,1,1,5.517,2830,157,140,0.02538,1028,116,9798,"E02002951 E02006206"
"138230",1,1,1,4.441,2338,103,112,0.02522,828,100,7320,"E02002951 E02006207"
"138231",1,1,1,16.988,9310,442,624,0.03673,3167,419,35186,"E02002951 E02006208"
"138232",1,1,1,16.164,8882,338,626,0.03873,3013,400,37649,"E02002951 E02006209"
"138233",1,1,1,7.625,5154,251,314,0.04118,1421,207,17093,"E02002951 E02006211"
"138234",1,1,1,30.224,15950,900,782,0.02587,5634,609,57094,"E02002951 E02006213"
"138235",1,1,1,25.877,13304,720,611,0.02361,4824,483,43008,"E02002951 E02006214"
"138237",1,1,1,3.319,2028,102,122,0.03676,619,68,7131,"E02002952 E02002953"
"138238",1,1,1,6.189,4260,206,205,0.03312,1154,132,12366,"E02002952 E02002954"
"138239",1,1,1,1.716,754,60,41,0.02389,320,20,4369,"E02002952 E02002955"
"138240",1,1,1,3.786,1894,131,108,0.02853,706,73,7917,"E02002952 E02002956"
"138241",1,1,1,4.785,2030,143,106,0.02215,892,74,6915,"E02002952 E02002959"
"138242",1,1,1,6.707,2896,202,137,0.02043,1250,109,8448,"E02002952 E02002961"
"138243",1,1,1,9.011,4514,254,222,0.02464,1680,141,14042,"E02002952 E02002962"
"138244",1,1,1,8.936,4112,296,193,0.0216,1666,164,11998,"E02002952 E02002963"
"138245",1,1,1,8.186,3188,338,132,0.01613,1526,108,9353,"E02002952 E02002965"
"138246",1,1,1,9.426,3888,417,148,0.0157,1757,124,10361,"E02002952 E02002966"
"138247",1,1,1,9.713,4326,378,164,0.01688,1811,144,12578,"E02002952 E02002968"
"138248",1,1,1,10.449,4134,441,147,0.01407,1948,131,12717,"E02002952 E02002969"
"138249",1,1,1,11.497,4902,449,168,0.01461,2143,156,14043,"E02002952 E02002970"
"138250",1,1,1,16.072,7630,578,280,0.01742,2996,269,21796,"E02002952 E02002972"
"138251",1,1,1,11.974,5240,443,220,0.01837,2232,166,15330,"E02002952 E02002973"
"138252",1,1,1,13.695,5392,554,175,0.01278,2553,180,15143,"E02002952 E02002976"
"138253",1,1,1,14.718,5892,549,192,0.01305,2744,197,17305,"E02002952 E02002982"
"138261",1,1,1,3.712,2692,137,123,0.03314,692,84,8055,"E02002952 E02006158"
