"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",3,9.44,4.63,25.99,78.33,3,10.41,5.25,51.91,75.87,1
"2",1,2.88,1.9,8.02,20.45,NA,NA,NA,NA,NA,0
"3",0,0.58,0,3.48,9.73,NA,NA,NA,NA,NA,0
"4",8,25.75,13.82,105.39,196.03,NA,NA,NA,NA,NA,0
"5",8,26.56,13.82,109.19,206.16,3,9.16,8.81,48.1,71.47,1
"6",0,1.07,0,4.5,13.39,NA,NA,NA,NA,NA,0
"7",0,0.62,0,1.83,7,3,10.41,5.25,51.91,75.87,1
"8",3,8.82,4.63,24.16,71.33,3,10.41,5.25,51.91,75.87,1
"9",0,0.83,0,3.82,10.7,3,10.41,5.25,51.91,75.87,1
"10",0,0.24,0,0.68,2.69,3,10.41,5.25,51.91,75.87,1
"11",3,7.99,4.63,20.34,60.63,3,10.41,5.25,51.91,75.87,1
"12",6,21.73,11.04,95.43,170.71,NA,NA,NA,NA,NA,0
"13",2,4.02,2.78,9.96,25.32,NA,NA,NA,NA,NA,0
"14",0,0.76,0,2.25,8.57,3,10.41,5.25,51.91,75.87,1
"15",0,0.14,0,0.42,1.57,NA,NA,NA,NA,NA,0
"16",3,8.23,4.63,21.02,63.32,3,10.41,5.25,51.91,75.87,1
"17",3,7.99,4.63,20.34,60.63,3,10.41,5.25,51.91,75.87,1
"18",0,0.24,0,0.68,2.69,3,10.41,5.25,51.91,75.87,1
"19",0,0.14,0,0.42,1.57,3,10.41,5.25,51.91,75.87,1
"20",0,0.1,0,0.26,1.12,3,10.41,5.25,51.91,75.87,1
"21",0,0.62,0,1.83,7,3,10.41,5.25,51.91,75.87,1
"22",0,0.72,0,2.09,8.12,NA,NA,NA,NA,NA,0
"23",2,3.84,4.59,11.4,26.68,0,7.57,0,63.79,104.47,1
"24",1,2.21,1.86,6.81,16.82,0,7.57,0,63.79,104.47,1
"25",3,6.05,6.45,18.21,43.5,0,7.57,0,63.79,104.47,1
"26",3,6.63,6.45,21.69,53.23,0,7.57,0,63.79,104.47,1
"27",19,43.52,38.54,154,371.26,0,7.57,0,63.79,104.47,1
"28",16,36.89,32.09,132.31,318.03,0,7.57,0,63.79,104.47,1
"29",7,16.43,10.02,65.66,153.99,NA,NA,NA,NA,NA,0
"30",9,20.46,22.07,66.65,164.04,0,7.57,0,63.79,104.47,1
"31",10,19.92,17.08,56.9,118.05,4,22.59,7.06,147.7,200.98,1
"32",6,15.75,10.54,62.93,111.84,4,22.59,7.06,147.7,200.98,1
"33",7,12,11.07,27.01,68.62,0,7.57,0,63.79,104.47,1
"34",5,7.98,8.29,17.05,43.3,NA,NA,NA,NA,NA,0
"35",2,3.84,4.59,11.4,26.68,NA,NA,NA,NA,NA,0
"36",1,2.21,1.86,6.81,16.82,NA,NA,NA,NA,NA,0
"37",6,16.24,16.56,58.86,142.8,0,7.57,0,63.79,104.47,1
"38",4,10.73,6.13,25.79,77.53,3,10.41,5.25,51.91,75.87,1
"39",1,2.74,1.5,5.45,16.9,NA,NA,NA,NA,NA,0
"40",72,153.29,143.07,506.86999,910.09,4,22.59,7.06,147.7,200.98,1
"41",66,140.5,132.53,460.51999,833.55,4,22.59,7.06,147.7,200.98,1
"42",5,13.96,8.79,49.55,102.17,4,22.59,7.06,147.7,200.98,1
"43",5,12.95,8.79,44.7,88.46,NA,NA,NA,NA,NA,0
"44",0,1.01,0,4.85,13.71,4,22.59,7.06,147.7,200.98,1
"45",1,3.46,1.5,7.54,25.02,2,11.04,5.46,66.88,78.99,1
"46",2,3.89,2.78,9.61,23.69,0,7.57,0,63.79,104.47,1
"47",4,12.35,13.78,49.25,119.11,NA,NA,NA,NA,NA,0
"48",4,10.34,6.13,24.52,72.84,NA,NA,NA,NA,NA,0
"49",0,0.39,0,1.27,4.69,NA,NA,NA,NA,NA,0
"50",3,5.34,4.54,17.74,40.87,4,9.73,8.42,51.13,77.1,1
"51",4,11.09,5.48,47.92,113.12,4,9.73,8.42,51.13,77.1,1
"52",2,3.33,2.78,6.98,16.35,NA,NA,NA,NA,NA,0
"53",0,0.56,0,2.63,7.34,NA,NA,NA,NA,NA,0
"54",1,3.16,2.11,13.9,32.94,4,9.73,8.42,51.13,77.1,1
"55",3,7.93,3.37,34.02,80.18,4,9.73,8.42,51.13,77.1,1
"56",6,13.27,7.91,51.76,121.05,4,9.73,8.42,51.13,77.1,1
"57",3,7.93,3.37,34.02,80.18,NA,NA,NA,NA,NA,0
"58",3,5.34,4.54,17.74,40.87,4,9.73,8.42,51.13,77.1,1
"59",4,8.5,6.65,31.64,73.81,NA,NA,NA,NA,NA,0
"60",18,50.46,38.86,196.48,368.31,NA,NA,NA,NA,NA,0
"61",48,90.04,93.67,264.04,465.24,NA,NA,NA,NA,NA,0
"62",23,54.96,43.87,203.81,442.31,4,11.9,8.5,68.54,99.5,1
"63",21,51.12,39.28,192.41,415.63,NA,NA,NA,NA,NA,0
"64",48,90.04,93.67,264.04,465.24,NA,NA,NA,NA,NA,0
"65",0,1.01,0,4.85,13.71,NA,NA,NA,NA,NA,0
"66",11,35.44,23.58,106.83,200.12,8,30.59,13.79,143.77,177.35001,1
"67",2,4.43,4.34,7.61,24.97,20,52.24,33.79,206.72,258.79999,1
"68",2,4.57,4.34,8.03,26.54,20,52.24,33.79,206.72,258.79999,1
"69",82,184.05,144.08,666.34,1285.5,4,9.73,8.42,51.13,77.1,1
"70",9,19.68,16.83,74.71,149.87,4,9.73,8.42,51.13,77.1,1
"71",73,164.37,127.25,591.63,1135.63,4,9.73,8.42,51.13,77.1,1
"72",71,162.19,124.82,587.79,1127.70001,NA,NA,NA,NA,NA,0
"73",16,39.55,30.13,151.79,322.22,4,11.9,8.5,68.54,99.5,1
"74",7,15.41,13.74,52.02,120.09,4,11.9,8.5,68.54,99.5,1
"75",0,0.72,0,2.09,8.12,2,11.04,5.46,66.88,78.99,1
"76",1,2.74,1.5,5.45,16.9,NA,NA,NA,NA,NA,0
"77",10,26.39,18.63,112.73,235.05,4,9.73,8.42,51.13,77.1,1
"78",10,26.39,18.63,112.73,235.05,4,9.73,8.42,51.13,77.1,1
"79",1,2.21,1.86,6.81,16.82,4,9.73,8.42,51.13,77.1,1
"80",2,5.56,2.29,16.75,34.47,8,30.59,13.79,143.77,177.35001,1
"81",1,6.71,1.8,38.02,85.18,4,9.73,8.42,51.13,77.1,1
"82",7,12.83,9.69,33.66,61.28,4,11.9,8.5,68.54,99.5,1
"83",0,0.65,0,1.88,5.79,NA,NA,NA,NA,NA,0
"84",2,4.91,2.29,14.87,28.68,NA,NA,NA,NA,NA,0
"85",2,8.13,2.22,29.58,60.71,8,30.59,13.79,143.77,177.35001,1
"86",3,7.45,6.24,16.05,46.99,20,52.24,33.79,206.72,258.79999,1
"87",2,3.28,2.93,6.7,14.92,4,11.23,4.02,58.34,71.04,1
"88",0,0,0,0,0,4,11.23,4.02,58.34,71.04,1
"89",3,7.26,6.24,15.63,45.27,20,52.24,33.79,206.72,258.79999,1
"90",0,0.19,0,0.42,1.72,20,52.24,33.79,206.72,258.79999,1
"91",0,0.56,0,2.63,7.34,19,30.63,28.84,108.44,169.74,1
"92",3,8.49,3.37,36.65,87.52,19,30.63,28.84,108.44,169.74,1
"93",12,36.58,26.51,178.31,294.98,4,11.9,8.5,68.54,99.5,1
"94",19,51.99,40.25,230.33,415.07,4,11.9,8.5,68.54,99.5,1
"95",48,90.04,93.67,264.04,465.24,4,11.23,4.02,58.34,71.04,1
"96",3,9.67,5.86,38,73.54,4,11.23,4.02,58.34,71.04,1
"97",3,7.93,3.37,34.02,80.18,19,30.63,28.84,108.44,169.74,1
"98",3,15.92,6.97,83.63,142.8,NA,NA,NA,NA,NA,0
"99",15,34.54,31.89,112.85,225.51,2,7.01,4.97,42.7,57.09,1
"100",50,93.32,96.6,270.74,480.16,4,11.23,4.02,58.34,71.04,1
"101",16,40.25,24.07,107.78,228.69,20,52.24,33.79,206.72,258.79999,1
"102",1,3.73,1.44,13.83,34.53,4,9.73,8.42,51.13,77.1,1
"103",11,30.12,20.07,126.56,269.58,4,9.73,8.42,51.13,77.1,1
"104",10,26.39,18.63,112.73,235.05,4,9.73,8.42,51.13,77.1,1
"105",1,3.73,1.44,13.83,34.53,4,9.73,8.42,51.13,77.1,1
"106",9,20.49,20.94,68,134.55,2,7.01,4.97,42.7,57.09,1
"107",6,14.05,10.95,44.85,90.96,2,7.01,4.97,42.7,57.09,1
"108",20,47.39,37.84,178.58,381.1,4,9.73,8.42,51.13,77.1,1
"109",10,21,19.21,65.85,146.05,4,9.73,8.42,51.13,77.1,1
"110",11,24.73,20.65,79.68,180.58,4,9.73,8.42,51.13,77.1,1
"111",3,16.93,6.97,88.48,156.51,2,7.01,4.97,42.7,57.09,1
"112",1,3.73,1.44,13.83,34.53,4,9.73,8.42,51.13,77.1,1
"113",10,21,19.21,65.85,146.05,4,9.73,8.42,51.13,77.1,1
"114",3,16.93,6.97,88.48,156.51,2,7.01,4.97,42.7,57.09,1
"115",9,30.98,17.92,133.33,247.47,NA,NA,NA,NA,NA,0
"116",22,38.69,40.97,97.49,199.96,4,11.23,4.02,58.34,71.04,1
"117",28,54.63,55.63,173.25,280.2,4,11.23,4.02,58.34,71.04,1
"118",14,29.88,22.94,117.12,235.89,NA,NA,NA,NA,NA,0
"119",14,29.32,22.94,114.49,228.55,19,30.63,28.84,108.44,169.74,1
"120",12,37.42,27.91,156.48,291.06,2,7.01,4.97,42.7,57.09,1
"121",9,20.49,20.94,68,134.55,NA,NA,NA,NA,NA,0
"122",2,5.94,3.3,20.64,51.35,4,9.73,8.42,51.13,77.1,1
"123",0,0.47,0,2.11,4.89,8,30.59,13.79,143.77,177.35001,1
"124",11,34.97,23.58,104.72,195.23,8,30.59,13.79,143.77,177.35001,1
"125",14,37.29,26.81,108.77,213.15,20,52.24,33.79,206.72,258.79999,1
"126",2,8.6,2.22,31.69,65.6,8,30.59,13.79,143.77,177.35001,1
"127",14,35.34,21.78,92.91,200.01,20,52.24,33.79,206.72,258.79999,1
"128",4,10.74,13.78,39.07,94.96,NA,NA,NA,NA,NA,0
"129",0,1.61,0,10.18,24.15,NA,NA,NA,NA,NA,0
"130",11,25.74,21.07,87.28,201.25,4,9.73,8.42,51.13,77.1,1
"131",1,4.74,1.86,21.43,55.2,NA,NA,NA,NA,NA,0
"132",9,22.44,17.54,79.09,184.52,4,9.73,8.42,51.13,77.1,1
"133",2,3.3,3.53,8.19,16.73,4,9.73,8.42,51.13,77.1,1
"134",4,9.51,6.13,21.41,63.71,2,7.01,4.97,42.7,57.09,1
"135",0,0.83,0,3.11,9.13,2,7.01,4.97,42.7,57.09,1
"136",17,40.82,37.07,167.66,307.08,4,11.9,8.5,68.54,99.5,1
