"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"1686","E02002969","Stoke-on-Trent 019",3810,87,672,2161,344,71,3,361,56,40,15,194.653,107.653,648.78998,2102.4709,-58.529,144.42101,57.421,658.09698,2131.0559,-29.944,756.00201,669.00201,512.16602,1810.601,-350.39899,1124.259,1037.259,441.67599,1603.9399,-557.06,-0.04571,84747,-0.02657,49241,-0.02562,47516,-0.00648,12010,-0.15734,291855,-0.1382,256349,-0.17394,322649,-0.15479,287143,-23755,-13595,-15996,-5836,-79358,-69198,-139295,-129135,2.19443
"1798","E02006176","South Staffordshire 003",3003,37,126,2545,151,70,7,44,1,15,7,93.427,56.427,119.226,2500.2971,-44.703,53.16,16.16,125.385,2530.876,-14.124,274.06299,237.063,90.871,2363.874,-181.12601,466.255,429.255,81.582,2197.7219,-347.27802,-0.03725,69025,-0.02453,45422,-0.0245,45440,-0.01177,21837,-0.09651,178974,-0.08379,155371,-0.14714,272896,-0.13441,249293,-36202,-24392,-20659,-8849,-96816,-85006,-212731,-200921,1.33153
"1811","E02006119","Cannock Chase 002",3509,81,511,2329,297,52,1,168,24,31,15,154.03,73.03,492.93701,2285.8379,-43.162,154.326,73.326,485.85101,2291.531,-37.47,471.96701,390.96701,390.24799,2116.3091,-212.69099,731.63702,650.63702,345.349,1946.636,-382.36401,-0.04325,80182,-0.02313,42848,-0.02879,53407,-0.00866,16073,-0.09996,185395,-0.07984,148061,-0.15026,278711,-0.13013,241377,-28884,-16190,-21583,-8889,-71975,-59281,-160934,-148240,2.13293
"1969","E02002966","Stoke-on-Trent 016",3520,71,779,1652,311,76,0,405,195,11,20,183.101,112.101,747.17603,1601.0081,-50.992,108.98,37.98,766.06702,1635.624,-16.376,781.81097,710.81097,558.98798,1341.334,-310.66599,1055.47,984.46997,503.875,1204.264,-447.73599,-0.03704,68656,-0.02267,42012,-0.01719,31881,-0.00283,5237,-0.13426,249035,-0.11989,222391,-0.14077,261112,-0.1264,234468,-18081,-10910,-9980,-2809,-64543,-57372,-106743,-99572,1.95576
"1984","E02006203","Stafford 016",3444,121,315,2388,272,56,1,214,26,35,16,290.29901,169.299,293.52301,2275.124,-112.877,213.755,92.755,302.88599,2327.2891,-60.711,929.90601,808.90601,207.498,1852.668,-535.33197,1125.514,1004.514,187.7,1713.597,-674.40302,-0.09479,175798,-0.05277,97851,-0.06052,112267,-0.0185,34320,-0.23914,443611,-0.19712,365664,-0.22053,409086,-0.17851,331139,-55209,-30198,-43100,-18089,-155322,-130311,-215043,-190032,NA
"2149","E02002975","Stoke-on-Trent 025",4018,44,240,3165,316,21,1,170,28,28,5,137.77499,93.775,233.07001,3092.7351,-72.265,82.379,38.379,237.015,3135.0449,-29.955,612.92401,568.92401,188.28999,2736.9561,-428.04401,1018.609,974.60901,160.976,2420.437,-744.56299,-0.0659,122213,-0.04203,77931,-0.03414,63313,-0.01026,19031,-0.24414,452894,-0.22026,408612,-0.30261,561378,-0.27874,517096,-37359,-23107,-24462,-10210,-132238,-117986,-249542,-235290,2.36944
"2154","E02006202","Stafford 015",3560,28,154,2986,167,71,2,104,4,20,24,96.488,68.488,146.991,2931.771,-54.229,49.947,21.947,152.15199,2968.584,-17.416,338.46201,310.46201,113.067,2748.855,-237.145,576.17297,548.17297,101.02,2548.6121,-437.388,-0.06387,118439,-0.04587,85045,-0.02792,51782,-0.00991,18388,-0.16449,305122,-0.14649,271728,-0.23076,428081,-0.21276,394687,-41925,-30187,-21913,-10175,-123345,-111607,-257614,-245876,1.81299
"2184","E02006221","Tamworth 005",3257,81,280,2499,203,83,0,81,12,8,10,177.87601,96.876,265.48801,2429.3569,-69.643,136.395,55.395,270.18701,2460.3879,-38.612,594.06097,513.06097,194.44099,2138.8,-360.20001,814.45599,733.45599,175.14101,1965.6899,-533.31,-0.04072,75457,-0.02393,44319,-0.02479,45979,-0.008,14841,-0.12469,231255,-0.1079,200117,-0.16401,304206,-0.14722,273068,-34163,-20420,-23031,-9288,-95344,-81601,-180437,-166694,1.68327
"2201","E02006179","South Staffordshire 006",3194,47,165,2587,190,50,7,104,5,27,12,136.80299,89.803,156.644,2516.603,-70.397,79.272,32.272,161.131,2562.5811,-24.419,492.759,445.759,116.678,2242.9661,-344.034,747.19897,700.19897,106.278,2032.063,-554.93701,-0.04902,90840,-0.03373,62486,-0.03262,60497,-0.01733,32143,-0.15965,296099,-0.14437,267745,-0.19015,352682,-0.17487,324328,-43275,-29511,-26627,-12863,-142735,-128971,-256792,-243028,1.30048
"2249","E02006178","South Staffordshire 005",3437,49,209,2655,238,77,2,142,12,33,20,159.17,110.17,197.57201,2574.125,-80.876,83.258,34.258,206.966,2629.3579,-25.642,627.11401,578.11401,139.05,2238.7971,-416.203,899.98602,850.98602,126.596,2023.286,-631.71301,-0.04919,91146,-0.03519,65175,-0.02836,52600,-0.01436,26629,-0.17363,322031,-0.15963,296060,-0.19603,363592,-0.18203,337621,-41625,-29304,-22405,-10084,-148710,-136389,-252630,-240309,1.48768
