"","id","Area.of.residence","Area.of.workplace","All","light_rail","Bus","Taxi","Motorbike","Car_driver","Car_passenger","Bicycle","Foot","Other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_siw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_siw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_siw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_siw","ebike_sld","ebike_sid","base_sldeath_webtag","base_slvalue_webtag","govtarget_sldeath_webtag","govtarget_slvalue_webtag","govtarget_sideath_webtag","govtarget_sivalue_webtag","gendereq_sldeath_webtag","gendereq_slvalue_webtag","gendereq_sideath_webtag","gendereq_sivalue_webtag","dutch_sldeath_webtag","dutch_slvalue_webtag","dutch_sideath_webtag","dutch_sivalue_webtag","ebike_sldeath_webtag","ebike_slvalue_webtag","ebike_sideath_webtag","ebike_sivalue_webtag","base_sldeath_heat","base_slvalue_heat","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","base_slco2","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","Rail","dist","dist_fast","dist_quiet","time_fast","time_quiet","cirquity","distq_f","avslope","co2_saving","busyness","avslope_q","clc"
"15023","E02000359 E02000573","E02000359","E02000573",26,1,10,0,0,4,0,5,4,0,6.65,1.65,3.68,-0.32,3.68,-0.32,11.36,6.36,2.73,-1.27,2.73,-1.27,9.02,4.02,3.27,-0.73,3.27,-0.73,11.25,6.25,2.84,-1.16,2.84,-1.16,-0.00078,1441,-0.00105,1938,-0.00027,497,-0.00143,2660,-0.00066,1219,-0.00243,4508,-0.00165,3067,-0.00179,3323,-0.00101,1882,-0.00056,1047,-0.00076,1404,-0.00019,357,-0.00104,1932,-0.00048,885,-0.00176,3259,-0.00119,2212,-0.00142,2636,-0.00086,1589,-302,-397,-95,-686,-384,-523,-221,-653,-351,3,4.69508,5.94,6.196,2838,2960,1.26515,1.0431,0.70707,1107,9396,0.00646,19.23077
"15025","E02000359 E02000575","E02000359","E02000575",48,1,17,0,1,2,0,21,6,0,24.13,3.13,5.3,-0.7,1.77,-0.23,21,0,6,0,2,0,21,0,6,0,2,0,21,0,6,0,2,0,-0.00353,6550,-0.00406,7527,-0.00053,977,-0.00353,6550,0,0,-0.00353,6550,0,0,-0.00353,6550,0,0,-0.00285,5279,-0.00327,6067,-0.00042,788,-0.00285,5279,0,0,-0.00285,5279,0,0,-0.00285,5279,0,0,-550,-632,-82,-550,0,-550,0,-550,0,1,5.27243,6.956,6.762,3182,3458,1.31931,0.97211,0.33065,1297,10618,0.00518,43.75
"15026","E02000359 E02000576","E02000359","E02000576",37,2,12,1,1,3,0,12,4,1,14.76,2.76,3.56,-0.44,2.67,-0.33,12.33,0.33,3.95,-0.05,2.96,-0.04,14.22,2.22,3.65,-0.35,2.73,-0.27,16.74,4.74,3.24,-0.76,2.43,-0.57,-0.00219,4068,-0.0027,5004,-0.00051,936,-0.00223,4143,-4e-05,75,-0.00322,5964,-0.00102,1896,-0.00318,5895,-0.00098,1827,-0.00156,2889,-0.00192,3554,-0.00036,665,-0.00159,2942,-3e-05,53,-0.00229,4245,-0.00073,1356,-0.00235,4356,-0.00079,1467,-450,-553,-103,-462,-12,-533,-83,-627,-177,3,4.72242,6.145,6.105,2690,2946,1.30124,0.99349,0.22783,1145,10834,0.00459,32.43243
"15027","E02000359 E02000808","E02000359","E02000808",33,4,18,0,0,2,0,7,1,0,8.82,1.82,0.93,-0.07,1.86,-0.14,7,0,1,0,2,0,9.25,2.25,0.91,-0.09,1.83,-0.17,12.29,5.29,0.8,-0.2,1.59,-0.41,-0.00231,4284,-0.00291,5395,-6e-04,1111,-0.00231,4284,0,0,-0.00422,7821,-0.00191,3537,-0.00503,9336,-0.00272,5052,-0.00154,2849,-0.00193,3588,-4e-04,739,-0.00154,2849,0,0,-0.00281,5205,-0.00127,2356,-0.00339,6292,-0.00186,3443,-222,-279,-57,-222,0,-293,-71,-390,-168,5,6.74453,8.12,8.206,3886,4178,1.20394,1.01059,0.39409,1514,15069,0.00512,21.21212
"15033","E02000359 E02000878","E02000359","E02000878",36,0,16,0,1,1,0,15,3,0,17.77,2.77,2.6,-0.4,0.87,-0.13,15,0,3,0,1,0,15,0,3,0,1,0,16.67,1.67,2.76,-0.24,0.92,-0.08,-0.00271,5019,-0.0032,5944,-5e-04,925,-0.00271,5019,0,0,-0.00271,5019,0,0,-0.00307,5699,-0.00037,680,-0.00186,3445,-0.0022,4080,-0.00034,635,-0.00186,3445,0,0,-0.00186,3445,0,0,-0.00213,3948,-0.00027,503,-209,-247,-38,-209,0,-209,0,-232,-23,0,4.26046,5.767,5.538,2602,2736,1.35361,0.96029,0.2601,1075,11538,0.00451,41.66667
"15037","E02000359 E02000972","E02000359","E02000972",123,50,26,0,2,1,0,31,2,0,36.32,5.32,1.88,-0.12,0.94,-0.06,34.88,3.88,1.92,-0.08,0.96,-0.04,31,0,2,0,1,0,37.61,6.61,1.86,-0.14,0.93,-0.07,-0.01317,24435,-0.01543,28630,-0.00226,4195,-0.01427,26467,-0.0011,2032,-0.01317,24435,0,0,-0.01766,32771,-0.00449,8336,-0.00867,16088,-0.01016,18850,-0.00149,2762,-0.00939,17426,-0.00072,1338,-0.00867,16088,0,0,-0.01168,21666,-0.00301,5578,-172,-201,-29,-193,-21,-172,0,-208,-36,61,7.85082,10.086,9.806,4670,5578,1.28471,0.97224,0.34702,1880,22509,0.00806,25.20325
"15038","E02000359 E02000977","E02000359","E02000977",78,33,25,0,0,1,0,16,0,0,19.32,3.32,0,0,0.95,-0.05,16.86,0.86,0,0,0.99,-0.01,16.27,0.27,0,0,1,0,24.17,8.17,0,0,0.87,-0.13,-0.00687,12744,-0.00829,15388,-0.00143,2644,-0.00712,13201,-0.00025,457,-0.00717,13294,-3e-04,550,-0.01266,23478,-0.00579,10734,-0.00442,8192,-0.00533,9891,-0.00092,1699,-0.00457,8486,-0.00016,294,-0.00461,8545,-0.00019,353,-0.00814,15092,-0.00372,6900,-127,-153,-26,-133,-6,-129,-2,-192,-65,36,7.71705,9.742,10.693,4836,6052,1.2624,1.09762,0.50298,1816,19529,0.00795,20.51282
"15043","E02000359 E02006854","E02000359","E02006854",30,6,10,0,0,5,0,9,0,0,10.99,1.99,0,0,4.53,-0.47,10.59,1.59,0,0,4.62,-0.38,10.27,1.27,0,0,4.7,-0.3,12.66,3.66,0,0,4.13,-0.87,-0.00272,5052,-0.00332,6168,-6e-04,1116,-0.00304,5644,-0.00032,592,-0.00371,6891,-0.00099,1839,-0.00455,8440,-0.00183,3388,-0.00175,3248,-0.00214,3965,-0.00039,717,-0.00196,3628,-0.00021,380,-0.00239,4430,-0.00064,1182,-0.00292,5426,-0.00117,2178,-748,-913,-165,-880,-132,-853,-105,-1052,-304,6,5.76367,6.866,7.399,3056,3834,1.19126,1.07763,0.32042,1280,17288,0.00514,30
"15044","E02000360 E02000361","E02000360","E02000361",148,4,28,0,1,13,1,9,84,2,17.98,8.98,78.58,-5.42,12.16,-0.84,18.34,9.34,77.84,-6.16,11.82,-1.18,63.14,54.14,51.26,-32.74,7.93,-5.07,64.48,55.48,50.46,-33.54,7.8,-5.2,6e-05,-119,0.00013,-240,7e-05,-121,0.00013,-245,7e-05,-126,0.00127,-2363,0.00121,-2244,0.00266,-4926,0.00259,-4807,3e-05,-50,6e-05,-102,3e-05,-52,6e-05,-111,3e-05,-61,0.00058,-1071,0.00055,-1021,0.00146,-2709,0.00143,-2659,-30,-61,-31,-73,-43,-219,-189,-224,-194,10,0.71459,0.738,1.316,362,572,1.03276,1.7832,0.54201,138,2335,0.00304,6.08108
"15045","E02000360 E02000362","E02000360","E02000362",25,1,13,0,0,3,0,5,2,0,6.76,1.76,1.81,-0.19,2.71,-0.29,7.5,2.5,2,0,3,0,10.51,5.51,1.35,-0.65,2.03,-0.97,12.13,7.13,1.23,-0.77,1.84,-1.16,-0.00056,1045,-0.00075,1396,-0.00019,351,-0.00079,1473,-0.00023,428,-0.00209,3871,-0.00152,2826,-0.00184,3418,-0.00128,2373,-0.00037,680,-0.00049,909,-0.00012,229,-0.00052,955,-0.00015,275,-0.00137,2532,-0.001,1852,-0.00121,2248,-0.00085,1568,-110,-156,-46,-110,0,-265,-155,-294,-184,2,2.25099,3.139,3.765,1394,1546,1.3945,1.19943,0.70086,585,8795,0.00744,20
"15046","E02000360 E02000363","E02000360","E02000363",111,2,33,0,0,15,1,7,50,0,15.74,8.74,45.79,-4.21,13.73,-1.27,21.84,14.84,42.58,-7.42,12.66,-2.34,53.24,46.24,27.84,-22.16,8.38,-6.62,55.39,48.39,26.8,-23.2,8.07,-6.93,1e-05,-14,0,11,-1e-05,25,2e-05,-35,1e-05,-21,0,-3,-1e-05,11,0.00262,-4857,0.00261,-4843,-1e-05,27,-5e-05,86,-3e-05,59,-4e-05,65,-2e-05,38,-0.00036,664,-0.00034,637,0.00131,-2426,0.00132,-2453,-91,-195,-104,-285,-194,-640,-549,-666,-575,5,1.35355,1.633,1.934,804,994,1.20646,1.18432,0.4899,304,3369,0.00414,6.30631
"15047","E02000360 E02000364","E02000360","E02000364",74,0,9,0,0,13,0,9,43,0,14.3,5.3,39.45,-3.55,11.96,-1.04,12.89,3.89,40.22,-2.78,12.33,-0.67,34.53,25.53,26.41,-16.59,7.75,-5.25,34.61,25.61,26.35,-16.65,7.73,-5.27,0.00018,-330,0.00026,-478,8e-05,-148,0.00023,-421,5e-05,-91,0.00119,-2206,0.00101,-1876,0.00201,-3719,0.00183,-3389,9e-05,-172,0.00013,-245,4e-05,-73,0.00012,-218,3e-05,-46,0.00059,-1101,5e-04,-929,0.00112,-2072,0.00102,-1900,-73,-123,-50,-105,-32,-328,-255,-329,-256,0,0.6983,0.958,0.992,364,378,1.37191,1.03549,0.31315,179,1239,0.00302,12.16216
"15048","E02000360 E02000365","E02000360","E02000365",85,5,13,0,1,10,0,10,42,0,17.69,7.69,37.65,-4.35,8.96,-1.04,16,6,38.81,-3.19,9.25,-0.75,43.7,33.7,23.37,-18.63,5.58,-4.42,44.23,34.23,23.06,-18.94,5.5,-4.5,2e-04,-362,0.00029,-536,9e-05,-174,0.00022,-408,3e-05,-46,0.0013,-2404,0.0011,-2042,0.00338,-6260,0.00318,-5898,9e-05,-161,0.00012,-221,3e-05,-60,9e-05,-166,0,-5,0.00048,-882,0.00039,-721,0.00181,-3352,0.00172,-3191,-138,-233,-95,-207,-69,-546,-408,-553,-415,9,1.15873,1.81,1.844,686,700,1.56206,1.01878,0.16575,337,2483,0.00163,11.76471
"15049","E02000360 E02000366","E02000360","E02000366",23,0,8,0,0,5,0,4,3,0,5.9,1.9,2.69,-0.31,4.51,-0.49,6,2,3,0,4.2,-0.8,10.99,6.99,1.86,-1.14,3.19,-1.81,11.75,7.75,1.76,-1.24,2.97,-2.03,-0.00029,540,-0.00043,793,-0.00014,253,-0.00045,828,-0.00016,288,-0.00161,2981,-0.00132,2441,-0.00115,2135,-0.00086,1595,-0.00019,356,-0.00028,522,-9e-05,166,-0.00029,541,-1e-04,185,-0.00106,1971,-0.00087,1615,-0.00077,1431,-0.00058,1075,-130,-190,-60,-238,-108,-354,-224,-383,-253,3,1.76807,2.335,2.335,1038,1038,1.32065,1,0.42827,435,3216,0.00428,17.3913
"15050","E02000360 E02000367","E02000360","E02000367",83,3,27,0,0,10,0,15,27,0,22.67,7.67,23.98,-3.02,8.83,-1.17,20.53,5.53,24.86,-2.14,9.11,-0.89,42.64,27.64,15.99,-11.01,5.98,-4.02,43.63,28.63,15.58,-11.42,5.86,-4.14,-3e-04,558,-0.00045,826,-0.00014,268,-0.00037,694,-7e-05,136,-0.00147,2721,-0.00117,2163,0.00052,-966,0.00082,-1524,-0.00024,438,-0.00035,651,-0.00012,213,-0.00029,545,-6e-05,107,-0.00121,2236,-0.00097,1798,6e-05,-117,3e-04,-555,-262,-388,-126,-358,-96,-698,-436,-711,-449,4,1.54107,2.132,2.196,848,944,1.38346,1.03002,0.14071,397,2725,0.00137,18.07229
"15051","E02000360 E02000369","E02000360","E02000369",50,1,24,0,0,9,1,9,5,0,13.64,4.64,4.41,-0.59,7.94,-1.06,13.29,4.29,4.39,-0.61,7.9,-1.1,24.98,15.98,3.02,-1.98,5.44,-3.56,26.31,17.31,2.89,-2.11,5.19,-3.81,-0.00087,1621,-0.00133,2459,-0.00045,838,-0.00114,2113,-0.00027,492,-0.00498,9229,-0.0041,7608,-0.00363,6737,-0.00276,5116,-0.00057,1063,-0.00087,1612,-3e-04,549,-0.00075,1387,-0.00017,324,-0.00327,6056,-0.00269,4993,-0.00241,4461,-0.00183,3398,-311,-470,-159,-478,-167,-849,-538,-887,-576,2,1.97279,2.979,3.151,1138,1352,1.51004,1.05774,0.16784,555,4677,0.00095,18
"15052","E02000360 E02000370","E02000360","E02000370",31,0,17,0,0,7,0,6,1,0,8.72,2.72,0.89,-0.11,6.25,-0.75,7.67,1.67,0.87,-0.13,6.62,-0.38,14.68,8.68,0.69,-0.31,4.52,-2.48,15.93,9.93,0.64,-0.36,4.17,-2.83,-0.00084,1553,-0.00122,2270,-0.00039,717,-0.00098,1823,-0.00015,270,-0.00414,7687,-0.00331,6134,-0.00345,6402,-0.00261,4849,-0.00054,1005,-0.00079,1468,-0.00025,463,-0.00064,1180,-9e-05,175,-0.00268,4967,-0.00214,3962,-0.00223,4144,-0.00169,3139,-285,-419,-134,-354,-69,-730,-445,-792,-507,0,2.78703,3.538,3.976,1598,1720,1.26945,1.1238,0.36744,660,6234,0.00226,19.35484
"15053","E02000360 E02000371","E02000360","E02000371",170,12,58,0,1,16,3,49,18,0,63.68,14.68,15.78,-2.22,14.12,-1.88,60,11,16.29,-1.71,14.67,-1.33,80.3,31.3,13.49,-4.51,11.6,-4.4,87.23,38.23,12.45,-5.55,10.69,-5.31,-0.005,9282,-0.00653,12106,-0.00152,2824,-0.00575,10666,-0.00075,1384,-0.01371,25435,-0.00871,16153,-0.0113,20961,-0.0063,11679,-0.00331,6132,-0.00431,7995,-0.001,1863,-0.0038,7047,-0.00049,915,-0.00905,16782,-0.00574,10650,-0.00753,13967,-0.00422,7835,-1018,-1343,-325,-1246,-228,-1788,-770,-1947,-929,25,2.6971,3.384,3.822,1490,1612,1.25468,1.12943,0.41371,631,5841,0.00262,28.82353
"15065","E02000360 E02000569","E02000360","E02000569",22,1,10,0,0,2,0,6,3,0,7.79,1.79,2.66,-0.34,1.76,-0.24,7,1,2.75,-0.25,1.5,-0.5,10.2,4.2,2.23,-0.77,1.61,-0.39,11.17,5.17,2.05,-0.95,1.48,-0.52,-0.00051,952,-0.00067,1236,-0.00015,284,-0.00058,1069,-6e-05,117,-0.00141,2618,-9e-04,1666,-0.00111,2055,-0.00059,1103,-0.00034,636,-0.00045,825,-1e-04,189,-0.00039,715,-4e-05,79,-0.00094,1746,-6e-04,1110,-0.00075,1393,-0.00041,757,-147,-182,-35,-220,-73,-204,-57,-224,-77,1,2.47938,2.993,3.04,1386,1468,1.20716,1.0157,0.6014,558,4535,0.00658,27.27273
"15067","E02000360 E02000573","E02000360","E02000573",42,1,31,0,0,2,0,5,2,0,8.48,3.48,1.82,-0.18,1.82,-0.18,5,0,2,0,2,0,18.87,13.87,1.2,-0.8,1.2,-0.8,21.02,16.02,1.09,-0.91,1.09,-0.91,-0.00083,1537,-0.00142,2628,-0.00059,1091,-0.00083,1537,0,0,-0.00652,12103,-0.0057,10566,-0.0053,9833,-0.00447,8296,-0.00054,993,-0.00092,1699,-0.00038,706,-0.00054,993,0,0,-0.00423,7840,-0.00369,6847,-0.00344,6388,-0.00291,5395,-36,-73,-37,-36,0,-200,-164,-223,-187,2,3.20034,4.056,4.144,1880,2012,1.26736,1.0217,0.44379,756,6068,0.00531,11.90476
"15068","E02000360 E02000574","E02000360","E02000574",32,3,13,0,1,1,0,10,1,0,12.22,2.22,0.9,-0.1,0.9,-0.1,10,0,1,0,1,0,12.48,2.48,0.88,-0.12,0.88,-0.12,14.77,4.77,0.77,-0.23,0.77,-0.23,-0.00214,3970,-0.00261,4836,-0.00047,866,-0.00214,3970,0,0,-0.00345,6403,-0.00131,2433,-0.00364,6758,-0.0015,2788,-0.00138,2567,-0.00169,3127,-3e-04,560,-0.00138,2567,0,0,-0.00223,4143,-0.00085,1576,-0.00236,4382,-0.00098,1815,-112,-138,-26,-112,0,-143,-31,-171,-59,6,4.06832,5.159,5.197,2458,2764,1.26809,1.00737,0.67843,962,9892,0.00789,31.25
"15069","E02000360 E02000575","E02000360","E02000575",115,3,48,0,3,3,0,40,11,1,49.17,9.17,9.73,-1.27,2.63,-0.37,44.44,4.44,10.44,-0.56,2.81,-0.19,48.3,8.3,9.31,-1.69,2.7,-0.3,55.18,15.18,8.35,-2.65,2.43,-0.57,-0.00668,12396,-0.00815,15118,-0.00147,2722,-0.00718,13311,-0.00049,915,-0.00939,17412,-0.0027,5016,-0.00898,16658,-0.0023,4262,-0.00438,8132,-0.00536,9936,-0.00097,1804,-0.00471,8732,-0.00032,600,-0.00626,11615,-0.00188,3483,-0.00606,11234,-0.00167,3102,-430,-526,-96,-477,-47,-506,-76,-578,-148,9,3.91667,5.081,5.169,2402,2534,1.29727,1.01732,0.33458,947,6909,0.00406,34.78261
"15070","E02000360 E02000576","E02000360","E02000576",65,1,31,0,1,0,0,20,1,0,25.41,5.41,0.88,-0.12,0,0,31.5,11.5,0.73,-0.27,0,0,28.77,8.77,0.81,-0.19,0,0,32.2,12.2,0.73,-0.27,0,0,-0.00383,7109,-0.00488,9043,-0.00104,1934,-0.00526,9751,-0.00142,2642,-0.00819,15185,-0.00435,8076,-0.00804,14922,-0.00421,7813,-0.00247,4583,-0.00314,5829,-0.00067,1246,-0.00339,6287,-0.00092,1704,-0.00528,9790,-0.00281,5207,-0.00519,9625,-0.00272,5042,0,0,0,0,0,0,0,0,0,12,3.48057,4.444,4.971,2016,2334,1.2768,1.11859,0.36004,828,8558,0.00161,30.76923
"15073","E02000360 E02000725","E02000360","E02000725",25,3,10,0,0,2,0,1,0,0,2.44,1.44,0,0,1.89,-0.11,1,0,0,0,2,0,7.86,6.86,0,0,1.44,-0.56,10.22,9.22,0,0,1.24,-0.76,-0.00028,525,-0.00074,1378,-0.00046,853,-0.00028,525,0,0,-0.00521,9662,-0.00493,9137,-0.0045,8346,-0.00422,7821,-0.00018,337,-0.00048,885,-3e-04,548,-0.00018,337,0,0,-0.00335,6210,-0.00317,5873,-0.00289,5364,-0.00271,5027,-18,-54,-36,-18,0,-201,-183,-270,-252,12,4.76047,6.429,6.344,2866,2936,1.3505,0.98678,0.65329,1198,13453,0.00378,4
"15076","E02000360 E02000808","E02000360","E02000808",54,10,18,0,0,0,0,21,0,0,24.49,3.49,0,0,0,0,21.6,0.6,0,0,0,0,21,0,0,0,0,0,22.58,1.58,0,0,0,0,-0.00637,11816,-0.00743,13781,-0.00106,1965,-0.00649,12040,-0.00012,224,-0.00637,11816,0,0,-0.00716,13286,-0.00079,1470,-0.00409,7596,-0.00478,8859,-0.00068,1263,-0.00417,7740,-8e-05,144,-0.00409,7596,0,0,-0.0046,8541,-0.00051,945,0,0,0,0,0,0,0,0,0,15,5.81344,6.882,7.072,3276,3566,1.18381,1.02761,0.3778,1283,14565,0.00311,38.88889
"15077","E02000360 E02000809","E02000360","E02000809",41,11,14,0,0,3,0,9,1,0,11.74,2.74,0.91,-0.09,2.78,-0.22,9,0,1,0,3,0,14.22,5.22,0.84,-0.16,2.41,-0.59,17.48,8.48,0.74,-0.26,2.1,-0.9,-0.00247,4584,-0.00323,5989,-0.00076,1405,-0.00247,4584,0,0,-0.00617,11445,-0.0037,6861,-0.00615,11407,-0.00368,6823,-0.00162,3004,-0.00212,3924,-5e-04,920,-0.00162,3004,0,0,-0.00404,7500,-0.00242,4496,-0.00406,7530,-0.00244,4526,-196,-270,-74,-196,0,-396,-200,-504,-308,14,5.61191,6.667,6.912,3150,3510,1.18801,1.03675,0.34498,1243,10305,0.00304,21.95122
"15080","E02000360 E02000872","E02000360","E02000872",22,0,6,0,0,3,0,6,1,0,8,2,0.87,-0.13,2.62,-0.38,9.91,3.91,0.86,-0.14,2.59,-0.41,10.72,4.72,0.69,-0.31,2.06,-0.94,11.46,5.46,0.64,-0.36,1.93,-1.07,-0.00077,1429,-0.00103,1903,-0.00026,474,-0.00112,2075,-0.00035,646,-0.00236,4371,-0.00159,2942,-0.00201,3725,-0.00124,2296,-5e-04,926,-0.00067,1233,-0.00017,307,-0.00073,1343,-0.00023,417,-0.00153,2835,-0.00103,1909,-0.00131,2422,-0.00081,1496,-182,-246,-64,-251,-69,-342,-160,-363,-181,6,2.86243,3.347,3.408,1408,1390,1.16929,1.01823,0.20914,624,4287,0.00147,27.27273
"15082","E02000360 E02000878","E02000360","E02000878",46,5,18,0,0,2,0,9,3,0,12.96,3.96,2.68,-0.32,1.78,-0.22,11.25,2.25,2.81,-0.19,1.88,-0.12,20.49,11.49,2.08,-0.92,1.38,-0.62,22.78,13.78,1.89,-1.11,1.26,-0.74,-0.00159,2943,-0.00228,4238,-7e-04,1295,-0.00185,3432,-0.00026,489,-0.00693,12861,-0.00535,9918,-0.00581,10780,-0.00422,7837,-0.00103,1915,-0.00149,2756,-0.00045,841,-0.0012,2233,-0.00017,318,-0.00451,8368,-0.00348,6453,-0.0038,7046,-0.00277,5131,-122,-174,-52,-152,-30,-273,-151,-303,-181,14,3.58916,4.815,4.404,2044,2124,1.34154,0.91464,0.18692,898,8644,0.00114,19.56522
"15084","E02000360 E02000884","E02000360","E02000884",26,2,11,0,0,2,0,4,2,0,6.22,2.22,1.8,-0.2,1.8,-0.2,6,2,2,0,2,0,11.55,7.55,1.26,-0.74,1.26,-0.74,12.87,8.87,1.15,-0.85,1.15,-0.85,-7e-04,1306,-0.00108,2002,-0.00038,696,-0.00098,1825,-0.00028,519,-0.004,7413,-0.00329,6107,-0.0032,5941,-0.0025,4635,-0.00046,848,-7e-04,1301,-0.00024,453,-0.00064,1182,-0.00018,334,-0.00261,4834,-0.00215,3986,-0.0021,3897,-0.00164,3049,-71,-119,-48,-71,0,-248,-177,-274,-203,7,4.08998,4.703,4.899,2196,2260,1.14988,1.04168,0.1701,877,6612,0.00122,15.38462
"15089","E02000360 E02000970","E02000360","E02000970",54,25,21,0,0,0,0,2,1,0,4.43,2.43,0.95,-0.05,0,0,3.38,1.38,0.97,-0.03,0,0,12.52,10.52,0.8,-0.2,0,0,18.12,16.12,0.69,-0.31,0,0,-0.00074,1369,-0.00164,3035,-9e-04,1666,-0.00108,1994,-0.00034,625,-0.01075,19949,-0.01001,18580,-0.01029,19095,-0.00955,17726,-0.00048,896,-0.00107,1986,-0.00059,1090,-7e-04,1305,-0.00022,409,-0.00704,13069,-0.00656,12173,-0.00681,12641,-0.00633,11745,0,0,0,0,0,0,0,0,0,30,7.00846,8.715,8.248,4396,4950,1.2435,0.94641,0.69994,1625,23190,0.0074,3.7037
"15091","E02000360 E02000972","E02000360","E02000972",208,82,51,0,5,5,0,48,3,0,58.3,10.3,2.81,-0.19,4.68,-0.32,88.81,40.81,2.23,-0.77,3.72,-1.28,53.62,5.62,2.89,-0.11,4.82,-0.18,74.47,26.47,2.5,-0.5,4.17,-0.83,-0.01658,30763,-0.02014,37362,-0.00356,6599,-0.02595,48145,-0.00937,17382,-0.02159,40048,-0.005,9285,-0.03128,58032,-0.0147,27269,-0.01083,20097,-0.01316,24408,-0.00232,4311,-0.01695,31452,-0.00612,11355,-0.0141,26168,-0.00327,6071,-0.02054,38107,-0.00971,18010,-621,-754,-133,-1149,-528,-693,-72,-963,-342,96,6.38216,8.149,7.754,3894,4630,1.27684,0.95153,0.65039,1519,14364,0.00787,23.07692
"15093","E02000360 E02000977","E02000360","E02000977",122,40,45,0,2,2,0,22,1,1,28.01,6.01,0.94,-0.06,1.88,-0.12,26.62,4.62,0.95,-0.05,1.91,-0.09,31.77,9.77,0.9,-0.1,1.8,-0.2,44.19,22.19,0.78,-0.22,1.56,-0.44,-0.00749,13902,-0.00954,17698,-0.00205,3796,-0.00854,15841,-0.00105,1939,-0.01608,29836,-0.00859,15934,-0.01979,36720,-0.0123,22818,-0.00486,9009,-0.00618,11469,-0.00133,2460,-0.00553,10265,-0.00068,1256,-0.01042,19339,-0.00557,10330,-0.01287,23875,-0.00801,14866,-176,-224,-48,-213,-37,-254,-78,-354,-178,49,6.38139,7.889,8.641,4164,5104,1.23625,1.09532,0.74788,1471,15026,0.00775,18.03279
"15099","E02000360 E02006801","E02000360","E02006801",26,8,10,0,1,0,0,6,0,0,7.36,1.36,0,0,0,0,6,0,0,0,0,0,6.99,0.99,0,0,0,0,9.5,3.5,0,0,0,0,-0.00214,3967,-0.00263,4875,-0.00049,908,-0.00214,3967,0,0,-0.00308,5704,-0.00094,1737,-0.00422,7832,-0.00208,3865,-0.00137,2550,-0.00169,3133,-0.00031,583,-0.00137,2550,0,0,-0.00198,3666,-6e-04,1116,-0.00271,5035,-0.00134,2485,0,0,0,0,0,0,0,0,0,9,6.44078,8.088,8.142,3740,4072,1.25575,1.00668,0.50692,1508,17810,0.00282,23.07692
"15101","E02000360 E02006854","E02000360","E02006854",51,14,17,0,1,3,0,11,0,0,14.18,3.18,0,0,2.76,-0.24,11,0,0,0,3,0,16.28,5.28,0,0,2.61,-0.39,20.57,9.57,0,0,2.29,-0.71,-0.00358,6638,-0.00461,8555,-0.00103,1917,-0.00358,6638,0,0,-0.00802,14881,-0.00444,8243,-0.00872,16180,-0.00514,9542,-0.0023,4267,-0.00296,5499,-0.00066,1232,-0.0023,4267,0,0,-0.00516,9565,-0.00286,5298,-0.00561,10401,-0.00331,6134,-317,-407,-90,-317,0,-462,-145,-583,-266,19,6.11696,7.381,7.353,3140,4480,1.20664,0.99621,0.29806,1376,17461,0.00408,21.56863
"15102","E02000361 E02000362","E02000361","E02000362",67,0,26,0,0,16,0,4,18,0,9.42,5.42,16.46,-1.54,14.62,-1.38,7.67,3.67,16.88,-1.12,15.1,-0.9,31.73,27.73,10.02,-7.98,8.98,-7.02,34.05,30.05,9.36,-8.64,8.39,-7.61,-2e-04,362,-0.00043,802,-0.00024,440,-0.00029,539,-1e-04,177,-0.00324,6017,-0.00305,5655,-0.00116,2149,-0.00096,1787,-0.00013,249,-3e-04,555,-0.00017,306,-2e-04,374,-7e-05,125,-0.00227,4213,-0.00214,3964,-0.00095,1752,-0.00081,1503,-126,-291,-165,-233,-107,-968,-842,-1039,-913,3,1.58283,2.359,2.621,1092,1276,1.49037,1.11106,0.59347,440,5542,0.0061,5.97015
"15103","E02000361 E02000363","E02000361","E02000363",175,4,45,0,0,17,0,8,96,0,19.66,11.66,89.3,-6.7,15.81,-1.19,8,0,96,0,17,0,78.52,70.52,55.4,-40.6,9.84,-7.16,79.71,71.71,54.72,-41.28,9.71,-7.29,4e-05,-82,0.00012,-222,8e-05,-140,4e-05,-82,0,0,0.00151,-2793,0.00146,-2711,0.00364,-6746,0.00359,-6664,1e-05,-27,4e-05,-80,3e-05,-53,1e-05,-27,0,0,0.00062,-1141,6e-04,-1114,0.00198,-3672,0.00196,-3645,-37,-90,-53,-37,0,-360,-323,-365,-328,9,0.65133,0.888,0.888,474,474,1.36337,1,0.45045,166,1227,0.0045,4.57143
