"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"156665",1,1,1,4.045,2012,132,17,0.0042,754,54,6816,"E02003411 E02003416"
"156681",1,1,1,8.169,4074,148,126,0.01542,1523,173,16211,"E02003411 E02003689"
"156682",1,1,1,11.187,5606,287,178,0.01591,2085,202,22682,"E02003411 E02003690"
"156683",1,1,1,7.469,4976,167,72,0.00964,1392,142,12568,"E02003411 E02003691"
"156684",1,1,1,3.667,1742,88,24,0.00654,684,68,7030,"E02003411 E02003692"
"156685",1,1,1,7.814,3566,175,51,0.00653,1457,127,13263,"E02003411 E02003693"
"156686",1,1,1,7.622,3698,173,55,0.00722,1421,115,12119,"E02003411 E02003694"
"156687",1,1,1,5.039,4182,113,36,0.00714,939,87,11467,"E02003411 E02003695"
"156688",1,1,1,22.719,14038,570,371,0.01633,4235,459,41201,"E02003411 E02003710"
"156689",1,1,1,14.919,8714,333,214,0.01434,2781,267,25470,"E02003411 E02003714"
"156967",1,1,1,18.977,9528,386,173,0.00912,3538,326,33939,"E02003416 E02003688"
"156968",1,1,1,12.001,6658,370,73,0.00608,2237,178,22204,"E02003416 E02003690"
"156969",1,1,1,7.626,4034,174,45,0.0059,1422,121,12799,"E02003416 E02003692"
"156970",1,1,1,13.306,5544,365,66,0.00496,2480,199,17186,"E02003416 E02003693"
"156971",1,1,1,12.628,5124,347,52,0.00412,2354,179,15212,"E02003416 E02003694"
"156972",1,1,1,3.487,1636,112,23,0.0066,650,64,7001,"E02003416 E02003695"
"156973",1,1,1,25.271,15656,616,384,0.0152,4711,493,45587,"E02003416 E02003710"
"159012",1,1,1,10621,5870,224,289,0.02721,1980,236,23584,"E02003459 E02003460"
"159013",1,1,1,10669,4740,269,163,0.01528,1989,179,27694,"E02003459 E02003461"
"159014",1,1,1,9445,4126,226,151,0.01599,1761,154,25465,"E02003459 E02003462"
"159015",1,1,1,12527,5770,348,209,0.01668,2335,228,30027,"E02003459 E02003463"
