"","geo_code","all","light_rail","train","bus","taxi","motorbike","car_driver","car_passenger","bicycle","foot","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_siw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_siw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_siw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_siw","ebike_sld","ebike_sid","base_sldeath_webtag","base_slvalue_webtag","govtarget_sldeath_webtag","govtarget_slvalue_webtag","govtarget_sideath_webtag","govtarget_sivalue_webtag","gendereq_sldeath_webtag","gendereq_slvalue_webtag","gendereq_sideath_webtag","gendereq_sivalue_webtag","dutch_sldeath_webtag","dutch_slvalue_webtag","dutch_sideath_webtag","dutch_sivalue_webtag","ebike_sldeath_webtag","ebike_slvalue_webtag","ebike_sideath_webtag","ebike_sivalue_webtag","base_sldeath_heat","base_slvalue_heat","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","base_slco2","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","geo_label.y","avslope"
"167","E02001155",28134,0,0,2553,0,0,16851,0,517,8213,0,1101.8979,584.89801,8001.3779,-211.62199,16525.535,-325.46399,820.89899,303.89899,8056.979,-156.021,16721.982,-129.01801,7169.6899,6652.6899,5785.5591,-2427.4409,13145.086,-3705.9141,10240.011,9723.0107,4972.4551,-3240.5449,11183.39,-5667.6108,-0.03993,74068,-0.07639,141637,-0.03645,67569,-0.04052,75147,-0.00058,1079,-0.49798,923815,-0.45804,849747,-0.41731,774162,-0.37738,700094,-0.03272,60684,-0.05742,106437,-0.0247,45753,-0.03364,62391,-0.00092,1707,-0.34418,638484,-0.31146,577800,-0.2997,555965,-0.26698,495281,-17473,-31155,-13682,-20015,-2542,-174411,-156938,-281201,-263728,"Rochdale 024",176.01477
"168","E02001156",19176,0,0,1497,0,0,9262,0,426,7991,0,840.46002,414.45999,7785.0889,-205.911,9080.4492,-181.55099,759.24701,333.24701,7774.416,-216.584,9157.1025,-104.897,5285.0278,4859.0278,5551.354,-2439.646,7154.856,-2107.1431,7250.312,6824.312,4769.957,-3221.043,6144.5752,-3117.425,-0.02555,47393,-0.04243,78651,-0.01688,31258,-0.02196,40730,0.00359,-6663,-0.20712,384212,-0.18157,336819,-0.06081,112765,-0.03526,65372,-0.01853,34366,-0.03071,56913,-0.01218,22547,-0.01743,32334,0.00109,-2032,-0.15435,286295,-0.13582,251929,-0.06793,125966,-0.0494,91600,-13400,-22127,-8727,-16774,-3374,-111018,-97618,-172685,-159285,"Rochdale 025",164.40223
"169","E02001157",11936,0,0,1022,0,0,4995,0,385,5534,0,724.73499,339.73499,5354.0781,-179.922,4857.894,-137.10699,568.76202,183.76199,5430.8369,-103.163,4922.9468,-72.053,3604.1431,3219.1431,3802.792,-1731.208,3736.0291,-1258.972,4642.5718,4257.5718,3348.5339,-2185.4661,3253.428,-1741.571,-0.01395,25882,-0.02114,39183,-0.00718,13301,-0.01355,25141,4e-04,-741,-0.07794,144564,-0.06398,118682,0.00605,-11248,0.02,-37130,-0.01087,20159,-0.01645,30487,-0.00558,10328,-0.01095,20313,-8e-05,154,-0.06369,118132,-0.05282,97973,-0.01424,26391,-0.00337,6232,-9218,-14065,-4847,-10633,-1415,-55281,-46063,-83648,-74430,"Salford 001",137.0922
"170","E02001158",22690,0,0,903,0,0,18427,0,193,3167,0,732.229,539.229,3074.7749,-92.225,17998.738,-428.26099,410.34601,217.34599,3129.4619,-37.538,18254.256,-172.744,6447.3838,6254.3838,2054.114,-1112.886,13489.021,-4937.979,8629.9424,8436.9424,1795.665,-1371.335,11652.527,-6774.4722,-0.01925,35706,-0.06953,128939,-0.05028,93233,-0.03467,64302,-0.01542,28596,-0.68966,1279474,-0.67041,1243768,-0.62501,1159529,-0.60575,1123823,-0.0134,24846,-0.04641,86040,-0.03301,61194,-0.0236,43752,-0.01019,18906,-0.45409,842418,-0.44069,817572,-0.41592,771596,-0.40251,746750,-7316,-24857,-17541,-14223,-6907,-211375,-204059,-317488,-310172,"Salford 002",140.84121
"171","E02001159",15573,0,0,930,0,0,5497,0,516,8630,0,943.625,427.625,8350.1768,-279.82401,5364.7681,-132.23199,743.75299,227.75301,8481.3184,-148.68201,5421.7861,-75.214,4900.772,4384.772,5822.3579,-2807.6421,4069.5559,-1427.444,6260.1768,5744.1768,5102.7158,-3527.2839,3528.512,-1968.488,0.00394,-7307,0.00441,-8213,0.00047,-906,0.00587,-10892,0.00193,-3585,0.03519,-65319,0.03125,-58012,0.21124,-391950,0.2073,-384643,-0.0025,4629,-0.0041,7563,-0.0016,2934,-0.00194,3602,0.00056,-1027,-0.00498,9204,-0.00248,4575,0.09914,-183952,0.10163,-188581,-9262,-14923,-5661,-11873,-2611,-68252,-58990,-100537,-91275,"Salford 003",140.80886
"172","E02001160",14696,0,0,923,0,0,6496,0,493,6784,0,833.422,340.422,6590.6729,-193.327,6364.959,-131.03999,752.74701,259.74701,6604.8052,-179.19501,6422.0742,-73.926,4032.6909,3539.6909,4794.4351,-1989.5649,5102.6982,-1393.302,5522.8511,5029.8511,4124.1992,-2659.801,4380.7769,-2115.2219,-0.02108,39104,-0.02981,55251,-0.00873,16147,-0.01811,33595,0.00297,-5509,-0.09187,170398,-0.07079,131294,0.03201,-59446,0.0531,-98550,-0.01864,34579,-0.02571,47643,-0.00707,13064,-0.01748,32413,0.00117,-2166,-0.08169,151508,-0.06305,116929,-0.01068,19765,0.00796,-14814,-14714,-21392,-6678,-17158,-2444,-80951,-66237,-126013,-111299,"Salford 004",148.22044
"173","E02001161",9835,0,0,772,0,0,5257,0,305,3501,0,542.45801,237.45799,3397.678,-103.322,5138.417,-118.582,429.61499,124.615,3418.47,-82.53,5217.9692,-39.031,2795.75,2490.75,2417.821,-1083.179,4013.835,-1243.165,3763.072,3458.072,2094.1399,-1406.86,3454.8911,-1802.109,-0.00914,16937,-0.02227,41263,-0.01314,24326,-0.0077,14276,0.00143,-2661,-0.16486,305814,-0.15573,288877,-0.09853,182746,-0.08939,165809,-0.00765,14185,-0.01677,31056,-0.00912,16871,-0.00703,13019,0.00063,-1166,-0.11614,215409,-0.10849,201224,-0.07723,143236,-0.06958,129051,-7699,-13440,-5741,-8578,-879,-68224,-60525,-103335,-95636,"Salford 005",134.81237
"174","E02001162",12223,0,0,915,0,0,4283,0,446,6579,0,766.255,320.255,6376.2158,-202.783,4183.7769,-99.223,587.32501,141.325,6471.8379,-107.162,4252.3491,-30.651,3841.5491,3395.5491,4379.188,-2199.812,3275.9629,-1007.037,4899.4902,4453.4902,3874.9919,-2704.0081,2822.2151,-1460.785,-0.00606,11244,-0.01035,19156,-0.00428,7912,-0.00388,7191,0.00218,-4053,-0.02744,50871,-0.02138,39627,0.09593,-178009,0.10199,-189253,-0.00784,14547,-0.01196,22162,-0.00412,7615,-0.00678,12568,0.00107,-1979,-0.03828,70982,-0.03044,56435,0.03375,-62655,0.04159,-77202,-9908,-14715,-4807,-10710,-802,-57966,-48058,-86599,-76691,"Salford 006",132.67716
"175","E02001163",18846,0,0,895,0,0,9186,0,642,8123,0,1145.015,503.01501,7852.0488,-270.95099,8970.8457,-215.155,939.888,297.888,7916.4609,-206.539,9101.5684,-84.431,5771.5059,5129.5059,5422.6719,-2700.3269,6932.7422,-2253.2581,7410.4102,6768.4102,4776.1138,-3346.885,6032.1128,-3153.887,-0.02697,50024,-0.04547,84277,-0.01851,34253,-0.02562,47529,0.00135,-2495,-0.22313,413889,-0.19616,363865,-0.06966,129158,-0.04269,79134,-0.02265,42017,-0.03619,67050,-0.01353,25033,-0.02258,41879,7e-05,-138,-0.16904,313544,-0.14639,271527,-0.07834,145270,-0.05569,103253,-19782,-30986,-11204,-22980,-3198,-133159,-113377,-194293,-174511,"Salford 007",108.98804
"176","E02001164",18924,0,0,1299,0,0,6561,0,760,10304,0,1139.501,379.50101,10070.812,-233.189,6439.8892,-121.111,1362.507,602.50702,9865.9014,-438.09799,6416.6572,-144.343,4781.6099,4021.6101,7811.0361,-2492.9641,5309.0591,-1251.941,6938.0981,6178.0981,6592.1602,-3711.8401,4521.3989,-2039.6,0.01337,-24805,0.00651,-12125,-0.00686,12680,0.03307,-61359,0.0197,-36554,-0.04367,80978,-0.05704,105783,0.18395,-341313,0.17058,-316508,-0.00039,725,-0.00676,12494,-0.00637,11769,0.0092,-17065,0.00959,-17790,-0.05812,107777,-0.05772,107052,0.07214,-133892,0.07254,-134617,-15469,-22461,-6992,-20942,-5473,-84435,-68966,-134507,-119038,"Salford 008",143.87654
"177","E02001165",15189,0,0,1030,0,0,6074,0,456,7629,0,873.83801,417.83801,7382.75,-246.25,5925.0542,-148.946,813.46503,357.465,7358.2451,-270.755,5995.7129,-78.287,4600.4282,4144.4282,5176.875,-2452.125,4607.1582,-1466.842,5986.3691,5530.3691,4542.876,-3086.124,3967.157,-2106.843,-0.00997,18502,-0.01807,33483,-0.0081,14981,-0.00193,3589,0.00804,-14913,-0.09097,168742,-0.081,150240,0.03446,-63970,0.04443,-82472,-0.00866,16066,-0.01512,28004,-0.00646,11938,-0.00441,8174,0.00426,-7892,-0.07636,141625,-0.0677,125559,-0.00148,2700,0.00718,-13366,-9051,-15390,-6339,-10457,-1406,-74034,-64983,-111541,-102490,"Salford 009",137.40604
"178","E02001166",9225,0,0,624,0,0,4725,0,236,3640,0,476.60901,240.60899,3524.498,-115.502,4616.5298,-108.47,309.884,73.884,3607.2871,-32.713,4691.7241,-33.277,2722.385,2486.385,2498.4451,-1141.5551,3554.6599,-1170.34,3667.906,3431.906,2158.959,-1481.041,3015.6279,-1709.371,-0.00869,16125,-0.01568,29065,-0.00699,12940,-0.01037,19230,-0.00167,3105,-0.10137,188038,-0.09267,171913,-0.02786,51674,-0.01917,35549,-0.00664,12310,-0.01181,21854,-0.00516,9544,-0.00784,14537,-0.0012,2227,-0.07473,138596,-0.06808,126286,-0.031,57484,-0.02436,45174,-5462,-9715,-4253,-6526,-1064,-53632,-48170,-80893,-75431,"Salford 010",165.85898
"179","E02001167",11990,0,0,605,0,0,5151,0,358,5876,0,654.44397,296.444,5717.25,-158.75101,5030.1118,-120.888,617.58398,259.58401,5717.8911,-158.10899,5071.5161,-79.485,3678.8811,3320.8811,4079.7581,-1796.2419,3808.126,-1342.874,4860.8262,4502.8262,3502.5959,-2373.4041,3263.394,-1887.606,-0.00582,10789,-0.01148,21262,-0.00566,10473,-0.00591,10964,-9e-05,175,-0.05112,94804,-0.0453,84015,0.1196,-221916,0.12542,-232705,-0.00724,13426,-0.01221,22607,-0.00497,9181,-0.00813,15083,-0.00089,1657,-0.05332,98890,-0.04608,85464,0.04842,-89868,0.05566,-103294,-8481,-14391,-5910,-11760,-3279,-72370,-63889,-103491,-95010,"Salford 011",104.50723
"180","E02001168",26665,0,0,2023,0,0,13550,0,808,10284,0,1465.467,657.46698,9986.7949,-297.20499,13234.296,-315.70401,1483.256,675.25598,9900.1416,-383.858,13290.604,-259.396,7951.042,7143.042,6990.9258,-3293.073,10176.745,-3373.2549,10468.907,9660.9072,6072.5732,-4211.4268,8791.502,-4758.498,-0.03324,61664,-0.06431,119234,-0.03107,57570,-0.0324,60103,0.00084,-1561,-0.37578,697109,-0.34253,635445,-0.15362,284945,-0.12037,223281,-0.02625,48700,-0.04827,89486,-0.02202,40786,-0.02757,51142,-0.00132,2442,-0.27403,508341,-0.24778,459641,-0.14178,262978,-0.11552,214278,-21898,-37076,-15178,-29738,-7840,-180308,-158410,-264617,-242719,"Salford 012",124.39875
"181","E02001169",19784,0,0,580,0,0,10648,0,891,7665,0,1409.434,518.43402,7403.6792,-261.32101,10401.451,-246.549,1928.139,1037.139,6909.1938,-755.80603,10374.376,-273.62399,5828.1851,4937.1851,5228.605,-2436.395,8249.2578,-2398.7419,7662.9692,6771.9692,4575.8311,-3089.1689,7127.0288,-3520.9709,-0.03886,72076,-0.06154,114097,-0.02269,42021,-0.00514,9515,0.03372,-62561,-0.2721,504762,-0.23325,432686,-0.10073,186807,-0.06187,114731,-0.03335,61853,-0.05003,92737,-0.01668,30884,-0.01586,29416,0.01748,-32437,-0.2069,383786,-0.17356,321933,-0.10776,199843,-0.07441,137990,-28827,-42316,-13489,-37068,-8241,-157982,-129155,-233046,-204219,"Salford 013",112.25543
"182","E02001170",21116,0,0,824,0,0,8316,0,1115,10861,0,1684.123,569.12299,10527.159,-333.84,8098.6362,-217.364,1558.083,443.08301,10568.11,-292.89001,8175.041,-140.96001,6786.7451,5671.7451,7535.1348,-3325.865,6143.2891,-2172.7109,8646.1035,7531.105,6571.0928,-4289.9072,5333.2969,-2982.7029,0.00807,-14986,0.00565,-10549,-0.00242,4437,0.01413,-26218,0.00606,-11232,0.00615,-11476,-0.00192,3510,0.2632,-488366,0.25512,-473380,-0.00674,12487,-0.01112,20547,-0.00438,8060,-0.00446,8271,0.00227,-4216,-0.03737,69255,-0.03063,56768,0.11383,-211253,0.12056,-223740,-24480,-33792,-9312,-29264,-4784,-112654,-88174,-157373,-132893,"Salford 014",103.2632
"183","E02001171",14061,0,0,926,0,0,7363,0,462,5310,0,867.547,405.547,5126.8452,-183.155,7163.811,-199.189,741.01001,279.01001,5130.417,-179.58299,7277.791,-85.21,4453.606,3991.6069,3522.7681,-1787.2321,5398.1069,-1964.8929,5739.7012,5277.7012,3069.033,-2240.967,4662.833,-2700.168,-0.02901,53809,-0.04532,84031,-0.01632,30222,-0.02586,47981,0.00314,-5828,-0.20735,384640,-0.17834,330831,-0.07233,134125,-0.04332,80316,-0.02068,38357,-0.03244,60130,-0.01176,21773,-0.01942,36030,0.00126,-2327,-0.15084,279793,-0.13016,241436,-0.06926,128445,-0.04858,90088,-14193,-23028,-8835,-16336,-2143,-102638,-88445,-144215,-130022,"Salford 015",115.93759
"184","E02001172",16760,0,0,1528,0,0,6788,0,550,7894,0,984.66498,434.66501,7654.9731,-239.02699,6630.813,-157.186,913.82202,363.82199,7688.0078,-205.992,6670.355,-117.645,5225.3232,4675.3232,5357.1641,-2536.8359,5089.502,-1698.4969,6789.7222,6239.7222,4690.4922,-3203.5081,4349.0991,-2438.9009,-0.01471,27289,-0.02294,42502,-0.00823,15213,-0.01665,30885,-0.00194,3596,-0.10663,197774,-0.09192,170485,0.02545,-47269,0.04016,-74558,-0.0141,26146,-0.02069,38329,-0.0066,12183,-0.01615,29960,-0.00205,3814,-0.08988,166704,-0.07579,140558,-0.01097,20306,0.00312,-5840,-11544,-17870,-6326,-15308,-3764,-80220,-68676,-118043,-106499,"Salford 016",149.0737
"185","E02001173",34023,0,0,3695,0,0,19374,0,584,10370,0,1556.525,972.52502,10019.178,-350.82199,18856.043,-517.95801,2206.127,1622.127,9647.4961,-722.50403,18580.025,-793.97498,11351.93,10767.93,6572.9458,-3797.054,13535.519,-5838.4819,14248.665,13664.665,5818.1812,-4551.8188,11732.698,-7641.3018,-0.043,79766,-0.08953,166027,-0.04653,86261,-0.06905,128076,-0.02604,48310,-0.63785,1183340,-0.59485,1103574,-0.36503,677180,-0.32203,597414,-0.02963,54957,-0.06187,114718,-0.03224,59761,-0.0502,93115,-0.02057,38158,-0.4444,824432,-0.41477,769475,-0.27806,515825,-0.24843,460868,-14951,-34992,-20041,-40776,-25825,-243029,-228078,-337982,-323031,"Salford 017",119.1517
"186","E02001174",14254,0,0,1469,0,0,6586,0,533,5666,0,911.55402,378.55399,5487.145,-178.855,6421.9541,-164.04601,1235.505,702.505,5204.4629,-461.53699,6401.0742,-184.92599,4384.9019,3851.9021,3898.8379,-1767.162,4891.2129,-1694.786,5745.4741,5212.4741,3384.2839,-2281.7161,4203.5269,-2382.4729,-0.02502,46403,-0.04106,76117,-0.01604,29714,-0.014,25970,0.01101,-20433,-0.21575,400228,-0.19073,353825,-0.10163,188489,-0.07661,142086,-0.01815,33669,-0.02956,54782,-0.01141,21113,-0.01335,24766,0.0048,-8903,-0.15437,286340,-0.13622,252671,-0.08583,159196,-0.06768,125527,-13011,-20595,-7584,-18539,-5528,-91542,-78531,-129944,-116933,"Salford 018",129.70498
"187","E02001175",13054,0,0,937,0,0,5978,0,396,5743,0,878.36603,482.366,5491.895,-251.105,5782.979,-195.022,1803.037,1407.037,4761.6528,-981.34698,5642.9551,-335.04501,5439.2959,5043.2959,3099.1331,-2643.8669,3959.2261,-2018.774,6069.521,5673.521,2937.791,-2805.209,3536.2271,-2441.7729,-0.02167,40200,-0.03199,59294,-0.01031,19094,-0.00717,13290,0.0145,-26910,-0.11661,216295,-0.09494,176095,0.03287,-61043,0.05454,-101243,-0.01664,30861,-0.02498,46284,-0.00834,15423,-0.01058,19616,0.00606,-11245,-0.09864,182941,-0.082,152080,-0.00574,10603,0.01089,-20258,-11645,-19999,-8354,-20470,-8825,-95562,-83917,-121761,-110116,"Salford 019",58.79173
"188","E02001176",56777,0,0,7122,0,0,19560,0,1278,28817,0,3462.438,2184.438,27533.982,-1283.017,18886.344,-673.65601,2839.322,1561.321,27729.25,-1087.75,19162.305,-397.694,22034.539,20756.539,17098.76,-11718.239,12924.506,-6635.4941,25255.572,23977.572,15837.479,-12979.521,11517.402,-8042.5981,-0.03631,67351,-0.06806,126206,-0.03176,58855,-0.01526,28304,0.02105,-39047,-0.421,781027,-0.3847,713676,0.15686,-291076,0.19316,-358427,-0.02777,51511,-0.05386,99865,-0.02609,48354,-0.01794,33274,0.00983,-18237,-0.3437,637602,-0.31593,586091,0.01701,-31614,0.04478,-83125,-23141,-46675,-23534,-32450,-9309,-264293,-241152,-339803,-316662,"Salford 020",79.55887
"189","E02001177",54695,0,0,6292,0,0,23859,0,968,23576,0,2698.6011,1730.601,22701.104,-874.89697,23190.18,-668.82001,6628.5708,5660.5708,19648.531,-3927.469,22557.561,-1301.4399,18758.012,17790.012,15165.839,-8410.1611,16571.932,-7287.0688,22698.828,21730.828,13788.701,-9787.2988,14524.365,-9334.6348,-0.03501,64938,-0.10365,192219,-0.06864,127281,-0.01487,27580,0.02013,-37358,-0.92623,1718362,-0.89122,1653424,-0.50536,937517,-0.47035,872579,-0.02474,45898,-0.07245,134347,-0.04771,88449,-0.02163,40116,0.00311,-5782,-0.64384,1194446,-0.6191,1148548,-0.38214,708920,-0.3574,663022,-16689,-45743,-29054,-49425,-32736,-335354,-318665,-455733,-439044,"Salford 021",84.15149
"190","E02001178",42331,0,0,7470,0,0,21456,0,694,12711,0,1814.417,1120.417,12306.164,-404.836,20919.684,-536.315,1650.611,956.61102,12354.229,-356.771,20999.949,-456.05099,13397.994,12703.994,8129.4849,-4581.5151,15375.874,-6080.126,16923.68,16229.681,7197.1509,-5513.8491,13465.305,-7990.6948,-0.0434,80514,-0.11163,207010,-0.06823,126496,-0.06888,127783,-0.02548,47269,-0.8725,1618681,-0.8291,1538167,-0.61031,1132223,-0.56691,1051709,-0.03058,56727,-0.07676,142321,-0.04618,85594,-0.04921,91289,-0.01863,34562,-0.59735,1108179,-0.56677,1051452,-0.43779,812155,-0.40721,755428,-16729,-40430,-23701,-32769,-16040,-276627,-259898,-398940,-382211,"Salford 022",104.30891
"191","E02001179",14451,0,0,1460,0,0,4548,0,393,8050,0,891.45502,498.45499,7730.001,-319.99899,4412.521,-135.479,2082.0049,1689.005,6696.9058,-1353.094,4296.5,-251.5,5411.0649,5018.0649,4900.4561,-3149.5439,3121.5081,-1426.4919,6414.5908,6021.5908,4415.8589,-3634.1399,2728.9919,-1819.0081,-0.00841,15596,-0.00749,13847,0.00092,-1749,0.02449,-45452,0.0329,-61048,0.01915,-35596,0.02757,-51192,0.18153,-336848,0.18995,-352444,-0.00694,12867,-0.00814,15045,-0.0012,2178,0.00994,-18460,0.01688,-31327,-0.01213,22445,-0.00519,9578,0.08811,-163531,0.09505,-176398,-5700,-10864,-5164,-11402,-5702,-61055,-55355,-81865,-76165,"Salford 023",98.69254
"192","E02001180",21966,0,0,2251,0,0,10511,0,394,8810,0,1230.429,836.42999,8402.9697,-407.03,10146.512,-364.48901,659.13,265.13,8659.7324,-150.26801,10423.056,-87.944,8016.082,7622.082,5300.5259,-3509.4741,7077.207,-3433.793,9594.8242,9200.8242,4794.3911,-4015.6089,6213.251,-4297.749,-0.01493,27693,-0.03112,57678,-0.01619,29985,-0.01525,28277,-0.00032,584,-0.2364,438555,-0.22147,410862,-0.06951,128917,-0.05458,101224,-0.01084,20104,-0.02324,43073,-0.0124,22969,-0.0116,21504,-0.00076,1400,-0.17527,325118,-0.16442,305014,-0.07227,134031,-0.06143,113927,-6333,-17321,-10988,-8269,-1936,-118918,-112585,-161630,-155297,"Salford 024",100.03702
"193","E02001181",25464,0,0,2611,0,0,8260,0,755,13838,0,1776.1541,1021.154,13214.376,-623.62402,7966.208,-293.79199,1475.7209,720.72101,13368.954,-469.04599,8073.2109,-186.789,10573.716,9818.7158,7914.0718,-5923.9282,5370.8369,-2889.1631,11607.159,10852.159,7491.7148,-6346.2852,4884.9702,-3375.03,-0.00513,9525,-0.00756,14004,-0.00243,4479,0.00495,-9181,0.01008,-18706,-0.00043,771,0.0047,-8754,0.28901,-536216,0.29414,-545741,-0.01084,20109,-0.0159,29462,-0.00506,9353,-0.00662,12270,0.00423,-7839,-0.04781,88662,-0.03696,68553,0.13024,-241668,0.14108,-261777,-15791,-26682,-10891,-21498,-5707,-122326,-106535,-154521,-138730,"Salford 025",48.00499
"194","E02001182",92283,0,0,11888,0,0,29017,0,1449,49929,0,5527.9458,4078.946,47415.844,-2513.156,27897.52,-1119.48,9244.6895,7795.689,44902.281,-5026.7178,27027.053,-1989.948,37642.672,36193.672,29206.334,-20722.666,18087.135,-10929.865,41277.945,39828.945,28002.828,-21926.172,16404.959,-12612.041,0.00628,-11656,-0.04955,91901,-0.05583,103557,0.07752,-143826,0.07124,-132170,-0.87919,1631143,-0.88548,1642799,-0.13042,241941,-0.1367,253597,0.00086,-1601,-0.04267,79135,-0.04354,80736,0.02978,-55252,0.02892,-53651,-0.65015,1206204,-0.65102,1207805,-0.17537,325324,-0.17623,326925,-9668,-43936,-34268,-53559,-43891,-373419,-363751,-461860,-452192,"Salford 026",52.03995
"195","E02001183",41592,0,0,3018,0,0,15103,0,965,22506,0,2802.2329,1837.233,21365.523,-1140.476,14533.877,-569.12299,2211.2339,1246.234,21745.672,-760.32898,14683.417,-419.58301,17302.693,16337.692,12726.854,-9779.1465,9700.0439,-5402.957,19077.896,18112.896,12068.131,-10437.869,8740.5059,-6362.4951,-0.01115,20684,-0.02104,38998,-0.00989,18314,0.00165,-3068,0.0128,-23752,-0.14682,272349,-0.13566,251665,0.28428,-527453,0.29543,-548137,-0.01132,20992,-0.02281,42265,-0.01149,21273,-0.00681,12615,0.00452,-8377,-0.15647,290259,-0.14515,269267,0.11371,-211013,0.12503,-232005,-15355,-35719,-20364,-28069,-12714,-221180,-205825,-278880,-263525,"Salford 027",46.09302
"196","E02001184",127678,0,0,26084,0,0,70334,0,1415,29845,0,5353.1001,3938.1001,28694.773,-1150.226,68335.32,-1998.678,5058.9829,3643.9839,28448.906,-1396.095,68798.234,-1535.762,43390.82,41975.82,18192.533,-11652.467,48747.184,-21586.816,52651.988,51236.988,16760.48,-13084.52,43008.82,-27325.178,-0.05025,93217,-0.38149,707709,-0.33124,614492,-0.12616,234045,-0.07591,140828,-4.31776,8010717,-4.26751,7917500,-3.33639,6189972,-3.28614,6096755,-0.03563,66091,-0.25337,470001,-0.21774,403910,-0.09265,171890,-0.05703,105799,-2.84565,5279497,-2.81002,5213406,-2.22465,4127350,-2.18902,4061259,-23027,-114344,-91317,-71507,-48480,-1027789,-1004762,-1399868,-1376841,"Salford 028",82.56591
"197","E02001185",22854,0,0,2818,0,0,10964,0,387,8685,0,1338.1219,951.12201,8154.4868,-530.513,10645.038,-318.96201,1306.6331,919.633,8133.1548,-551.84497,10653.484,-310.51501,8543.335,8156.334,4647.3262,-4037.6741,7791.2871,-3172.7129,9691.7061,9304.7061,4454.271,-4230.729,7022.6089,-3941.3911,-0.01616,29971,-0.05455,101145,-0.03839,71174,-0.01395,25885,0.0022,-4086,-0.48645,902460,-0.4703,872489,-0.31443,583296,-0.29827,553325,-0.01859,34487,-0.04552,84397,-0.02693,49910,-0.01933,35859,-0.00074,1372,-0.34505,640119,-0.32646,605632,-0.23751,440599,-0.21892,406112,-8974,-26194,-17220,-17986,-9012,-177020,-168046,-247367,-238393,"Salford 029",45.14615
"198","E02001186",23186,0,0,2186,0,0,11025,0,261,9714,0,1002.012,741.01202,9322.9111,-391.08899,10746.137,-278.86401,3858.3291,3597.3291,7928.0259,-1785.974,9537.9121,-1487.088,8648.9453,8387.9453,5138.1479,-4575.8521,8019.231,-3005.769,9802.1533,9541.1533,4841.3979,-4872.6021,7266.5649,-3758.4351,0.00089,-1645,-0.02613,48423,-0.02701,50068,-0.00906,16802,-0.00994,18447,-0.22069,409388,-0.22157,411033,-0.06826,126590,-0.06914,128235,-5e-04,924,-0.01982,36715,-0.01932,35791,-0.01624,30121,-0.01574,29197,-0.17387,322535,-0.17337,321611,-0.07883,146212,-0.07834,145288,-2812,-18107,-15295,-46790,-43978,-152456,-149644,-229020,-226208,"Salford 030",52.51155
"199","E02001187",11005,0,0,1335,0,0,4617,0,370,4683,0,757.26801,387.26801,4467.6899,-215.31,4479.8608,-137.13901,546.50098,176.50101,4569.0532,-113.947,4559.647,-57.353,3911.804,3541.804,2828.658,-1854.342,3270.925,-1346.075,4672.1108,4302.1108,2605.833,-2077.167,2865.2849,-1751.715,-0.01434,26598,-0.02243,41548,-0.00808,14950,-0.01294,23994,0.00141,-2604,-0.11488,213089,-0.10054,186491,-0.04135,76668,-0.02701,50070,-0.01141,21149,-0.01747,32348,-0.00606,11199,-0.01087,20158,0.00054,-991,-0.08546,158493,-0.07405,137344,-0.04029,74704,-0.02889,53555,-9081,-15049,-5968,-10797,-1716,-69782,-60701,-94529,-85448,"Stockport 001",118.41166
"200","E02001188",16461,0,0,2150,0,0,6568,0,675,7068,0,1218.0439,543.04401,6778.1768,-289.823,6372.4399,-195.56,1088.053,413.05301,6765.2959,-302.703,6473.7612,-94.239,5777.8979,5102.8979,4454.7979,-2613.2019,4644.8218,-1923.178,6965.5,6290.5,4046.957,-3021.043,4074.396,-2493.604,-0.02165,40152,-0.03345,61998,-0.0118,21846,-0.01639,30399,0.00526,-9753,-0.16023,297210,-0.13858,257058,-0.03899,72282,-0.01734,32130,-0.01816,33677,-0.02709,50196,-0.00893,16519,-0.01566,29042,0.0025,-4635,-0.12147,225294,-0.1033,191617,-0.04801,89015,-0.02985,55338,-16199,-24642,-8443,-18624,-2425,-99881,-83682,-132940,-116741,"Stockport 002",115.73209
