"","geo_code","all","light_rail","train","bus","taxi","motorbike","car_driver","car_passenger","bicycle","foot","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_siw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_siw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_siw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_siw","ebike_sld","ebike_sid","base_sldeath_webtag","base_slvalue_webtag","govtarget_sldeath_webtag","govtarget_slvalue_webtag","govtarget_sideath_webtag","govtarget_sivalue_webtag","gendereq_sldeath_webtag","gendereq_slvalue_webtag","gendereq_sideath_webtag","gendereq_sivalue_webtag","dutch_sldeath_webtag","dutch_slvalue_webtag","dutch_sideath_webtag","dutch_sivalue_webtag","ebike_sldeath_webtag","ebike_slvalue_webtag","ebike_sideath_webtag","ebike_sivalue_webtag","base_sldeath_heat","base_slvalue_heat","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","base_slco2","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","geo_label.y","avslope"
"1","E02000984",24014,0,0,1616,0,0,8361,0,1319,12718,0,1704.427,385.427,12463.785,-254.215,8250.9092,-110.091,1475.626,156.62601,12579.413,-138.58701,8344.4141,-16.586,4980.8159,3661.8159,10133.851,-2584.1499,7439.624,-921.37598,7843.9058,6524.9058,8529.3281,-4188.6709,6389.686,-1971.314,-0.02889,53594,-0.03313,61424,-0.00425,7830,-0.02683,49775,0.00206,-3819,-0.01464,27109,0.01425,-26485,0.10563,-196027,0.13452,-249621,-0.02622,48652,-0.03003,55673,-0.00381,7021,-0.02512,46593,0.00111,-2059,-0.03039,56335,-0.00417,7683,0.03179,-59023,0.05801,-107675,-30373,-36169,-5796,-30659,-286,-72752,-42379,-141265,-110892,"Bolton 001",280.18995
"2","E02000985",18282,0,0,3327,0,0,9459,0,323,5173,0,610.27502,287.27499,5068.2998,-104.7,9326.2266,-132.77299,617.539,294.539,5034.2959,-138.703,9348.2207,-110.779,3822.127,3499.127,3823.324,-1349.676,7891.7988,-1567.201,5884.4019,5561.4019,3221.6001,-1951.4,6787.6172,-2671.384,-0.0212,39327,-0.04132,76592,-0.02012,37265,-0.0265,49147,-0.00529,9820,-0.25463,472355,-0.23343,433028,-0.2574,477482,-0.23619,438155,-0.0144,26709,-0.0274,50771,-0.013,24062,-0.01839,34103,-0.00399,7394,-0.17167,318430,-0.15727,291721,-0.17988,333658,-0.16547,306949,-8324,-15225,-6901,-11864,-3540,-84654,-76330,-157460,-149136,"Bolton 002",254.66041
"3","E02000986",8424,0,0,1000,0,0,4007,0,165,3252,0,294.65201,129.65199,3194.063,-57.936,3950.335,-56.665,251.737,86.737,3201.3291,-50.671,3973.207,-33.793,1745.71,1580.71,2522.4021,-729.59802,3346.9041,-660.09601,2792.897,2627.897,2091.293,-1160.707,2842.79,-1164.21,-0.0078,14456,-0.01341,24834,-0.00562,10378,-0.0088,16316,-0.001,1860,-0.06919,128318,-0.06139,113862,-0.03925,72773,-0.03145,58317,-0.00548,10155,-0.00929,17181,-0.00381,7026,-0.00634,11744,-0.00086,1589,-0.04959,91947,-0.04411,81792,-0.03398,62998,-0.0285,52843,-4288,-6962,-2674,-5663,-1375,-34313,-30025,-63278,-58990,"Bolton 003",263.69724
"4","E02000987",4237,0,0,505,0,0,1801,0,131,1800,0,204.30499,73.305,1758.0341,-41.966,1776.554,-24.446,206.09599,75.096,1752.837,-47.163,1779.9771,-21.023,878.638,747.638,1342.3361,-457.664,1574.858,-226.142,1358.707,1227.707,1132.865,-667.13501,1366.496,-434.504,-0.01373,25466,-0.01598,29613,-0.00225,4147,-0.01465,27164,-0.00092,1698,-0.02522,46744,-0.01148,21278,-0.01892,35072,-0.00519,9606,-0.00978,18138,-0.01146,21214,-0.00167,3076,-0.01055,19563,-0.00077,1425,-0.01993,36941,-0.01015,18803,-0.01801,33374,-0.00823,15236,-5323,-6534,-1211,-6159,-836,-15164,-9841,-29554,-24231,"Bolton 004",247.52659
"5","E02000988",14629,0,0,1024,0,0,9030,0,230,4345,0,487.004,257.004,4251.8618,-93.138,8883.7002,-146.3,411.73599,181.73599,4269.6479,-75.351,8932.4443,-97.556,3371.6431,3141.6431,3223.7759,-1121.224,7243.4561,-1786.5439,5141.5752,4911.5752,2703.7451,-1641.255,6110.9448,-2919.0549,-0.01394,25854,-0.02584,47892,-0.0119,22038,-0.01891,35074,-0.00497,9220,-0.17471,324091,-0.16077,298237,-0.14039,260430,-0.12645,234576,-0.00941,17453,-0.01747,32351,-0.00805,14898,-0.01292,23949,-0.0035,6496,-0.11993,222456,-0.11051,205003,-0.10194,189093,-0.09253,171640,-6544,-12408,-5864,-9974,-3430,-77465,-70921,-134509,-127965,"Bolton 005",259.03512
"6","E02000989",19623,0,0,1604,0,0,9733,0,682,7604,0,1025.209,343.20901,7426.4502,-177.55,9592.2832,-140.717,910.04102,228.041,7458.2622,-145.73801,9655.958,-77.042,4254.0952,3572.094,5773.397,-1830.603,8244.4785,-1488.521,6617.062,5935.062,4894.0962,-2709.9041,6974.0918,-2758.908,-0.03508,65076,-0.04662,86438,-0.01153,21362,-0.03814,70744,-0.00305,5668,-0.16375,303759,-0.12867,238683,-0.11413,211690,-0.07905,146614,-0.02503,46422,-0.03325,61653,-0.00823,15231,-0.02746,50932,-0.00243,4510,-0.11895,220646,-0.09393,174224,-0.09496,176135,-0.06993,129713,-17992,-24863,-6871,-21259,-3267,-89747,-71755,-164346,-146354,"Bolton 006",267.81685
"7","E02000990",31614,0,0,3182,0,0,16676,0,684,11072,0,1306.365,622.36499,10762.87,-309.13,16409.041,-266.95901,1004.481,320.48099,10900.136,-171.864,16558.537,-117.462,6496.585,5812.585,8234.8281,-2837.1709,14154.668,-2521.332,9912.2461,9228.2461,7071.6909,-4000.3081,12270.434,-4405.5659,-0.06419,119074,-0.09169,170037,-0.0275,50963,-0.07309,135584,-0.0089,16510,-0.35587,660176,-0.29168,541102,-0.38406,712484,-0.31987,593410,-0.044,81625,-0.06235,115600,-0.01834,33975,-0.05023,93178,-0.00623,11553,-0.24392,452483,-0.19992,370858,-0.27387,508044,-0.22987,426419,-25636,-37565,-11929,-29998,-4362,-135780,-110144,-261656,-236020,"Bolton 007",235.65204
"8","E02000991",17560,0,0,1282,0,0,5502,0,609,10167,0,965.73999,356.73999,9925.2217,-241.77901,5411.1401,-90.86,919.80499,310.80499,9933.3018,-233.698,5453.4648,-48.535,4189.833,3580.833,7786.0381,-2380.9619,4597.5381,-904.46198,6182.6079,5573.6079,6652.5942,-3514.406,3892.5691,-1609.431,-0.01272,23591,-0.01299,24050,-0.00027,459,-0.01117,20720,0.00155,-2871,-0.00341,6296,0.0093,-17295,0.10305,-191227,0.11577,-214818,-0.01208,22412,-0.01323,24513,-0.00115,2101,-0.01156,21434,0.00053,-978,-0.0176,32612,-0.00552,10200,0.04228,-78485,0.05437,-100897,-13208,-16779,-3571,-14372,-1164,-46708,-33500,-82523,-69315,"Bolton 008",255.81626
"9","E02000992",8369,0,0,839,0,0,3194,0,973,3363,0,1116.137,143.13699,3278.897,-84.103,3145.533,-48.467,1026.958,53.958,3323.6609,-39.339,3181.2749,-12.725,1937.9659,964.966,2843.303,-519.69702,2805.446,-388.55399,2699.158,1726.158,2513.739,-849.26099,2449.104,-744.896,0.02891,-53654,0.0275,-51074,-0.00141,2580,0.02955,-54833,0.00063,-1179,-0.00806,14913,-0.03697,68567,0.02147,-39881,-0.00744,13773,-0.015,27821,-0.01772,32823,-0.00272,5002,-0.01471,27280,0.00029,-541,-0.04217,78186,-0.02716,50365,-0.02954,54762,-0.01454,26941,-22554,-25607,-3053,-22885,-331,-44562,-22008,-70005,-47451,"Bolton 009",206.0321
"10","E02000993",12253,0,0,960,0,0,5114,0,455,5724,0,722.53003,267.53,5565.3408,-158.659,5023.083,-90.916,1321.401,866.401,5043.3892,-680.61102,4957.8398,-156.159,3272.1299,2817.1299,4138.5869,-1585.413,4103.8262,-1010.174,4591.3428,4136.3428,3540.2561,-2183.7439,3490.2439,-1623.756,-0.00202,3744,-0.00425,7850,-0.00223,4106,0.0058,-10779,0.00783,-14523,-0.03007,55749,-0.02805,52005,0.04358,-80899,0.04561,-84643,-0.00327,6066,-0.0054,9968,-0.00212,3902,0.00064,-1196,0.00391,-7262,-0.03055,56629,-0.02727,50563,0.01214,-22571,0.01542,-28637,-8221,-11912,-3691,-10698,-2477,-48218,-39997,-80723,-72502,"Bolton 010",241.85857
"11","E02000994",14972,0,0,1296,0,0,6724,0,509,6443,0,878.245,369.245,6262.0088,-180.991,6580.4771,-143.52299,634.02197,125.022,6361.3359,-81.664,6684.2378,-39.762,3932.4309,3423.4309,4769.7261,-1673.274,5366.521,-1357.478,5556.249,5047.249,4068.885,-2374.115,4564.771,-2159.228,-0.01489,27624,-0.02085,38657,-0.00596,11033,-0.01506,27928,-0.00016,304,-0.07907,146656,-0.06417,119032,-0.00945,17507,0.00544,-10117,-0.01148,21299,-0.01607,29776,-0.00459,8477,-0.01183,21930,-0.00034,631,-0.06151,114091,-0.05003,92792,-0.02181,40437,-0.01033,19138,-12571,-17467,-4896,-13803,-1232,-59642,-47071,-99211,-86640,"Bolton 011",225.33818
"12","E02000995",15452,0,0,1894,0,0,4907,0,837,7814,0,1111.957,274.957,7647.8081,-166.192,4830.2881,-76.712,1232.629,395.629,7547.8188,-266.181,4832.502,-74.498,3603.2849,2766.2849,6223.2778,-1590.722,4139.0771,-767.92297,5415.8442,4578.8442,5273.9429,-2540.0559,3493.9771,-1413.0229,0.00665,-12347,0.00533,-9921,-0.00132,2426,0.00799,-14839,0.00134,-2492,-0.01139,21097,-0.01804,33444,0.10175,-188804,0.0951,-176457,-0.00284,5269,-0.00452,8352,-0.00168,3083,-0.00288,5329,-3e-05,60,-0.02319,42993,-0.02035,37724,0.04024,-74692,0.04309,-79961,-17700,-20918,-3218,-20041,-2341,-46326,-28626,-78225,-60525,"Bolton 012",267.99171
"13","E02000996",11725,0,0,1019,0,0,5266,0,346,5094,0,549.41498,203.41499,4977.1318,-116.868,5191.9712,-74.029,605.60101,259.60101,4936.5811,-157.41901,5192.8262,-73.174,2393.479,2047.479,3982.3259,-1111.674,4481.1221,-784.87799,3899.105,3553.105,3337.2771,-1756.723,3756.865,-1509.135,-0.01004,18622,-0.01427,26429,-0.00423,7807,-0.01086,20145,-0.00082,1523,-0.06755,125286,-0.05751,106664,-0.02981,55277,-0.01977,36655,-0.0076,14099,-0.01079,19980,-0.00319,5881,-0.00865,16032,-0.00104,1933,-0.05074,94105,-0.04314,80006,-0.03116,57769,-0.02356,43670,-7984,-11371,-3387,-10263,-2279,-44402,-36418,-83148,-75164,"Bolton 013",278.13594
"14","E02000997",25116,0,0,2164,0,0,11792,0,902,10258,0,1466.0031,564.00299,9947.8066,-310.19299,11573.244,-218.756,1205.443,303.44299,10083.034,-174.966,11681.787,-110.213,5933.1069,5031.1069,7545.0449,-2712.9551,9814.5322,-1977.468,8638.7207,7736.7212,6460.707,-3797.293,8442.0527,-3349.947,-0.03598,66739,-0.05135,95194,-0.01537,28455,-0.03954,73338,-0.00356,6599,-0.20008,371147,-0.1641,304408,-0.13353,247677,-0.09755,180938,-0.02964,54977,-0.0407,75444,-0.01106,20467,-0.03249,60251,-0.00284,5274,-0.14943,277180,-0.11979,222203,-0.11954,221721,-0.0899,166744,-25790,-35327,-9537,-29360,-3570,-111615,-85825,-199376,-173586,"Bolton 014",209.40702
"15","E02000998",17800,0,0,1532,0,0,9893,0,293,6082,0,708.51599,415.51599,5912.9761,-169.024,9688.6846,-204.315,686.04901,393.04901,5861.8481,-220.153,9752.46,-140.53999,4514.5352,4221.5352,4435.6221,-1646.3781,7689.958,-2203.042,6458.2988,6165.2988,3788.0569,-2293.9431,6523.3789,-3369.6211,-0.01418,26303,-0.02754,51053,-0.01336,24750,-0.01386,25700,0.00032,-603,-0.18874,350128,-0.17456,323825,-0.13655,253285,-0.12236,226982,-0.01018,18883,-0.01931,35783,-0.00913,16900,-0.01061,19677,-0.00043,794,-0.13027,241635,-0.12008,222752,-0.10127,187843,-0.09108,168960,-7837,-14690,-6853,-10761,-2924,-85445,-77608,-139124,-131287,"Bolton 015",249.149
"16","E02000999",101233,0,0,32300,0,0,42937,0,2144,23852,0,4240.915,2096.915,23248.322,-603.67902,42028.102,-908.90002,2755.04,611.03998,23641.152,-210.847,42692.027,-244.97301,25542.93,23398.93,17179.57,-6672.4302,32789.363,-10147.637,36364.875,34220.875,14722.677,-9129.3232,28088.043,-14848.956,-0.14082,261244,-0.24876,461453,-0.10794,200209,-0.1528,283460,-0.01198,22216,-1.52943,2837495,-1.38861,2576251,-1.35035,2505246,-1.20953,2244002,-0.09546,177087,-0.16718,310095,-0.07172,133008,-0.10411,193142,-0.00866,16055,-1.0306,1912014,-0.93514,1734927,-0.94065,1745137,-0.84519,1568050,-40636,-70036,-29400,-46847,-6211,-374418,-333782,-595267,-554631,"Bolton 016",196.39444
"17","E02001000",17502,0,0,1827,0,0,7440,0,544,7691,0,930.63702,386.63699,7483.187,-207.813,7297.7568,-142.243,725.32001,181.32001,7585.918,-105.082,7381.563,-58.436,4659.5762,4115.5762,5592.3052,-2098.6951,5881.521,-1558.479,6592.4761,6048.4761,4763.0249,-2927.9751,4973.7148,-2466.2849,-0.00934,17322,-0.01562,28944,-0.00629,11622,-0.00986,18293,-0.00052,971,-0.09026,167430,-0.08093,150108,0.02312,-42925,0.03246,-60247,-0.00796,14764,-0.01297,24015,-0.00501,9251,-0.00872,16173,-0.00076,1409,-0.07324,135846,-0.06528,121082,-0.00684,12643,0.00112,-2121,-11496,-17450,-5954,-13569,-2073,-76598,-65102,-123471,-111975,"Bolton 017",236.34288
"18","E02001001",9409,0,0,1110,0,0,5299,0,225,2775,0,389.32901,164.32899,2725.562,-49.438,5204.3848,-94.615,336.53601,111.536,2712.6479,-62.352,5255.564,-43.436,2275.012,2050.012,2122.2019,-652.79797,4162.437,-1136.563,3382.165,3157.165,1767.562,-1007.438,3526.3169,-1772.683,-0.01572,29156,-0.02417,44778,-0.00845,15622,-0.01641,30431,-0.00069,1275,-0.11781,218515,-0.10209,189359,-0.08035,149034,-0.06463,119878,-0.01103,20458,-0.01673,30976,-0.00569,10518,-0.01173,21750,-7e-04,1292,-0.08144,151045,-0.07041,130587,-0.06113,113363,-0.0501,92905,-7420,-11151,-3731,-8942,-1522,-49694,-42274,-80659,-73239,"Bolton 018",257.73615
"19","E02001002",23568,0,0,1911,0,0,9987,0,886,10784,0,1332.254,446.254,10539.003,-244.99699,9818.5947,-168.40601,1211.748,325.74799,10541.866,-242.134,9911.5586,-75.442,5711.375,4825.375,8090.2119,-2693.7881,8210.3105,-1776.689,8452.7129,7566.7129,6857.0122,-3926.988,6955.4409,-3031.5591,-0.03812,70705,-0.04935,91481,-0.01123,20776,-0.03356,62245,0.00456,-8460,-0.14108,261689,-0.10296,190984,-0.0093,17194,0.02882,-53511,-0.02836,52599,-0.0369,68389,-0.00854,15790,-0.02623,48655,0.00213,-3944,-0.11274,209099,-0.08438,156500,-0.03862,71583,-0.01026,18984,-22467,-30907,-8440,-24703,-2236,-107895,-85428,-180413,-157946,"Bolton 019",221.03568
"20","E02001003",13915,0,0,1534,0,0,6790,0,531,5060,0,741.24902,210.24899,4974.73,-85.27,6686.9731,-103.027,686.73297,155.733,4944.0288,-115.971,6753.3691,-36.631,2919.072,2388.072,4043.4509,-1016.549,5667.7979,-1122.202,4705.916,4174.916,3346.3589,-1713.641,4765.3652,-2024.635,-0.02884,53495,-0.03761,69722,-0.00877,16227,-0.02222,41211,0.00662,-12284,-0.11382,211124,-0.08498,157629,-0.02742,50833,0.00142,-2662,-0.02296,42575,-0.02924,54199,-0.00629,11624,-0.01943,36034,0.00353,-6541,-0.08664,160695,-0.06368,118120,-0.04041,74919,-0.01745,32344,-16714,-21748,-5034,-17892,-1178,-68778,-52064,-116902,-100188,"Bolton 020",194.04506
"21","E02001004",19602,0,0,5259,0,0,7703,0,398,6242,0,740.56097,342.561,6106.3818,-135.618,7568.0142,-134.98599,933.12402,535.12402,6068.77,-173.231,7492.0239,-210.97501,4401.3569,4003.3579,4676.687,-1565.313,6049.731,-1653.269,6650.6782,6252.6782,3929.5959,-2312.4041,5101.4131,-2601.5869,-0.0216,40068,-0.03486,64633,-0.01326,24565,-0.03443,63865,-0.01283,23797,-0.16657,308993,-0.14497,268925,-0.11866,220121,-0.09706,180053,-0.01527,28310,-0.02409,44639,-0.00882,16329,-0.02434,45133,-0.00907,16823,-0.11774,218395,-0.10248,190085,-0.09518,176539,-0.07991,148229,-8476,-13277,-4801,-14341,-5865,-64419,-55943,-105299,-96823,"Bolton 021",249.72215
"22","E02001005",34761,0,0,6310,0,0,17435,0,811,10205,0,1501.321,690.32098,9954.2666,-250.733,17107.988,-327.013,1093.4821,282.48199,10061.369,-143.631,17330.248,-104.753,8726.5771,7915.5771,7330.1372,-2874.863,13654.332,-3780.668,12521.454,11710.454,6259.478,-3945.522,11629.619,-5805.3799,-0.05114,94857,-0.08488,157406,-0.03374,62549,-0.05249,97357,-0.00135,2500,-0.47119,874148,-0.42006,779291,-0.36393,675144,-0.31279,580287,-0.03546,65780,-0.0585,108473,-0.02304,42693,-0.03679,68250,-0.00133,2470,-0.32613,605003,-0.29066,539223,-0.26744,496131,-0.23198,430351,-19889,-33549,-13660,-22280,-2391,-174835,-154946,-283895,-264006,"Bolton 022",196.14368
"23","E02001006",9277,0,0,935,0,0,5201,0,247,2894,0,442.349,195.349,2813.2109,-80.789,5105.5879,-95.412,328.79599,81.796,2856.0681,-37.932,5165.4531,-35.547,2386.999,2139.999,2062.772,-831.22699,4114.2012,-1086.799,3402.1479,3155.1479,1767.198,-1126.802,3502.3191,-1698.681,-0.011,20393,-0.01805,33432,-0.00705,13039,-0.01159,21494,-0.00059,1101,-0.10279,190637,-0.09179,170244,-0.06933,128575,-0.05833,108182,-0.00842,15612,-0.01341,24823,-0.00499,9211,-0.00905,16771,-0.00063,1159,-0.07334,135998,-0.06491,120386,-0.05528,102501,-0.04686,86889,-6924,-10847,-3923,-8195,-1271,-50479,-43555,-83287,-76363,"Bolton 023",168.16726
"24","E02001007",14691,0,0,1035,0,0,6585,0,583,6488,0,907.61603,324.616,6299.7598,-188.24001,6465.793,-119.206,827.24799,244.248,6284.5669,-203.43201,6547.729,-37.27,3973.9529,3390.9529,4508.9912,-1979.009,5360.127,-1224.873,5479.1611,4896.1611,3920.7009,-2567.2991,4566.0962,-2018.9041,-0.02378,44107,-0.03213,59561,-0.00836,15454,-0.01872,34731,0.00506,-9376,-0.10306,191157,-0.07928,147050,-0.0317,58770,-0.00792,14663,-0.01785,33098,-0.02406,44577,-0.00622,11479,-0.01511,28029,0.00273,-5069,-0.08085,149946,-0.063,116848,-0.04057,75217,-0.02272,42119,-16207,-22311,-6104,-16861,-654,-77363,-61156,-126715,-110508,"Bolton 024",190.76179
"25","E02001008",15816,0,0,1163,0,0,6640,0,541,7472,0,886.88599,345.88599,7283.792,-188.20799,6507.0181,-132.983,636.89801,95.898,7413.3618,-58.638,6609.2778,-30.722,4143.0752,3602.075,5497.5361,-1974.464,5267.9629,-1372.037,5886.0811,5345.0811,4668.7808,-2803.219,4482.3638,-2157.636,-0.01758,32607,-0.02135,39564,-0.00377,6957,-0.01728,32053,3e-04,-554,-0.03952,73271,-0.02194,40664,0.07859,-145848,0.09617,-178455,-0.01467,27198,-0.01819,33690,-0.00352,6492,-0.01463,27132,4e-05,-66,-0.04254,78873,-0.02787,51675,0.02461,-45696,0.03927,-72894,-14077,-19214,-5137,-14686,-609,-65277,-51200,-105882,-91805,"Bolton 025",218.61156
"26","E02001009",19179,0,0,1255,0,0,5857,0,1182,10885,0,1650.052,468.052,10570.435,-314.565,5735.0859,-121.914,1489.036,307.03601,10646.595,-238.405,5799.1152,-57.885,5449.2349,4267.2349,8020.541,-2864.46,4724.7671,-1132.233,7298.792,6116.792,7008.731,-3876.269,4027.7759,-1829.224,0.01427,-26480,0.01514,-28131,0.00087,-1651,0.01935,-35896,0.00508,-9416,0.02825,-52447,0.01398,-25967,0.17549,-325615,0.16122,-299135,0.00177,-3280,0.00089,-1683,-0.00088,1597,0.00425,-7886,0.00248,-4606,-0.00443,8186,-0.0062,11466,0.08145,-151143,0.07968,-147863,-18932,-24144,-5212,-20810,-1878,-66643,-47711,-105272,-86340,"Bolton 026",187.95049
"27","E02001010",19903,0,0,1424,0,0,8473,0,730,9276,0,1239.656,509.65601,8986.252,-289.74799,8289.6338,-183.366,1753.213,1023.213,8572.7051,-703.29498,8229.6699,-243.33,5979.1201,5249.1201,6327.1558,-2948.844,6550.6699,-1922.33,7922.4331,7192.4331,5507.582,-3768.4189,5575.8218,-2897.178,-0.02464,45705,-0.03019,55977,-0.00556,10272,-0.00233,4319,0.02231,-41386,-0.07318,135741,-0.04854,90036,0.07144,-132595,0.09608,-178300,-0.0192,35607,-0.02427,44971,-0.00507,9364,-0.00787,14585,0.01133,-21022,-0.06983,129495,-0.05063,93888,0.01549,-28781,0.03469,-64388,-17564,-25190,-7626,-23160,-5596,-96899,-79335,-149467,-131903,"Bolton 027",161.18883
"28","E02001011",11575,0,0,1060,0,0,5676,0,652,4187,0,902.76599,250.76601,4068.866,-118.134,5561.5679,-114.432,852.73499,200.735,4046.449,-140.55099,5622.895,-53.105,3002.353,2350.353,3064.053,-1122.947,4611.2529,-1064.7469,4216.125,3564.125,2638.1919,-1548.808,3940.929,-1735.071,-0.02101,38969,-0.03076,57007,-0.00975,18038,-0.01581,29316,0.0052,-9653,-0.11927,221230,-0.09826,182261,-0.04644,86109,-0.02543,47140,-0.01981,36747,-0.02711,50244,-0.0073,13497,-0.01719,31876,0.00263,-4871,-0.09346,173339,-0.07365,136592,-0.05428,100642,-0.03446,63895,-19576,-25794,-6218,-21180,-1604,-76762,-57186,-120627,-101051,"Bolton 028",150.79592
"29","E02001012",20027,0,0,1182,0,0,10511,0,609,7725,0,1077.054,468.05399,7498.543,-226.45599,10297.767,-213.233,902.85101,293.85101,7515.375,-209.62399,10438.159,-72.841,5390.9751,4781.9751,5451.019,-2273.981,8288.3096,-2222.6899,7436.5298,6827.5298,4742.3521,-2982.6479,7079.0898,-3431.9099,-0.02949,54709,-0.04495,83331,-0.01545,28622,-0.02658,49302,0.00292,-5407,-0.21224,393705,-0.18274,338996,-0.13989,259486,-0.11039,204777,-0.02081,38593,-0.0317,58769,-0.0109,20176,-0.01936,35904,0.00145,-2689,-0.15115,280371,-0.13034,241778,-0.11047,204897,-0.08966,166304,-15848,-24932,-9084,-16826,-978,-111660,-95812,-181134,-165286,"Bolton 029",156.87993
"30","E02001013",13589,0,0,1238,0,0,6835,0,899,4617,0,1183.084,284.08401,4488.606,-128.394,6701.5752,-133.425,1003.809,104.809,4550.9839,-66.016,6800.5942,-34.406,3419.6641,2520.6641,3578.687,-1038.313,5579.1929,-1255.807,4870.1509,3971.1509,3079.4419,-1537.558,4765.8179,-2069.1819,0.0025,-4652,-0.00786,14525,-0.01036,19177,0.00401,-7459,0.00151,-2807,-0.13251,245799,-0.13501,250451,-0.04741,87911,-0.04991,92563,-0.01413,26206,-0.0223,41314,-0.00817,15108,-0.01349,25008,0.00065,-1198,-0.11162,207042,-0.09749,180836,-0.06749,125162,-0.05336,98956,-23487,-30531,-7044,-24528,-1041,-87522,-64035,-140184,-116697,"Bolton 030",156.56595
"31","E02001014",13821,0,0,1043,0,0,7102,0,967,4709,0,1289.321,322.32101,4559.5361,-149.464,6947.6968,-154.30299,1145.804,178.804,4618.9458,-90.054,7019.1909,-82.809,3676.3789,2709.3789,3591.283,-1117.7159,5678.7559,-1423.244,5035.0298,4068.03,3156.6841,-1552.316,4870.6201,-2231.3799,0.00509,-9463,-0.00739,13650,-0.01248,23113,-0.00079,1442,-0.00588,10905,-0.1719,318868,-0.17699,328331,-0.1079,200131,-0.11299,209594,-0.01387,25715,-0.02354,43617,-0.00967,17902,-0.01798,33338,-0.00411,7623,-0.13631,252843,-0.12244,227128,-0.10332,191639,-0.08945,165924,-25133,-32965,-7832,-28927,-3794,-97487,-72354,-147172,-122039,"Bolton 031",148.97739
"32","E02001015",16754,0,0,1605,0,0,9102,0,430,5617,0,868.15399,438.15399,5418.5801,-198.42,8899.459,-202.541,1135.0811,705.08099,5168.438,-448.56201,8888.0918,-213.908,4926.541,4496.541,3689.3779,-1927.6219,6916.4209,-2185.5791,6484.6802,6054.6802,3258.0601,-2358.9399,5949.835,-3152.165,-0.0296,54895,-0.04513,83659,-0.01553,28764,-0.02535,47005,0.00425,-7890,-0.22191,411648,-0.19231,356753,-0.15534,288147,-0.12574,233252,-0.02042,37872,-0.03131,58028,-0.01089,20156,-0.01888,35001,0.00155,-2871,-0.15543,288298,-0.135,250426,-0.11693,216875,-0.0965,179003,-13666,-21796,-8130,-17742,-4076,-100435,-86769,-155820,-142154,"Bolton 032",144.51632
"33","E02001016",15485,0,0,959,0,0,6338,0,694,7494,0,1146.6429,452.64301,7212.2612,-281.73901,6192.2222,-145.778,1969.14,1275.14,6463.915,-1030.0861,6139.1519,-198.84801,4751.7632,4057.7629,5028.249,-2465.752,4972.0742,-1365.926,6129.9951,5435.9951,4446.4932,-3047.5071,4271.188,-2066.812,-0.01997,37036,-0.02303,42678,-0.00306,5642,0.01324,-24579,0.03321,-61615,-0.04793,88877,-0.02796,51841,0.05018,-93143,0.07015,-130179,-0.01579,29279,-0.01906,35315,-0.00327,6036,0.00224,-4156,0.01802,-33435,-0.0484,89745,-0.03261,60466,0.00882,-16409,0.02461,-45688,-16238,-22247,-6009,-19870,-3632,-73131,-56893,-114953,-98715,"Bolton 033",139.92127
"34","E02001017",21708,0,0,1599,0,0,8213,0,1071,10825,0,1497.326,426.32599,10564.204,-260.79599,8069.8301,-143.17,1702.4189,631.41901,10415.242,-409.758,8029.79,-183.21001,5217.5908,4146.5908,8276.4248,-2548.575,6826.2808,-1386.719,7657.3511,6586.3511,7024.395,-3800.605,5827.6279,-2385.3721,-0.01977,36661,-0.02656,49201,-0.00679,12540,-0.02115,39218,-0.00138,2557,-0.06995,129718,-0.05019,93057,0.06316,-117247,0.08293,-153908,-0.02273,42160,-0.02879,53341,-0.00606,11181,-0.02509,46546,-0.00236,4386,-0.07166,132887,-0.04893,90727,-0.00014,184,0.02259,-41976,-26566,-33525,-6959,-33612,-7046,-88615,-62049,-147025,-120459,"Bolton 034",204.18485
"35","E02001018",16792,0,0,1102,0,0,7126,0,849,7715,0,1256.855,407.85501,7475.3442,-239.65601,6971.0029,-154.99699,1099.868,250.868,7530.3828,-184.617,7063.0059,-62.994,4552.6909,3703.6909,5624.8828,-2090.1169,5613.6338,-1512.366,6127.7358,5278.7358,4919.627,-2795.3721,4847.1079,-2278.8921,0.00915,-16990,0.00014,-314,-0.00901,16676,0.01096,-20345,0.00181,-3355,-0.1056,195880,-0.11476,212870,0.00449,-8370,-0.00466,8620,-0.0117,21699,-0.01937,35889,-0.00767,14190,-0.01103,20447,0.00068,-1252,-0.09891,183472,-0.08721,161773,-0.0399,73984,-0.0282,52285,-20603,-28570,-7967,-22487,-1884,-96651,-76048,-146075,-125472,"Bolton 035",131.33795
