"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"254905",1,1,1,16.566,7288,354,309,0.01865,3088,275,46127,"E02006227 E02006228",354
"254906",1,1,1,12.721,5250,308,194,0.01525,2371,181,22553,"E02006227 E02006229",308
"254907",1,1,1,13.731,5672,300,241,0.01755,2560,202,45903,"E02006227 E02006230",300
"254909",1,1,1,11.076,4608,250,164,0.01481,2065,166,21242,"E02006227 E02006232",250
"254910",1,1,1,14.847,6152,334,213,0.01435,2768,217,29979,"E02006227 E02006233",334
"254911",1,1,1,14.325,6428,325,259,0.01808,2670,221,25982,"E02006227 E02006235",325
"254912",1,1,1,26.107,10898,473,431,0.01651,4867,383,49990,"E02006227 E02006247",473
"254916",1,1,1,15.482,6528,332,236,0.01524,2886,237,28698,"E02006227 E02006266",332
"254917",1,1,1,15.781,6636,273,257,0.01629,2942,236,34068,"E02006227 E02006269",273
"254918",1,1,1,18.653,7820,390,287,0.01539,3477,272,38506,"E02006227 E02006270",390
"254919",1,1,1,18.84,8840,323,291,0.01545,3512,293,36939,"E02006227 E02006271",323
"254920",1,1,1,23.762,9836,442,388,0.01633,4429,345,47900,"E02006227 E02006272",442
"254921",1,1,1,23.393,9516,375,259,0.01107,4361,327,52297,"E02006227 E02006276",375
"254922",1,1,1,20.292,8648,332,290,0.01429,3783,303,35667,"E02006227 E02006277",332
"254923",1,1,1,20.434,8710,401,299,0.01463,3809,300,55077,"E02006227 E02006278",401
"254924",1,1,1,21.012,8820,390,302,0.01437,3917,313,56578,"E02006227 E02006279",390
"254925",1,1,1,24.395,10880,494,423,0.01734,4547,404,66531,"E02006227 E02006280",494
"254926",1,1,1,18.805,7740,322,270,0.01436,3505,267,52523,"E02006227 E02006281",322
"254934",1,1,1,6.645,2742,128,115,0.01731,1239,88,18272,"E02006228 E02006229",128
"254936",1,1,1,11.124,4662,199,159,0.01429,2074,165,26885,"E02006228 E02006232",199
"254937",1,1,1,10.602,4438,204,150,0.01415,1976,147,31707,"E02006228 E02006233",204
"254938",1,1,1,12.779,5238,281,162,0.01268,2382,167,38694,"E02006228 E02006234",281
"254939",1,1,1,22.012,9298,346,284,0.0129,4103,312,64645,"E02006228 E02006235",346
"254942",1,1,1,22.738,10328,519,462,0.02032,4239,395,55751,"E02006228 E02006276",519
"254943",1,1,1,21.055,9760,494,481,0.02284,3925,384,41710,"E02006228 E02006277",494
"254944",1,1,1,19.225,8850,402,412,0.02143,3584,328,49234,"E02006228 E02006278",402
"254945",1,1,1,18.489,8492,355,411,0.02223,3447,324,46422,"E02006228 E02006279",355
"254946",1,1,1,19.582,9118,402,412,0.02104,3650,344,47432,"E02006228 E02006280",402
"254947",1,1,1,19.132,8468,390,403,0.02106,3566,320,44379,"E02006228 E02006281",390
"254948",1,1,1,11.693,6142,216,191,0.01633,2180,217,35869,"E02006228 E02006282",216
"254949",1,1,1,17.119,7470,336,259,0.01513,3191,282,48586,"E02006228 E02006283",336
"254950",1,1,1,19.746,8278,324,250,0.01266,3681,296,72382,"E02006228 E02006286",324
"254960",1,1,1,21.196,8894,414,275,0.01297,3951,321,39191,"E02006229 E02006230",414
"254961",1,1,1,6.609,2944,124,68,0.01029,1232,110,11722,"E02006229 E02006232",124
"254962",1,1,1,4.533,2050,105,51,0.01125,845,71,14373,"E02006229 E02006233",105
