"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"169864",1,1,1,1.81,740,53,3,0.00166,337,24,2635,"E02003743 E02003744",53
"169876",1,1,1,15.433,5762,229,6,0.00039,2877,196,74120,"E02003743 E02005558",229
"169877",1,1,1,21.79,8436,343,26,0.00119,4062,280,137344,"E02003743 E02005559",343
"169879",1,1,1,19.784,7470,273,20,0.00101,3688,255,132464,"E02003743 E02005561",273
"169880",1,1,1,4.284,1634,77,2,0.00047,799,53,8440,"E02003743 E02005563",77
"169881",1,1,1,24088,9702,387,164,0.00681,4490,339,54895,"E02003743 E02005564",387
"169882",1,1,1,9.666,3676,245,5,0.00052,1802,123,34724,"E02003743 E02005566",245
"169883",1,1,1,21.513,8570,693,45,0.00209,4010,299,92908,"E02003743 E02005567",693
"169904",1,1,1,23.462,9038,444,42,0.00179,4374,302,137780,"E02003744 E02005557",444
"169907",1,1,1,21.027,7964,330,23,0.00109,3920,270,135039,"E02003744 E02005561",330
"169908",1,1,1,5.527,2128,134,5,9e-04,1030,68,11015,"E02003744 E02005563",134
"169910",1,1,1,17.883,6638,312,9,5e-04,3334,224,39382,"E02003744 E02005565",312
"169911",1,1,1,8.464,3206,242,6,0.00071,1578,108,32998,"E02003744 E02005566",242
"169912",1,1,1,20.311,8100,690,46,0.00226,3786,284,91182,"E02003744 E02005567",690
"230163",1,1,1,14.781,6356,283,150,0.01015,2755,237,40778,"E02005503 E02005504",283
"230164",1,1,1,7.205,3270,176,67,0.0093,1343,131,18957,"E02005503 E02005505",176
"230165",1,1,1,11.484,5012,322,120,0.01045,2141,192,29938,"E02005503 E02005506",322
"230166",1,1,1,9.758,4366,263,87,0.00892,1819,163,24765,"E02005503 E02005507",263
"230167",1,1,1,10.913,4576,284,98,0.00898,2034,173,28037,"E02005503 E02005508",284
"230169",1,1,1,22.616,10708,459,170,0.00752,4216,349,70622,"E02005503 E02005510",459
"230173",1,1,1,21.735,9184,371,252,0.01159,4052,321,43362,"E02005503 E02005520",371
"230174",1,1,1,11.063,4956,265,164,0.01482,2062,182,30687,"E02005503 E02005521",265
"230175",1,1,1,21.476,8982,404,241,0.01122,4003,318,70929,"E02005503 E02005523",404
"230176",1,1,1,17.652,7520,304,221,0.01252,3291,268,71082,"E02005503 E02005525",304
"230177",1,1,1,19.278,8250,389,242,0.01255,3594,293,71551,"E02005503 E02005526",389
"230178",1,1,1,23.971,9910,408,254,0.0106,4468,348,78424,"E02005503 E02005529",408
"230184",1,1,1,18.39,9130,370,212,0.01153,3428,306,55533,"E02005503 E02005577",370
