"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",222,457.61,315.59999,1288.40998,1365.4,NA,NA,NA,NA,NA,0
"2",21,64.01,31.94,207.09,272.19,NA,NA,NA,NA,NA,0
"3",191,370.66,269.61999,1015.26997,1044.26999,57,107.79,77.56,312.78,311.95001,1
"4",187,357.12,263.57999,970.90997,982.04999,57,107.79,77.56,312.78,311.95001,1
"5",4,13.54,6.04,44.36,62.22,57,107.79,77.56,312.78,311.95001,1
"6",214,427.94,297.41999,1179.65997,1238.06999,57,107.79,77.56,312.78,311.95001,1
"7",23,57.28,27.8,164.39,193.80001,57,107.79,77.56,312.78,311.95001,1
"8",35,100.49,52.02,317.50001,383.35001,57,107.79,77.56,312.78,311.95001,1
"9",0,0,0,0,0,NA,NA,NA,NA,NA,0
"10",0,0,0,0,0,NA,NA,NA,NA,NA,0
"11",35,100.49,52.02,317.50001,383.35001,NA,NA,NA,NA,NA,0
"12",25,77.55,37.98,251.44999,334.41,NA,NA,NA,NA,NA,0
"13",58,157.77,79.82,481.89001,577.15002,NA,NA,NA,NA,NA,0
"14",52,143.2,71.56,456.00001,518.67002,17,42.37,19.85,140.53,142.48,1
"15",6,14.57,8.26,25.89,58.48,17,42.37,19.85,140.53,142.48,1
"16",57,155.55,81.74,484.89001,569.25002,17,42.37,19.85,140.53,142.48,1
"17",5,12.35,10.18,28.89,50.58,17,42.37,19.85,140.53,142.48,1
"18",1,4.4,1.27,10.79,23.67,17,42.37,19.85,140.53,142.48,1
"19",56,151.15,80.47,474.10001,545.58002,17,42.37,19.85,140.53,142.48,1
"20",14,36.37,18.7,84.82,156.32,17,42.37,19.85,140.53,142.48,1
"21",15,40.77,19.97,95.61,179.99,17,42.37,19.85,140.53,142.48,1
"22",6,14.57,8.26,25.89,58.48,17,42.37,19.85,140.53,142.48,1
"23",5,12.35,10.18,28.89,50.58,17,42.37,19.85,140.53,142.48,1
"24",6,14.57,8.26,25.89,58.48,NA,NA,NA,NA,NA,0
"25",15,40.77,19.97,95.61,179.99,17,42.37,19.85,140.53,142.48,1
"26",8,18.38,13.53,35.55,70.14,NA,NA,NA,NA,NA,0
"27",0,0,0,0,0,27,64.08,31.12,194.45,205.49,1
"28",33,94,51.51,282.05999,391.1,27,64.08,31.12,194.45,205.49,1
"29",0,1.93,0,4.94,13.45,27,64.08,31.12,194.45,205.49,1
"30",0,0,0,0,0,27,64.08,31.12,194.45,205.49,1
"31",0,0,0,0,0,27,64.08,31.12,194.45,205.49,1
"32",0,0,0,0,0,27,64.08,31.12,194.45,205.49,1
"33",0,0,0,0,0,27,64.08,31.12,194.45,205.49,1
"34",0,0,0,0,0,27,64.08,31.12,194.45,205.49,1
"35",0,0,0,0,0,27,64.08,31.12,194.45,205.49,1
"36",3,14.59,5.25,44.97,86.08,27,64.08,31.12,194.45,205.49,1
"37",2,4.72,2,8.47,20.22,27,64.08,31.12,194.45,205.49,1
"38",1,9.87,3.25,36.5,65.86,27,64.08,31.12,194.45,205.49,1
"39",2,6.65,2,13.41,33.67,27,64.08,31.12,194.45,205.49,1
"40",2,4.72,2,8.47,20.22,27,64.08,31.12,194.45,205.49,1
"41",0,1.93,0,4.94,13.45,27,64.08,31.12,194.45,205.49,1
"42",4,8.31,6.08,9.82,28.19,NA,NA,NA,NA,NA,0
"43",1,2.28,2.73,3.16,8.63,NA,NA,NA,NA,NA,0
"44",10,26.73,14.32,61.53,116.95,NA,NA,NA,NA,NA,0
