"","geo_code","geo_label","All","light_rail","train","bus","taxi","motorbike","Car","car_passenger","Bicycle","foot","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"3630","E02005578","North Norfolk 009",2318,6,17,46,6,21,1830,153,49,179,11,117.626,68.626,170.15199,1778.51099,-51.489,68.798,19.798,176.496,1814.93799,-15.062,416.082,367.082,130.27299,1556.95496,-273.04501,540.17798,491.17801,118.14,1458.61804,-371.38199,-0.03284,60918,-0.0195,36174,-0.01954,36247,-0.0062,11503,-0.07221,133967,-0.05887,109223,-0.08292,153825,-0.06958,129081,-20537,-12135,-13476,-5074,-58962,-50560,-100845,-92443,0.01138
"3810","E02005547","Great Yarmouth 010",3646,4,26,245,22,32,2247,216,211,544,99,374.91199,163.912,511.98599,2141.11108,-105.889,304.052,93.052,519.013,2192.98706,-54.013,1014.53802,803.53802,375.375,1736.13196,-510.86801,1199.35095,988.35101,351.81601,1606.47595,-640.52399,-0.11101,205928,-0.05717,106049,-0.07409,137442,-0.02025,37563,-0.26665,494690,-0.21281,394811,-0.23808,441693,-0.18424,341814,-47181,-23883,-34145,-10847,-128965,-105667,-170929,-147631,0.00817
"3832","E02005519","Breckland 017",3364,3,19,104,25,29,2015,336,126,696,11,240.78999,114.79,656.83899,1955.47595,-59.524,179.26601,53.266,674.78198,1990.35803,-24.642,732.15601,606.15601,473.14301,1712.47095,-302.52899,926.87799,800.87799,429.41501,1595.66394,-419.336,-0.04073,75557,-0.01883,34925,-0.03298,61188,-0.01108,20556,-0.06767,125537,-0.04577,84905,-0.09025,167430,-0.06835,126798,-30627,-14816,-22475,-6664,-64897,-49086,-122988,-107177,0.01241
"3880","E02005557","King's Lynn and West Norfolk 007",2352,1,21,65,17,23,1242,314,267,388,14,396.996,129.996,356.896,1168.75195,-73.248,342.10999,75.11,371.91199,1197.53601,-44.465,773.19397,506.194,269.10101,958.55499,-283.44501,850.08301,583.08301,255.907,912.47498,-329.52499,-0.06958,129071,-0.01955,36262,-0.06436,119403,-0.01434,26594,-0.10544,195610,-0.05541,102801,-0.09282,172183,-0.04279,79374,-47105,-12562,-47656,-13113,-74811,-40268,-89029,-54486,0.00464
"3934","E02005592","Norwich 009",4661,14,70,353,12,31,1853,148,725,1428,27,918.42999,193.42999,1341.19397,1777.11597,-75.884,971.84601,246.84599,1350.47205,1735.23401,-117.766,1326.31995,601.32001,1109.12805,1638.03003,-214.97,1633.56799,908.56799,991.63501,1497.81604,-355.18399,-0.10906,202306,-0.01832,33968,-0.13708,254304,-0.04634,85966,-0.11893,220617,-0.02819,52279,-0.11151,206857,-0.02077,38519,-94024,-17751,-114382,-38109,-114551,-38278,-156075,-79802,0.01608
"4196","E02005533","Broadland 014",3405,5,79,95,8,47,2788,157,60,130,36,144.664,84.664,122.658,2720.65088,-67.349,89.652,29.652,129.222,2762.47998,-25.52,427.06601,367.06601,91.364,2502.50391,-285.496,664.96698,604.96698,83.7,2301.40503,-486.595,-0.06539,121281,-0.0395,73256,-0.04057,75250,-0.01468,27225,-0.1426,264533,-0.11671,216508,-0.19789,367105,-0.172,319080,-54217,-32937,-36553,-15273,-133737,-112457,-268249,-246969,0.00913
"4258","E02005514","Breckland 012",2692,2,28,39,6,23,2279,138,41,124,12,90.593,49.593,119.258,2238.71094,-40.289,56.895,15.895,122.421,2265.92603,-13.074,246.8,205.8,100.897,2115.53589,-163.464,394.94,353.94,94.325,1987.85303,-291.147,-0.04715,87467,-0.02756,51120,-0.03006,55762,-0.01047,19415,-0.09939,184385,-0.0798,148038,-0.13633,252907,-0.11673,216560,-34776,-20563,-20861,-6648,-84454,-70241,-168427,-154214,0.00861
"4442","E02005571","North Norfolk 002",1961,7,23,40,0,13,1360,95,88,310,25,130.196,42.196,296.58801,1334.97998,-25.02,107.874,19.874,305.28699,1346.70105,-13.299,248.36501,160.36501,253.56599,1269.98999,-90.01,382.30499,294.30499,222.57899,1179.73706,-180.263,-0.04109,76217,-0.01398,25925,-0.03805,70585,-0.01094,20293,-0.0522,96835,-0.02509,46543,-0.0652,120951,-0.03809,70659,-29355,-10379,-26261,-7285,-50071,-31095,-97570,-78594,NA
"4448","E02005550","Great Yarmouth 013",2804,1,13,111,16,34,2042,161,134,188,104,276.328,142.328,176.54201,1931.28699,-110.713,214.616,80.616,180.586,1979.98499,-62.015,820.59399,686.59399,125.563,1513.35095,-528.64899,949.70203,815.70203,120.226,1408.31006,-633.69,-0.10745,199318,-0.05833,108200,-0.07306,135538,-0.02395,44420,-0.26637,494179,-0.21726,403061,-0.24238,449662,-0.19326,358544,-45371,-24523,-34077,-13229,-128414,-107566,-167846,-146998,0.00855
"4618","E02005540","Great Yarmouth 003",3500,3,24,251,15,39,2455,255,90,253,115,263.81201,173.812,235.181,2333.0769,-121.923,122.359,32.359,251.431,2430.59399,-24.406,931.08197,841.08197,157.342,1872.91895,-582.08099,1111.526,1021.526,149.22099,1735.93701,-719.06299,-0.14349,266193,-0.09272,172008,-0.07015,130147,-0.01939,35962,-0.39886,739989,-0.34809,645804,-0.35118,651526,-0.30041,557341,-57781,-37074,-31176,-10469,-184417,-163710,-243708,-223001,0.00339
"4622","E02005535","Broadland 016",3475,3,59,271,9,37,2446,196,171,243,40,283.53,112.53,232.30901,2365.24805,-80.753,277.99799,106.998,235.257,2374.37012,-71.63,687.10999,516.10999,187.132,2078.21997,-367.78,979.276,808.276,167.595,1863.77002,-582.22998,-0.08644,160333,-0.03481,64562,-0.07827,145197,-0.02665,49426,-0.1731,321121,-0.12147,225350,-0.19153,355310,-0.13991,259539,-62658,-25616,-60085,-23043,-139902,-102860,-225303,-188261,0.01686
"4741","E02006907","Norwich 014",2805,2,82,224,3,24,1049,109,152,1131,29,228.011,76.011,1094.56006,1022.08698,-26.913,205.72,53.72,1111.95203,1024.61804,-24.382,551.61401,399.61401,897.47699,935.12598,-113.874,816.13501,664.13501,770.16998,840.87799,-208.12199,-0.03879,71929,-0.01047,19411,-0.03824,70929,-0.00992,18411,-0.06011,111495,-0.0318,58977,-0.05576,103427,-0.02745,50909,-28306,-8370,-27144,-7208,-49123,-29187,-81585,-61649,NA
"4761","E02005563","King's Lynn and West Norfolk 013",2920,3,32,59,8,36,2455,183,70,59,15,194.58299,124.583,55.341,2347.93091,-107.069,96.546,26.546,58.431,2431.55103,-23.449,613.78198,543.78198,41.831,1988.76404,-466.23599,765.74597,695.74597,40.127,1855.66895,-599.33099,-0.09629,178635,-0.06061,112443,-0.04902,90931,-0.01334,24739,-0.23729,440225,-0.20161,374033,-0.24138,447815,-0.2057,381623,-59737,-37146,-35831,-13240,-163488,-140897,-240519,-217928,0.00059
"4807","E02005505","Breckland 003",2849,2,7,110,13,29,2009,160,91,407,21,186.896,95.896,380.64099,1949.53699,-59.463,145.356,54.356,390.80099,1976.38599,-32.614,539.72302,448.72299,273.646,1738.50098,-270.49899,687.10199,596.10199,251.776,1632.05896,-376.94101,-0.03443,63846,-0.02002,37125,-0.02398,44488,-0.00958,17767,-0.06879,127601,-0.05438,100880,-0.09427,174867,-0.07986,148146,-30685,-17763,-19886,-6964,-72538,-59616,-136630,-123708,0.00919
"4844","E02005569","King's Lynn and West Norfolk 019",3242,2,43,41,3,29,2746,161,66,134,17,150.132,84.132,126.994,2676.26196,-69.738,68.709,2.709,133.87,2743.677,-2.323,429.29901,363.29901,101.924,2446.84106,-299.159,605.99799,539.99799,95.614,2291.95703,-454.04401,-0.06534,121207,-0.04239,78645,-0.02525,46838,-0.00231,4276,-0.16425,304725,-0.14131,262163,-0.19656,364679,-0.17362,322117,-45568,-28917,-19409,-2758,-125929,-109278,-215839,-199188,0.00676
"4909","E02005539","Great Yarmouth 002",3067,5,24,90,10,28,2458,178,44,163,67,120.592,76.592,153.26401,2399.78003,-58.221,70.242,26.242,157.786,2439.54102,-18.459,359.88199,315.88199,114.314,2225.59497,-232.405,537.29102,493.29099,106.086,2078.63794,-379.362,-0.09055,167969,-0.05929,109984,-0.04218,78247,-0.01092,20262,-0.19738,366169,-0.16612,308184,-0.26647,494350,-0.23521,436365,-45606,-29396,-23401,-7191,-109597,-93387,-214554,-198344,0.00449
"4930","E02005602","South Norfolk 006",4286,7,44,287,9,63,3339,215,112,180,30,208.923,96.923,173.123,3264.94604,-74.054,169.83701,57.837,175.91299,3294.43799,-44.562,552.31,440.31,142.55099,3009.39404,-329.60599,920.71301,808.71301,126.349,2718.61499,-620.38501,-0.0976,181033,-0.046,85315,-0.07994,148291,-0.02834,52573,-0.20401,378458,-0.15241,282740,-0.26093,484070,-0.20933,388352,-67607,-32162,-54843,-19398,-162065,-126620,-310044,-274599,0.01743
