"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"169864",1,1,1,1739,716,43,5,0.00288,324,23,4054,"E02003743 E02003744"
"169876",1,1,1,15425,6106,230,88,0.00571,2875,212,79877,"E02003743 E02005558"
"169877",1,1,1,21782,8994,342,154,0.00707,4060,307,146825,"E02003743 E02005559"
"169879",1,1,1,19776,8210,271,191,0.00966,3686,301,142964,"E02003743 E02005561"
"169880",1,1,1,4276,1696,75,18,0.00421,797,54,9054,"E02003743 E02005563"
"169881",1,1,1,24088,9702,387,164,0.00681,4490,339,54895,"E02003743 E02005564"
"169882",1,1,1,9666,3796,245,34,0.00352,1802,126,36131,"E02003743 E02005566"
"169883",1,1,1,21883,9200,570,167,0.00763,4079,335,84720,"E02003743 E02005567"
"169904",1,1,1,23647,9888,416,163,0.00689,4408,333,158855,"E02003744 E02005557"
"169907",1,1,1,21226,8744,333,196,0.00923,3957,320,148214,"E02003744 E02005561"
"169908",1,1,1,5726,2230,137,23,0.00402,1067,73,14304,"E02003744 E02005563"
"169910",1,1,1,18082,6972,315,81,0.00448,3371,243,44201,"E02003744 E02005565"
"169911",1,1,1,8382,3294,228,41,0.00489,1562,111,38177,"E02003744 E02005566"
"169912",1,1,1,20599,8698,553,174,0.00845,3840,320,86766,"E02003744 E02005567"
"230163",1,1,1,14.993,6468,291,156,0.0104,2795,240,40142,"E02005503 E02005504"
"230164",1,1,1,8.055,3796,194,53,0.00658,1502,138,18364,"E02005503 E02005505"
"230165",1,1,1,12.423,5614,315,110,0.00885,2316,203,29400,"E02005503 E02005506"
"230166",1,1,1,10.095,5074,284,61,0.00604,1882,162,20931,"E02005503 E02005507"
"230167",1,1,1,11.496,5396,292,80,0.00696,2143,174,25408,"E02005503 E02005508"
"230169",1,1,1,25.026,13342,583,164,0.00655,4665,380,55395,"E02005503 E02005510"
"230173",1,1,1,23.839,12870,392,274,0.01149,4444,353,40745,"E02005503 E02005520"
"230174",1,1,1,11.05,4992,264,164,0.01484,2060,182,30740,"E02005503 E02005521"
"230175",1,1,1,21.744,20544,394,249,0.01145,4053,323,44937,"E02005503 E02005523"
"230176",1,1,1,20.127,19352,349,237,0.01178,3752,303,42571,"E02005503 E02005525"
"230177",1,1,1,20.529,19290,383,244,0.01189,3827,309,41656,"E02005503 E02005526"
"230178",1,1,1,25.311,21296,472,290,0.01146,4718,380,51673,"E02005503 E02005529"
"230184",1,1,1,18.462,12804,370,198,0.01072,3442,305,47298,"E02005503 E02005577"
"230185",1,1,1,20.106,10134,486,200,0.00995,3748,301,48628,"E02005503 E02005578"
"230186",1,1,1,19.747,10456,488,203,0.01028,3681,306,47636,"E02005503 E02005580"
"230189",1,1,1,26.825,23360,547,335,0.01249,5000,408,53060,"E02005503 E02005588"
"230195",1,1,1,25.234,21908,569,332,0.01316,4704,398,52839,"E02005503 E02005597"
"230196",1,1,1,25.025,15604,591,334,0.01335,4665,394,57422,"E02005503 E02005598"
"230197",1,1,1,25.666,14510,659,198,0.00771,4784,386,52514,"E02005503 E02005600"
"230202",1,1,1,14.561,7190,276,179,0.01229,2714,215,35160,"E02005504 E02005505"
"230203",1,1,1,11.646,4676,242,126,0.01082,2171,159,30209,"E02005504 E02005506"
"230204",1,1,1,15.116,6716,444,149,0.00986,2818,215,36611,"E02005504 E02005507"
"230205",1,1,1,22.05,11276,450,220,0.00998,4110,308,49282,"E02005504 E02005508"
"230206",1,1,1,15.584,8936,348,170,0.01091,2905,238,35378,"E02005504 E02005509"
"230207",1,1,1,17.412,9572,365,178,0.01022,3246,261,42796,"E02005504 E02005510"
"230208",1,1,1,21.975,11280,555,228,0.01038,4096,317,49735,"E02005504 E02005511"
