"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",4,7.48,4,10.35,36.55,NA,NA,NA,NA,NA,0
"2",1,1.63,2.39,1.45,9.23,NA,NA,NA,NA,NA,0
"3",6,8.44,9.97,6.93,29.3,NA,NA,NA,NA,NA,0
"4",25,35.84,61.25,73.58,196.74,NA,NA,NA,NA,NA,0
"5",1,5.45,2.24,33.5,79,NA,NA,NA,NA,NA,0
"6",19,29.31,39.84,41.03,129.83,NA,NA,NA,NA,NA,0
"7",18,27.68,37.45,39.58,120.6,NA,NA,NA,NA,NA,0
"8",3,4.92,8.35,8.1,24.59,3,8.02,7.39,44.56,78.97,1
"9",15,22.76,29.1,31.48,96.01,NA,NA,NA,NA,NA,0
"10",1,1.98,2.91,2.2,9.76,NA,NA,NA,NA,NA,0
"11",14,20.78,26.19,29.28,86.25,NA,NA,NA,NA,NA,0
"12",25,35.84,61.25,73.58,196.74,15,34.19,28.65,171.83,272.12,1
"13",1,1.98,2.91,2.2,9.76,NA,NA,NA,NA,NA,0
"14",5,6.05,9.95,5.96,13.65,NA,NA,NA,NA,NA,0
"15",20,29.79,51.3,67.62,183.09,15,34.19,28.65,171.83,272.12,1
"16",11,15.48,22.27,32.83,87.85,15,34.19,28.65,171.83,272.12,1
"17",9,14.31,29.03,34.79,95.24,15,34.19,28.65,171.83,272.12,1
"18",9,14.73,16.24,23.32,72.6,8,24.29,19.34,144.45,227.95,1
"19",12,19.29,34.41,44.79,116.89,15,34.19,28.65,171.83,272.12,1
"20",3,4.98,5.38,10,21.65,15,34.19,28.65,171.83,272.12,1
"21",8,25.47,14.35,99.05,151.39999,15,34.19,28.65,171.83,272.12,1
"22",11,30.45,19.73,109.05,173.04999,15,34.19,28.65,171.83,272.12,1
"23",30,84.36,62.43,412.25999,569.6,15,34.19,28.65,171.83,272.12,1
"24",42,103.65,96.84,457.04999,686.49001,15,34.19,28.65,171.83,272.12,1
"25",30,78.03,76.78,368.64999,498.31001,NA,NA,NA,NA,NA,0
"26",12,25.62,20.06,88.4,188.18,NA,NA,NA,NA,NA,0
"27",17,33.4,31.19,99.68,223.34,8,24.29,19.34,144.45,227.95,1
"28",5,7.78,11.13,11.28,35.16,8,24.29,19.34,144.45,227.95,1
"29",8,20.58,20.62,69.77,119.44,NA,NA,NA,NA,NA,0
"30",19,51.03,40.35,178.82,292.49,NA,NA,NA,NA,NA,0
"31",8,18.67,14.95,76.36,150.74,NA,NA,NA,NA,NA,0
"32",20,53.01,43.26,181.02,302.25,NA,NA,NA,NA,NA,0
"33",35,85.81,87.91,379.92999,533.47001,8,24.29,19.34,144.45,227.95,1
"34",9,18.57,22.84,78.4,144.92999,NA,NA,NA,NA,NA,0
"35",44,104.38,110.75,458.32999,678.4,8,24.29,19.34,144.45,227.95,1
"36",52,124.96,131.37,528.09999,797.84,8,24.29,19.34,144.45,227.95,1
