"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"27179",1,1,1,19.63,9166,523,326,0.01661,3659,346,101924,"E02000494 E02004935",523
"27180",1,1,1,7.536,3574,181,123,0.01632,1405,128,19333,"E02000494 E02004959",181
"27181",1,1,1,5.574,2858,116,97,0.0174,1039,86,12267,"E02000494 E02004961",116
"27182",1,1,1,6.675,2814,149,97,0.01453,1244,90,17987,"E02000494 E02004962",149
"27183",1,1,1,1.399,550,35,25,0.01787,261,18,2044,"E02000494 E02004966",35
"27184",1,1,1,9.111,4054,220,154,0.0169,1698,148,21018,"E02000494 E02004972",220
"27185",1,1,1,7.378,3434,204,151,0.02047,1375,129,22276,"E02000494 E02004976",204
"27186",1,1,1,6.899,3046,141,105,0.01522,1286,104,22214,"E02000494 E02004977",141
"206277",1,1,1,1.445,562,153,6,0.00415,269,19,2073,"E02004843 E02004844",153
"206278",1,1,1,2.316,1080,225,13,0.00561,432,36,9505,"E02004843 E02004845",225
"206279",1,1,1,4.548,2076,382,41,0.00901,848,70,18313,"E02004843 E02004846",382
"206280",1,1,1,6.913,2950,500,56,0.0081,1289,97,26763,"E02004843 E02004847",500
"206281",1,1,1,13.119,6076,353,182,0.01387,2446,231,104408,"E02004843 E02004849",353
"206282",1,1,1,8.441,3576,582,68,0.00806,1573,120,30620,"E02004843 E02004850",582
"206283",1,1,1,11.421,4942,326,140,0.01226,2129,173,99968,"E02004843 E02004851",326
"206284",1,1,1,10.832,4562,333,134,0.01237,2019,152,98576,"E02004843 E02004852",333
"206285",1,1,1,11.061,4746,313,140,0.01266,2062,162,105056,"E02004843 E02004853",313
"206286",1,1,1,11.544,4818,364,134,0.01161,2152,160,99750,"E02004843 E02004854",364
"206287",1,1,1,12.496,5178,410,140,0.0112,2329,171,101841,"E02004843 E02004855",410
"206288",1,1,1,15.102,7518,505,312,0.02066,2815,308,59017,"E02004843 E02004883",505
"206289",1,1,1,10.374,4974,401,163,0.01571,1934,192,24365,"E02004843 E02004886",401
"206290",1,1,1,12.156,6398,475,245,0.02015,2266,246,48852,"E02004843 E02004887",475
"206291",1,1,1,5.392,2700,267,95,0.01762,1005,104,26894,"E02004843 E02004889",267
"206292",1,1,1,5.452,2566,265,81,0.01486,1016,93,28661,"E02004843 E02004890",265
"206293",1,1,1,7.91,4168,407,168,0.02124,1475,165,25817,"E02004843 E02004891",407
"206294",1,1,1,4.794,2452,214,66,0.01377,894,93,20422,"E02004843 E02004893",214
"206295",1,1,1,6.66,3298,328,138,0.02072,1241,129,26940,"E02004843 E02004894",328
"206296",1,1,1,2.65,1154,185,30,0.01132,494,45,5138,"E02004843 E02004895",185
"206298",1,1,1,15.324,7400,566,268,0.01749,2857,287,58556,"E02004843 E02004983",566
"206299",1,1,1,17.731,8490,699,263,0.01483,3305,325,107441,"E02004843 E02004985",699
"206300",1,1,1,15.991,7632,625,231,0.01445,2981,291,104281,"E02004843 E02004986",625
"206301",1,1,1,20.271,9312,741,348,0.01717,3779,374,84953,"E02004843 E02004989",741
"206302",1,1,1,15.627,7676,387,307,0.01965,2913,310,111923,"E02004843 E02004995",387
"206317",1,1,1,1.539,830,171,11,0.00715,287,28,4637,"E02004844 E02004845",171
"206318",1,1,1,3.426,1610,209,37,0.0108,639,56,14968,"E02004844 E02004846",209
"206319",1,1,1,5.791,2484,327,52,0.00898,1080,82,23418,"E02004844 E02004847",327
"206320",1,1,1,11.108,5338,493,116,0.01044,2071,201,42022,"E02004844 E02004849",493
