"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"27179",1,1,1,22.918,11030,685,390,0.01702,4272,404,31012,"E02000494 E02004935"
"27180",1,1,1,7.516,3884,171,125,0.01663,1401,125,13449,"E02000494 E02004959"
"27181",1,1,1,5.574,2858,116,97,0.0174,1039,86,12267,"E02000494 E02004961"
"27182",1,1,1,6.63,3134,141,103,0.01554,1236,88,11014,"E02000494 E02004962"
"27183",1,1,1,1.399,550,35,25,0.01787,261,18,2044,"E02000494 E02004966"
"27184",1,1,1,10.095,4510,255,174,0.01724,1882,161,14430,"E02000494 E02004972"
"27185",1,1,1,8.427,3916,216,165,0.01958,1571,143,12699,"E02000494 E02004976"
"27186",1,1,1,7.357,3188,130,101,0.01373,1371,105,13919,"E02000494 E02004977"
"206277",1,1,1,1.434,618,150,6,0.00418,267,18,2085,"E02004843 E02004844"
"206278",1,1,1,2.517,1206,284,13,0.00516,469,39,4271,"E02004843 E02004845"
"206279",1,1,1,4.763,2376,364,77,0.01617,888,85,8451,"E02004843 E02004846"
"206280",1,1,1,7.536,3856,509,50,0.00663,1405,100,13211,"E02004843 E02004847"
"206281",1,1,1,11.749,8366,428,320,0.02724,2190,268,23713,"E02004843 E02004849"
"206282",1,1,1,11.464,5748,618,46,0.00401,2137,152,16620,"E02004843 E02004850"
"206283",1,1,1,10.686,6998,408,288,0.02695,1992,219,19901,"E02004843 E02004851"
"206284",1,1,1,12.539,5450,604,36,0.00287,2337,161,18050,"E02004843 E02004852"
"206285",1,1,1,12.027,7486,425,300,0.02494,2242,232,21713,"E02004843 E02004853"
"206286",1,1,1,13.514,5800,653,38,0.00281,2519,173,19369,"E02004843 E02004854"
"206287",1,1,1,17.068,7458,1031,166,0.00973,3182,257,21446,"E02004843 E02004855"
"206288",1,1,1,16.328,9990,507,318,0.01948,3044,327,29133,"E02004843 E02004883"
"206289",1,1,1,10.095,7612,324,201,0.01991,1882,197,18866,"E02004843 E02004886"
"206290",1,1,1,14.26,8590,530,219,0.01536,2658,274,23620,"E02004843 E02004887"
"206291",1,1,1,6.199,3278,293,49,0.0079,1156,103,9325,"E02004843 E02004889"
"206292",1,1,1,7.271,3746,339,39,0.00536,1355,105,9593,"E02004843 E02004890"
"206293",1,1,1,10.684,6042,501,64,0.00599,1992,170,14627,"E02004843 E02004891"
"206294",1,1,1,5.604,3804,343,100,0.01784,1045,116,11338,"E02004843 E02004893"
"206295",1,1,1,6.808,3878,396,146,0.02145,1269,136,13781,"E02004843 E02004894"
"206296",1,1,1,2.496,1430,173,26,0.01042,465,41,4462,"E02004843 E02004895"
"206298",1,1,1,20.206,13164,701,184,0.00911,3767,328,25677,"E02004843 E02004983"
"206299",1,1,1,21.761,13950,744,181,0.00832,4056,355,27550,"E02004843 E02004985"
"206300",1,1,1,19.619,12894,673,157,0.008,3657,319,25161,"E02004843 E02004986"
"206301",1,1,1,25.213,15276,866,208,0.00825,4700,397,30918,"E02004843 E02004989"
"206302",1,1,1,15.482,9788,446,343,0.02215,2886,325,29768,"E02004843 E02004995"
"206317",1,1,1,1.5,818,167,11,0.00733,280,28,2786,"E02004844 E02004845"
"206318",1,1,1,3.746,1988,247,75,0.02002,698,73,6966,"E02004844 E02004846"
"206319",1,1,1,6.519,3468,392,48,0.00736,1215,89,11726,"E02004844 E02004847"
"206320",1,1,1,10.732,7238,367,266,0.02479,2001,239,22175,"E02004844 E02004849"
"206321",1,1,1,8.53,5106,564,62,0.00727,1590,120,14621,"E02004844 E02004850"
"206322",1,1,1,9.605,4808,550,52,0.00541,1790,129,16051,"E02004844 E02004852"
"206323",1,1,1,10.743,6070,648,76,0.00707,2003,156,18628,"E02004844 E02004853"
"206324",1,1,1,10.58,5158,599,54,0.0051,1972,141,17370,"E02004844 E02004854"
"206325",1,1,1,11.399,7566,687,60,0.00526,2125,152,19106,"E02004844 E02004855"
"206326",1,1,1,17.276,10010,500,322,0.01864,3220,344,29230,"E02004844 E02004883"
"206327",1,1,1,11.045,7666,318,205,0.01856,2059,214,18987,"E02004844 E02004886"
"206328",1,1,1,7.147,3298,286,53,0.00742,1332,120,9422,"E02004844 E02004889"
"206329",1,1,1,8.219,3766,332,43,0.00523,1532,121,9690,"E02004844 E02004890"
"206330",1,1,1,11.632,6062,494,68,0.00585,2168,187,14724,"E02004844 E02004891"
"206331",1,1,1,6.868,4322,474,106,0.01543,1280,136,13372,"E02004844 E02004893"
"206332",1,1,1,11.322,5834,443,50,0.00442,2111,167,13786,"E02004844 E02004894"
"206333",1,1,1,2.874,1428,190,28,0.00974,536,49,5352,"E02004844 E02004895"
"206334",1,1,1,19.005,10906,461,457,0.02405,3543,412,37979,"E02004844 E02004896"
"206335",1,1,1,21.154,13184,694,188,0.00889,3943,344,25774,"E02004844 E02004983"
"206336",1,1,1,22.709,13970,737,185,0.00815,4233,371,27647,"E02004844 E02004985"
"206337",1,1,1,20.567,12914,666,161,0.00783,3834,335,25258,"E02004844 E02004986"
"206338",1,1,1,26.161,15296,859,212,0.0081,4877,414,31015,"E02004844 E02004989"
"206339",1,1,1,14.549,8116,377,319,0.02193,2712,310,28561,"E02004844 E02004995"
"206365",1,1,1,2.283,1138,100,64,0.02803,426,46,4213,"E02004845 E02004846"
"206366",1,1,1,5.056,2618,245,37,0.00732,942,61,8973,"E02004845 E02004847"
"206367",1,1,1,9.269,6388,220,255,0.02751,1728,212,19422,"E02004845 E02004849"
"206368",1,1,1,7.067,4256,417,51,0.00722,1317,93,11868,"E02004845 E02004850"
"206369",1,1,1,8.142,3958,403,41,0.00504,1518,102,13298,"E02004845 E02004852"
"206370",1,1,1,9.28,5220,501,65,0.007,1730,128,15875,"E02004845 E02004853"
"206371",1,1,1,9.117,4308,452,43,0.00472,1700,113,14617,"E02004845 E02004854"
"206372",1,1,1,9.936,6716,540,49,0.00493,1852,124,16353,"E02004845 E02004855"
"206373",1,1,1,18.388,10696,605,333,0.01811,3428,357,30764,"E02004845 E02004883"
"206374",1,1,1,12.157,8352,423,216,0.01777,2266,227,20521,"E02004845 E02004886"
"206375",1,1,1,16.32,9296,628,234,0.01434,3042,304,25251,"E02004845 E02004887"
"206376",1,1,1,8.259,3984,391,64,0.00775,1540,132,10956,"E02004845 E02004889"
"206377",1,1,1,9.331,4452,437,54,0.00579,1739,134,11224,"E02004845 E02004890"
"206378",1,1,1,12.744,6748,599,79,0.0062,2376,200,16258,"E02004845 E02004891"
"206379",1,1,1,8.371,5100,386,117,0.01398,1560,150,14218,"E02004845 E02004893"
"206380",1,1,1,8.244,3704,409,145,0.01759,1537,146,14382,"E02004845 E02004894"
"206381",1,1,1,5.068,2618,288,45,0.00888,945,77,7227,"E02004845 E02004895"
"206382",1,1,1,17.542,10056,314,446,0.02542,3270,385,35226,"E02004845 E02004896"
"206383",1,1,1,18.409,11584,649,277,0.01505,3432,326,27307,"E02004845 E02004983"
"206384",1,1,1,19.964,12370,692,274,0.01372,3722,353,29180,"E02004845 E02004985"
"206385",1,1,1,23.416,13696,814,301,0.01285,4365,395,32548,"E02004845 E02004989"
"206386",1,1,1,20.519,12650,740,310,0.01511,3825,362,32035,"E02004845 E02004990"
"206408",1,1,1,3.291,1838,157,23,0.00699,613,40,6119,"E02004846 E02004847"
"206409",1,1,1,7.754,4674,144,229,0.02953,1445,188,16789,"E02004846 E02004849"
"206410",1,1,1,5.336,3492,331,37,0.00693,995,72,9064,"E02004846 E02004850"
"206411",1,1,1,6.411,3194,317,27,0.00421,1195,81,10494,"E02004846 E02004852"
"206412",1,1,1,7.549,4456,415,51,0.00676,1407,108,13071,"E02004846 E02004853"
"206413",1,1,1,7.386,3544,366,29,0.00393,1377,93,11813,"E02004846 E02004854"
"206414",1,1,1,8.205,5952,454,35,0.00427,1530,104,13549,"E02004846 E02004855"
"206415",1,1,1,15.355,8894,612,320,0.02084,2862,308,29106,"E02004846 E02004887"
"206416",1,1,1,11.748,5074,431,80,0.00681,2190,179,15662,"E02004846 E02004889"
"206417",1,1,1,12.82,5542,477,70,0.00546,2390,181,15930,"E02004846 E02004890"
"206418",1,1,1,10.736,6280,463,237,0.02208,2001,219,19510,"E02004846 E02004891"
"206419",1,1,1,9.081,6286,341,167,0.01839,1693,177,15575,"E02004846 E02004893"
"206420",1,1,1,8.954,4890,364,195,0.02178,1669,173,15739,"E02004846 E02004894"
"206421",1,1,1,8.557,3708,328,61,0.00713,1595,124,11933,"E02004846 E02004895"
"206422",1,1,1,18.159,12660,494,331,0.01823,3385,342,27644,"E02004846 E02004983"
"206423",1,1,1,19.714,13446,537,328,0.01664,3675,368,29517,"E02004846 E02004985"
"206424",1,1,1,16.106,11836,419,306,0.019,3002,308,25919,"E02004846 E02004987"
"206425",1,1,1,23.166,14772,659,355,0.01532,4318,411,32885,"E02004846 E02004989"
"206468",1,1,1,4.548,2396,195,47,0.01033,848,89,9129,"E02004847 E02004848"
"206469",1,1,1,6.097,3730,219,74,0.01214,1137,133,12794,"E02004847 E02004849"
"206470",1,1,1,2.034,830,123,16,0.00787,379,31,3603,"E02004847 E02004850"
"206471",1,1,1,4.356,2138,195,32,0.00735,812,74,7805,"E02004847 E02004851"
"206472",1,1,1,3.835,1538,222,28,0.0073,715,56,6009,"E02004847 E02004852"
"206473",1,1,1,4.247,1794,207,30,0.00706,792,66,7610,"E02004847 E02004853"
"206474",1,1,1,4.345,1706,231,22,0.00506,810,59,7393,"E02004847 E02004854"
"206475",1,1,1,5.297,2066,277,28,0.00529,987,70,9484,"E02004847 E02004855"
"206477",1,1,1,24.169,13256,791,348,0.0144,4505,440,40112,"E02004847 E02004883"
"206478",1,1,1,17.938,10912,609,231,0.01288,3344,310,29869,"E02004847 E02004886"
"206479",1,1,1,17.331,10916,494,317,0.01829,3231,335,32640,"E02004847 E02004887"
"206480",1,1,1,14.04,6544,577,79,0.00563,2617,215,20304,"E02004847 E02004889"
"206481",1,1,1,15.112,7012,623,69,0.00457,2817,217,20572,"E02004847 E02004890"
"206482",1,1,1,11.762,7474,375,230,0.01955,2193,236,22958,"E02004847 E02004891"
"206483",1,1,1,10.759,7258,345,190,0.01766,2006,210,20019,"E02004847 E02004893"
"206484",1,1,1,10.161,6228,290,196,0.01929,1894,195,19391,"E02004847 E02004894"
"206485",1,1,1,10.849,5178,474,60,0.00553,2022,160,16575,"E02004847 E02004895"
"206486",1,1,1,16.003,8384,376,327,0.02043,2983,335,33126,"E02004847 E02004896"
"206487",1,1,1,19.166,12892,512,326,0.01701,3573,359,30836,"E02004847 E02004983"
"206488",1,1,1,20.721,13678,555,323,0.01559,3863,386,32709,"E02004847 E02004985"
"206489",1,1,1,18.579,12622,484,299,0.01609,3463,350,30320,"E02004847 E02004986"
"206490",1,1,1,24.173,15004,677,350,0.01448,4506,429,36077,"E02004847 E02004989"
"206491",1,1,1,16.769,9128,303,255,0.01521,3126,300,33295,"E02004847 E02004993"
"206492",1,1,1,9.078,4996,276,197,0.0217,1692,217,20218,"E02004847 E02004995"
"206526",1,1,1,2.303,1510,67,51,0.02215,429,58,5575,"E02004848 E02004849"
"206527",1,1,1,2.516,1170,92,33,0.01312,469,21,3724,"E02004848 E02004850"
"206528",1,1,1,1.041,462,55,19,0.01825,194,10,1467,"E02004848 E02004851"
"206529",1,1,1,3.229,1112,114,35,0.01084,602,28,4584,"E02004848 E02004852"
