"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",9,27.97,22.93,131.38,158.60001,NA,NA,NA,NA,NA,0
"2",0,0.1,0,0.27,1.24,NA,NA,NA,NA,NA,0
"3",9,28.07,22.93,131.65,159.84001,12,27.03,19.53,113.26,134.8,1
"4",7,31.33,14.49,144.13,216.67,NA,NA,NA,NA,NA,0
"5",24,66.12,58.61,265.94,360.21,5,14.31,10.25,69.02,80.39,1
"6",15,38.15,35.68,134.56,201.61,NA,NA,NA,NA,NA,0
"7",22,69.48,50.17,278.69,418.27999,5,12.82,14.64,58.48,68.7,1
"8",13,37.86,23.62,169.6,204.57999,5,12.82,14.64,58.48,68.7,1
"9",9,31.62,26.55,109.09,213.7,NA,NA,NA,NA,NA,0
"10",13,37.86,23.62,169.6,204.57999,5,12.82,14.64,58.48,68.7,1
"11",2,2.3,5,2,3.5,5,12.82,14.64,58.48,68.7,1
"12",2,2.3,5,2,3.5,5,12.82,14.64,58.48,68.7,1
"13",11,33.92,31.55,111.09,217.2,5,12.82,14.64,58.48,68.7,1
"14",6,17.05,19.23,57.8,99.78,5,12.82,14.64,58.48,68.7,1
"15",9,31.09,26.55,107.17,207.44,5,12.82,14.64,58.48,68.7,1
"16",2,2.83,5,3.92,9.76,NA,NA,NA,NA,NA,0
"17",15,48.14,45.78,164.97,307.22,NA,NA,NA,NA,NA,0
"18",9,34.88,25.9,156.33,253.02,0,3.68,0,31.94,44.04,1
"19",22,67.64,60.48,243.7,439.72,0,3.68,0,31.94,44.04,1
"20",0,0.85,0,4.51,10.03,NA,NA,NA,NA,NA,0
"21",22,66.79,60.48,239.19,429.69,NA,NA,NA,NA,NA,0
"22",16,49.91,42.07,218.75,349.51,0,3.68,0,31.94,44.04,1
"23",0,0,0,0,0,NA,NA,NA,NA,NA,0
"24",0,0.36,0,1.29,4.24,NA,NA,NA,NA,NA,0
"25",3,9.58,12.08,46.06,72.86,0,2.14,0,19.75,29.31,1
"26",19,57.21,48.4,193.13,356.83,NA,NA,NA,NA,NA,0
"27",1,2.19,2.36,6.9,13.08,0,2.14,0,19.75,29.31,1
"28",1,3.04,2.36,11.41,23.11,NA,NA,NA,NA,NA,0
"29",20,53.05,46.06,231.23,375.36,0,2.14,0,19.75,29.31,1
"30",17,43.47,33.98,185.17,302.5,NA,NA,NA,NA,NA,0
"31",3,9.34,4.46,36.79,73.63,1,6.11,1,46.69,68.36,1
"32",5,12.17,9.46,40.71,83.39,NA,NA,NA,NA,NA,0
"33",0,0,0,0,0,1,6.11,1,46.69,68.36,1
"34",9,22.34,20.11,86.03,157.38,1,6.11,1,46.69,68.36,1
"35",8,21.13,13.87,99.14,145.12,1,6.11,1,46.69,68.36,1
"36",27,78.34,62.27,292.27,501.95,1,6.11,1,46.69,68.36,1
"37",3,9.34,4.46,36.79,73.63,1,6.11,1,46.69,68.36,1
"38",2,6.3,2.1,25.38,50.52,1,6.11,1,46.69,68.36,1
"39",36,100.68,82.38,378.3,659.33,NA,NA,NA,NA,NA,0
"40",0,2.13,0,12.87,25.32,1,6.11,1,46.69,68.36,1
"41",2,4.17,2.1,12.51,25.2,1,6.11,1,46.69,68.36,1
"42",14,37.92,29.4,154.91,245.61,10,17.01,15.93,64.58,95.24,1
"43",22,62.76,52.98,223.39,413.72,NA,NA,NA,NA,NA,0
"44",0,0,0,0,0,10,17.01,15.93,64.58,95.24,1
"45",0,0,0,0,0,10,17.01,15.93,64.58,95.24,1
"46",7,15.03,16.17,62.42,96.49,10,17.01,15.93,64.58,95.24,1
"47",33,86.5,59.78,359.32,604.45,10,17.01,15.93,64.58,95.24,1
"48",40,101.53,75.95,421.74,700.93999,10,17.01,15.93,64.58,95.24,1
"49",24,66.93,55.08,235.9,438.92,NA,NA,NA,NA,NA,0
"50",33,86.5,59.78,359.32,604.45,10,17.01,15.93,64.58,95.24,1
"51",6,19.17,7.42,112.82,192.68,10,17.01,15.93,64.58,95.24,1
"52",26,77.76,58.3,323.7,581.2,10,17.01,15.93,64.58,95.24,1
"53",30,77.31,55.76,323.54,533.54,10,17.01,15.93,64.58,95.24,1
"54",3,9.19,4.02,35.78,70.91,10,17.01,15.93,64.58,95.24,1
"55",18,47.77,29.36,202.39,356.91,10,17.01,15.93,64.58,95.24,1
"56",15,44.5,31.5,225.79,365.63,NA,NA,NA,NA,NA,0
"57",11,33.26,26.8,97.91,215.57,10,17.01,15.93,64.58,95.24,1
"58",9,23.72,16.27,83.89,158.73,NA,NA,NA,NA,NA,0
"59",3,6.99,3,24.84,49.95,10,17.01,15.93,64.58,95.24,1
"60",14,40.25,29.8,122.75,265.52,10,17.01,15.93,64.58,95.24,1
"61",17,49.99,40.07,156.96,324.35,NA,NA,NA,NA,NA,0
"62",12,28.6,21.94,89.57,164.23,10,17.01,15.93,64.58,95.24,1
"63",1,2.71,1.5,8.17,17.75,10,17.01,15.93,64.58,95.24,1
"64",11,25.89,20.44,81.4,146.48,10,17.01,15.93,64.58,95.24,1
"65",4,11.9,5.52,43.95,88.66,10,17.01,15.93,64.58,95.24,1
"66",14,29.2,23.44,85.8,152.29,10,17.01,15.93,64.58,95.24,1
"67",11,22.21,20.44,60.96,102.34,NA,NA,NA,NA,NA,0
"68",3,10.67,3,45.28,94.09,10,17.01,15.93,64.58,95.24,1
"69",7,22.57,8.52,89.23,182.75,NA,NA,NA,NA,NA,0
"70",7,21.91,8.52,86.32,173.94,0,3.68,0,31.94,44.04,1
"71",0,0.66,0,2.91,8.81,NA,NA,NA,NA,NA,0
"72",28,72.2,60.51,217.92,426.69,NA,NA,NA,NA,NA,0
"73",22,53.9,35.18,192.99,326.71,14,30.19,20,123.58,165.85001,1
"74",27,66.07,44.64,233.7,410.1,14,30.19,20,123.58,165.85001,1
"75",1,2.52,2,7.62,17.8,14,30.19,20,123.58,165.85001,1
"76",23,61.22,51.4,193.56,366.99,NA,NA,NA,NA,NA,0
"77",5,10.98,9.11,24.36,59.7,NA,NA,NA,NA,NA,0
"78",0,0.96,0,4.66,11.89,NA,NA,NA,NA,NA,0
"79",7,20.95,8.52,81.66,162.05,NA,NA,NA,NA,NA,0
"80",13,29.94,22.94,89.33,170.55,14,30.19,20,123.58,165.85001,1
"81",0,0.28,0,0.98,3.47,14,30.19,20,123.58,165.85001,1
"82",1,2.8,2,8.6,21.27,NA,NA,NA,NA,NA,0
"83",0,0.19,0,0.85,2.36,0,3.44,0,32.12,57.83,1
