"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"236953",1,1,1,6.48,3472,194,216,0.03333,1208,154,17492,"E02005702 E02005703",194
"236954",1,1,1,13.459,5846,378,266,0.01976,2509,210,54718,"E02005702 E02005704",378
"236963",1,1,1,14.479,6330,449,356,0.02459,2699,242,77551,"E02005703 E02005704",449
"236964",1,1,1,18.971,10420,415,805,0.04243,3536,507,56680,"E02005703 E02005705",415
"236979",1,1,1,12.239,4992,229,94,0.00768,2281,183,66576,"E02005704 E02005720",229
"236980",1,1,1,20.66,8940,388,229,0.01108,3851,341,81634,"E02005704 E02005721",388
"236982",1,1,1,23.292,10382,464,306,0.01314,4342,387,89186,"E02005704 E02005723",464
"236984",1,1,1,20.523,8290,370,171,0.00833,3826,290,104823,"E02005704 E02005734",370
"236985",1,1,1,21.147,8798,396,179,0.00846,3942,317,107238,"E02005704 E02005735",396
"236986",1,1,1,21.577,8888,419,185,0.00857,4022,314,107493,"E02005704 E02005736",419
"236987",1,1,1,20.595,8420,370,153,0.00743,3839,305,103919,"E02005704 E02005737",370
"236988",1,1,1,21.796,9026,425,185,0.00849,4063,321,107919,"E02005704 E02005738",425
"236989",1,1,1,22.975,9658,420,222,0.00966,4283,353,117149,"E02005704 E02005739",420
"236998",1,1,1,24.059,12286,408,911,0.03787,4485,547,59587,"E02005705 E02005722",408
"237004",1,1,1,1.863,1234,39,48,0.02576,347,63,6079,"E02005706 E02005707",39
"237029",1,1,1,2.287,872,72,9,0.00394,426,27,4626,"E02005709 E02005710",72
"237030",1,1,1,1.666,670,45,8,0.0048,311,23,2373,"E02005709 E02005711",45
"237031",1,1,1,1.796,842,67,15,0.00835,335,33,2949,"E02005709 E02005712",67
"237032",1,1,1,8.366,4206,174,87,0.0104,1560,168,45362,"E02005709 E02005715",174
"237033",1,1,1,6.734,3410,135,65,0.00965,1255,131,33225,"E02005709 E02005716",135
"237034",1,1,1,9.333,4416,170,92,0.00986,1740,170,45566,"E02005709 E02005718",170
"237035",1,1,1,9.261,4130,192,70,0.00756,1726,152,42355,"E02005709 E02005719",192
"237036",1,1,1,16.284,7170,279,185,0.01136,3036,248,128626,"E02005709 E02005720",279
"237037",1,1,1,17.221,8182,459,285,0.01655,3210,319,56668,"E02005709 E02005722",459
"237038",1,1,1,13.196,6300,310,181,0.01372,2460,231,42692,"E02005709 E02005723",310
"237039",1,1,1,13.604,6542,307,181,0.0133,2536,246,46048,"E02005709 E02005724",307
"237040",1,1,1,9.053,4204,172,134,0.0148,1688,143,71057,"E02005709 E02005734",172
"237041",1,1,1,9.678,4538,169,122,0.01261,1804,163,70916,"E02005709 E02005735",169
"237042",1,1,1,8.264,3898,148,116,0.01404,1541,137,68924,"E02005709 E02005736",148
"237043",1,1,1,8.719,4386,235,156,0.01789,1625,166,40716,"E02005709 E02005737",235
"237044",1,1,1,7.967,4088,204,142,0.01782,1485,150,41291,"E02005709 E02005738",204
"237045",1,1,1,7.154,3462,173,95,0.01328,1334,125,35277,"E02005709 E02005739",173
"237046",1,1,1,4.059,2102,125,81,0.01996,757,86,10965,"E02005709 E02005740",125
"237047",1,1,1,5.842,3070,183,99,0.01695,1089,128,15663,"E02005709 E02005741",183
"237077",1,1,1,1.236,586,42,7,0.00566,230,22,3027,"E02005710 E02005711",42
"237078",1,1,1,2.776,1326,88,16,0.00576,517,49,5783,"E02005710 E02005712",88
"237079",1,1,1,2.012,894,52,12,0.00596,375,33,3878,"E02005710 E02005713",52
"237080",1,1,1,8.416,4512,283,84,0.00998,1569,169,15197,"E02005710 E02005715",283
"237081",1,1,1,7.053,3794,173,68,0.00964,1315,139,12399,"E02005710 E02005716",173
"237082",1,1,1,7.001,3064,148,58,0.00828,1305,115,31549,"E02005710 E02005717",148
"237083",1,1,1,9.423,4734,211,81,0.0086,1757,172,18668,"E02005710 E02005718",211
"237084",1,1,1,8.749,3862,176,71,0.00812,1631,149,32685,"E02005710 E02005719",176
"237085",1,1,1,18.608,8142,349,188,0.0101,3469,281,139523,"E02005710 E02005720",349
"237086",1,1,1,15.844,7522,413,237,0.01496,2953,298,50841,"E02005710 E02005721",413
"237087",1,1,1,19.545,9154,529,288,0.01474,3643,352,67565,"E02005710 E02005722",529
"237088",1,1,1,15.52,7272,380,184,0.01186,2893,265,53589,"E02005710 E02005723",380
"237089",1,1,1,15.928,7514,377,184,0.01155,2969,279,56945,"E02005710 E02005724",377
"237090",1,1,1,22.761,9920,360,181,0.00795,4243,349,57792,"E02005710 E02005725",360
"237091",1,1,1,11.377,5176,242,137,0.01204,2121,177,81954,"E02005710 E02005734",242
"237092",1,1,1,12.002,5510,239,125,0.01041,2237,197,81813,"E02005710 E02005735",239
"237093",1,1,1,10.588,4870,218,119,0.01124,1974,171,79821,"E02005710 E02005736",218
"237094",1,1,1,11.043,5358,305,159,0.0144,2059,199,51613,"E02005710 E02005737",305
"237095",1,1,1,10.291,5060,274,145,0.01409,1918,184,52188,"E02005710 E02005738",274
"237096",1,1,1,9.478,4434,243,98,0.01034,1767,158,46174,"E02005710 E02005739",243
"237097",1,1,1,6.249,2970,199,102,0.01632,1165,124,15462,"E02005710 E02005740",199
"237098",1,1,1,8.032,3938,257,120,0.01494,1497,166,20160,"E02005710 E02005741",257
"237123",1,1,1,1.665,790,54,9,0.00541,310,29,2790,"E02005711 E02005712",54
"237124",1,1,1,7.581,4108,262,77,0.01016,1413,152,12479,"E02005711 E02005715",262
"237125",1,1,1,6.218,3390,152,61,0.00981,1159,122,9681,"E02005711 E02005716",152
"237126",1,1,1,7.627,3256,176,63,0.00826,1422,118,31558,"E02005711 E02005717",176
"237127",1,1,1,8.588,4330,190,74,0.00862,1601,155,15950,"E02005711 E02005718",190
"237128",1,1,1,8.292,3830,179,60,0.00724,1546,136,29741,"E02005711 E02005719",179
"237129",1,1,1,17.823,7828,338,203,0.01139,3322,269,130761,"E02005711 E02005720",338
"237130",1,1,1,15.059,7208,402,252,0.01673,2807,286,42079,"E02005711 E02005721",402
"237131",1,1,1,18.76,8840,518,303,0.01615,3497,340,58803,"E02005711 E02005722",518
"237132",1,1,1,14.735,6958,369,199,0.01351,2747,253,44827,"E02005711 E02005723",369
"237133",1,1,1,15.143,7200,366,199,0.01314,2823,267,48183,"E02005711 E02005724",366
"237134",1,1,1,21.926,9516,339,174,0.00794,4087,332,55074,"E02005711 E02005725",339
"237135",1,1,1,10.592,4862,231,152,0.01435,1974,165,73192,"E02005711 E02005734",231
"237136",1,1,1,11.217,5196,228,140,0.01248,2091,185,73051,"E02005711 E02005735",228
"237137",1,1,1,9.803,4556,207,134,0.01367,1827,159,71059,"E02005711 E02005736",207
"237138",1,1,1,10.258,5044,294,174,0.01696,1912,187,42851,"E02005711 E02005737",294
"237139",1,1,1,9.506,4746,263,160,0.01683,1772,172,43426,"E02005711 E02005738",263
"237140",1,1,1,8.693,4120,232,113,0.013,1620,146,37412,"E02005711 E02005739",232
"237141",1,1,1,5.598,2760,184,99,0.01768,1044,108,13100,"E02005711 E02005740",184
"237142",1,1,1,7.381,3728,242,117,0.01585,1376,149,17798,"E02005711 E02005741",242
"237173",1,1,1,2.815,1154,100,18,0.00639,525,33,3746,"E02005712 E02005713",100
"237174",1,1,1,7.666,4018,281,80,0.01044,1429,148,12061,"E02005712 E02005715",281
"237175",1,1,1,6.303,3300,171,64,0.01015,1175,118,9263,"E02005712 E02005716",171
"237176",1,1,1,8.673,4240,209,77,0.00888,1617,150,15532,"E02005712 E02005718",209
"237177",1,1,1,8.377,3740,198,63,0.00752,1562,131,29323,"E02005712 E02005719",198
"237178",1,1,1,17.433,7570,339,194,0.01113,3250,256,130091,"E02005712 E02005720",339
"237179",1,1,1,14.669,6950,403,243,0.01657,2734,273,41409,"E02005712 E02005721",403
"237180",1,1,1,18.37,8582,519,294,0.016,3424,327,58133,"E02005712 E02005722",519
"237181",1,1,1,14.345,6700,370,190,0.01325,2674,240,44157,"E02005712 E02005723",370
"237182",1,1,1,14.753,6942,367,190,0.01288,2750,254,47513,"E02005712 E02005724",367
"237183",1,1,1,22.011,9426,358,177,0.00804,4103,327,54656,"E02005712 E02005725",358
"237184",1,1,1,10.202,4604,232,143,0.01402,1902,151,72522,"E02005712 E02005734",232
"237185",1,1,1,10.827,4938,229,131,0.0121,2018,171,72381,"E02005712 E02005735",229
"237186",1,1,1,9.413,4298,208,125,0.01328,1755,145,70389,"E02005712 E02005736",208
"237187",1,1,1,9.868,4786,295,165,0.01672,1840,174,42181,"E02005712 E02005737",295
"237188",1,1,1,9.116,4488,264,151,0.01656,1699,159,42756,"E02005712 E02005738",264
"237189",1,1,1,8.303,3862,233,104,0.01253,1548,133,36742,"E02005712 E02005739",233
"237190",1,1,1,5.208,2502,185,90,0.01728,971,94,12430,"E02005712 E02005740",185
"237191",1,1,1,6.991,3470,243,108,0.01545,1303,136,17128,"E02005712 E02005741",243
"237226",1,1,1,7.495,3908,275,82,0.01094,1397,152,10806,"E02005713 E02005715",275
"237227",1,1,1,6.132,3190,165,66,0.01076,1143,122,8008,"E02005713 E02005716",165
"237228",1,1,1,6.104,2726,140,58,0.0095,1138,98,29964,"E02005713 E02005717",140
"237229",1,1,1,8.502,4130,203,79,0.00929,1585,155,14277,"E02005713 E02005718",203
"237230",1,1,1,7.852,3524,168,71,0.00904,1464,132,31100,"E02005713 E02005719",168
"237231",1,1,1,19.435,8468,400,216,0.01111,3623,291,132846,"E02005713 E02005720",400
"237232",1,1,1,16.671,7848,464,265,0.0159,3108,308,44164,"E02005713 E02005721",464
"237233",1,1,1,20.876,9664,506,318,0.01523,3892,374,76192,"E02005713 E02005722",506
"237234",1,1,1,16.851,7782,357,214,0.0127,3141,286,62216,"E02005713 E02005723",357
"237235",1,1,1,17.259,8024,354,214,0.0124,3217,300,65572,"E02005713 E02005724",354
"237236",1,1,1,21.84,9316,352,179,0.0082,4071,331,53401,"E02005713 E02005725",352
"237238",1,1,1,12.204,5502,293,165,0.01352,2275,187,75277,"E02005713 E02005734",293
"237239",1,1,1,12.829,5836,290,153,0.01193,2391,206,75136,"E02005713 E02005735",290
