"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"236953",1,1,1,6.48,3472,194,216,0.03333,1208,154,17455,"E02005702 E02005703"
"236954",1,1,1,14.915,8498,400,288,0.01931,2780,236,25042,"E02005702 E02005704"
"236963",1,1,1,15.575,9112,492,398,0.02555,2903,266,30499,"E02005703 E02005704"
"236964",1,1,1,19.625,10838,443,821,0.04183,3658,520,55996,"E02005703 E02005705"
"236979",1,1,1,16.116,6652,291,138,0.00856,3004,227,30684,"E02005704 E02005720"
"236980",1,1,1,21.434,10536,388,221,0.01031,3996,341,44115,"E02005704 E02005721"
"236982",1,1,1,24.359,12632,467,290,0.01191,4541,389,50500,"E02005704 E02005723"
"236984",1,1,1,23.959,12338,512,231,0.00964,4466,341,47040,"E02005704 E02005734"
"236985",1,1,1,24.716,11762,452,183,0.0074,4607,355,45046,"E02005704 E02005735"
"236986",1,1,1,27.399,12584,500,211,0.0077,5107,384,47783,"E02005704 E02005736"
"236987",1,1,1,23.603,11084,420,183,0.00775,4400,339,43524,"E02005704 E02005737"
"236988",1,1,1,25.515,11884,453,191,0.00749,4756,361,45810,"E02005704 E02005738"
"236989",1,1,1,26.964,12882,534,272,0.01009,5026,409,53486,"E02005704 E02005739"
"236998",1,1,1,24.192,12636,411,917,0.03791,4510,550,59144,"E02005705 E02005722"
"237004",1,1,1,1.964,1272,44,48,0.02444,366,65,5545,"E02005706 E02005707"
"237029",1,1,1,2.612,978,77,11,0.00421,487,30,3248,"E02005709 E02005710"
"237030",1,1,1,1.666,670,45,8,0.0048,311,23,2373,"E02005709 E02005711"
"237031",1,1,1,1.796,842,67,15,0.00835,335,33,2949,"E02005709 E02005712"
"237032",1,1,1,9.877,5110,316,95,0.00962,1841,187,13578,"E02005709 E02005715"
"237033",1,1,1,8.598,4146,244,79,0.00919,1603,158,11312,"E02005709 E02005716"
"237034",1,1,1,11.345,5406,381,110,0.0097,2115,199,14749,"E02005709 E02005718"
"237035",1,1,1,11.153,5600,343,110,0.00986,2079,190,14251,"E02005709 E02005719"
"237036",1,1,1,21.081,11920,578,311,0.01475,3930,351,31754,"E02005709 E02005720"
"237037",1,1,1,19.538,9606,383,379,0.0194,3642,362,36861,"E02005709 E02005722"
