"","geo_code","geo_label","All","light_rail","train","bus","taxi","motorbike","Car","car_passenger","Bicycle","foot","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"23","E02003861","Cheshire East 009",2619,20,76,66,8,18,1811,140,65,404,11,128.79201,63.792,387.83499,1772.42297,-38.577,99.263,34.263,394.44699,1791.25195,-19.748,413.19501,348.19501,301.47,1614.86401,-196.136,599.82098,534.82098,265.23599,1489.94897,-321.05099,-0.03269,60557,-0.01746,32305,-0.02359,43752,-0.00836,15500,-0.0687,127378,-0.05347,99126,-0.09994,185327,-0.08471,157075,-26418,-13764,-19531,-6877,-60148,-47494,-124976,-112322,0.0169
"96","E02003805","Cheshire West and Chester 039",2490,4,47,93,12,18,1966,116,75,144,15,152.198,77.198,136.114,1908.37097,-57.629,139.66901,64.669,136.265,1919.74695,-46.253,454.14401,379.14401,98.586,1689.23499,-276.76501,588.94299,513.94299,91.076,1581.79297,-384.207,-0.05468,101403,-0.02706,50160,-0.04421,82004,-0.01658,30761,-0.13099,242979,-0.10336,191736,-0.1336,247837,-0.10598,196594,-35846,-17843,-30105,-12102,-92668,-74665,-140992,-122989,0.01111
"127","E02003828","Cheshire East 037",2589,2,46,93,16,37,1607,257,148,375,8,253.713,105.713,354.94299,1540.87305,-66.127,232.664,84.664,359.93701,1554.71704,-52.283,660.34302,512.34302,273.457,1291.05396,-315.94601,834.44299,686.44299,248.922,1174.10901,-432.89099,-0.04971,92183,-0.02541,47100,-0.04153,77047,-0.01723,31964,-0.12244,227126,-0.09814,182043,-0.12112,224674,-0.09681,179591,-33051,-16444,-27755,-11148,-88434,-71827,-131199,-114592,0.01258
"166","E02003845","Cheshire West and Chester 007",3588,7,96,208,46,29,2152,330,124,567,29,259.27802,135.278,533.20599,2079.2229,-72.777,194.582,70.582,547.258,2115.96802,-36.033,825.79498,701.79498,380.01401,1783.70605,-368.29401,1009.505,885.505,353.638,1669.08997,-482.91,-0.0591,109577,-0.02942,54529,-0.03945,73170,-0.00977,18122,-0.13569,251688,-0.10602,196640,-0.14197,263333,-0.1123,208285,-37344,-18139,-26656,-7451,-94248,-75043,-148259,-129054,0.00968
"208","E02002602","Warrington 013",3088,2,48,313,17,30,1760,281,155,471,11,320.832,165.832,438.823,1669.099,-90.901,239.49699,84.497,454.207,1714.97095,-45.029,964.00598,809.00598,296.84698,1329.92505,-430.07501,1115.23303,960.23297,282.94,1230.50195,-529.49799,-0.07957,147545,-0.0399,73946,-0.05681,105377,-0.01713,31778,-0.1982,367645,-0.15853,294046,-0.18398,341262,-0.14431,267663,-44444,-21448,-33896,-10900,-112179,-89183,-156700,-133704,0.00684
"329","E02003878","Cheshire West and Chester 017",3496,13,53,36,8,25,2860,212,87,183,19,189.806,102.806,173.274,2779.8479,-80.152,166.03999,79.04,175.134,2798.43408,-61.566,586.98999,499.98999,129.24899,2478.62305,-381.37799,819.51703,732.51703,119.613,2282.05493,-577.94501,-0.0662,122744,-0.03922,72691,-0.05269,97735,-0.0257,47682,-0.17047,316197,-0.14349,266144,-0.21635,401311,-0.18937,351258,-46176,-28145,-37528,-19497,-127277,-109246,-237646,-219615,0.01315
"335","E02003858","Cheshire East 006",2674,7,200,29,7,7,1996,91,33,280,24,100.93,67.93,266.01199,1949.48804,-46.512,52.487,19.487,277.43301,1980.90198,-15.098,397.58701,364.58701,185.806,1760.81006,-235.19,562.99799,529.99799,175.24001,1626.95898,-369.04099,-0.04175,77366,-0.02522,46696,-0.02584,47929,-0.00931,17259,-0.10287,190745,-0.08633,160075,-0.14133,262108,-0.12479,231438,-28203,-18072,-16953,-6822,-81826,-71695,-161907,-151776,0.0138
"430","E02003838","Cheshire East 048",2721,2,62,58,2,14,2201,141,124,108,9,230.3,106.3,102.013,2112.05811,-88.942,214.847,90.847,101.625,2126.70898,-74.291,610.21002,486.20999,77.408,1797.72302,-403.27701,803.58301,679.58301,70.955,1630.48499,-570.51501,-0.07936,147191,-0.03798,70420,-0.06815,126428,-0.02677,49657,-0.18423,341749,-0.14284,264978,-0.18923,351040,-0.14785,274269,-54974,-26389,-47159,-18574,-139952,-111367,-207712,-179127,0.00779
"478","E02003823","Cheshire East 040",2537,0,67,57,4,18,1982,151,45,201,12,99.616,54.616,191.905,1942.70996,-39.29,82.668,37.668,193.138,1955.61902,-26.381,320.005,275.005,143.16499,1794.63794,-187.362,507.56201,462.56201,130.45399,1642.49902,-339.50101,-0.04537,84111,-0.02398,44439,-0.03594,66669,-0.01455,26997,-0.10113,187573,-0.07975,147901,-0.14336,265917,-0.12197,226245,-30114,-16498,-23932,-10316,-76290,-62674,-161938,-148322,0.02255
"596","E02003840","Cheshire East 051",3772,3,79,38,6,19,3194,153,79,180,21,166.52299,87.523,169.765,3124.96802,-69.032,107.556,28.556,177.00999,3170.68701,-23.313,469.76199,390.76199,127.618,2894.62695,-299.37299,666.89801,587.89801,117.589,2723.85107,-470.14899,-0.07248,134440,-0.03655,67780,-0.05111,94809,-0.01517,28149,-0.15125,280591,-0.11532,213931,-0.18811,348959,-0.15217,282299,-55887,-27748,-40450,-12311,-124675,-96536,-225929,-197790,0.0161
"762","E02002594","Warrington 005",2636,4,113,134,7,19,1767,154,87,346,5,201.647,114.647,322.892,1695.61206,-71.388,127.217,40.217,338.41299,1741.93201,-25.068,636.59003,549.59003,222.39301,1436.83301,-330.16699,779.85699,692.85699,208.386,1333.12402,-433.87601,-0.05903,109432,-0.0343,63560,-0.03623,67212,-0.0115,21340,-0.15134,280701,-0.12661,234829,-0.15535,288141,-0.13063,242269,-36810,-21551,-23430,-8171,-98702,-83443,-155401,-140142,0.00473
"853","E02003890","Cheshire West and Chester 042",2693,1,22,52,12,27,1972,241,78,277,11,148.283,70.283,265.677,1923.64404,-48.356,148.088,70.088,265.31299,1924.31006,-47.69,450.10001,372.10001,206.64999,1727.23303,-244.767,649.62799,571.62799,184.92,1579.46704,-392.53299,-0.04836,89682,-0.02179,40391,-0.04572,84815,-0.01915,35524,-0.09913,183872,-0.07256,134581,-0.13355,247738,-0.10698,198447,-34023,-15225,-34055,-15257,-74538,-55740,-144807,-126009,0.01642
"860","E02003884","Cheshire West and Chester 024",3023,10,72,28,7,15,2585,130,38,123,15,94.848,56.848,117.984,2538.23193,-46.768,74.412,36.412,121.278,2553.33301,-31.667,316.39899,278.39899,91.679,2363.64697,-221.353,510.78299,472.78299,82.648,2195.46704,-389.53299,-0.05127,95060,-0.02804,51963,-0.04252,78871,-0.01929,35774,-0.12097,224378,-0.09774,181281,-0.16944,314297,-0.1462,271200,-38773,-21376,-33522,-16125,-95738,-78341,-196772,-179375,0.01365
"985","E02003876","Cheshire West and Chester 012",2539,3,26,74,8,28,2043,126,55,163,13,111.474,56.474,156.69299,1999.68799,-43.312,103.03,48.03,157.22301,2007.62,-35.38,342.10901,287.10901,124.005,1831.46704,-211.533,537.97198,482.97198,110.953,1673.12097,-369.879,-0.04589,85088,-0.02363,43787,-0.03653,67755,-0.01426,26454,-0.1089,201987,-0.08664,160686,-0.14556,270003,-0.1233,228702,-34222,-17518,-28498,-11794,-83701,-66997,-162982,-146278,0.01917
"1032","E02003819","Cheshire East 030",2347,1,67,48,3,10,1844,90,54,223,7,120.712,66.712,210.528,1795.92102,-48.079,87.824,33.824,217.269,1819.42798,-24.572,380.77399,326.77399,152.18201,1618.05298,-225.94701,519.76703,465.767,140.293,1504.72498,-339.27499,-0.03714,68864,-0.02362,43783,-0.02493,46233,-0.0114,21152,-0.09659,179158,-0.08307,154077,-0.11679,216625,-0.10327,191544,-26754,-17368,-17352,-7966,-78947,-69561,-142639,-133253,0.00985
"1055","E02003885","Cheshire West and Chester 026",2457,2,27,40,4,12,2104,121,45,96,6,108.657,63.657,92.112,2050.60498,-53.395,75.45,30.45,94.031,2078.66699,-25.333,360.896,315.896,72.371,1844.48499,-259.51501,530.23798,485.23801,66.973,1696.31494,-407.685,-0.04909,91015,-0.02796,51824,-0.03323,61635,-0.0121,22444,-0.12983,240824,-0.10871,201633,-0.15682,290896,-0.1357,251705,-36306,-20541,-25376,-9611,-99586,-83821,-176164,-160399,0.01327
"1308","E02002595","Warrington 006",3170,0,28,377,41,37,1963,300,151,263,10,340.65302,189.653,243.321,1848.60803,-114.392,264.36401,113.364,249.491,1896.08606,-66.914,1045.73401,894.73401,161.448,1432.40601,-530.59399,1215.13,1064.13,152.40401,1316.87195,-646.12799,-0.10729,198968,-0.05774,107045,-0.07772,144164,-0.02816,52241,-0.28609,530698,-0.23654,438775,-0.25225,467918,-0.2027,375995,-55043,-29269,-41765,-15991,-150976,-125202,-199635,-173861,0.00486
"1405","E02003802","Cheshire West and Chester 033",4208,19,226,226,51,20,2143,186,162,1165,10,283.276,121.276,1108.302,2096.20898,-46.791,242.259,80.259,1129.51001,2109.12891,-33.871,833.68799,671.68799,819.51898,1905.52295,-237.47701,1038.14502,876.14502,742.612,1813.16504,-329.83499,-0.04565,84655,-0.01566,29009,-0.03891,72178,-0.00891,16532,-0.07112,131908,-0.04112,76262,-0.07154,132693,-0.04155,77047,-31050,-11837,-27365,-8152,-63350,-44137,-103442,-84229,0.0117
"1491","E02003864","Cheshire East 012",3103,11,203,30,3,14,2427,118,39,218,40,116.619,77.619,207.56599,2368.71899,-58.281,66.066,27.066,213.97301,2407.55811,-19.442,445.341,406.341,152.97,2129.35791,-297.642,643.01501,604.01501,141.758,1966.50696,-460.49301,-0.04223,78242,-0.02862,53001,-0.0213,39505,-0.00769,14264,-0.11548,214144,-0.10187,188903,-0.15997,296699,-0.14636,271458,-30934,-21074,-15733,-5873,-93317,-83457,-187914,-178054,0.02538
"1534","E02003871","Cheshire East 019",3004,2,44,90,26,21,2110,245,71,374,21,157.26801,86.268,359.05701,2052.28906,-57.711,145.086,74.086,360.64301,2060.87305,-49.127,598.72803,527.72803,274.59601,1766.26404,-343.73599,854.099,783.099,240.924,1584.09204,-525.90802,-0.03805,70530,-0.01768,32741,-0.03873,71846,-0.01836,34057,-0.09299,172451,-0.07261,134662,-0.11387,211211,-0.0935,173422,-27346,-12773,-28428,-13855,-73570,-58997,-133216,-118643,0.01875
"1609","E02003808","Cheshire West and Chester 044",2931,1,46,271,22,18,1955,210,178,211,19,252.214,74.214,201.882,1909.30701,-45.693,260.75101,82.751,201.505,1905.60498,-49.395,506.94901,328.94901,167.564,1757.35803,-197.642,676.87299,498.87299,151.765,1648.43506,-306.565,-0.08585,159246,-0.02253,41777,-0.08439,156553,-0.02107,39084,-0.13633,252904,-0.07301,135435,-0.15064,279445,-0.08732,161976,-51106,-13296,-51397,-13587,-83775,-45965,-126666,-88856,NA
"1617","E02003822","Cheshire East 033",4517,4,69,69,6,36,3878,226,52,164,13,134.91,82.91,159.043,3808.24512,-69.755,90.725,38.725,161.787,3845.09692,-32.903,451.21799,399.21799,133.479,3550.72095,-327.27899,783.55902,731.55902,120.618,3261.24292,-616.75702,-0.07811,144852,-0.04627,85780,-0.05527,102518,-0.02342,43446,-0.18802,348767,-0.15618,289695,-0.27064,502056,-0.2388,442984,-57125,-33547,-42840,-19262,-148418,-124840,-318179,-294601,0.02464
"1678","E02003797","Cheshire West and Chester 028",4292,15,161,151,17,20,2833,200,170,705,20,298.94,128.94,669.27698,2757.85498,-75.145,268.815,98.815,673.14301,2779.41504,-53.585,849.89001,679.89001,498.47198,2453.7561,-379.24399,1069.58398,899.58398,453.685,2311.69604,-521.30402,-0.06059,112363,-0.02564,47529,-0.04875,90431,-0.0138,25597,-0.12463,231181,-0.08968,166347,-0.13191,244679,-0.09696,179845,-44552,-19047,-37873,-12368,-101706,-76201,-160667,-135162,0.01092
"1762","E02003847","Cheshire West and Chester 009",4943,14,140,152,21,47,3997,284,110,131,47,267.60901,157.60899,125.206,3870.0249,-126.975,193.048,83.048,128.451,3930.31592,-66.684,881.50897,771.50897,96.305,3380.12695,-616.87299,1196.38,1086.38,89.067,3122.15796,-874.84198,-0.1138,211054,-0.06972,129292,-0.07516,139426,-0.03108,57664,-0.31805,590009,-0.27398,508247,-0.34621,642246,-0.30213,560484,-71497,-44043,-49169,-21715,-217755,-190301,-343615,-316161,0.00801
"1833","E02003852","Cheshire West and Chester 016",3498,3,70,121,15,29,2735,248,102,153,22,247.095,145.095,143.34,2622.26099,-112.739,150.416,48.416,150.29401,2696.18994,-38.81,814.362,712.362,101.168,2185.74512,-549.255,991.737,889.737,97.36,2042.79004,-692.21002,-0.07948,147399,-0.04777,88568,-0.04576,84894,-0.01405,26063,-0.22741,421857,-0.1957,363026,-0.22368,414930,-0.19196,356099,-51146,-29967,-31442,-10263,-156135,-134956,-221530,-200351,NA
"1887","E02003880","Cheshire West and Chester 019",2617,0,32,86,8,28,2082,154,35,179,13,114.278,79.278,169.36501,2023.68604,-58.314,59.994,24.994,178.02299,2061.27588,-20.724,446.62601,411.62601,119.196,1789.53503,-292.465,632.98798,597.98798,110.378,1637.91394,-444.086,-0.0474,87876,-0.03153,58442,-0.02682,49741,-0.01095,20307,-0.1414,262293,-0.12553,232859,-0.16915,313767,-0.15328,284333,-32922,-21378,-21980,-10436,-102879,-91335,-183451,-171907,0.01275
"1919","E02002600","Warrington 011",4155,2,62,322,37,38,2599,383,198,495,19,450.94,252.94,456.29401,2444.78198,-154.218,355.64899,157.649,467.70901,2507.59204,-91.408,1421.47302,1223.47302,291.487,1861.72803,-737.27197,1606.92102,1408.92102,279.07101,1729.64905,-869.35101,-0.11003,204038,-0.05858,108607,-0.07939,147259,-0.02794,51828,-0.29048,538825,-0.23904,443394,-0.26305,487944,-0.21161,392513,-61706,-32778,-48051,-19123,-170634,-141706,-228381,-199453,0.00644
"2041","E02003866","Cheshire East 014",2598,4,72,37,10,11,2049,127,35,233,20,83.426,48.426,226.98199,2011.573,-37.427,72.188,37.188,227.87601,2020.54199,-28.458,316.888,281.888,192.23399,1836.89099,-212.10899,563.47601,528.47601,163.312,1644.37695,-404.62299,-0.03184,59002,-0.01783,33026,-0.02649,49144,-0.01249,23168,-0.08397,155719,-0.06997,129743,-0.11948,221601,-0.10548,195625,-27115,-13982,-24057,-10924,-73199,-60066,-151404,-138271,0.02782
"2105","E02003821","Cheshire East 032",2283,3,43,46,4,17,1758,126,67,209,10,127.7,60.7,198.785,1714.51001,-43.49,104.153,37.153,199.89799,1734.09302,-23.907,356.728,289.728,151.424,1559.37695,-198.623,516.78003,449.78,136.203,1432.45605,-325.54401,-0.04169,77288,-0.02314,42882,-0.02863,53099,-0.01008,18693,-0.09881,183267,-0.08026,148861,-0.12381,229654,-0.10526,195248,-29875,-16732,-20845,-7702,-79012,-65869,-146252,-133109,0.01194
"2124","E02003855","Cheshire East 003",2730,1,123,34,1,13,2151,115,60,222,10,139.739,79.739,210.312,2090.61694,-60.383,94.968,34.968,217.45,2123.771,-27.229,448.46799,388.46799,152.07201,1866.91394,-284.086,645.06403,585.06403,142.013,1701.48206,-449.51801,-0.06315,117064,-0.03551,65792,-0.04323,80180,-0.01559,28908,-0.15298,283728,-0.12533,232456,-0.18538,343843,-0.15774,292571,-45887,-24830,-32184,-11127,-121796,-100739,-214044,-192987,0.01521
"2131","E02003831","Cheshire East 041",4065,4,102,77,3,34,3313,192,127,188,25,292.27899,165.27901,175.35699,3178.01709,-134.983,182.696,55.696,185.938,3265.33105,-47.669,897.53699,770.53699,121.561,2692.06909,-620.93103,1126.04602,999.04602,116.11,2490.37891,-822.62097,-0.09931,184203,-0.05576,103402,-0.06965,129204,-0.02609,48403,-0.24874,461426,-0.20518,380625,-0.26084,483882,-0.21729,403081,-70440,-39340,-51662,-20562,-193553,-162453,-296223,-265123,0.00816
"2186","E02003807","Cheshire West and Chester 043",3367,14,118,113,23,11,2133,148,168,613,26,241.73,73.73,588.66901,2092.65503,-40.345,253.22099,85.221,587.67297,2084.04395,-48.956,518.69299,350.69299,485.05099,1952.71997,-180.28,723.28601,555.28601,422.59799,1837.625,-295.375,-0.05683,105402,-0.01501,27820,-0.06035,111960,-0.01853,34378,-0.07982,148055,-0.038,70473,-0.08768,162641,-0.04586,85059,-41507,-11761,-45253,-15507,-67648,-37902,-112208,-82462,0.01044
"2210","E02002601","Warrington 012",3703,3,94,188,12,33,2783,230,150,190,20,360.547,210.547,173.99699,2626.2019,-156.798,262.33701,112.337,182.16701,2699.66406,-83.336,1139.04004,989.03998,112.138,2050.29004,-732.71002,1316.38501,1166.38501,107.033,1906.18396,-876.81598,-0.10132,187887,-0.06179,114557,-0.06598,122397,-0.02645,49067,-0.2963,549630,-0.25677,476300,-0.28119,521581,-0.24166,448251,-60668,-36955,-40787,-17074,-182549,-158836,-251348,-227635,0.00639
"2234","E02003812","Cheshire East 023",2287,1,101,11,2,6,1820,79,47,209,11,95.057,48.057,197.133,1787.47205,-32.528,95.782,48.782,188.873,1794.48706,-25.513,258.802,211.802,150.82201,1683.13794,-136.862,393.465,346.465,137.535,1572.19702,-247.80299,-0.02889,53547,-0.01977,36626,-0.01755,32559,-0.00843,15638,-0.07089,131462,-0.06177,114541,-0.10554,195747,-0.09642,178826,-24614,-16069,-17901,-9356,-65061,-56516,-139678,-131133,0.00809
"2254","E02003810","Cheshire West and Chester 047",3108,9,32,47,4,12,2607,138,37,195,27,81.65,44.65,188.092,2573.20898,-33.791,55.626,18.626,192.517,2592.54395,-14.456,245.19299,208.19299,156.83099,2455.15405,-151.84599,405.05301,368.05301,139.52299,2327.021,-279.979,-0.03584,66483,-0.01927,35739,-0.02608,48385,-0.00951,17641,-0.07722,143242,-0.06065,112498,-0.1141,211663,-0.09752,180919,-29982,-16141,-24009,-10168,-68572,-54731,-145153,-131312,NA
"2328","E02003815","Cheshire East 026",2704,3,57,46,8,37,1938,173,52,379,11,111.896,59.896,365.121,1899.50598,-38.494,95.593,43.593,369.65799,1909.63794,-28.362,397.99799,345.99799,284.92599,1728.67896,-209.321,592.53198,540.53198,253.05701,1589.87305,-348.12701,-0.03344,61990,-0.01658,30712,-0.02812,52161,-0.01126,20883,-0.06809,126271,-0.05123,94993,-0.10336,191695,-0.08649,160417,-24874,-12535,-21307,-8968,-57278,-44939,-125547,-113208,0.02072
"2331","E02003826","Cheshire East 035",2971,2,51,119,21,52,1849,282,199,389,7,343.82901,144.82899,362.55399,1756.95605,-92.044,281.62399,82.624,370.77899,1800.45203,-48.548,852.89398,653.89398,258.733,1443.875,-405.125,1031.78699,832.78699,236.668,1322.47595,-526.52399,-0.07675,142345,-0.03177,58906,-0.05901,109467,-0.01403,26028,-0.15812,293314,-0.11314,209875,-0.1526,283088,-0.10763,199649,-49928,-21015,-38571,-9658,-114684,-85771,-162027,-133114,0.01018
"2424","E02003827","Cheshire East 036",3590,0,52,175,26,50,1977,427,269,589,25,438.845,169.845,550.01202,1881.94897,-95.051,378.48499,109.485,559.47498,1920.495,-56.505,1020.68799,751.68799,405.509,1563.55603,-413.444,1245.61499,976.61499,371.89401,1425.92505,-551.07501,-0.08815,163498,-0.03627,67256,-0.07491,138964,-0.02303,42722,-0.17611,326683,-0.12423,230441,-0.16938,314198,-0.1175,217956,-55413,-22661,-46937,-14185,-123316,-90564,-176072,-143320,0.01158
"2444","E02003860","Cheshire East 008",2835,10,143,20,4,10,2244,92,61,239,12,150.411,89.411,222.22301,2179.11597,-64.884,105.877,44.877,229.112,2212.03491,-31.965,500.73099,439.73099,147.58,1931.84705,-312.15302,675.77698,614.77698,140.73599,1780.27905,-463.72101,-0.04283,79379,-0.02873,53227,-0.02439,45241,-0.01029,19089,-0.11637,215813,-0.10227,189661,-0.15145,280892,-0.13735,254740,-32479,-21730,-19530,-8781,-98963,-88214,-185883,-175134,0.01677
"2668","E02002590","Warrington 001",2657,5,44,87,9,14,2148,127,34,169,20,118.894,84.894,159.439,2082.81396,-65.186,59.256,25.256,165.815,2129.02905,-18.971,461.79199,427.79199,112.899,1828.42603,-319.57401,622.73499,588.73499,106.774,1691.41797,-456.582,-0.05049,93557,-0.0367,67976,-0.02392,44361,-0.01013,18780,-0.1584,293773,-0.1446,268192,-0.18764,348030,-0.17385,322449,-34231,-24484,-17421,-7674,-109396,-99649,-191692,-181945,0.00657
"2670","E02003846","Cheshire West and Chester 008",2714,1,64,200,37,28,1745,249,106,274,10,214.506,108.506,258.76999,1679.12903,-65.871,191.33099,85.331,257.41901,1696.755,-48.245,638.72498,532.72498,191.408,1427.21802,-317.78201,802.18597,696.18597,175.80299,1318.99902,-426.00101,-0.06394,118564,-0.03251,60256,-0.04838,89741,-0.01695,31433,-0.15701,291249,-0.12558,232941,-0.15716,291531,-0.12573,233223,-35975,-18417,-28486,-10928,-97065,-79507,-144009,-126451,0.00875
"2691","E02002608","Warrington 019",3650,1,66,211,10,29,2831,208,89,183,22,247.23199,158.23199,171.409,2711.56201,-119.438,154.062,65.062,179.40401,2782.56689,-48.433,871.16199,782.16199,118.51,2248.677,-582.323,1093.47302,1004.47302,113.927,2065.48096,-765.51898,-0.09201,170613,-0.06106,113207,-0.05104,94677,-0.02009,37271,-0.29135,540440,-0.2604,483034,-0.29288,543289,-0.26193,485883,-53650,-36026,-30147,-12523,-178037,-160413,-266884,-249260,0.01354
"3121","E02003801","Cheshire West and Chester 032",3123,1,74,183,28,22,2165,193,153,288,16,261.634,108.634,271.12701,2096.03809,-68.962,260.306,107.306,269.88901,2097.86401,-67.136,672.35602,519.35602,199.118,1843.95605,-321.04401,841.98297,688.98297,181,1727.35803,-437.642,-0.06664,123588,-0.02623,48616,-0.05884,109138,-0.01842,34166,-0.1336,247820,-0.09319,172848,-0.14075,261080,-0.10033,186108,-43088,-17167,-39421,-13500,-92330,-66409,-139537,-113616,0.0104
"3163","E02003796","Cheshire West and Chester 027",2870,5,59,224,23,24,1870,206,111,335,13,209.86301,98.863,317.00699,1811.797,-58.202,184.492,73.492,321.01801,1827.29297,-42.707,633.43201,522.43201,232.06799,1571.62805,-298.37201,799.59399,688.59399,211.757,1464.15601,-405.84399,-0.0486,90125,-0.02206,40892,-0.03937,73019,-0.01282,23786,-0.11318,209931,-0.08664,160698,-0.11613,215410,-0.08959,166177,-30467,-14006,-25397,-8936,-76350,-59889,-117121,-100660,0.01125
"3172","E02002611","Warrington 022",3551,8,63,112,6,23,2924,161,69,163,22,195.364,126.364,154.93401,2822.52393,-101.476,137.29601,68.296,159.509,2868.521,-55.479,711.12,642.12,111.553,2421.11304,-502.88699,949.75098,880.75098,101.604,2219.38599,-704.61401,-0.08327,154380,-0.05144,95339,-0.05689,105535,-0.02507,46494,-0.23912,443542,-0.2073,384501,-0.26521,491942,-0.23338,432901,-53772,-33780,-37314,-17322,-158681,-138689,-260160,-240168,0.01422
"3180","E02003824","Cheshire East 042",2223,1,58,68,3,8,1794,112,27,144,8,76.566,49.566,137.12199,1756.86902,-37.131,45.095,18.095,142.688,1780.00403,-13.996,277.40601,250.40601,101.422,1613.13794,-180.862,432.01199,405.01199,93.416,1484.29504,-309.70499,-0.03384,62715,-0.02211,40975,-0.02069,38372,-0.00897,16632,-0.09105,168867,-0.07933,147127,-0.12351,229097,-0.11179,207357,-23320,-15360,-14113,-6153,-70804,-62844,-145299,-137339,0.01816
"3182","E02003875","Cheshire West and Chester 003",2588,9,53,24,1,18,2271,95,31,63,23,75.22,44.22,60.817,2232.23096,-38.769,60.244,29.244,61.887,2244.948,-26.052,232.82899,201.82899,49.443,2098.09912,-172.901,396.58401,365.58401,45.243,1950.11902,-320.88101,-0.04181,77492,-0.02502,46344,-0.03102,57541,-0.01423,26393,-0.10028,185972,-0.08349,154824,-0.14645,271638,-0.12966,240490,-30582,-18992,-23087,-11497,-79180,-67590,-169734,-158144,0.01538
"3321","E02002605","Warrington 016",4609,1,115,339,21,38,3436,290,131,215,23,350.76001,219.75999,200.33501,3277.46704,-158.534,252.004,121.004,207.231,3352.35498,-83.645,1228.61902,1097.61902,136.006,2654.36792,-781.63202,1496.078,1365.078,127.906,2441.83496,-994.16498,-0.11187,207446,-0.06998,129739,-0.07004,129922,-0.02815,52215,-0.34022,631105,-0.29833,553398,-0.33923,629275,-0.29734,551568,-65455,-41464,-41334,-17343,-205381,-181390,-304188,-280197,0.01113
"3366","E02003817","Cheshire East 028",2995,4,49,30,6,16,2410,151,55,268,6,123.333,68.333,255.658,2359.36401,-50.636,91.737,36.737,259.75201,2384.09497,-25.904,422.94699,367.94699,190.397,2148.4519,-261.548,623.849,568.849,169.44099,1984.67297,-425.327,-0.03372,62493,-0.02214,41012,-0.0206,38213,-0.00902,16732,-0.08497,157579,-0.07339,136098,-0.12972,240601,-0.11814,219120,-26705,-17820,-16147,-7262,-75138,-66253,-165627,-156742,0.01768
"3381","E02002599","Warrington 010",5375,6,128,193,13,21,4411,254,91,240,18,304.27701,213.27699,226.465,4240.21582,-170.784,170.533,79.533,236.09,4345.68506,-65.315,1192.87903,1101.87903,158.886,3542.23608,-868.76398,1472.16394,1381.16394,152.049,3300.104,-1110.896,-0.10773,199732,-0.07364,136502,-0.05973,110796,-0.02565,47566,-0.33905,628911,-0.30496,565681,-0.36436,675872,-0.33027,612642,-70796,-48151,-41259,-18614,-223899,-201254,-355705,-333060,0.00745
"3517","E02003842","Cheshire West and Chester 004",2074,11,102,28,5,14,1715,75,40,74,10,90.119,50.119,71.125,1672.65601,-42.344,66.205,26.205,72.204,1693.22998,-21.77,263.336,223.336,57.789,1527.35498,-187.645,401.064,361.064,54.148,1409.41504,-305.58499,-0.05103,94609,-0.02783,51574,-0.03708,68768,-0.01388,25733,-0.11665,216362,-0.09345,173327,-0.14532,269547,-0.12212,226512,-34405,-18792,-26387,-10774,-86471,-70858,-155286,-139673,0.00852
"3577","E02002593","Warrington 004",2495,3,91,80,4,16,1774,144,72,306,5,184.953,112.953,284.92499,1697.25903,-76.741,116.747,44.747,296.229,1743.745,-30.255,638.12598,566.12598,188.258,1400.52795,-373.47198,755.55701,683.55701,180.53799,1307.74304,-466.25699,-0.05552,102916,-0.03315,61419,-0.03433,63689,-0.01196,22192,-0.15272,283262,-0.13035,241765,-0.15333,284382,-0.13096,242885,-37337,-21619,-25690,-9972,-104098,-88380,-155209,-139491,0.00377
"3695","E02003818","Cheshire East 029",2618,8,113,23,1,15,2149,111,30,157,11,76.137,46.137,152.011,2112.25293,-36.747,62.71,32.71,152.13699,2124.5271,-24.473,291.63101,261.63101,123.189,1946.526,-202.474,477.44,447.44,108.446,1792.92798,-356.07199,-0.02574,47699,-0.01724,31939,-0.01705,31626,-0.00855,15866,-0.06793,125973,-0.05943,110213,-0.11145,206710,-0.10295,190950,-19518,-13716,-11893,-6091,-57131,-51329,-136619,-130817,0.02389
