"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"10","E02006065","Sedgemoor 005",3373,255,441,2279,227,43,0,62,4,43,19,424.56,169.56,399.86099,2172.366,-106.634,280.57901,25.579,434.44199,2263.0161,-15.984,930.04901,675.04901,280.45099,1852.123,-426.87701,1060.52,805.52002,271.492,1748.354,-530.646,-0.07159,132794,-0.03553,65890,-0.0434,80515,-0.00734,13611,-0.13699,254134,-0.10092,187230,-0.14629,271397,-0.11023,204493,-51472,-24597,-32586,-5711,-112640,-85765,-172075,-145200,0.33747
"124","E02006050","Mendip 004",3531,80,711,2240,237,75,3,115,21,29,20,135.561,55.561,692.62701,2209.1689,-30.831,148.99699,68.997,692.33698,2198.78,-41.221,419.57199,339.57199,573.836,2072.0339,-167.966,689.47601,609.47601,503.159,1907.5551,-332.44501,-0.03384,62744,-0.01319,24448,-0.04071,75519,-0.02007,37223,-0.05032,93324,-0.02967,55028,-0.09014,167209,-0.0695,128913,-23145,-9360,-29451,-15666,-43430,-29645,-111821,-98036,2.5
"207","E02006078","South Somerset 004",2182,46,228,1730,95,16,4,21,2,22,18,90.381,44.381,218.278,1698.4189,-31.581,63.021,17.021,225.67799,1716.6,-13.4,259.285,213.285,171.278,1587.707,-142.293,406.09799,360.09799,153.04201,1470.2061,-259.79401,-0.02776,51468,-0.01312,24308,-0.02314,42924,-0.0085,15764,-0.05285,98020,-0.03821,70860,-0.08725,161852,-0.07261,134692,-27466,-13484,-21291,-7309,-54754,-40772,-125048,-111066,1.34391
"268","E02006112","Taunton Deane 014",3098,187,203,2388,171,39,10,38,1,48,13,309.42899,122.429,191.89999,2290.7141,-97.286,254.76601,67.766,197.379,2333.657,-54.342,751.14099,564.14099,151.60699,1939.267,-448.733,971.43201,784.43201,135.713,1759.057,-628.94299,-0.0767,142272,-0.03092,57336,-0.06007,111438,-0.01429,26502,-0.1633,302943,-0.11752,218007,-0.16677,309380,-0.12098,224444,-57746,-23077,-47630,-12961,-132313,-97644,-191247,-156578,NA
"360","E02006052","Mendip 006",3151,62,288,2470,167,24,7,71,7,41,14,98.037,36.037,282.65201,2443.1951,-26.805,109.76,47.76,280.082,2435.749,-34.251,228.099,166.099,256.41599,2353.8979,-116.102,477.10501,415.10501,222.422,2165.978,-304.022,-0.04997,92683,-0.01726,31992,-0.0493,91446,-0.01658,30755,-0.07567,140366,-0.04296,79675,-0.12116,224748,-0.08844,164057,-35715,-12639,-37493,-14417,-63855,-40779,-157550,-134474,3.28852
"407","E02006059","Mendip 013",2430,44,141,1999,109,46,13,37,2,17,22,74.529,30.529,137.817,1974.068,-24.932,78.024,34.024,138.563,1969.4969,-29.503,171.36,127.36,122.205,1900.692,-98.308,341.34698,297.34698,107.738,1759.5229,-239.47701,-0.0478,88657,-0.01965,36431,-0.04952,91868,-0.02137,39642,-0.07627,141467,-0.04811,89241,-0.11789,218702,-0.08974,166476,-34394,-14046,-40634,-20286,-65069,-44721,-148566,-128218,1.17365
"475","E02006102","Taunton Deane 004",3032,275,431,1858,225,18,0,137,11,69,8,421.375,146.375,403.39301,1765.092,-92.908,393.242,118.242,402.009,1789.111,-68.889,906.94598,631.94598,304.83701,1461.884,-396.116,1109.022,834.02197,277.72,1323.459,-534.54102,-0.08094,150145,-0.02784,51642,-0.06687,124042,-0.01377,25539,-0.14902,276446,-0.09592,177943,-0.14249,264330,-0.08939,165827,-57814,-19733,-50432,-12351,-115239,-77158,-158639,-120558,1.07335
"638","E02006104","Taunton Deane 006",3725,329,460,2499,220,43,2,92,12,49,19,505.30399,176.304,428.44,2377.4131,-121.587,489.80701,160.80701,435.20901,2386.175,-112.825,1063.384,734.38397,315.42099,2001.547,-497.453,1284.439,955.43903,290.23099,1835.405,-663.59497,-0.10174,188731,-0.03471,64382,-0.09573,177587,-0.0287,53238,-0.17897,332021,-0.11195,207672,-0.17815,330485,-0.11112,206136,-75355,-26140,-74342,-25127,-144834,-95619,-202260,-153045,0.98679
"646","E02006074","Sedgemoor 014",3722,155,255,2929,210,18,1,91,6,40,17,266.70499,111.705,241.138,2842.4529,-86.547,243.11,88.11,242.854,2862.0071,-66.993,638.198,483.198,188.63901,2559.906,-369.09399,901.401,746.401,171.119,2343.8459,-585.15399,-0.10145,188190,-0.04558,84555,-0.08547,158553,-0.02961,54918,-0.19298,358021,-0.13712,254386,-0.22549,418324,-0.16962,314689,-67403,-29483,-63538,-25618,-149001,-111081,-253538,-215618,1.80903
"880","E02006081","South Somerset 007",2038,36,97,1710,91,18,7,36,2,21,20,66.18,30.18,94.007,1685.292,-24.708,53.134,17.134,94.767,1696.528,-13.472,158.377,122.377,82.193,1611.429,-98.571,286.63599,250.636,74.081,1502.801,-207.19901,-0.02561,47490,-0.01344,24905,-0.02016,37396,-0.00799,14811,-0.05319,98657,-0.04101,76072,-0.09345,173346,-0.08127,150761,-25038,-12851,-20226,-8039,-50997,-38810,-121757,-109570,1.56554
"1090","E02006095","South Somerset 021",3341,40,639,2348,192,21,3,47,6,33,12,91.721,51.721,619.48297,2319.667,-28.333,79.655,39.655,624.50098,2326.1379,-21.862,330.80701,290.80701,510.32999,2205.458,-142.54201,620.18597,580.18597,429.62601,2021.715,-326.285,-0.02474,45872,-0.01224,22700,-0.02357,43718,-0.01108,20546,-0.04925,91354,-0.03676,68182,-0.08116,150553,-0.06867,127381,-24633,-12233,-22390,-9990,-60698,-48298,-156039,-143639,NA
"1122","E02006105","Taunton Deane 007",5455,517,1599,2678,325,117,2,123,14,51,29,778.81702,261.81699,1489.125,2555.488,-122.512,700.026,183.026,1519.286,2595,-83,1644.526,1127.526,1100.4351,2170.2451,-507.755,1930.71,1413.71,1006.403,2015.255,-662.745,-0.06016,111598,-0.02014,37353,-0.04992,92599,-0.0099,18354,-0.0971,180128,-0.05708,105883,-0.07768,144094,-0.03766,69849,-69362,-22775,-61504,-14917,-128459,-81872,-181106,-134519,0.84327
"1207","E02006092","South Somerset 018",3121,216,636,1988,203,9,4,24,8,26,7,299.07401,83.074,612.52698,1936.4041,-51.596,342.841,126.841,595.66498,1912.441,-75.559,622.22699,406.22699,529.68103,1731.59,-256.41,926.33301,710.33301,456.289,1532.245,-455.755,-0.02794,51811,-0.01084,20091,-0.03192,59209,-0.01482,27489,-0.06257,116062,-0.04547,84342,-0.07486,138873,-0.05776,107153,-27139,-10040,-30398,-13299,-61390,-44291,-112135,-95036,2.2845
"1395","E02006098","South Somerset 024",2644,39,140,2178,166,25,7,39,5,26,19,87.012,48.012,136.256,2139.2151,-38.785,57.741,18.741,138.976,2162.4331,-15.567,320.82001,281.82001,114.452,1954.4,-223.60001,494.53799,455.53799,104.337,1810.292,-367.70801,-0.02626,48689,-0.01164,21580,-0.02261,41937,-0.008,14828,-0.06161,114277,-0.04699,87168,-0.09439,175099,-0.07978,147990,-26753,-10896,-24267,-8410,-56070,-40213,-118567,-102710,NA
"1474","E02006070","Sedgemoor 010",3445,235,303,2507,252,27,1,67,9,38,6,397.87799,162.87801,279.79501,2387.491,-119.509,357.427,122.427,281.892,2420.8059,-86.194,962.914,727.914,195.815,1976.811,-530.18903,1121.584,886.58398,185.507,1848.364,-658.63599,-0.07717,143155,-0.03482,64581,-0.05779,107212,-0.01544,28638,-0.14919,276763,-0.10683,198189,-0.16139,299403,-0.11903,220829,-51604,-23744,-40752,-12892,-116325,-88465,-179771,-151911,0.68126
"1513","E02006051","Mendip 005",2727,52,206,2182,150,20,10,63,1,26,17,111.044,59.044,197.02699,2139.303,-42.697,87.831,35.831,200.72,2156.189,-25.811,370.19501,318.19501,152.28999,1958.426,-223.57401,557.64697,505.647,132.82401,1811.5959,-370.40399,-0.03802,70515,-0.01863,34550,-0.02966,55025,-0.01027,19060,-0.07941,147300,-0.06002,111335,-0.1024,189960,-0.08301,153995,-27691,-13557,-23879,-9745,-70130,-55996,-136244,-122110,2.03697
"1612","E02006091","South Somerset 017",3863,78,212,3185,204,23,7,71,6,54,23,149.091,71.091,204.02499,3128.948,-56.052,127.504,49.504,207.819,3144.1211,-40.879,401.29099,323.29099,162.06,2943.814,-241.185,719.48499,641.48499,143.965,2676.4829,-508.517,-0.0753,139675,-0.03225,59808,-0.06848,127029,-0.02542,47162,-0.15255,282996,-0.10949,203129,-0.2241,415752,-0.18105,335885,-60915,-26064,-55365,-20514,-128730,-93879,-275003,-240152,2.41021
"1651","E02006080","South Somerset 006",3259,146,689,2123,139,22,6,47,3,54,30,246.345,100.345,653.32397,2067.2041,-55.796,183.41901,37.419,676.78497,2101.2251,-21.775,611.88501,465.88501,512.48102,1874.837,-248.16299,867.49103,721.49103,449.047,1706.442,-416.55801,-0.04013,74435,-0.01877,34805,-0.03092,57357,-0.00956,17727,-0.08328,154492,-0.06192,114862,-0.09455,175405,-0.07319,135775,-43227,-19305,-32699,-8777,-98162,-74240,-178509,-154587,1.41466
"1656","E02006094","South Somerset 020",2208,75,112,1773,131,24,5,49,4,28,7,123.01,48.01,109.493,1733.448,-39.552,122.4,47.4,108.123,1734.9139,-38.086,316.72699,241.72701,97.847,1575.899,-197.101,523.59601,448.59698,88.463,1404.603,-368.397,-0.03382,62726,-0.01475,27341,-0.03195,59259,-0.01287,23874,-0.08559,158774,-0.06651,123389,-0.10871,201655,-0.08963,166270,-27287,-11583,-25723,-10019,-69118,-53414,-128174,-112470,3.03467
"1698","E02006069","Sedgemoor 009",4638,371,1067,2616,364,42,2,98,21,43,14,562.81403,191.814,1003.115,2510.7859,-105.214,495.18301,124.183,1020.709,2551.8301,-64.17,1223.386,852.38599,748.245,2177.1069,-438.892,1471.6639,1100.6639,697.40997,2016.548,-599.45203,-0.09224,171101,-0.03221,59741,-0.07673,142337,-0.0167,30977,-0.14001,259743,-0.07999,148383,-0.1535,284752,-0.09347,173392,-66489,-22951,-58064,-14526,-117569,-74031,-185651,-142113,0.94693
"1853","E02006097","South Somerset 023",2593,79,643,1576,205,6,1,47,9,19,8,145.69099,66.691,619.28998,1540.266,-35.734,129.76601,50.766,621.27698,1551.489,-24.511,499.11301,420.11301,483.85999,1359.4351,-216.565,697.27899,618.27899,426.63101,1241.38,-334.61899,-0.0153,28365,-0.00714,13232,-0.01269,23527,-0.00453,8394,-0.03435,63714,-0.02619,48581,-0.049,90887,-0.04084,75754,-15628,-7257,-13310,-4939,-37586,-29215,-78199,-69828,2.03091
