"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"248360",1,1,1,13.425,7586,423,317,0.02361,2503,340,27175,"E02006047 E02006048"
"248361",1,1,1,2.524,2154,189,74,0.02932,471,69,6010,"E02006047 E02006049"
"248362",1,1,1,2.654,2100,194,94,0.03542,495,87,6258,"E02006047 E02006050"
"248364",1,1,1,20.73,11208,508,587,0.02832,3864,514,44541,"E02006047 E02006052"
"248365",1,1,1,3.652,2724,220,131,0.03587,681,115,8013,"E02006047 E02006053"
"248367",1,1,1,20.556,11236,568,639,0.03109,3832,495,44026,"E02006047 E02006055"
"248368",1,1,1,15.44,8454,437,448,0.02902,2878,392,33875,"E02006047 E02006056"
"248371",1,1,1,25.952,12678,771,597,0.023,4838,500,49031,"E02006047 E02006075"
"248404",1,1,1,15.494,7518,574,441,0.02846,2888,261,24210,"E02006048 E02006049"
"248405",1,1,1,14.674,6986,412,467,0.03182,2735,268,20975,"E02006048 E02006050"
"248406",1,1,1,21.042,9540,569,582,0.02766,3922,353,37473,"E02006048 E02006051"
"248407",1,1,1,10.832,5582,227,326,0.0301,2019,245,22962,"E02006048 E02006052"
"248408",1,1,1,15.421,7396,434,476,0.03087,2875,284,21718,"E02006048 E02006053"
"248409",1,1,1,17.025,7462,443,491,0.02884,3174,277,31003,"E02006048 E02006054"
"248410",1,1,1,11.296,5964,309,418,0.037,2106,244,23636,"E02006048 E02006055"
"248411",1,1,1,9.986,5098,231,357,0.03575,1862,225,22388,"E02006048 E02006056"
"248414",1,1,1,21.583,10768,599,837,0.03878,4023,478,42575,"E02006048 E02006059"
"248432",1,1,1,2.696,2506,210,98,0.03635,503,76,5366,"E02006049 E02006050"
"248433",1,1,1,22.911,12234,686,651,0.02841,4271,552,48286,"E02006049 E02006052"
"248434",1,1,1,2.895,1866,201,79,0.02729,540,73,5256,"E02006049 E02006053"
"248436",1,1,1,22.737,12262,746,703,0.03092,4238,533,47771,"E02006049 E02006055"
"248437",1,1,1,17.621,9480,615,512,0.02906,3285,430,37620,"E02006049 E02006056"
"248469",1,1,1,21.362,11458,491,649,0.03038,3982,526,43041,"E02006050 E02006052"
"248470",1,1,1,1.2,734,52,45,0.0375,224,34,2509,"E02006050 E02006053"
"248472",1,1,1,21.188,11486,551,701,0.03308,3950,506,42526,"E02006050 E02006055"
"248473",1,1,1,16.072,8704,420,510,0.03173,2996,404,32375,"E02006050 E02006056"
"248475",1,1,1,23.5,10688,603,511,0.02174,4381,419,43527,"E02006050 E02006075"
"248503",1,1,1,10.497,6858,337,314,0.02991,1957,327,26210,"E02006051 E02006052"
"248504",1,1,1,4.271,2184,137,95,0.02224,796,82,6739,"E02006051 E02006054"
"248505",1,1,1,13.135,7350,401,318,0.02421,2449,314,26086,"E02006051 E02006055"
"248506",1,1,1,20.248,10800,593,481,0.02376,3774,469,42892,"E02006051 E02006056"
"248507",1,1,1,12.073,4996,327,103,0.00853,2251,169,15275,"E02006051 E02006057"
