"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"163995",1,1,1,1090,798,49,35,0.03211,203,42,2967,"E02003581 E02003582"
"163996",1,1,1,1925,4974,80,77,0.04,359,63,5986,"E02003581 E02003583"
"163997",1,1,1,17971,9796,355,536,0.02983,3350,383,68861,"E02003581 E02003584"
"163998",1,1,1,12965,6604,249,326,0.02514,2417,244,41210,"E02003581 E02003585"
"163999",1,1,1,16918,9150,319,496,0.02932,3154,370,63716,"E02003581 E02003586"
"164000",1,1,1,18261,10070,372,567,0.03105,3404,396,69959,"E02003581 E02003587"
"164001",1,1,1,7462,3816,133,151,0.02024,1391,133,15411,"E02003581 E02003588"
"164002",1,1,1,7245,3514,128,131,0.01808,1351,116,9926,"E02003581 E02003589"
"164003",1,1,1,24720,13166,506,845,0.03418,4608,581,69392,"E02003581 E02003590"
"164004",1,1,1,7848,3804,139,130,0.01656,1463,130,11190,"E02003581 E02003591"
"164005",1,1,1,23338,11104,654,556,0.02382,4350,458,66207,"E02003581 E02003592"
"164006",1,1,1,12938,6896,362,408,0.03154,2412,320,42114,"E02003581 E02003593"
"164007",1,1,1,18857,10330,376,571,0.03028,3515,412,45502,"E02003581 E02003594"
"164008",1,1,1,18877,9724,368,519,0.02749,3519,393,62490,"E02003581 E02003595"
"164009",1,1,1,20680,10700,439,566,0.02737,3855,432,67024,"E02003581 E02003596"
"164010",1,1,1,17342,9142,340,399,0.02301,3233,359,41000,"E02003581 E02003597"
"164011",1,1,1,22828,13126,586,790,0.03461,4255,589,78356,"E02003581 E02003598"
"164017",1,1,1,3066,5330,125,112,0.03653,572,72,7150,"E02003582 E02003583"
"164018",1,1,1,17860,9510,383,561,0.03141,3329,371,89851,"E02003582 E02003584"
"164019",1,1,1,12854,6318,277,351,0.02731,2396,232,62200,"E02003582 E02003585"
"164020",1,1,1,16807,8864,347,521,0.031,3133,357,84706,"E02003582 E02003586"
"164021",1,1,1,18150,9784,400,592,0.03262,3383,384,90949,"E02003582 E02003587"
"164022",1,1,1,7351,3530,161,176,0.02394,1370,120,36401,"E02003582 E02003588"
"164023",1,1,1,7278,3320,175,164,0.02253,1357,109,31561,"E02003582 E02003589"
"164024",1,1,1,24609,12880,534,870,0.03535,4587,569,90382,"E02003582 E02003590"
"164025",1,1,1,7881,3610,186,163,0.02068,1469,123,32825,"E02003582 E02003591"
"164026",1,1,1,22474,10406,622,525,0.02336,4189,421,63582,"E02003582 E02003592"
"164027",1,1,1,12074,6198,330,377,0.03122,2251,282,39489,"E02003582 E02003593"
"164028",1,1,1,18746,10044,404,596,0.03179,3494,400,66492,"E02003582 E02003594"
"164029",1,1,1,18766,9438,396,544,0.02899,3498,380,83480,"E02003582 E02003595"
