"","id","msoa1","msoa2","all","light_rail","bus","taxi","motorbike","car_driver","car_passenger","bicycle","foot","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","rail","dist","geo_label_o","geo_label_d","dist_fast","dist_quiet","time_fast","time_quiet","cirquity","distq_f","avslope","avslope_q","clc"
"98789","E02003738 E02003739","E02003738","E02003739",113,0,0,0,3,100,5,5,0,0,11.41,6.41,0,-5.94,6.83,1.83,0,-1.69,33.69,28.69,0,-26.57,44.16,39.16,0,-36.27,-0.00598,11095,-0.00336,6234,-0.00369,6837,-0.00107,1976,-0.01558,28905,-0.01296,24044,-0.01391,25807,-0.01129,20946,-3961,-2226,-2369,-634,-11701,-9966,-15341,-13606,0,6.6551,"East Cambridgeshire 007","East Cambridgeshire 008",7.371,7.371,3116,3198,1.10757,1,55.62339,0.82757,4.42478
"98790","E02003738 E02003740","E02003738","E02003740",68,0,1,0,1,64,1,1,0,0,2.48,1.48,0,-1.42,1.55,0.55,0,-0.49,5.63,4.63,0,-4.47,11.62,10.62,0,-10.19,-0.00259,4799,-0.00155,2866,-0.00168,3113,-0.00064,1180,-0.00516,9562,-0.00411,7629,-0.00723,13412,-0.00619,11479,-1754,-1072,-1057,-375,-4073,-3391,-8409,-7727,0,13.38313,"East Cambridgeshire 007","East Cambridgeshire 009",14.905,14.905,6006,6280,1.11372,1,56.35693,1.00637,1.47059
"98791","E02003738 E02003778","E02003738","E02003778",23,0,0,0,0,21,2,0,0,0,0.29,0.29,0,-0.26,0,0,0,0,0.5,0.5,0,-0.46,1.86,1.86,0,-1.7,-0.00028,513,-0.00028,513,0,0,0,0,-0.00044,822,-0.00044,822,-0.00165,3066,-0.00165,3066,-350,-350,0,0,-607,-607,-2275,-2275,0,15.36321,"East Cambridgeshire 007","South Cambridgeshire 004",26.248,26.244,10096,10564,1.7085,0.99985,26.6687,0.69349,0
"98793","E02003738 E02003781","E02003738","E02003781",67,0,0,0,0,64,2,0,0,1,0.78,0.78,0,-0.75,0,0,0,0,1.4,1.4,0,-1.35,5.34,5.34,0,-5.11,-8e-04,1476,-8e-04,1476,0,0,0,0,-0.0013,2411,-0.0013,2411,-0.00493,9150,-0.00493,9150,-983,-983,0,0,-1767,-1767,-6704,-6704,0,18.453,"East Cambridgeshire 007","South Cambridgeshire 007",25.813,26.322,10560,11250,1.39885,1.01972,51.91183,1.09034,0
"98794","E02003738 E02003785","E02003738","E02003785",35,0,0,0,0,33,2,0,0,0,0.41,0.41,0,-0.38,0,0,0,0,0.81,0.81,0,-0.76,2.88,2.88,0,-2.71,-4e-04,738,-4e-04,738,0,0,0,0,-0.00073,1350,-0.00073,1350,-0.00247,4572,-0.00247,4572,-471,-471,0,0,-941,-941,-3356,-3356,0,19.70681,"East Cambridgeshire 007","South Cambridgeshire 011",24.337,24.312,9762,10128,1.23495,0.99897,54.6493,0.92547,0
"98803","E02003738 E02006825","E02003738","E02006825",75,0,0,0,0,71,3,1,0,0,2.65,1.65,0,-1.59,1,0,0,0,7.17,6.17,0,-5.92,14.59,13.59,0,-13.04,-0.00243,4512,-0.00152,2815,-0.00092,1697,0,0,-0.00567,10515,-0.00475,8818,-0.00778,14432,-0.00686,12735,-1671,-1042,-629,0,-4519,-3890,-9199,-8570,0,10.84746,"East Cambridgeshire 007","East Cambridgeshire 011",12.876,12.876,6102,6334,1.18701,1,112.61261,1.54551,1.33333
"98805","E02003739 E02003740","E02003739","E02003740",141,0,2,0,0,113,13,4,9,0,11.36,7.36,8.51,-6.07,7.26,3.26,8.72,-2.6,38.58,34.58,6.77,-28.56,52.37,48.37,5.85,-39.94,-0.00575,10664,-0.00375,6950,-0.00379,7032,-0.00179,3318,-0.01714,31792,-0.01513,28078,-0.01479,27438,-0.01279,23724,-3694,-2409,-2318,-1033,-12631,-11346,-17149,-15864,0,6.8008,"East Cambridgeshire 008","East Cambridgeshire 009",7.808,7.808,3148,3338,1.1481,1,62.75615,1.2167,2.83688
"98806","E02003739 E02003776","E02003739","E02003776",15,0,0,0,0,15,0,0,0,0,0.18,0.18,0,-0.18,0,0,0,0,0.32,0.32,0,-0.32,1.21,1.21,0,-1.21,-0.00018,326,-0.00018,326,0,0,0,0,-0.00029,546,-0.00029,546,-0.0011,2031,-0.0011,2031,-229,-229,0,0,-419,-419,-1565,-1565,0,13.98329,"East Cambridgeshire 008","South Cambridgeshire 002",25.552,26.197,10356,10852,1.82732,1.02524,46.18034,0.71382,0
"98807","E02003739 E02003777","E02003739","E02003777",19,0,0,0,0,17,1,0,1,0,0.24,0.24,0.99,-0.21,0,0,1,0,0.35,0.35,0.98,-0.31,1.52,1.52,0.92,-1.36,-0.00023,424,-0.00023,424,0,0,0,0,-3e-04,559,-3e-04,559,-0.00132,2453,-0.00132,2453,-315,-315,0,0,-453,-453,-1996,-1996,0,19.49725,"East Cambridgeshire 008","South Cambridgeshire 003",28.874,28.837,11850,12368,1.48093,0.99872,43.29154,1.01259,0
"98808","E02003739 E02003778","E02003739","E02003778",39,0,1,0,1,33,1,1,2,0,1.5,0.5,1.98,-0.44,1.17,0.17,2,-0.16,1.24,0.24,1.94,-0.17,3.72,2.72,1.82,-2.33,-0.00154,2849,-0.00049,916,-0.00124,2302,-2e-04,369,-0.0012,2231,-0.00016,298,-0.00301,5589,-0.00197,3656,-1472,-480,-1163,-171,-1179,-187,-3536,-2544,0,9.44191,"East Cambridgeshire 008","South Cambridgeshire 004",21.449,21.426,8480,8890,2.27168,0.99893,48.95333,0.93811,2.5641
"98810","E02003739 E02003780","E02003739","E02003780",33,0,0,0,0,30,1,1,0,1,1.41,0.41,0,-0.39,2,1,0,-0.96,1.13,0.13,0,-0.1,3.04,2.04,0,-1.9,-0.00145,2694,-0.00041,761,-0.0022,4078,-0.00116,2145,-0.00113,2092,-9e-05,159,-0.0026,4815,-0.00155,2882,-1510,-434,-2152,-1076,-1187,-111,-3188,-2112,0,15.25348,"East Cambridgeshire 008","South Cambridgeshire 006",21.978,21.953,9024,9698,1.44085,0.99886,48.23005,1.20257,3.0303
"98811","E02003739 E02003781","E02003739","E02003781",166,0,2,0,2,155,4,2,1,0,4.53,2.53,0.98,-2.4,2.29,0.29,1,-0.18,8.17,6.17,0.96,-5.94,19.45,17.45,0.89,-16.77,-0.00428,7937,-0.00259,4798,-0.00187,3463,-0.00017,324,-0.00749,13888,-0.00579,10749,-0.01439,26689,-0.01269,23550,-3773,-2281,-1657,-165,-7144,-5652,-17464,-15972,0,12.10117,"East Cambridgeshire 008","South Cambridgeshire 007",18.716,19.225,7702,8308,1.54663,1.0272,52.89592,1.20676,1.20482
"98812","E02003739 E02003785","E02003739","E02003785",52,0,0,0,0,49,1,1,1,0,1.89,0.89,0.98,-0.85,1,0,1,0,3.76,2.76,0.94,-2.65,7.56,6.56,0.87,-6.29,-0.00155,2874,-9e-04,1660,-0.00065,1214,0,0,-0.00322,5971,-0.00256,4757,-0.00499,9256,-0.00434,8042,-1627,-747,-880,0,-3200,-2320,-6396,-5516,0,13.11681,"East Cambridgeshire 008","South Cambridgeshire 011",17.24,17.215,6904,7186,1.31434,0.99855,56.84455,0.98751,1.92308
"98813","E02003739 E02003786","E02003739","E02003786",14,0,0,0,0,13,0,0,0,0,0.16,0.16,0,-0.15,0,0,0,0,0.38,0.38,0,-0.35,1.24,1.24,0,-1.15,-0.00016,290,-0.00016,290,0,0,0,0,-0.00034,632,-0.00034,632,-0.00096,1783,-0.00096,1783,-162,-162,0,0,-386,-386,-1277,-1277,1,19.10011,"East Cambridgeshire 008","South Cambridgeshire 012",21.893,21.868,9044,9508,1.14622,0.99886,81.30453,1.34443,0
"98815","E02003739 E02003790","E02003739","E02003790",14,0,0,0,0,11,2,0,0,1,0.14,0.14,0,-0.11,0,0,0,0,0.23,0.23,0,-0.18,1.03,1.03,0,-0.81,-0.00014,252,-0.00014,252,0,0,0,0,-0.00021,389,-0.00021,389,-0.00094,1738,-0.00094,1738,-147,-147,0,0,-247,-247,-1107,-1107,0,19.85247,"East Cambridgeshire 008","South Cambridgeshire 016",26.74,26.74,11692,12290,1.34694,1,107.32984,1.60434,0
"98824","E02003739 E02006825","E02003739","E02006825",56,0,0,0,0,47,1,1,7,0,2.32,1.32,6.83,-1.13,3.3,2.3,6.57,-1.87,6.31,5.31,6.37,-4.57,12.38,11.38,5.59,-9.75,-0.00162,3001,-0.00095,1755,-0.00239,4426,-0.00171,3180,-0.00388,7191,-0.0032,5945,-0.00484,8977,-0.00417,7731,-1116,-650,-1538,-1072,-3110,-2644,-6102,-5636,0,9.52831,"East Cambridgeshire 008","East Cambridgeshire 011",11.447,11.447,5784,5884,1.20137,1,143.26898,1.62488,1.78571
"98826","E02003740 E02003778","E02003740","E02003778",36,0,0,0,0,28,1,5,2,0,5.88,0.88,1.94,-0.8,6.55,1.55,1.88,-1.38,5.11,0.11,2,-0.1,7.04,2.04,2,-1.93,-0.00447,8292,-0.00073,1358,-0.00503,9331,-0.00129,2397,-0.00383,7102,-9e-05,168,-0.00485,9003,-0.00112,2069,-3803,-577,-4234,-1008,-3299,-73,-4601,-1375,0,6.93935,"East Cambridgeshire 009","South Cambridgeshire 004",14.015,14.017,5538,5764,2.01964,1.00014,45.66536,0.8133,13.88889
"98827","E02003740 E02003780","E02003740","E02003780",42,0,0,0,1,40,0,1,0,0,2.02,1.02,0,-0.99,3,2,0,-1.82,3.99,2.99,0,-2.97,7.78,6.78,0,-6.66,-0.00156,2896,-0.00093,1726,-0.00181,3359,-0.00118,2189,-0.00316,5861,-0.00253,4691,-0.00425,7882,-0.00362,6712,-1379,-726,-1960,-1307,-2838,-2185,-5536,-4883,0,10.96988,"East Cambridgeshire 009","South Cambridgeshire 006",14.481,14.481,6042,6544,1.32007,1,44.8864,1.2361,2.38095
"98828","E02003740 E02003781","E02003740","E02003781",160,0,4,0,2,136,6,9,3,0,14.68,5.68,2.89,-5.11,18.77,9.77,2.76,-8.43,26.36,17.36,2.64,-15.5,42.56,33.56,2.32,-30.11,-0.01077,19981,-0.00402,7462,-0.01256,23300,-0.00581,10781,-0.01703,31593,-0.01028,19074,-0.01984,36814,-0.0131,24295,-7547,-2885,-9339,-4677,-13392,-8730,-21647,-16985,0,7.4453,"East Cambridgeshire 009","South Cambridgeshire 007",11.219,11.753,4720,5154,1.50686,1.0476,51.69801,1.25074,5.625
"98829","E02003740 E02003783","E02003740","E02003783",21,0,2,0,1,17,1,0,0,0,0.4,0.4,0,-0.33,0,0,0,0,1.45,1.45,0,-1.17,3.2,3.2,0,-2.59,-0.00037,691,-0.00037,691,0,0,0,0,-0.00124,2294,-0.00124,2294,-0.00181,3352,-0.00181,3352,-264,-264,0,0,-947,-947,-2095,-2095,0,12.57823,"East Cambridgeshire 009","South Cambridgeshire 009",16.019,15.939,6868,7292,1.27355,0.99501,49.31644,0.96618,0
"98830","E02003740 E02003785","E02003740","E02003785",147,0,3,2,0,118,12,3,9,0,9.01,6.01,8.63,-4.93,4,1,9,-0.92,29.51,26.51,7.2,-21.49,44.65,41.65,6.27,-33.93,-0.00549,10193,-0.0034,6315,-0.00286,5312,-0.00077,1434,-0.01523,28252,-0.01314,24374,-0.01492,27672,-0.01283,23794,-3836,-2463,-1830,-457,-12104,-10731,-18312,-16939,0,6.32531,"East Cambridgeshire 009","South Cambridgeshire 011",9.806,9.806,3962,4060,1.55028,1,58.12768,0.84642,2.04082
"98831","E02003740 E02003786","E02003740","E02003786",18,0,0,0,0,18,0,0,0,0,0.34,0.34,0,-0.34,0,0,0,0,1.36,1.36,0,-1.36,2.99,2.99,0,-2.99,-0.00034,621,-0.00034,621,0,0,0,0,-0.00112,2086,-0.00112,2086,-0.00161,2995,-0.00161,2995,-252,-252,0,0,-999,-999,-2196,-2196,0,12.34127,"East Cambridgeshire 009","South Cambridgeshire 012",14.459,14.459,6102,6382,1.1716,1,94.75067,1.43163,0
"98832","E02003740 E02003788","E02003740","E02003788",22,0,0,0,0,20,2,0,0,0,0.32,0.32,0,-0.29,0,0,0,0,0.93,0.93,0,-0.84,2.48,2.48,0,-2.25,-0.00031,583,-0.00031,583,0,0,0,0,-0.00084,1558,-0.00084,1558,-0.00176,3256,-0.00176,3256,-279,-279,0,0,-814,-814,-2175,-2175,0,16.07214,"East Cambridgeshire 009","South Cambridgeshire 014",18.986,19.069,7868,8416,1.1813,1.00437,53.19709,1.14846,0
"98833","E02003740 E02003789","E02003740","E02003789",18,0,0,0,0,18,0,0,0,0,0.25,0.25,0,-0.25,0,0,0,0,0.77,0.77,0,-0.77,2.07,2.07,0,-2.07,-0.00025,464,-0.00025,464,0,0,0,0,-7e-04,1296,-7e-04,1296,-0.00142,2640,-0.00142,2640,-238,-238,0,0,-723,-723,-1938,-1938,0,13.38837,"East Cambridgeshire 009","South Cambridgeshire 015",18.343,18.343,7572,7762,1.37007,1,78.50406,1.01946,0
"98834","E02003740 E02003790","E02003740","E02003790",48,0,0,0,0,43,4,1,0,0,1.56,0.56,0,-0.51,2.25,1.25,0,-1.18,2.02,1.02,0,-0.92,4.94,3.94,0,-3.58,-0.00116,2144,-5e-04,930,-0.00142,2633,-0.00077,1419,-0.00162,3001,-0.00096,1787,-0.00339,6292,-0.00274,5078,-1398,-493,-2037,-1132,-1791,-886,-4354,-3449,0,14.34986,"East Cambridgeshire 009","South Cambridgeshire 016",18.932,18.932,8546,8954,1.31932,1,125.71308,1.76421,2.08333
"98835","E02003740 E02003791","E02003740","E02003791",49,0,0,0,1,45,3,0,0,0,0.61,0.61,0,-0.56,0,0,0,0,1.57,1.57,0,-1.44,4.73,4.73,0,-4.34,-0.00062,1144,-0.00062,1144,0,0,0,0,-0.00144,2675,-0.00144,2675,-0.00354,6564,-0.00354,6564,-593,-593,0,0,-1523,-1523,-4598,-4598,0,16.54702,"East Cambridgeshire 009","South Cambridgeshire 017",20.836,20.829,8492,8964,1.2592,0.99966,68.63122,1.21945,0
"98838","E02003740 E02006825","E02003740","E02006825",90,0,0,0,0,77,5,4,4,0,5.47,1.47,3.93,-1.32,7.95,3.95,3.81,-3.52,5.9,1.9,3.91,-1.68,13.36,9.36,3.56,-8.36,-0.00553,10262,-0.00149,2758,-0.00847,15711,-0.00442,8207,-0.0057,10583,-0.00166,3079,-0.00931,17271,-0.00526,9767,-3793,-1015,-5490,-2712,-4076,-1298,-9217,-6439,0,11.31045,"East Cambridgeshire 009","East Cambridgeshire 011",15.097,15.097,6978,7106,1.33478,1,123.86567,1.43737,4.44444
"98842","E02003742 E02003745","E02003742","E02003745",126,0,0,1,2,110,8,3,2,0,11.29,8.29,1.87,-7.42,6.94,3.94,1.94,-3.49,41.19,38.19,1.37,-34.17,51.04,48.04,1.22,-42.97,-0.00761,14124,-0.00559,10365,-0.00455,8441,-0.00252,4682,-0.02375,44054,-0.02172,40295,-0.01924,35694,-0.01721,31935,-3945,-2903,-2410,-1368,-14423,-13381,-17870,-16828,0,5.72869,"Fenland 001","Fenland 004",7.698,7.726,2802,2974,1.34376,1.00364,7.79423,0.50479,2.38095
"98843","E02003742 E02003746","E02003742","E02003746",94,0,2,1,2,88,0,1,0,0,2.63,1.63,0,-1.54,5,4,0,-4,5.42,4.42,0,-4.17,11.72,10.72,0,-10.12,-0.00344,6381,-0.00213,3950,-0.00628,11657,-0.00497,9226,-0.00644,11953,-0.00513,9522,-0.01126,20884,-0.00995,18453,-2486,-1505,-4907,-3926,-5063,-4082,-10891,-9910,0,14.31714,"Fenland 001","Fenland 005",19.247,19.573,7410,7952,1.34433,1.01694,8.31298,0.61309,1.06383
"98844","E02003742 E02003748","E02003742","E02003748",28,0,1,0,0,23,2,0,2,0,0.44,0.44,1.97,-0.37,0,0,2,0,1.15,1.15,1.92,-0.94,3.02,3.02,1.78,-2.48,-0.00056,1029,-0.00056,1029,0,0,0,0,-0.00127,2353,-0.00127,2353,-0.00267,4951,-0.00267,4951,-384,-384,0,0,-990,-990,-2604,-2604,0,15.21342,"Fenland 001","Fenland 007",20.642,20.932,7836,8450,1.35683,1.01405,8.23564,0.66883,0
"98846","E02003742 E02003750","E02003742","E02003750",32,0,0,0,0,32,0,0,0,0,0.5,0.5,0,-0.5,0,0,0,0,1.34,1.34,0,-1.34,3.51,3.51,0,-3.51,-0.00065,1212,-0.00065,1212,0,0,0,0,-0.00155,2881,-0.00155,2881,-0.00321,5959,-0.00321,5959,-510,-510,0,0,-1369,-1369,-3592,-3592,0,15.80774,"Fenland 001","Fenland 009",20.139,20.465,7666,8282,1.274,1.01619,9.43443,0.67921,0
"98895","E02003745 E02003746","E02003745","E02003746",315,0,5,2,1,272,19,4,10,1,14.51,10.51,9.66,-9.19,8.24,4.24,9.86,-3.69,44.3,40.3,8.71,-35.26,73.75,69.75,7.76,-61.02,-0.01614,29940,-0.01169,21693,-0.00891,16535,-0.00447,8288,-0.04126,76543,-0.03681,68296,-0.04563,84658,-0.04119,76411,-8230,-5969,-4658,-2397,-25161,-22900,-41895,-39634,1,8.58867,"Fenland 004","Fenland 005",12.764,12.764,5046,5472,1.48614,1,12.53526,0.96365,1.26984
"98896","E02003745 E02003747","E02003745","E02003747",66,0,1,0,0,56,1,2,6,0,2.99,0.99,5.91,-0.87,2.67,0.67,5.95,-0.57,2.37,0.37,5.96,-0.32,6.61,4.61,5.56,-4.04,-0.00368,6817,-0.00122,2253,-0.00325,6031,-0.00079,1467,-0.00286,5303,-4e-04,739,-0.00668,12395,-0.00422,7831,-2886,-956,-2564,-634,-2288,-358,-6393,-4463,0,18.26493,"Fenland 004","Fenland 006",21.742,21.742,8274,8792,1.19037,1,8.73885,0.65771,3.0303
"98897","E02003745 E02003748","E02003745","E02003748",99,0,6,0,0,84,7,0,1,0,2.78,2.78,0.97,-2.36,0,0,1,0,10.88,10.88,0.89,-9.23,19.73,19.73,0.8,-16.74,-0.00351,6504,-0.00351,6504,0,0,0,0,-0.01126,20899,-0.01126,20899,-0.01334,24756,-0.01334,24756,-1704,-1704,0,0,-6666,-6666,-12089,-12089,1,9.50803,"Fenland 004","Fenland 007",14.159,14.123,5472,5970,1.48916,0.99746,12.0065,1.01253,0
"98898","E02003745 E02003749","E02003745","E02003749",35,0,0,0,0,32,2,0,1,0,0.6,0.6,0.98,-0.55,0,0,1,0,1.7,1.7,0.95,-1.56,4.17,4.17,0.88,-3.81,-0.00078,1441,-0.00078,1441,0,0,0,0,-0.00194,3602,-0.00194,3602,-0.0038,7051,-0.0038,7051,-544,-544,0,0,-1534,-1534,-3756,-3756,0,16.08812,"Fenland 004","Fenland 008",19.389,19.389,7424,7892,1.20518,1,8.76786,0.66533,0
"98899","E02003745 E02003750","E02003745","E02003750",124,0,1,1,0,104,6,8,4,0,11.7,3.7,3.87,-3.31,9.67,1.67,3.94,-1.46,14.9,6.9,3.76,-6.3,26.23,18.23,3.37,-16.44,-0.0139,25787,-0.00439,8149,-0.01139,21122,-0.00188,3484,-0.01624,30129,-0.00673,12491,-0.021,38962,-0.01149,21324,-7178,-2296,-5893,-1011,-9256,-4374,-16295,-11413,0,10.07929,"Fenland 004","Fenland 009",13.656,13.656,5302,5802,1.35486,1,13.9133,1.03984,6.45161
"98900","E02003745 E02003751","E02003745","E02003751",82,0,0,0,1,74,5,1,1,0,2.49,1.49,0.98,-1.36,1.79,0.79,1,-0.75,4.52,3.52,0.94,-3.18,10.58,9.58,0.87,-8.72,-0.00325,6020,-0.00194,3589,-0.0023,4260,-0.00099,1829,-0.00535,9930,-0.00404,7499,-0.00965,17908,-0.00834,15477,-2146,-1266,-1577,-697,-3840,-2960,-8999,-8119,0,14.70098,"Fenland 004","Fenland 010",18.379,18.376,7112,7706,1.25019,0.99984,17.41118,0.9741,1.21951
"98912","E02003746 E02003747","E02003746","E02003747",110,0,2,0,2,94,6,2,3,0,4.12,2.12,2.94,-1.85,3.65,1.65,2.95,-1.43,6.67,4.67,2.88,-4.07,15.02,13.02,2.65,-11.34,-0.00529,9818,-0.00273,5063,-0.00457,8470,-0.002,3715,-0.00789,14646,-0.00533,9891,-0.01343,24922,-0.01087,20167,-3236,-1668,-2859,-1291,-5241,-3673,-11809,-10241,1,14.45831,"Fenland 005","Fenland 006",17.74,17.592,6890,7074,1.22698,0.99166,14.09245,0.3297,1.81818
"98913","E02003746 E02003748","E02003746","E02003748",881,0,14,18,6,502,70,163,103,3,242.17999,79.18,91.54,-55.32,195.52,32.52,99.45,-23.15,449.45999,286.45999,60.78,-199.86,458.63,295.63,59.78,-206.39,-0.03068,56914,-0.00989,18348,-0.02501,46391,-0.00422,7825,-0.05118,94952,-0.03039,56386,-0.03973,73713,-0.01894,35147,-16676,-5436,-13515,-2275,-30882,-19642,-31524,-20284,2,1.30684,"Fenland 005","Fenland 007",1.927,1.92,720,734,1.47455,0.99637,5.18941,0.3125,18.5017
"98914","E02003746 E02003749","E02003746","E02003749",106,1,0,0,1,91,5,2,5,1,4.57,2.57,4.88,-2.25,2.03,0.03,5,-0.02,9.37,7.37,4.66,-6.49,18.39,16.39,4.22,-14.37,-0.00579,10735,-0.00326,6046,-0.00256,4747,-3e-05,58,-0.0106,19669,-0.00807,14980,-0.01409,26141,-0.01156,21452,-3099,-1761,-1355,-17,-6421,-5083,-12604,-11266,1,11.78087,"Fenland 005","Fenland 008",15.387,15.239,6040,6174,1.3061,0.99038,14.94768,0.28873,1.88679
"98915","E02003746 E02003750","E02003746","E02003750",895,1,9,13,5,525,70,168,100,2,253.66,85.66,88.11,-61.72,173.12,5.12,99.53,-4,468.76001,300.76001,60.29,-219.31,474.89999,306.89999,59.4,-223.67999,-0.03471,64389,-0.01216,22567,-0.02335,43316,-0.00081,1494,-0.06001,111341,-0.03747,69519,-0.04625,85798,-0.0237,43976,-19465,-6765,-13157,-457,-36903,-24203,-37379,-24679,3,1.49062,"Fenland 005","Fenland 009",1.945,1.938,736,738,1.30482,0.9964,15.42416,0.1548,18.77095
"98916","E02003746 E02003751","E02003746","E02003751",386,0,9,2,1,328,26,8,12,0,34.6,26.6,11.16,-23.08,11.03,3.03,11.9,-2.65,135.36,127.36,7.96,-110.51,164.53999,156.53999,7.03,-135.83,-0.02044,37918,-0.01573,29178,-0.00643,11921,-0.00171,3181,-0.06822,126572,-0.06351,117832,-0.05313,98579,-0.04842,89839,-10560,-8133,-3369,-942,-41389,-38962,-50319,-47892,0,6.17178,"Fenland 005","Fenland 010",6.743,6.732,2604,2680,1.09255,0.99837,20.76227,0.47534,2.07254
"98917","E02003746 E02003752","E02003746","E02003752",267,0,8,0,5,224,23,4,3,0,11.85,7.85,2.91,-6.68,6.19,2.19,2.97,-1.86,32.15,28.15,2.65,-23.91,56.94,52.94,2.37,-45.03,-0.01411,26173,-0.00932,17292,-0.00725,13450,-0.00246,4569,-0.03224,59817,-0.02745,50936,-0.0385,71432,-0.03372,62551,-6922,-4558,-3628,-1264,-18670,-16306,-33084,-30720,0,11.94783,"Fenland 005","Fenland 011",13.254,13.238,5138,5352,1.10932,0.99879,24.89814,0.61187,1.49813
"98918","E02003746 E02003755","E02003746","E02003755",36,0,0,0,1,32,2,1,0,0,1.5,0.5,0,-0.46,1.46,0.46,0,-0.38,1.52,0.52,0,-0.52,3.31,2.31,0,-2.18,-0.00125,2324,-0.00051,941,-0.00106,1959,-0.00031,576,-0.00135,2497,-6e-04,1114,-0.00288,5348,-0.00214,3965,-1523,-537,-1441,-455,-1592,-606,-3552,-2566,0,17.96879,"Fenland 005","Huntingdonshire 003",23.045,23.036,8550,8728,1.2825,0.99961,14.31981,0.34294,2.77778
"98923","E02003747 E02003748","E02003747","E02003748",26,0,0,0,0,21,2,1,2,0,1.47,0.47,1.96,-0.39,2.33,1.33,1.9,-1.03,1.65,0.65,1.95,-0.6,3.31,2.31,1.81,-2,-0.00183,3388,-0.00058,1082,-0.00282,5223,-0.00157,2917,-0.00196,3638,-0.00072,1332,-0.00316,5854,-0.00191,3548,-1096,-370,-1694,-968,-1289,-563,-2609,-1883,0,15.27198,"Fenland 006","Fenland 007",18.454,18.454,7074,7346,1.20836,1,14.08909,0.53105,3.84615
"98924","E02003747 E02003749","E02003747","E02003749",594,0,8,1,3,437,30,61,52,2,118.38,57.38,46.42,-47.11,71.68,10.68,51,-8.93,303.78,242.78,28.24,-198.72,316.10001,255.10001,27.04,-208.84,-0.02545,47208,-0.0123,22825,-0.01533,28442,-0.00219,4059,-0.0578,107242,-0.04466,82859,-0.04358,80853,-0.03044,56470,-14662,-7064,-8936,-1338,-37400,-29802,-38917,-31319,0,2.69679,"Fenland 006","Fenland 008",2.944,2.944,1140,1182,1.09167,1,13.58696,0.47554,10.26936
"98925","E02003747 E02003750","E02003747","E02003750",59,0,2,0,0,47,5,3,1,0,4.1,1.1,0.98,-0.93,3.47,0.47,0.99,-0.39,3.71,0.71,0.98,-0.59,7.8,4.8,0.91,-4,-0.00532,9872,-0.00143,2651,-0.00447,8297,-0.00058,1076,-0.00471,8735,-0.00082,1514,-0.008,14849,-0.00411,7628,-3203,-852,-2709,-358,-2890,-539,-6029,-3678,1,14.23154,"Fenland 006","Fenland 009",18.07,18.37,6988,7210,1.26971,1.0166,14.38849,0.3865,5.08475
"98926","E02003747 E02003751","E02003747","E02003751",42,0,1,0,0,35,2,1,3,0,1.68,0.68,2.95,-0.59,1,0,3,0,1.89,0.89,2.96,-0.71,4.76,3.76,2.74,-3.17,-0.00208,3858,-0.00085,1582,-0.00123,2276,0,0,-0.00223,4132,-0.001,1856,-0.00463,8585,-0.0034,6309,-1503,-590,-913,0,-1632,-719,-4110,-3197,0,15.58396,"Fenland 006","Fenland 010",19.84,19.846,7476,7740,1.2731,1.0003,15.625,0.50388,2.38095
"98927","E02003747 E02003752","E02003747","E02003752",57,0,3,0,0,41,7,2,4,0,2.8,0.8,3.94,-0.6,2,0,4,0,2.68,0.68,3.91,-0.5,5.29,3.29,3.68,-2.43,-0.00357,6625,-0.001,1862,-0.00257,4763,0,0,-0.00329,6102,-0.00072,1339,-0.00577,10697,-0.0032,5934,-2476,-701,-1775,0,-2355,-580,-4620,-2845,0,16.72172,"Fenland 006","Fenland 011",23.039,22.674,8682,8888,1.37779,0.98416,11.28521,0.43662,3.50877
"98928","E02003747 E02003753","E02003747","E02003753",109,0,0,0,1,99,8,1,0,0,4.65,3.65,0,-3.35,1.57,0.57,0,-0.55,16.38,15.38,0,-14.06,27.18,26.18,0,-23.97,-0.0036,6682,-0.00301,5575,-0.00091,1678,-0.00031,571,-0.01158,21490,-0.01099,20383,-0.01279,23736,-0.0122,22629,-2580,-2005,-903,-328,-8997,-8422,-14932,-14357,0,9.61789,"Fenland 006","Huntingdonshire 001",11.801,11.794,4772,5018,1.22698,0.99941,43.21668,0.94964,0.91743
