"","id","msoa1","msoa2","all","light_rail","bus","taxi","motorbike","car_driver","car_passenger","bicycle","foot","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","rail","dist","geo_label_o","geo_label_d","dist_fast","dist_quiet","time_fast","time_quiet","cirquity","distq_f","avslope","avslope_q","clc"
"87386","E02003250 E02006878","E02003250","E02006878",452,0,90,2,1,274,44,25,14,1,48.12,23.12,13.24,-14.85,52.65,27.65,13.11,-18.09,125.44,100.44,10.69,-64.23,171.38,146.38,9.19,-93.73,-0.02574,47761,-0.01236,22938,-0.0265,49167,-0.01312,24344,-0.0668,123925,-0.05342,99102,-0.06168,114441,-0.0483,89618,-11512,-5478,-12708,-6674,-29726,-23692,-40611,-34577,1,5.46331,"Peterborough 014","Peterborough 023",7.251,7.645,3312,4024,1.32722,1.05434,85.50545,0.49706,5.53097
"87387","E02003251 E02003252","E02003251","E02003252",524,0,79,3,5,292,32,50,56,3,91.46,41.46,51.1,-25.49,74.24,24.24,53.13,-14.86,228.47,178.47,34.96,-110.33,258.44,208.44,31.41,-128.75,-0.0223,41371,-0.01012,18783,-0.01742,32322,-0.00525,9734,-0.0563,104454,-0.04413,81866,-0.04467,82868,-0.03249,60280,-11569,-5300,-9358,-3089,-29210,-22941,-33042,-26773,4,1.89487,"Peterborough 015","Peterborough 016",4.063,4.079,1594,1570,2.14421,1.00394,56.60842,0.56386,9.54198
"87388","E02003251 E02003253","E02003251","E02003253",288,0,51,2,0,186,18,25,5,0,45.9,20.9,4.6,-14.78,42.56,17.56,4.67,-12.31,117.55,92.55,3.24,-65.4,137.41,112.41,2.87,-79.46,-0.01492,27679,-0.00679,12605,-0.01319,24466,-0.00506,9392,-0.03876,71913,-0.03064,56839,-0.03436,63739,-0.02623,48665,-7230,-3288,-6679,-2737,-18495,-14553,-21624,-17682,1,3.25704,"Peterborough 015","Peterborough 017",4.435,4.889,1814,1962,1.36167,1.10237,76.66291,0.73635,8.68056
"87389","E02003251 E02003254","E02003251","E02003254",459,0,22,0,1,365,27,32,11,0,64.78,32.78,10.16,-28.02,55.29,23.29,10.38,-19.9,182.27,150.27,7.15,-128.46001,215.36,183.36,6.29,-156.74001,-0.02261,41947,-0.01145,21244,-0.01836,34055,-0.0072,13352,-0.0646,119851,-0.05344,99148,-0.05686,105490,-0.0457,84787,-13409,-6788,-11439,-4818,-37739,-31118,-44589,-37968,1,3.09596,"Peterborough 015","Peterborough 018",4.771,5.014,2214,2608,1.54104,1.05093,67.07189,0.6781,6.97168
"87390","E02003251 E02003255","E02003251","E02003255",225,0,20,0,2,169,24,9,1,0,22.91,13.91,0.94,-10.88,11.27,2.27,1,-1.42,74.86,65.86,0.69,-51.69,94.53,85.53,0.6,-67.06,-0.01132,21000,-0.00687,12736,-0.00547,10147,-0.00102,1883,-0.03683,68327,-0.03237,60063,-0.03117,57835,-0.02672,49571,-5805,-3562,-2714,-471,-19169,-16926,-24203,-21960,0,5.15746,"Peterborough 015","Peterborough 019",6.546,6.448,2698,2970,1.26923,0.98503,64.16132,0.62035,4
"87391","E02003251 E02003257","E02003251","E02003257",205,0,32,0,3,135,14,15,4,2,28.57,13.57,3.71,-9.68,31.46,16.46,3.66,-11.07,77.39,62.39,2.69,-44.38,93.92,78.92,2.34,-56.09,-0.0101,18746,-0.0048,8906,-0.01047,19432,-0.00517,9592,-0.02777,51523,-0.02247,41683,-0.0253,46946,-0.02,37106,-4957,-2350,-5299,-2692,-13388,-10781,-16232,-13625,0,3.51016,"Peterborough 015","Peterborough 021",4.753,4.744,2192,2218,1.35407,0.99811,79.94951,0.88533,7.31707
"87392","E02003251 E02003747","E02003251","E02003747",180,0,6,0,1,157,14,1,1,0,7.27,6.27,0.96,-5.5,1.22,0.22,0.98,-0.2,27.57,26.57,0.94,-23.29,44.95,43.95,0.83,-38.53,-0.0075,13918,-0.00664,12324,-0.00103,1908,-0.00017,314,-0.02427,45023,-0.02341,43429,-0.02618,48570,-0.02532,46976,-3914,-3359,-678,-123,-14779,-14224,-24095,-23540,0,10.58916,"Peterborough 015","Fenland 006",12.121,12.023,4832,5104,1.14466,0.99191,27.22548,0.25784,0.55556
"87393","E02003251 E02003753","E02003251","E02003753",269,0,22,1,0,227,14,3,0,1,11.04,8.04,0,-6.86,8.27,5.27,0,-4.53,39.7,36.7,0,-31.28,69.38,66.38,0,-56.61,-0.00625,11588,-0.00438,8134,-0.00454,8419,-0.00268,4965,-0.01998,37068,-0.01812,33614,-0.02347,43540,-0.02161,40086,-5039,-3652,-3793,-2406,-18038,-16651,-31522,-30135,1,6.60723,"Peterborough 015","Huntingdonshire 001",10.346,9.15,4534,4938,1.56586,0.8844,110.18751,0.63388,1.11524
"87394","E02003251 E02003754","E02003251","E02003754",128,0,1,0,0,117,7,1,2,0,3.71,2.71,1.96,-2.49,1.93,0.93,1.93,-0.8,11.65,10.65,1.88,-9.86,24.19,23.19,1.67,-21.41,-0.00293,5436,-0.00198,3680,-0.00173,3209,-0.00078,1453,-0.00796,14764,-0.00701,13008,-0.01104,20488,-0.0101,18732,-2226,-1661,-1092,-527,-7140,-6575,-14840,-14275,0,9.36466,"Peterborough 015","Huntingdonshire 002",12.97,12.548,5704,6478,1.38499,0.96746,115.6515,0.94039,0.78125
"87398","E02003251 E02006877","E02003251","E02006877",331,0,20,1,3,263,27,11,4,0,33.71,22.71,3.71,-18.68,20.62,9.62,3.88,-7.93,132.53999,121.54,2.49,-99.82,156.94,145.94,2.18,-119.89,-0.01012,18777,-0.00683,12663,-0.00586,10863,-0.00256,4749,-0.04051,75161,-0.03722,69047,-0.03497,64884,-0.03168,58770,-5648,-3791,-3466,-1609,-22124,-20267,-26199,-24342,2,2.83051,"Peterborough 015","Peterborough 022",3.991,3.882,1842,1834,1.40999,0.97269,95.21423,0.97888,3.32326
"87399","E02003252 E02003253","E02003252","E02003253",297,0,16,5,3,152,18,28,74,0,51.25,23.25,67.61,-13.14,31.31,3.31,73.1,-1.9,139.25,111.25,43.36,-62.79,149.38,121.38,40.57,-68.52,-0.00396,7352,-0.00182,3371,-0.00237,4390,-0.00022,409,-0.01079,20016,-0.00864,16035,-0.00575,10670,-0.00361,6689,-3107,-1426,-1875,-194,-8538,-6857,-9159,-7478,1,1.38371,"Peterborough 016","Peterborough 017",2.015,2.16,926,1042,1.45623,1.07196,74.44169,0.87963,9.42761
"87400","E02003252 E02003254","E02003252","E02003254",483,0,72,1,4,335,22,31,13,1,66.26,35.26,11.99,-26.17,43.75,12.75,12.67,-10,195.71001,164.71001,8.24,-121.76,229.11,198.11,7.28,-146.56,-0.02237,41501,-0.01189,22065,-0.01431,26549,-0.00383,7113,-0.06699,124293,-0.05652,104857,-0.05799,107595,-0.04752,88159,-11687,-6158,-7882,-2353,-34181,-28652,-40015,-34486,4,3.81476,"Peterborough 016","Peterborough 018",4.625,4.925,2068,2464,1.2124,1.06486,67.02703,0.67005,6.41822
"87401","E02003252 E02003255","E02003252","E02003255",173,0,10,1,1,114,15,17,13,0,30.07,13.07,11.89,-9.48,22.42,5.42,12.4,-3.55,72.41,55.41,8.6,-41.07,83.52,66.52,7.64,-49.12,-0.00826,15315,-0.0037,6861,-0.00582,10800,-0.00126,2346,-0.02072,38432,-0.01616,29978,-0.01739,32260,-0.01283,23806,-4646,-2116,-3313,-783,-11716,-9186,-13513,-10983,2,3.26413,"Peterborough 016","Peterborough 019",4.243,4.391,1826,2244,1.29989,1.03488,68.34787,0.47825,9.82659
"87402","E02003252 E02003257","E02003252","E02003257",183,0,34,0,0,110,14,15,9,0,29.5,14.5,8.22,-9.49,23,8,8.57,-5.3,78.75,63.75,5.59,-41.85,89.49,74.49,5.01,-48.86,-0.00903,16742,-0.00444,8233,-0.00676,12541,-0.00217,4032,-0.02443,45317,-0.01984,36808,-0.02041,37868,-0.01582,29359,-4306,-2133,-3363,-1190,-11586,-9413,-13163,-10990,1,3.33797,"Peterborough 016","Peterborough 021",4.423,4.445,1994,2204,1.32506,1.00497,47.47909,0.60742,8.19672
"87404","E02003252 E02003747","E02003252","E02003747",87,0,3,0,1,71,7,2,2,0,6.11,4.11,1.9,-3.43,3.5,1.5,1.95,-1.18,19.4,17.4,1.6,-14.62,27.54,25.54,1.41,-21.4,-0.00494,9172,-0.00342,6351,-0.00253,4696,-0.00101,1875,-0.01417,26284,-0.01265,23463,-0.01354,25117,-0.01202,22296,-2573,-1760,-1423,-610,-8300,-7487,-11779,-10966,1,8.80387,"Peterborough 016","Fenland 006",10.151,9.966,4056,4378,1.15302,0.98178,13.79174,0.12041,2.29885
"87405","E02003252 E02003749","E02003252","E02003749",57,0,1,0,0,44,6,2,4,0,3.84,1.84,3.86,-1.46,2.26,0.26,3.96,-0.15,7.65,5.65,3.76,-4.92,12.96,10.96,3.36,-9.12,-0.00367,6801,-0.0019,3519,-0.00197,3661,-2e-04,379,-0.00699,12976,-0.00523,9694,-0.00817,15152,-0.0064,11870,-1740,-963,-878,-101,-4017,-3240,-6798,-6021,0,11.50026,"Peterborough 016","Fenland 008",13.095,14.093,5194,6754,1.13867,1.07621,13.7457,0.14191,3.50877
"87406","E02003252 E02003753","E02003252","E02003753",146,0,6,0,4,119,10,4,2,0,10.97,6.97,1.9,-5.84,7.21,3.21,1.89,-2.67,37.07,33.07,1.61,-27.73,52.25,48.25,1.39,-40.45,-0.00518,9603,-0.00309,5740,-0.00351,6509,-0.00143,2646,-0.01579,29293,-0.01371,25430,-0.01477,27395,-0.01268,23532,-3672,-2345,-2395,-1068,-12481,-11154,-17593,-16266,1,5.44447,"Peterborough 016","Huntingdonshire 001",7.817,9.146,3390,4872,1.43577,1.17001,83.1521,0.51389,2.73973
"87407","E02003252 E02003754","E02003252","E02003754",82,0,2,0,0,67,8,2,3,0,4.63,2.63,2.9,-2.19,3.75,1.75,2.81,-1.31,12.8,10.8,2.71,-9.19,21.66,19.66,2.36,-16.59,-0.00304,5647,-0.00159,2958,-0.00257,4775,-0.00112,2086,-0.00732,13584,-0.00587,10895,-0.00842,15620,-0.00697,12931,-1972,-1176,-1493,-697,-5732,-4936,-9699,-8903,0,8.81516,"Peterborough 016","Huntingdonshire 002",10.441,12.459,4560,6334,1.18444,1.19328,96.73403,0.93908,2.43902
"87408","E02003252 E02003755","E02003252","E02003755",32,0,1,0,2,22,3,1,0,2,1.47,0.47,0,-0.33,1.38,0.38,0,-0.25,1.52,0.52,0,-0.41,3.32,2.32,0,-1.7,-0.00159,2944,-0.00046,845,-0.00152,2814,-0.00039,715,-0.00152,2811,-0.00038,712,-0.00284,5270,-0.00171,3171,-1037,-354,-945,-262,-1120,-437,-2488,-1805,1,16.27881,"Peterborough 016","Huntingdonshire 003",20.763,24.282,7970,10134,1.27546,1.16948,26.0078,0.10708,3.125
"87417","E02003252 E02006877","E02003252","E02006877",376,1,30,1,1,215,15,45,67,1,76.23,31.23,60.63,-20.24,55.05,10.05,65.08,-6.63,175.39,130.39,40.91,-84.98,191.60001,146.60001,37.61,-95.48,-0.01104,20479,-0.00462,8568,-0.00779,14449,-0.00137,2538,-0.02599,48225,-0.01957,36314,-0.01811,33607,-0.01169,21696,-7817,-3233,-5642,-1058,-18158,-13574,-19837,-15253,1,2.02466,"Peterborough 016","Peterborough 022",3.14,3.131,1394,1452,1.55088,0.99713,54.14013,0.60683,11.96809
"87418","E02003252 E02006878","E02003252","E02006878",134,0,8,1,2,106,9,5,3,0,14.84,9.84,2.77,-8.08,12.86,7.86,2.72,-6.18,52.52,47.52,1.9,-39.06,61.9,56.9,1.68,-46.77,-0.00598,11096,-0.00397,7366,-0.00476,8827,-0.00275,5097,-0.0211,39137,-0.01908,35407,-0.01622,30087,-0.01421,26357,-3377,-2244,-2848,-1715,-11980,-10847,-14122,-12989,0,3.84298,"Peterborough 016","Peterborough 023",5.459,5.548,2362,2710,1.42051,1.0163,45.79593,0.48666,3.73134
"87419","E02003253 E02003254","E02003253","E02003254",361,0,46,2,6,248,32,22,5,0,48.63,26.63,4.6,-19.5,29.26,7.26,4.8,-5.69,140.99001,118.99,3.25,-87.04,166.12,144.12,2.88,-105.4,-0.02044,37917,-0.0112,20783,-0.01188,22033,-0.00264,4899,-0.05911,109671,-0.04988,92537,-0.04718,87535,-0.03795,70401,-10171,-5555,-6230,-1614,-29411,-24795,-34643,-30027,0,4.53763,"Peterborough 017","Peterborough 018",5.605,7.271,2370,3338,1.23523,1.29723,42.81891,0.66016,6.09418
"87420","E02003253 E02003255","E02003253","E02003255",267,0,9,0,4,153,26,32,42,0,53.66,21.66,38.13,-14.11,50.84,18.84,38.65,-12.29,126.56,94.56,25.08,-61.51,135.82001,103.82,23.42,-67.54,-0.00651,12067,-0.00262,4861,-0.00591,10960,-0.00202,3754,-0.01538,28526,-0.01149,21320,-0.01098,20374,-0.0071,13168,-4239,-1707,-4020,-1488,-9981,-7449,-10710,-8178,1,1.91948,"Peterborough 017","Peterborough 019",2.367,3.094,978,1238,1.23315,1.30714,59.1466,0.58177,11.98502
"87421","E02003253 E02003257","E02003253","E02003257",172,0,23,0,2,110,16,15,5,0,28.5,13.5,4.57,-9.46,20.94,5.94,4.78,-4.23,73.64,58.64,3.16,-41.02,83.91,68.91,2.83,-48.24,-0.00907,16833,-0.00431,7994,-0.00643,11918,-0.00166,3079,-0.02383,44217,-0.01907,35378,-0.02039,37821,-0.01562,28982,-4491,-2119,-3318,-946,-11568,-9196,-13183,-10811,1,3.56132,"Peterborough 017","Peterborough 021",4.422,5.685,1846,2386,1.24168,1.28562,49.75124,0.56288,8.72093
"87423","E02003253 E02003747","E02003253","E02003747",135,0,4,0,2,116,5,7,1,0,13.84,6.84,0.95,-6.21,13.38,6.38,0.94,-5.7,33.66,26.66,0.78,-24.09,46.37,39.37,0.68,-35.62,-0.01039,19282,-0.0052,9647,-0.00983,18234,-0.00464,8599,-0.02345,43513,-0.01826,33878,-0.02232,41401,-0.01712,31766,-5840,-2867,-5613,-2640,-14111,-11138,-19437,-16464,0,7.70914,"Peterborough 017","Fenland 006",8.997,9.347,3544,3646,1.16706,1.0389,30.01,0.26747,5.18519
"87424","E02003253 E02003749","E02003253","E02003749",44,0,2,0,0,37,5,0,0,0,1.54,1.54,0,-1.29,0,0,0,0,6.76,6.76,0,-5.69,11.01,11.01,0,-9.26,-0.00154,2853,-0.00154,2853,0,0,0,0,-0.00601,11153,-0.00601,11153,-0.00642,11911,-0.00642,11911,-787,-787,0,0,-3469,-3469,-5649,-5649,0,10.39907,"Peterborough 017","Fenland 008",11.941,13.474,4682,6022,1.14828,1.12838,25.96097,0.24492,0
"87425","E02003253 E02003753","E02003253","E02003753",156,0,11,0,2,121,12,8,2,0,17.68,9.68,1.87,-7.92,12.66,4.66,1.95,-3.93,52.5,44.5,1.39,-36.33,66.15,58.15,1.21,-47.49,-0.00633,11734,-0.00352,6521,-0.00423,7837,-0.00141,2624,-0.01847,34257,-0.01565,29044,-0.01566,29057,-0.01285,23844,-4624,-2516,-3355,-1247,-13657,-11549,-17205,-15097,0,4.59969,"Peterborough 017","Huntingdonshire 001",6.287,7.109,2684,3044,1.36683,1.13075,66.80452,0.73147,5.12821
"87426","E02003253 E02003754","E02003253","E02003754",55,0,2,0,1,47,3,1,1,0,2.89,1.89,0.96,-1.64,1.79,0.79,0.97,-0.56,9.48,8.48,0.86,-7.5,15.5,14.5,0.75,-12.72,-0.00188,3492,-0.00115,2140,-0.00124,2294,-0.00051,942,-0.00554,10285,-0.00482,8933,-0.00604,11202,-0.00531,9850,-1185,-830,-634,-279,-4154,-3799,-6798,-6443,0,8.34043,"Peterborough 017","Huntingdonshire 002",9.855,13.542,4224,6652,1.18159,1.37412,97.41248,0.82706,1.81818
"87427","E02003253 E02003756","E02003253","E02003756",27,0,2,0,0,25,0,0,0,0,0.44,0.44,0,-0.4,0,0,0,0,1.48,1.48,0,-1.37,3.61,3.61,0,-3.34,-0.00039,731,-0.00039,731,0,0,0,0,-0.00135,2506,-0.00135,2506,-0.0023,4276,-0.0023,4276,-345,-345,0,0,-1169,-1169,-2856,-2856,0,13.98681,"Peterborough 017","Huntingdonshire 004",16.913,20.225,6942,9398,1.20921,1.19583,83.36782,0.75649,0
"87434","E02003253 E02006877","E02003253","E02006877",379,0,21,0,2,205,32,50,69,0,82.82,32.82,62.12,-20.45,68.34,18.34,65.03,-11.17,179.14,129.14,41.91,-80.45,194.56,144.56,38.67,-90.06,-0.01311,24327,-0.00519,9635,-0.01044,19365,-0.00252,4673,-0.02838,52647,-0.02046,37955,-0.01977,36686,-0.01186,21994,-8987,-3559,-7371,-1943,-19429,-14001,-21102,-15674,0,2.12049,"Peterborough 017","Peterborough 022",3.421,3.887,1376,1604,1.61331,1.13622,40.92371,0.36017,13.19261
"87435","E02003253 E02006878","E02003253","E02006878",125,0,10,0,3,91,9,9,2,0,17.02,8.02,1.86,-6.28,16.66,7.66,1.88,-6.17,45.79,36.79,1.38,-29.03,56.34,47.34,1.2,-37.28,-0.00629,11677,-0.00298,5519,-0.00585,10854,-0.00253,4696,-0.01723,31974,-0.01391,25816,-0.01596,29607,-0.01264,23449,-3305,-1587,-3277,-1559,-9061,-7343,-11148,-9430,1,3.55473,"Peterborough 017","Peterborough 023",4.973,6.062,2134,2882,1.39898,1.21898,92.4995,0.56087,7.2
"87436","E02003254 E02003255","E02003254","E02003255",292,0,20,4,2,233,24,7,2,0,24.19,17.19,1.88,-14.05,12.59,5.59,1.96,-4.6,88.44,81.44,1.43,-66.57,114.37,107.37,1.25,-87.77,-0.01404,26044,-0.00997,18505,-0.00694,12880,-0.00288,5341,-0.05117,94939,-0.04711,87400,-0.04348,80669,-0.03942,73130,-7641,-5426,-3991,-1776,-27928,-25713,-36115,-33900,0,6.23797,"Peterborough 018","Peterborough 019",7.593,9.146,3168,4094,1.21722,1.20453,39.51008,0.61229,2.39726
"87437","E02003254 E02003257","E02003254","E02003257",471,0,31,2,3,269,35,60,68,1,94.66,34.66,62.32,-22.7,89.63,29.63,63.76,-19.53,209.57001,149.57001,42.96,-97.84,233.23,173.23,39.07,-113.32,-0.01295,24021,-0.00467,8669,-0.01203,22317,-0.00375,6965,-0.02837,52637,-0.0201,37285,-0.02177,40386,-0.01349,25034,-8019,-2929,-7618,-2528,-17713,-12623,-19713,-14623,2,1.63445,"Peterborough 018","Peterborough 021",2.491,2.414,1172,1368,1.52406,0.96909,88.31794,0.6628,12.73885
"87438","E02003254 E02003747","E02003254","E02003747",215,0,3,0,2,189,19,1,1,0,6.67,5.67,0.97,-5.01,2.26,1.26,0.99,-1.11,22.45,21.45,0.9,-18.94,41.99,40.99,0.81,-36.2,-0.00827,15348,-0.00702,13022,-0.00275,5098,-0.00149,2772,-0.02342,43456,-0.02217,41130,-0.02898,53767,-0.02773,51441,-4223,-3589,-1431,-797,-14204,-13570,-26571,-25937,0,12.20365,"Peterborough 018","Fenland 006",14.058,14.721,5612,6228,1.15195,1.04716,27.74221,0.31927,0.46512
"87439","E02003254 E02003749","E02003254","E02003749",125,0,3,0,1,113,7,1,0,0,3.44,2.44,0,-2.23,1,0,0,0,8.09,7.09,0,-6.42,17.95,16.95,0,-15.41,-0.00425,7876,-0.00311,5777,-0.00113,2099,0,0,-0.00939,17414,-0.00826,15315,-0.01505,27922,-0.01392,25823,-2754,-1926,-828,0,-6377,-5549,-14145,-13317,0,14.87651,"Peterborough 018","Fenland 008",17.002,18.848,6750,8604,1.14288,1.10858,25.29114,0.29181,0.8
"87440","E02003254 E02003753","E02003254","E02003753",327,0,4,0,2,297,13,10,0,1,26.1,16.1,0,-15.08,13.03,3.03,0,-2.82,84.48,74.48,0,-69.77,117.56,107.56,0,-100.78,-0.01118,20741,-0.00689,12781,-0.00541,10037,-0.00112,2077,-0.03444,63896,-0.03015,55936,-0.03209,59528,-0.0278,51568,-9990,-6162,-4982,-1154,-32335,-28507,-45002,-41174,0,5.26519,"Peterborough 018","Huntingdonshire 001",7.931,9.285,3326,6440,1.50631,1.17072,75.6525,0.62466,3.0581
"87441","E02003254 E02003754","E02003254","E02003754",200,0,2,0,0,165,17,6,10,0,14.47,8.47,9.56,-7.19,9.15,3.15,9.81,-2.64,45.03,39.03,8.05,-33.29,66.88,60.88,6.92,-51.86,-0.00718,13312,-0.00388,7205,-0.00472,8751,-0.00143,2644,-0.01983,36795,-0.01654,30688,-0.01929,35777,-0.01599,29670,-5129,-3055,-3185,-1111,-16244,-14170,-24132,-22058,0,6.83256,"Peterborough 018","Huntingdonshire 002",8.193,8.875,4214,4814,1.19911,1.08324,97.64433,1.03662,3
"87442","E02003254 E02003756","E02003254","E02003756",79,0,1,0,1,71,5,0,1,0,1.49,1.49,0.98,-1.34,0,0,1,0,5.52,5.52,0.93,-4.96,12.29,12.29,0.85,-11.05,-0.0012,2234,-0.0012,2234,0,0,0,0,-0.00434,8052,-0.00434,8052,-0.0063,11696,-0.0063,11696,-1048,-1048,0,0,-3883,-3883,-8654,-8654,0,13.09832,"Peterborough 018","Huntingdonshire 004",15.489,15.558,7020,7560,1.18252,1.00445,80.70243,0.85487,0
"87451","E02003254 E02006877","E02003254","E02006877",631,0,38,2,5,477,47,39,20,1,91.25,52.25,18.23,-42.1,54.36,15.36,19.63,-12.39,291.13,252.13,11.54,-203.16,320.16,281.16,10.56,-226.55,-0.02215,41101,-0.01272,23591,-0.01282,23782,-0.00338,6272,-0.07192,133431,-0.06248,115921,-0.05792,107463,-0.04848,89953,-12614,-7224,-7515,-2125,-40252,-34862,-44265,-38875,2,2.56836,"Peterborough 018","Peterborough 022",3.373,3.732,1502,1608,1.31329,1.10643,53.36496,0.91104,6.18067
"87452","E02003254 E02006878","E02003254","E02006878",427,0,12,0,6,338,32,23,16,0,54.65,31.65,14.75,-26.48,39.93,16.93,14.46,-13.39,179.10001,156.10001,9.81,-130.59,206.83,183.83,8.71,-153.78999,-0.01579,29291,-0.00914,16954,-0.01052,19521,-0.00387,7184,-0.05249,97385,-0.04584,85048,-0.04401,81648,-0.03736,69311,-9418,-5453,-6721,-2756,-30865,-26900,-35644,-31679,0,2.95254,"Peterborough 018","Peterborough 023",4.049,4.089,1718,1740,1.37136,1.00988,74.09237,0.73368,5.38642
"87453","E02003255 E02003257","E02003255","E02003257",119,0,4,0,2,80,17,14,0,2,22.23,8.23,0,-6.25,21.33,7.33,0,-5.73,43.88,29.88,0,-22.91,53,39,0,-29.84,-0.01008,18695,-0.00375,6965,-0.00933,17310,-0.00301,5580,-0.01998,37066,-0.01366,25336,-0.01769,32813,-0.01136,21083,-4984,-1882,-4852,-1750,-10037,-6935,-12128,-9026,0,4.98602,"Peterborough 019","Peterborough 021",6.064,7.349,2494,3374,1.2162,1.21191,46.17414,0.59872,11.76471
"87455","E02003255 E02003747","E02003255","E02003747",131,0,2,0,0,103,7,14,4,1,22.81,8.81,3.69,-7.73,16.72,2.72,3.89,-2.35,45.48,31.48,3.03,-27.94,55.75,41.75,2.67,-36.96,-0.01161,21542,-0.00462,8575,-0.00825,15299,-0.00126,2332,-0.02253,41790,-0.01554,28823,-0.01974,36618,-0.01275,23651,-6786,-2666,-4930,-810,-13767,-9647,-16879,-12759,0,5.98719,"Peterborough 019","Fenland 006",6.763,8.204,2664,3182,1.12958,1.21307,31.05131,0.23159,10.68702
"87456","E02003255 E02003749","E02003255","E02003749",60,0,2,0,1,47,6,3,1,0,5.87,2.87,0.95,-2.36,3,0,1,0,13.9,10.9,0.84,-9.16,19.62,16.62,0.74,-13.86,-0.00437,8110,-0.00222,4126,-0.00215,3984,0,0,-0.00998,18515,-0.00783,14531,-0.00969,17978,-0.00754,13994,-2245,-1148,-1097,0,-5563,-4466,-7854,-6757,0,8.64388,"Peterborough 019","Fenland 008",9.585,12.331,3762,5558,1.10888,1.28649,26.08242,0.21896,5
"87458","E02003255 E02003753","E02003255","E02003753",148,0,9,0,1,109,14,11,4,0,21.21,10.21,3.7,-8.13,17.88,6.88,3.79,-5.44,55.76,44.76,2.69,-35.62,67.14,56.14,2.36,-44.68,-0.00677,12561,-0.00336,6230,-0.00503,9335,-0.00162,3004,-0.01793,33263,-0.01452,26932,-0.01461,27112,-0.0112,20781,-4650,-2241,-3909,-1500,-12235,-9826,-14734,-12325,0,4.56185,"Peterborough 019","Huntingdonshire 001",5.422,5.725,2244,2376,1.18855,1.05588,62.70749,0.66376,7.43243
"87459","E02003255 E02003754","E02003255","E02003754",42,0,1,0,1,36,2,1,1,0,2.34,1.34,0.96,-1.16,1,0,1,0,6.57,5.57,0.86,-4.88,11.12,10.12,0.75,-8.88,-0.00176,3266,-0.00098,1820,-0.00078,1446,0,0,-0.00464,8600,-0.00386,7154,-0.0053,9824,-0.00452,8378,-1061,-617,-444,0,-3031,-2587,-5157,-4713,0,8.63066,"Peterborough 019","Huntingdonshire 002",10.42,14.015,4378,7464,1.20732,1.34501,84.45298,0.97039,2.38095
"87460","E02003255 E02003755","E02003255","E02003755",18,0,0,0,0,16,1,1,0,0,1.37,0.37,0,-0.35,2,1,0,-1,1.39,0.39,0,-0.33,2.71,1.71,0,-1.56,-0.00151,2798,-0.00038,699,-0.00213,3959,-0.001,1860,-0.00142,2632,-0.00029,533,-0.00225,4180,-0.00112,2081,-1144,-298,-1692,-846,-1122,-276,-2165,-1319,0,13.2944,"Peterborough 019","Huntingdonshire 003",16.63,16.63,6182,6182,1.2509,1,13.83043,0.1383,5.55556
"87464","E02003255 E02006877","E02003255","E02006877",315,0,13,1,3,235,31,23,8,0,47.09,24.09,7.34,-19.38,32.74,9.74,7.79,-7.75,128.42,105.42,5.08,-84.89,148.89,125.89,4.52,-101.36,-0.01784,33096,-0.00911,16896,-0.01203,22324,-0.0033,6124,-0.04832,89646,-0.03959,73446,-0.03791,70336,-0.02918,54136,-9935,-5093,-6878,-2036,-27152,-22310,-31481,-26639,1,3.67834,"Peterborough 019","Peterborough 022",5.166,5.975,2098,2414,1.40444,1.1566,42.58614,0.43515,7.30159
"87465","E02003255 E02006878","E02003255","E02006878",69,0,1,1,0,58,7,2,0,0,6.65,4.65,0,-4.03,2.05,0.05,0,-0.04,24.52,22.52,0,-19.47,29.98,27.98,0,-24.2,-0.00324,6009,-0.00226,4201,-0.00099,1844,-2e-05,36,-0.01192,22108,-0.01094,20300,-0.00965,17900,-0.00867,16092,-1859,-1292,-579,-12,-6823,-6256,-8342,-7775,0,4.49686,"Peterborough 019","Peterborough 023",6.316,7.172,2562,3410,1.40454,1.13553,44.33186,0.58561,2.89855
"87467","E02003257 E02003747","E02003257","E02003747",80,0,2,0,1,71,6,0,0,0,2.46,2.46,0,-2.18,0,0,0,0,10.69,10.69,0,-9.48,18.49,18.49,0,-16.41,-0.00261,4834,-0.00261,4834,0,0,0,0,-0.0098,18173,-0.0098,18173,-0.01112,20628,-0.01112,20628,-1374,-1374,0,0,-5979,-5979,-10355,-10355,0,10.96655,"Peterborough 021","Fenland 006",11.992,14.447,4756,6182,1.09351,1.20472,40.86057,0.33917,0
