"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"149566",1,1,1,3.455,1410,95,9,0.0026,644,45,5781,"E02003237 E02003238",95
"149567",1,1,1,5.722,2300,137,30,0.00524,1067,78,26467,"E02003237 E02003239",137
"149568",1,1,1,15.226,6916,215,116,0.00762,2838,248,47284,"E02003237 E02003240",215
"149569",1,1,1,10.673,4368,243,49,0.00459,1990,144,62259,"E02003237 E02003241",243
"149570",1,1,1,4.631,1910,130,20,0.00432,863,62,36416,"E02003237 E02003242",130
"149571",1,1,1,6.738,2680,172,27,0.00401,1256,91,28291,"E02003237 E02003243",172
"149572",1,1,1,6.909,3024,221,35,0.00507,1288,101,40779,"E02003237 E02003245",221
"149573",1,1,1,6.998,2870,206,26,0.00372,1305,97,39773,"E02003237 E02003246",206
"149574",1,1,1,7.344,3220,259,34,0.00463,1369,108,41088,"E02003237 E02003247",259
"149575",1,1,1,8.468,3356,255,26,0.00307,1579,114,24110,"E02003237 E02003248",255
"149576",1,1,1,10.147,3946,227,35,0.00345,1892,134,32865,"E02003237 E02003249",227
"149577",1,1,1,8.986,3712,250,31,0.00345,1675,119,44738,"E02003237 E02003250",250
"149578",1,1,1,9.301,3954,331,49,0.00527,1734,132,43531,"E02003237 E02003251",331
"149579",1,1,1,10.375,4690,381,40,0.00386,1934,135,81510,"E02003237 E02003252",381
"149580",1,1,1,10.636,5012,377,51,0.0048,1983,145,91763,"E02003237 E02003253",377
"149581",1,1,1,12.901,5620,313,95,0.00736,2405,188,33011,"E02003237 E02003254",313
"149582",1,1,1,15.117,6204,268,63,0.00417,2818,200,119683,"E02003237 E02003255",268
"149583",1,1,1,14.003,5926,383,79,0.00564,2610,194,98161,"E02003237 E02003257",383
"149585",1,1,1,17.395,6976,381,48,0.00276,3243,223,74518,"E02003237 E02003747",381
"149586",1,1,1,20.339,8114,476,52,0.00256,3791,260,84785,"E02003237 E02003749",476
"149587",1,1,1,18.675,7750,348,91,0.00487,3481,255,128127,"E02003237 E02003753",348
"149588",1,1,1,21.088,9106,504,183,0.00868,3931,314,149975,"E02003237 E02003754",504
"149598",1,1,1,13.342,5560,330,75,0.00562,2487,181,106835,"E02003237 E02006877",330
"149599",1,1,1,15.039,6296,462,83,0.00552,2803,205,99483,"E02003237 E02006878",462
"149601",1,1,1,3.14,1366,105,19,0.00605,585,45,12698,"E02003238 E02003239",105
