"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",0,3.53,0,9.44,34.62,NA,NA,NA,NA,NA,0
"2",9,10.57,20.48,9.24,15.53,14,39.17,23.66,151.81,253.41,1
"3",8,9.24,17.15,8,11.72,NA,NA,NA,NA,NA,0
"4",1,1.33,3.33,1.24,3.81,NA,NA,NA,NA,NA,0
"5",14,22.05,22.07,26.45,83.4,16,26.9,16,70.06,114.43,1
"6",13,20.72,18.74,25.21,79.59,NA,NA,NA,NA,NA,0
"7",12,19.2,16.36,23.6,74.14,NA,NA,NA,NA,NA,0
"8",1,1.52,2.38,1.61,5.45,NA,NA,NA,NA,NA,0
"9",10,15.26,13.59,18.36,54.6,NA,NA,NA,NA,NA,0
"10",2,3.94,2.77,5.24,19.54,46,80.53,65.23,252.03999,333.48001,1
"11",10,19.98,16.25,26.85,94.04,NA,NA,NA,NA,NA,0
"12",10,16.45,16.25,17.41,59.42,18,42.7,25.03,172.06,217.3,1
"13",4,6.18,6.63,8.05,21.8,NA,NA,NA,NA,NA,0
"14",14,22.63,22.88,25.46,81.22,NA,NA,NA,NA,NA,0
"15",9,10.76,19.53,9.61,17.17,73,114.8,111.21,258.03,289.82001,1
"16",181,285.14,266.46,566.45,824.78001,73,114.8,111.21,258.03,289.82001,1
"17",190,295.9,285.99,576.06,841.95001,73,114.8,111.21,258.03,289.82001,1
"18",5,12.05,8.5,28.65,67.26,NA,NA,NA,NA,NA,0
"19",0,0.58,0,1.49,6.27,NA,NA,NA,NA,NA,0
"20",10,18.24,16.25,22.87,77.41,5,8.16,9.23,23.01,30.67,1
"21",0,1.74,0,3.98,16.63,5,8.16,9.23,23.01,30.67,1
"22",10,59.68,16.86,313.49,468.57999,5,8.16,9.23,23.01,30.67,1
"23",11,18.59,18.49,29.6,73.51,73,114.8,111.21,258.03,289.82001,1
"24",10,61.42,16.86,317.47,485.20999,5,8.16,9.23,23.01,30.67,1
"25",13,63.85,20.18,314.38,481.08999,5,8.16,9.23,23.01,30.67,1
"26",7,10.95,11.43,13.19,38.73,73,114.8,111.21,258.03,289.82001,1
"27",4,7.64,7.06,16.41,34.78,73,114.8,111.21,258.03,289.82001,1
"28",13,21.01,21.88,24.04,75.77,73,114.8,111.21,258.03,289.82001,1
"29",1,1.62,1,1.42,5.45,NA,NA,NA,NA,NA,0
"30",94,122.94,121.92,157.13,230.88,NA,NA,NA,NA,NA,0
"31",87,162.2,144.54,409.32,593.90001,NA,NA,NA,NA,NA,0
"32",6,10.06,10.45,10.85,37.04,73,114.8,111.21,258.03,289.82001,1
"33",7,21.46,8.04,96.22,138.7,5,8.16,9.23,23.01,30.67,1
"34",10,47.05,16.14,223.65999,351.44999,5,8.16,9.23,23.01,30.67,1
"35",49,82.41,92.38,265.10001,403.94999,5,8.16,9.23,23.01,30.67,1
"36",56,103.31,100.42,360.10001,536.22999,5,8.16,9.23,23.01,30.67,1
"37",52,79.57,77.17,173.61,275.5,9,19.96,16.94,82.27,94.25,1
"38",155,273.39,247.17,681.08,856.86999,9,19.96,16.94,82.27,94.25,1
"39",8,44.72,14.14,220.90999,346.91999,5,8.16,9.23,23.01,30.67,1
