"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"136978",1,1,1,16.92,7858,385,520,0.03073,3154,313,22442,"E02002905 E02002906"
"136979",1,1,1,16.817,7534,395,488,0.02902,3135,295,21589,"E02002905 E02002907"
"136980",1,1,1,17.167,7384,380,454,0.02645,3200,300,27423,"E02002905 E02002908"
"136992",1,1,1,23.433,10808,565,706,0.03013,4368,452,44772,"E02002905 E02006710"
"136994",1,1,1,1.279,538,33,38,0.02971,238,21,2093,"E02002906 E02002907"
"136995",1,1,1,3.55,1612,53,76,0.02141,662,60,8568,"E02002906 E02002908"
"136996",1,1,1,21.583,11168,373,643,0.02979,4023,487,38398,"E02002906 E02002909"
"136997",1,1,1,28.015,14182,503,506,0.01806,5222,535,52629,"E02002906 E02002910"
"136998",1,1,1,22.71,10192,309,409,0.01801,4233,382,44578,"E02002906 E02002911"
"136999",1,1,1,21.754,9234,324,377,0.01733,4055,332,33656,"E02002906 E02002912"
"137000",1,1,1,27.041,13096,435,477,0.01764,5041,431,44719,"E02002906 E02002914"
"137001",1,1,1,25.176,12600,382,469,0.01863,4693,420,42344,"E02002906 E02002915"
"137002",1,1,1,26.007,12682,423,477,0.01834,4848,414,42796,"E02002906 E02002916"
"137007",1,1,1,25.599,12346,480,678,0.02649,4772,529,53017,"E02002906 E02006710"
"137010",1,1,1,4.295,2026,61,88,0.02049,801,79,10194,"E02002907 E02002908"
"137011",1,1,1,20.61,11036,344,605,0.02935,3842,470,37355,"E02002907 E02002909"
"137012",1,1,1,28.137,13492,516,476,0.01692,5245,531,52621,"E02002907 E02002910"
"137013",1,1,1,22.104,9870,277,407,0.01841,4120,381,43908,"E02002907 E02002911"
"137014",1,1,1,20.781,9102,295,339,0.01631,3874,315,32613,"E02002907 E02002912"
"137015",1,1,1,26.068,12964,406,439,0.01684,4859,415,43676,"E02002907 E02002914"
"137016",1,1,1,24.203,12468,353,431,0.01781,4512,404,41301,"E02002907 E02002915"
"137017",1,1,1,25.034,12550,394,439,0.01754,4667,397,41753,"E02002907 E02002916"
"137018",1,1,1,26.556,13364,442,448,0.01687,4950,423,43573,"E02002907 E02002917"
"137023",1,1,1,24.626,12214,451,640,0.02599,4591,513,51974,"E02002907 E02006710"
"137027",1,1,1,24.599,12472,401,693,0.02817,4586,536,45736,"E02002908 E02002909"
"137028",1,1,1,20.828,10150,438,394,0.01892,3883,429,44833,"E02002908 E02002910"
