"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"37","E02005460","North Kesteven 008",2945,237,349,2097,140,28,4,50,2,23,15,328.995,91.995,328.069,2034.767,-62.233,332.841,95.841,319.95499,2038.272,-58.728,557.34601,320.34601,279.03799,1879.694,-217.306,741.64502,504.64499,253.386,1739.9969,-357.00299,-0.04058,75265,-0.0163,30226,-0.03444,63892,-0.01016,18853,-0.0735,136332,-0.04922,91293,-0.09845,182620,-0.07417,137581,-54528,-20766,-46982,-13220,-92653,-58891,-170070,-136308,1.32054
"104","E02005426","East Lindsey 003",3897,240,742,2552,219,7,6,33,27,44,27,384.836,144.836,701.86298,2459.416,-92.584,368.509,128.509,703.17902,2473.1689,-78.831,901.22498,661.22498,536.125,2151.2229,-400.77701,1113.637,873.63702,491,2004.043,-547.95697,-0.09754,180939,-0.0324,60103,-0.09138,169520,-0.02624,48684,-0.12925,239774,-0.06411,118938,-0.15188,281769,-0.08675,160933,-66796,-23257,-61768,-18229,-108491,-64952,-176654,-133115,1.48423
"270","E02005489","South Kesteven 014",3496,87,179,2803,204,50,2,128,4,31,8,218.015,131.015,164.772,2700.72,-102.28,142.702,55.702,171.286,2760.9619,-42.038,648.45001,561.45001,111.117,2370.158,-432.84201,846.06299,759.06299,109.05,2200.1221,-602.87799,-0.08252,153073,-0.0547,101471,-0.04565,84680,-0.01783,33078,-0.20403,378499,-0.17621,326897,-0.23201,430422,-0.20419,378820,-61078,-39725,-36839,-15486,-169303,-147950,-280807,-259454,NA
"339","E02005494","West Lindsey 003",3569,89,508,2642,178,42,4,43,6,19,38,182.528,93.528,477.43301,2586.6169,-55.383,142.59801,53.598,487.13,2613.4089,-28.591,481.12601,392.12601,365.215,2423.165,-218.83501,678.44897,589.44897,323.92401,2284.7,-357.29999,-0.04488,83252,-0.02525,46831,-0.02473,45871,-0.00509,9450,-0.06949,128903,-0.04986,92482,-0.08184,151820,-0.06221,115399,-43625,-25660,-26352,-8387,-98029,-80064,-194598,-176633,NA
"369","E02005433","East Lindsey 010",1778,44,245,1201,109,7,1,139,10,8,14,129.873,85.873,228.037,1147.1899,-53.81,65.084,21.084,241.326,1187.342,-13.658,435.332,391.332,165.408,958.38,-242.62,526.185,482.185,155.70799,892.56403,-308.436,-0.05536,102702,-0.03561,66058,-0.03045,56482,-0.01069,19838,-0.1307,242477,-0.11094,205833,-0.11463,212658,-0.09487,176014,-29330,-18555,-16642,-5867,-89266,-78491,-123076,-112301,0.07411
"412","E02005497","West Lindsey 006",2633,102,564,1618,234,20,1,48,16,18,12,184.774,82.774,537.59198,1571.326,-46.674,170.591,68.591,540.323,1580.709,-37.291,540.008,438.008,415.46701,1378.533,-239.467,724.591,622.591,369.54099,1264.687,-353.31299,-0.04095,75945,-0.01668,30927,-0.03055,56679,-0.00629,11661,-0.06014,111558,-0.03588,66540,-0.07062,130992,-0.04635,85974,-32988,-13580,-27093,-7685,-61553,-42145,-108121,-88713,0.73008
"538","E02005480","South Kesteven 005",3003,120,627,1751,292,23,2,110,38,25,15,208.146,88.146,602.53497,1702.278,-48.722,205.92,85.92,600.78601,1705.676,-45.324,617.72998,497.73001,479.06699,1484.34,-266.66,860.92102,740.92102,420.26801,1344.598,-406.40201,-0.03116,57792,-0.01335,24751,-0.02634,48859,-0.00853,15818,-0.06733,124902,-0.04952,91861,-0.07187,133323,-0.05406,100282,-24729,-10722,-21875,-7868,-61099,-47092,-103649,-89642,2.0324
"540","E02005467","South Holland 003",2818,111,217,2136,223,14,3,85,5,17,7,242.752,131.752,197.089,2041.264,-94.736,133.645,22.645,211.142,2121.6279,-14.372,647.04999,536.04999,135.44,1751.411,-384.58899,800.54199,689.54199,130.66701,1626.5699,-509.42999,-0.08011,148598,-0.04954,91902,-0.03548,65825,-0.00492,9129,-0.20025,371513,-0.16969,314817,-0.19971,370496,-0.16914,313800,-57139,-35149,-26291,-4301,-152617,-130627,-226021,-204031,0.0412
"569","E02005450","Lincoln 009",4133,292,219,3030,262,29,4,214,15,53,15,499.758,207.758,203.552,2872.1431,-157.85699,440.995,148.995,205.96201,2921.019,-108.981,1167.767,875.76703,152.103,2364.583,-665.41699,1432.897,1140.897,141.399,2151.822,-878.17902,-0.14545,269837,-0.06448,119616,-0.12548,232792,-0.04451,82571,-0.36911,684792,-0.28814,534571,-0.34589,641716,-0.26492,491495,-97451,-43321,-81691,-27561,-230404,-176274,-307986,-253856,0.76359
"580","E02005441","East Lindsey 018",3215,51,119,2753,180,7,2,51,5,28,19,130.873,79.873,112.144,2687.5779,-65.422,81.079,30.079,117.967,2727.095,-25.905,343.48599,292.48599,89.287,2517.9319,-235.06799,514.138,463.138,85.1,2367.8679,-385.13199,-0.10085,187087,-0.06297,116812,-0.07069,131142,-0.03281,60867,-0.18924,351089,-0.15136,280814,-0.23523,436407,-0.19735,366132,-62351,-37251,-45530,-20430,-138907,-113807,-251546,-226446,NA
