"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"227940",1,1,1,10.662,4288,308,3,0.00028,1988,135,49779,"E02005417 E02005418",308
"227941",1,1,1,10.072,3914,284,3,3e-04,1878,128,48315,"E02005417 E02005419",284
"227942",1,1,1,9.301,3398,228,2,0.00022,1734,118,22230,"E02005417 E02005420",228
"227943",1,1,1,21.877,8280,555,14,0.00064,4078,281,73369,"E02005417 E02005422",555
"227944",1,1,1,16.433,6282,432,11,0.00067,3063,212,38177,"E02005417 E02005423",432
"227947",1,1,1,20.125,7776,256,38,0.00189,3752,280,33761,"E02005417 E02005436",256
"227951",1,1,1,16.676,6078,363,9,0.00054,3109,212,53291,"E02005417 E02005440",363
"227952",1,1,1,14.927,7494,203,0,0,2783,189,34567,"E02005417 E02005441",203
"227957",1,1,1,9.267,3386,219,2,0.00022,1727,118,22236,"E02005417 E02006864",219
"227958",1,1,1,12.096,4862,366,5,0.00041,2255,154,30673,"E02005417 E02006865",366
"227960",1,1,1,1.411,910,77,0,0,263,18,3691,"E02005418 E02005419",77
"227961",1,1,1,3.186,1530,169,1,0.00031,594,41,8376,"E02005418 E02005420",169
"227962",1,1,1,10.386,4048,241,9,0.00087,1936,135,49356,"E02005418 E02005422",241
"227963",1,1,1,7.522,2936,215,2,0.00027,1402,97,19992,"E02005418 E02005423",215
"227964",1,1,1,20.918,7878,554,18,0.00086,3899,271,44421,"E02005418 E02005439",554
"227965",1,1,1,14.269,7490,334,3,0.00021,2660,182,30944,"E02005418 E02005441",334
"227967",1,1,1,19.21,7350,425,16,0.00083,3581,254,90663,"E02005418 E02005464",425
"227968",1,1,1,18.867,7204,446,11,0.00058,3517,242,89069,"E02005418 E02005465",446
"227976",1,1,1,2.758,1374,144,1,0.00036,514,36,7774,"E02005418 E02006864",144
"227977",1,1,1,1.579,762,81,0,0,294,20,3784,"E02005418 E02006865",81
"227980",1,1,1,1.665,724,92,1,6e-04,310,22,2680,"E02005419 E02005420",92
"227981",1,1,1,12.063,4866,328,11,0.00091,2249,157,48227,"E02005419 E02005422",328
"227982",1,1,1,6.619,2868,205,8,0.00121,1234,87,13035,"E02005419 E02005423",205
"227985",1,1,1,21.106,8116,572,18,0.00085,3934,273,43320,"E02005419 E02005439",572
"227986",1,1,1,13.768,7226,336,3,0.00022,2567,176,27872,"E02005419 E02005441",336
"227989",1,1,1,20.58,8360,502,16,0.00078,3836,271,94290,"E02005419 E02005464",502
"227990",1,1,1,18.166,7098,481,13,0.00072,3386,235,33447,"E02005419 E02005465",481
"227992",1,1,1,22.751,8952,702,20,0.00088,4241,293,84729,"E02005419 E02005467",702
"227999",1,1,1,1.826,780,92,1,0.00055,340,24,2994,"E02005419 E02006864",92
"228000",1,1,1,2.282,1448,139,2,0.00088,425,30,5531,"E02005419 E02006865",139
"228004",1,1,1,12.803,4922,345,12,0.00094,2387,165,49282,"E02005420 E02005422",345
"228005",1,1,1,7.359,2924,222,9,0.00122,1372,96,14090,"E02005420 E02005423",222
"228008",1,1,1,22.873,8558,623,17,0.00074,4264,296,45892,"E02005420 E02005439",623
"228009",1,1,1,14.484,7374,350,2,0.00014,2700,184,26788,"E02005420 E02005441",350
"228011",1,1,1,21.285,8468,535,19,0.00089,3968,280,97365,"E02005420 E02005464",535
"228012",1,1,1,18.906,7154,498,14,0.00074,3524,243,34502,"E02005420 E02005465",498
"228013",1,1,1,29.007,11004,783,20,0.00069,5407,370,99967,"E02005420 E02005466",783
"228014",1,1,1,23.963,9082,597,19,0.00079,4467,307,67346,"E02005420 E02005468",597
"228019",1,1,1,0.848,316,36,0,0,158,11,1162,"E02005420 E02006864",36
"228020",1,1,1,3.022,1504,156,3,0.00099,563,38,6586,"E02005420 E02006865",156
"228025",1,1,1,8.83,3222,187,1,0.00011,1646,111,15317,"E02005422 E02005423",187
"228027",1,1,1,24.268,9184,726,31,0.00128,4524,312,65679,"E02005422 E02005439",726
"228028",1,1,1,24.098,10974,490,16,0.00066,4492,305,58265,"E02005422 E02005441",490
"228029",1,1,1,19.908,7658,548,39,0.00196,3711,264,86389,"E02005422 E02005462",548
"228030",1,1,1,12.262,4852,288,19,0.00155,2286,164,47615,"E02005422 E02005464",288
"228031",1,1,1,9.304,3598,260,2,0.00021,1734,118,35920,"E02005422 E02005465",260
"228033",1,1,1,21.365,8086,616,9,0.00042,3983,271,75285,"E02005422 E02005467",616
"228034",1,1,1,21.837,8160,494,7,0.00032,4071,277,56847,"E02005422 E02005468",494
"228035",1,1,1,17.062,6466,456,12,7e-04,3181,216,43667,"E02005422 E02005469",456
"228036",1,1,1,19.51,7432,551,13,0.00067,3637,248,47144,"E02005422 E02005470",551
"228037",1,1,1,20.62,7874,548,20,0.00097,3844,262,63299,"E02005422 E02005471",548
"228039",1,1,1,13.379,5270,375,12,9e-04,2494,169,52376,"E02005422 E02006864",375
"228040",1,1,1,10.743,4254,257,9,0.00084,2003,135,46339,"E02005422 E02006865",257
"228047",1,1,1,20.183,9778,494,7,0.00035,3762,256,49138,"E02005423 E02005441",494
"228049",1,1,1,20.676,7916,418,20,0.00097,3854,272,64750,"E02005423 E02005464",418
"228050",1,1,1,12.135,4446,301,5,0.00041,2262,155,21150,"E02005423 E02005465",301
"228051",1,1,1,23.018,8496,577,7,3e-04,4291,291,71803,"E02005423 E02005466",577
"228052",1,1,1,17.502,6500,513,8,0.00046,3263,223,57620,"E02005423 E02005467",513
"228053",1,1,1,17.974,6574,391,6,0.00033,3351,228,39182,"E02005423 E02005468",391
"228054",1,1,1,17.167,6398,331,9,0.00052,3200,219,62149,"E02005423 E02005469",331
"228055",1,1,1,19.615,7364,426,10,0.00051,3656,251,65626,"E02005423 E02005470",426
"228056",1,1,1,18.638,7026,345,17,0.00091,3474,237,77822,"E02005423 E02005471",345
"228058",1,1,1,21.205,7942,458,12,0.00057,3953,270,68443,"E02005423 E02005473",458
"228061",1,1,1,8.027,3260,226,5,0.00062,1496,102,22176,"E02005423 E02006864",226
"228062",1,1,1,7.086,2990,197,2,0.00028,1321,89,17940,"E02005423 E02006865",197
"228086",1,1,1,15.821,5744,187,15,0.00095,2949,195,54934,"E02005424 E02005425",187
"228087",1,1,1,17.204,6946,259,148,0.0086,3207,241,84774,"E02005424 E02005426",259
"228088",1,1,1,17.275,7220,298,170,0.00984,3220,263,86215,"E02005424 E02005427",298
"228092",1,1,1,21.846,10146,305,420,0.01923,4072,415,80534,"E02005424 E02005492",305
"228105",1,1,1,15.082,5824,154,59,0.00391,2811,208,27401,"E02005425 E02005426",154
"228106",1,1,1,15.852,6250,205,67,0.00423,2955,228,29357,"E02005425 E02005427",205
"228107",1,1,1,22.165,8142,375,21,0.00095,4132,285,58181,"E02005425 E02005428",375
"228124",1,1,1,1.078,572,54,16,0.01484,201,25,2490,"E02005426 E02005427",54
"228125",1,1,1,23.954,8848,387,62,0.00259,4465,299,47351,"E02005426 E02005428",387
"228126",1,1,1,22.159,10112,368,470,0.02121,4131,401,48481,"E02005426 E02005430",368
"228127",1,1,1,22.456,8722,435,148,0.00659,4186,292,77057,"E02005426 E02005431",435
"228128",1,1,1,19.24,9670,353,556,0.0289,3587,426,61648,"E02005426 E02005432",353
"228130",1,1,1,22.559,10892,1015,568,0.02518,4205,473,106437,"E02005426 E02005434",1015
"228143",1,1,1,24.36,9092,382,94,0.00386,4541,299,52509,"E02005427 E02005428",382
"228144",1,1,1,26.976,10232,558,140,0.00519,5029,336,82698,"E02005427 E02005429",558
"228145",1,1,1,21.229,9634,332,462,0.02176,3957,381,46469,"E02005427 E02005430",332
"228146",1,1,1,21.796,8412,443,152,0.00697,4063,277,75637,"E02005427 E02005431",443
"228147",1,1,1,18.076,9336,364,584,0.03231,3370,416,60094,"E02005427 E02005432",364
"228149",1,1,1,21.618,10410,978,560,0.0259,4030,453,104455,"E02005427 E02005434",978
"228155",1,1,1,5.026,1910,218,16,0.00318,937,65,15359,"E02005428 E02005429",218
"228156",1,1,1,12.739,4830,266,48,0.00377,2375,170,51055,"E02005428 E02005431",266
"228158",1,1,1,16.894,6342,483,28,0.00166,3149,217,32257,"E02005428 E02005433",483
"228168",1,1,1,10.751,4092,354,32,0.00298,2004,146,43524,"E02005429 E02005431",354
"228169",1,1,1,22.905,9856,590,268,0.0117,4270,391,89544,"E02005429 E02005432",590
"228170",1,1,1,12.5,4660,291,12,0.00096,2330,160,17783,"E02005429 E02005433",291
"228172",1,1,1,25.315,10514,619,263,0.01039,4719,405,63578,"E02005429 E02005436",619
"228173",1,1,1,22.33,8434,563,33,0.00148,4163,288,56572,"E02005429 E02005437",563
"228174",1,1,1,23.042,8594,613,14,0.00061,4295,295,38992,"E02005429 E02005438",613
"228180",1,1,1,21.739,9984,871,456,0.02098,4052,419,75285,"E02005430 E02005432",871
"228181",1,1,1,12.994,5570,614,160,0.01231,2422,210,65631,"E02005430 E02005434",614
"228183",1,1,1,23.58,8986,1230,134,0.00568,4396,321,55404,"E02005430 E02005439",1230
"228184",1,1,1,21.875,8944,835,175,0.008,4078,331,110624,"E02005430 E02005443",835
"228186",1,1,1,24.937,10046,770,191,0.00766,4649,373,59519,"E02005430 E02005445",770
"228195",1,1,1,17.99,7038,300,128,0.00712,3354,241,30980,"E02005430 E02005494",300
"228196",1,1,1,20.975,8352,825,165,0.00787,3910,300,80491,"E02005430 E02005499",825
"228198",1,1,1,20.477,8268,797,164,0.00801,3817,304,97723,"E02005430 E02005501",797
"228199",1,1,1,19.288,7394,638,111,0.00575,3595,260,48427,"E02005430 E02005502",638
"228208",1,1,1,12.649,5954,264,240,0.01897,2358,253,46733,"E02005431 E02005432",264
"228209",1,1,1,13.518,5046,350,36,0.00266,2520,173,38321,"E02005431 E02005433",350
"228211",1,1,1,21.429,7946,526,41,0.00191,3995,274,33986,"E02005431 E02005435",526
"228212",1,1,1,14.644,6506,313,241,0.01646,2730,262,25411,"E02005431 E02005436",313
"228213",1,1,1,22.334,8298,548,43,0.00193,4163,285,40103,"E02005431 E02005437",548
"228214",1,1,1,21.761,8064,558,42,0.00193,4056,279,33580,"E02005431 E02005438",558
"228216",1,1,1,21.987,8568,656,114,0.00518,4099,301,45033,"E02005431 E02005440",656
"228228",1,1,1,11.07,4946,519,228,0.0206,2064,190,36419,"E02005432 E02005434",519
"228230",1,1,1,12.552,5208,494,173,0.01378,2340,185,43325,"E02005432 E02005436",494
"228233",1,1,1,24.63,9930,1259,310,0.01259,4591,370,75081,"E02005432 E02005439",1259
"228234",1,1,1,25.296,9576,703,144,0.00569,4715,315,57025,"E02005432 E02005440",703
"228235",1,1,1,28.98,13374,452,293,0.01011,5402,401,87202,"E02005432 E02005441",452
"228248",1,1,1,11.104,4144,321,1,9e-05,2070,142,22735,"E02005433 E02005435",321
"228249",1,1,1,19.729,7930,486,133,0.00674,3678,296,40726,"E02005433 E02005436",486
"228250",1,1,1,10.724,4102,303,21,0.00196,1999,139,39909,"E02005433 E02005437",303
"228251",1,1,1,11.436,4262,353,2,0.00017,2132,147,22329,"E02005433 E02005438",353
"228252",1,1,1,18.434,6926,467,10,0.00054,3436,235,32372,"E02005433 E02005440",467
"228263",1,1,1,18.054,8374,848,387,0.02144,3365,339,75549,"E02005434 E02005436",848
"228264",1,1,1,13.949,5414,749,84,0.00602,2600,185,45112,"E02005434 E02005439",749
"228265",1,1,1,25.355,11822,796,171,0.00674,4726,350,60732,"E02005434 E02005441",796
"228278",1,1,1,16.424,6540,459,68,0.00414,3062,236,44238,"E02005435 E02005436",459
"228279",1,1,1,1.965,748,61,2,0.00102,366,25,7449,"E02005435 E02005437",61
"228280",1,1,1,1.677,636,62,1,6e-04,313,22,2400,"E02005435 E02005438",62
"228281",1,1,1,9.97,3808,216,11,0.0011,1859,127,36925,"E02005435 E02005440",216
"228294",1,1,1,17.555,6436,436,64,0.00365,3272,209,34120,"E02005436 E02005437",436
