"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"1857","E02002681","Kingston upon Hull 030",3247,272,775,1252,440,23,1,389,39,22,34,500.271,228.271,705.65198,1159.7679,-92.232,352.98199,80.982,748.18903,1222.446,-29.554,1257.183,985.18298,463.91101,860.19,-391.81,1342.528,1070.528,458.22,812.94,-439.06,-0.11232,208351,-0.04946,91725,-0.07947,147416,-0.0166,30790,-0.24476,454068,-0.18189,337442,-0.18365,340702,-0.12079,224076,-43563,-19317,-31750,-7504,-100768,-76522,-119978,-95732,0.24992
"1862","E02002660","Kingston upon Hull 009",2605,201,224,1527,151,11,0,425,19,36,11,368.72198,167.722,206.42599,1423.724,-103.277,305.41199,104.412,202.74699,1471.5551,-55.445,881.52399,680.52399,141.729,1116.65,-410.35001,1022.698,821.698,138.62399,1020.626,-506.37399,-0.17618,326820,-0.08295,153868,-0.1258,233385,-0.03258,60433,-0.40612,753452,-0.3129,580500,-0.35443,657545,-0.2612,484593,-67365,-31055,-50666,-14356,-156271,-119961,-196833,-160523,0.14376
"1960","E02002663","Kingston upon Hull 012",2653,162,398,1406,193,22,2,404,27,27,12,349.16101,187.161,367.92999,1301.145,-104.855,232.48599,70.486,389.42999,1367.809,-38.191,1018.995,856.995,241.513,940.06201,-465.93799,1111.527,949.52698,237.979,878.68597,-527.31403,-0.12233,226910,-0.06173,114505,-0.08118,150596,-0.02059,38191,-0.31158,578029,-0.25098,465624,-0.25213,467743,-0.19154,355338,-48216,-23729,-33473,-8986,-123229,-98742,-144859,-120372,0.16304
"2009","E02002747","North East Lincolnshire 022",3575,102,122,2931,200,11,2,129,12,39,27,268.79501,166.795,114.133,2792.7451,-138.255,154.256,52.256,121.079,2885.969,-45.031,902.57703,800.57703,82.195,2270.4121,-660.58801,1155.254,1053.254,76.311,2053.927,-877.073,-0.12079,224072,-0.07922,146952,-0.06282,116531,-0.02125,39411,-0.3802,705372,-0.33863,628252,-0.35568,659868,-0.3141,582748,-70105,-45861,-39674,-15430,-230355,-206111,-324323,-300079,0.63511
"2040","E02002666","Kingston upon Hull 015",3335,261,693,1283,480,21,5,508,37,24,23,492.77701,231.77699,634.51398,1190.99,-92.01,332.479,71.479,675.776,1250.9351,-32.065,1263.125,1002.125,411.01501,902.38202,-380.61801,1366.121,1105.121,402.76099,851.08197,-431.918,-0.13779,255598,-0.06069,112585,-0.09415,174642,-0.01705,31629,-0.30278,561704,-0.22569,418691,-0.23605,437915,-0.15896,294902,-47399,-20284,-35033,-7918,-105882,-78767,-124645,-97530,0.1507
"2157","E02002707","East Riding of Yorkshire 024",3103,60,213,2580,127,21,3,43,6,21,29,129.189,69.189,199.634,2529.9209,-50.079,107.318,47.318,208.22501,2541.303,-38.697,344.159,284.159,144.457,2387.9651,-192.035,525.448,465.448,133.364,2232.9141,-347.086,-0.05863,108737,-0.02991,55462,-0.05487,101780,-0.02615,48505,-0.10377,192491,-0.07505,139216,-0.15902,295001,-0.1303,241726,-48531,-25318,-47015,-23802,-98452,-75239,-212078,-188865,0.79376
"2295","E02002757","North Lincolnshire 009",2923,140,510,1918,213,16,2,61,10,35,18,273.311,133.311,483.32901,1828.407,-89.593,217.295,77.295,496.33801,1865.807,-52.193,878.79498,738.79498,341.97,1439.381,-478.61899,1036.6,896.59998,314.36401,1328.927,-589.073,-0.05096,94531,-0.02218,41145,-0.04545,84307,-0.01667,30921,-0.12185,226041,-0.09307,172655,-0.10888,201985,-0.0801,148599,-31613,-13897,-27896,-10180,-83597,-65881,-109541,-91825,1.09745
"2310","E02002725","East Riding of Yorkshire 042",2991,80,210,2393,182,36,1,62,1,14,12,175.308,95.308,195.039,2322.574,-70.426,111.595,31.595,205.099,2370.063,-22.937,467.45099,387.45099,142.392,2112.6289,-280.371,620.54303,540.54303,134.047,1985.2209,-407.77899,-0.07576,140528,-0.04144,76863,-0.04652,86303,-0.0122,22638,-0.1561,289573,-0.12178,225908,-0.16969,314786,-0.13537,251121,-54153,-30167,-33267,-9281,-131702,-107716,-210093,-186107,0.25879
"2588","E02002687","East Riding of Yorkshire 004",2065,93,624,1034,176,28,1,45,26,17,21,166.375,73.375,591.98102,1001.666,-32.334,143.34599,50.346,600.89801,1012.519,-21.481,511.76901,418.76901,429.13101,856.36798,-177.632,603.26599,510.26599,401.90399,808.76501,-225.235,-0.02095,38849,-0.00654,12127,-0.02162,40116,-0.00722,13394,-0.0316,58615,-0.01719,31893,-0.03447,63949,-0.02007,37227,-16172,-5249,-19600,-8677,-31214,-20291,-48821,-37898,1.44618
"2596","E02002720","East Riding of Yorkshire 037",3368,223,333,2479,189,74,3,28,3,23,13,396.51801,173.51801,303.578,2351.6189,-127.381,237.72701,14.727,331.23801,2467.5911,-11.409,905.07501,682.07501,203.27901,1990.7,-488.29999,1016.973,793.97302,196.97501,1896.452,-582.54797,-0.10035,186160,-0.04343,80557,-0.06206,115136,-0.00514,9533,-0.18312,339732,-0.1262,234129,-0.17167,318478,-0.11475,212875,-74131,-32778,-45692,-4339,-154897,-113544,-202716,-161363,0.10447
