"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"128415",1,1,1,1.963,732,66,4,0.00204,366,24,2312,"E02002652 E02002653"
"128416",1,1,1,6.094,2462,220,18,0.00295,1136,78,6579,"E02002652 E02002654"
"128417",1,1,1,3.559,1362,81,7,0.00197,663,45,4897,"E02002652 E02002655"
"128418",1,1,1,4.735,1954,187,18,0.0038,883,59,5354,"E02002652 E02002656"
"128419",1,1,1,2.973,1624,98,7,0.00235,554,37,4030,"E02002652 E02002657"
"128420",1,1,1,3.87,1510,106,9,0.00233,721,49,5361,"E02002652 E02002658"
"128421",1,1,1,5.601,2286,185,18,0.00321,1044,72,6184,"E02002652 E02002659"
"128422",1,1,1,7.015,2728,186,11,0.00157,1308,87,10769,"E02002652 E02002660"
"128423",1,1,1,6.63,2546,170,11,0.00166,1236,83,9766,"E02002652 E02002661"
"128424",1,1,1,5.446,2104,142,11,0.00202,1015,69,7645,"E02002652 E02002662"
"128425",1,1,1,6.168,2476,188,17,0.00276,1150,78,7103,"E02002652 E02002663"
"128426",1,1,1,5.276,2160,174,8,0.00152,984,67,6494,"E02002652 E02002664"
"128427",1,1,1,7.823,3170,234,20,0.00256,1458,101,8892,"E02002652 E02002665"
"128428",1,1,1,7.405,2976,211,17,0.0023,1380,94,8507,"E02002652 E02002666"
"128429",1,1,1,5.806,2218,222,11,0.00189,1082,74,6445,"E02002652 E02002667"
"128430",1,1,1,7.47,2938,237,13,0.00174,1392,94,9046,"E02002652 E02002668"
"128431",1,1,1,7.591,3060,224,17,0.00224,1415,96,8880,"E02002652 E02002669"
"128432",1,1,1,9.151,3824,283,20,0.00219,1706,117,10810,"E02002652 E02002670"
"128433",1,1,1,7.592,2930,250,13,0.00171,1415,97,9302,"E02002652 E02002671"
"128434",1,1,1,9.174,3570,279,14,0.00153,1710,114,11166,"E02002652 E02002672"
"128435",1,1,1,7.01,2662,230,10,0.00143,1307,90,8342,"E02002652 E02002673"
"128436",1,1,1,8.168,3162,290,16,0.00196,1523,102,9217,"E02002652 E02002675"
"128437",1,1,1,9.219,3556,292,17,0.00184,1719,116,10413,"E02002652 E02002676"
"128438",1,1,1,7.588,2918,290,13,0.00171,1414,96,8341,"E02002652 E02002677"
"128439",1,1,1,10.664,4606,329,17,0.00159,1988,135,12747,"E02002652 E02002678"
"128440",1,1,1,11.328,4752,332,21,0.00185,2112,144,13523,"E02002652 E02002679"
"128441",1,1,1,9.118,3800,344,18,0.00197,1700,117,10388,"E02002652 E02002680"
"128442",1,1,1,10.909,4424,332,18,0.00165,2034,137,12742,"E02002652 E02002681"
"128443",1,1,1,11.941,5058,340,21,0.00176,2226,152,14424,"E02002652 E02002682"
"128445",1,1,1,25.383,9950,516,123,0.00485,4732,344,43632,"E02002652 E02002693"
"128446",1,1,1,17.941,8334,573,85,0.00474,3344,250,23428,"E02002652 E02002696"
"128447",1,1,1,14.616,5588,322,44,0.00301,2725,185,27081,"E02002652 E02002697"
"128448",1,1,1,11.885,4758,427,39,0.00328,2215,157,14376,"E02002652 E02002699"
"128449",1,1,1,10.512,4076,359,31,0.00295,1960,139,12484,"E02002652 E02002700"
"128450",1,1,1,10.059,4700,331,24,0.00239,1875,133,11634,"E02002652 E02002702"
"128451",1,1,1,11.409,4526,366,40,0.00351,2127,162,12555,"E02002652 E02002703"
"128452",1,1,1,9.997,4196,291,33,0.0033,1864,137,12704,"E02002652 E02002705"
"128453",1,1,1,7.318,2950,231,20,0.00273,1364,95,8521,"E02002652 E02002706"
"128454",1,1,1,8.579,3708,270,25,0.00291,1599,115,10697,"E02002652 E02002708"
"128456",1,1,1,11.533,4824,334,27,0.00234,2150,152,14916,"E02002652 E02002710"
"128457",1,1,1,13.782,5902,427,41,0.00297,2569,194,17298,"E02002652 E02002711"
"128458",1,1,1,13.631,5226,300,19,0.00139,2541,176,15573,"E02002652 E02002712"
"128459",1,1,1,24.627,11668,467,47,0.00191,4591,315,34746,"E02002652 E02002714"
"128460",1,1,1,24.487,10558,698,215,0.00878,4565,365,33326,"E02002652 E02002715"
"128461",1,1,1,16.794,6416,397,26,0.00155,3131,217,23246,"E02002652 E02002716"
"128462",1,1,1,14.41,5928,424,24,0.00167,2686,186,17413,"E02002652 E02002717"
"128463",1,1,1,18.398,8292,542,135,0.00734,3430,298,26092,"E02002652 E02002718"
"128464",1,1,1,15.242,6496,443,37,0.00243,2841,207,19190,"E02002652 E02002719"
"128465",1,1,1,21.714,9018,587,106,0.00488,4048,305,28331,"E02002652 E02002749"
"128466",1,1,1,13.004,5570,394,22,0.00169,2424,166,15912,"E02002652 E02006813"
"128467",1,1,1,11.653,4888,349,22,0.00189,2172,149,14068,"E02002652 E02006814"
"128469",1,1,1,2.202,846,47,3,0.00136,410,29,3024,"E02002653 E02002655"
"128470",1,1,1,4.203,1574,147,12,0.00286,783,53,4543,"E02002653 E02002656"
"128471",1,1,1,1.416,610,69,1,0.00071,264,18,1861,"E02002653 E02002657"
"128472",1,1,1,2.513,994,72,5,0.00199,468,32,3488,"E02002653 E02002658"
"128473",1,1,1,5.658,2212,152,7,0.00124,1055,71,8896,"E02002653 E02002660"
"128474",1,1,1,4.388,1708,135,5,0.00114,818,56,5406,"E02002653 E02002662"
"128475",1,1,1,5.636,2096,148,11,0.00195,1051,71,6292,"E02002653 E02002663"
"128476",1,1,1,3.313,1430,110,4,0.00121,618,42,4182,"E02002653 E02002664"
"128477",1,1,1,6.873,2596,171,11,0.0016,1281,87,7696,"E02002653 E02002666"
"128478",1,1,1,3.843,1488,158,7,0.00182,716,49,4133,"E02002653 E02002667"
"128479",1,1,1,5.629,2200,186,9,0.0016,1049,72,6990,"E02002653 E02002671"
"128480",1,1,1,6.205,2432,226,12,0.00193,1157,78,6905,"E02002653 E02002675"
"128481",1,1,1,7.256,2826,228,13,0.00179,1353,92,8101,"E02002653 E02002676"
