"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"233468",1,1,1,1.211,532,33,8,0.00661,226,18,1960,"E02005612 E02005613",33
"233469",1,1,1,2.947,1134,82,33,0.0112,549,29,5605,"E02005612 E02005614",82
"233470",1,1,1,2.733,1150,63,22,0.00805,509,38,5236,"E02005612 E02005615",63
"233471",1,1,1,2.89,1168,81,37,0.0128,539,39,4451,"E02005612 E02005616",81
"233472",1,1,1,3.947,1672,137,43,0.01089,736,54,6545,"E02005612 E02005617",137
"233473",1,1,1,18.18,7116,332,250,0.01375,3389,227,30574,"E02005612 E02005629",332
"233474",1,1,1,18.726,7312,347,244,0.01303,3491,225,79234,"E02005612 E02005630",347
"233475",1,1,1,19.634,8080,378,319,0.01625,3660,265,79827,"E02005612 E02005631",378
"233476",1,1,1,9.286,3984,128,146,0.01572,1731,131,62816,"E02005612 E02005639",128
"233477",1,1,1,14.155,5874,219,141,0.00996,2639,204,37609,"E02005612 E02005640",219
"233478",1,1,1,13.905,6096,229,234,0.01683,2592,199,99535,"E02005612 E02005644",229
"233479",1,1,1,14.301,6186,269,243,0.01699,2666,197,101905,"E02005612 E02005645",269
"233480",1,1,1,16.031,7192,309,276,0.01722,2988,230,109021,"E02005612 E02005647",309
"233481",1,1,1,20.307,8410,402,289,0.01423,3785,278,79885,"E02005612 E02005649",402
"233484",1,1,1,6.648,2666,96,59,0.00887,1239,83,24360,"E02005612 E02006862",96
"233485",1,1,1,6.139,2588,194,69,0.01124,1144,86,12367,"E02005612 E02006863",194
"233490",1,1,1,3.431,1258,69,29,0.00845,640,31,5863,"E02005613 E02005614",69
"233491",1,1,1,2.104,848,40,20,0.00951,392,28,3977,"E02005613 E02005615",40
"233492",1,1,1,2.223,850,55,27,0.01215,414,24,2977,"E02005613 E02005616",55
"233493",1,1,1,3.036,1252,109,35,0.01153,566,39,4961,"E02005613 E02005617",109
"233494",1,1,1,19.21,7436,334,240,0.01249,3581,227,79492,"E02005613 E02005630",334
"233495",1,1,1,20.118,8204,365,315,0.01566,3750,267,80085,"E02005613 E02005631",365
"233496",1,1,1,8.945,3822,116,150,0.01677,1667,126,61492,"E02005613 E02005639",116
"233497",1,1,1,13.814,5712,207,145,0.0105,2575,199,36285,"E02005613 E02005640",207
"233498",1,1,1,13.564,5934,217,238,0.01755,2528,194,98211,"E02005613 E02005644",217
"233499",1,1,1,13.96,6024,257,247,0.01769,2602,192,100581,"E02005613 E02005645",257
"233500",1,1,1,15.69,7030,297,280,0.01785,2925,225,107697,"E02005613 E02005647",297
"233501",1,1,1,19.831,8412,413,311,0.01568,3697,281,109839,"E02005613 E02005649",413
"233504",1,1,1,5.591,2234,105,59,0.01055,1042,72,9953,"E02005613 E02006862",105
"233505",1,1,1,5.228,2168,166,61,0.01167,975,72,10783,"E02005613 E02006863",166
"233510",1,1,1,3.92,1920,81,37,0.00944,731,71,33074,"E02005614 E02005615",81
"233511",1,1,1,2.344,1146,63,18,0.00768,437,40,21174,"E02005614 E02005616",63
"233512",1,1,1,3.559,1560,91,20,0.00562,663,57,21710,"E02005614 E02005617",91
"233513",1,1,1,16.185,6334,270,213,0.01316,3017,201,74242,"E02005614 E02005630",270
"233514",1,1,1,17.093,7102,301,288,0.01685,3186,241,74835,"E02005614 E02005631",301
"233515",1,1,1,8.495,3870,177,127,0.01495,1584,137,69840,"E02005614 E02005639",177
"233516",1,1,1,12.788,5750,297,144,0.01126,2384,210,52034,"E02005614 E02005640",297
"233517",1,1,1,12.912,6032,318,224,0.01735,2407,229,54907,"E02005614 E02005641",318
"233518",1,1,1,12.573,5484,196,191,0.01519,2344,194,56379,"E02005614 E02005642",196
"233519",1,1,1,12.71,5384,209,183,0.0144,2369,183,60219,"E02005614 E02005644",209
"233520",1,1,1,14.252,5954,278,210,0.01473,2657,201,60782,"E02005614 E02005645",278
"233521",1,1,1,13.979,5970,245,221,0.01581,2606,203,63108,"E02005614 E02005646",245
"233522",1,1,1,14.861,6212,265,209,0.01406,2770,208,68301,"E02005614 E02005647",265
"233523",1,1,1,17.766,7432,325,258,0.01452,3312,254,74893,"E02005614 E02005649",325
"233524",1,1,1,24.284,10884,419,469,0.01931,4527,396,125580,"E02005614 E02005693",419
"233525",1,1,1,5.572,2478,148,30,0.00538,1039,84,33372,"E02005614 E02006862",148
"233526",1,1,1,4.975,2166,132,40,0.00804,927,79,26115,"E02005614 E02006863",132
"233531",1,1,1,2.135,938,48,35,0.01639,398,25,10699,"E02005615 E02005616",48
"233532",1,1,1,1.633,642,41,21,0.01286,304,20,2493,"E02005615 E02005617",41
"233533",1,1,1,19.286,7610,329,250,0.01296,3595,230,99158,"E02005615 E02005630",329
"233534",1,1,1,20.194,8378,360,325,0.01609,3764,270,99751,"E02005615 E02005631",360
"233536",1,1,1,7.149,3088,84,130,0.01818,1333,102,58845,"E02005615 E02005639",84
"233537",1,1,1,12.018,4978,175,125,0.0104,2240,175,33638,"E02005615 E02005640",175
"233538",1,1,1,11.768,5200,185,218,0.01852,2194,170,95564,"E02005615 E02005644",185
"233539",1,1,1,12.164,5290,225,227,0.01866,2268,168,97934,"E02005615 E02005645",225
"233540",1,1,1,13.894,6296,265,260,0.01871,2590,201,105050,"E02005615 E02005647",265
"233541",1,1,1,18.035,7678,381,291,0.01614,3362,257,107192,"E02005615 E02005649",381
"233545",1,1,1,3.487,1386,67,39,0.01118,650,44,5977,"E02005615 E02006862",67
"233546",1,1,1,3.833,1664,102,59,0.01539,715,55,9201,"E02005615 E02006863",102
"233553",1,1,1,1.836,838,59,20,0.01089,342,30,4164,"E02005616 E02005617",59
"233554",1,1,1,17.607,6888,302,229,0.01301,3282,216,89110,"E02005616 E02005630",302
"233555",1,1,1,6.772,3148,145,127,0.01875,1262,110,52294,"E02005616 E02005639",145
"233556",1,1,1,11.065,5028,265,144,0.01301,2063,182,34488,"E02005616 E02005640",265
"233557",1,1,1,11.391,5260,246,215,0.01887,2123,178,89013,"E02005616 E02005644",246
"233558",1,1,1,11.787,5350,286,224,0.019,2197,176,91383,"E02005616 E02005645",286
"233559",1,1,1,13.517,6356,326,257,0.01901,2520,209,98499,"E02005616 E02005647",326
"233560",1,1,1,18.134,7678,377,282,0.01555,3380,267,60428,"E02005616 E02005649",377
"233561",1,1,1,3.849,1756,116,30,0.00779,717,57,15826,"E02005616 E02006862",116
"233562",1,1,1,3.252,1444,100,40,0.0123,606,52,8569,"E02005616 E02006863",100
"233570",1,1,1,19.366,7744,365,233,0.01203,3610,245,79105,"E02005617 E02005629",365
"233571",1,1,1,18.984,7478,340,237,0.01248,3539,232,92980,"E02005617 E02005630",340
"233572",1,1,1,19.892,8246,371,312,0.01568,3708,272,93573,"E02005617 E02005631",371
"233573",1,1,1,6.1,2810,102,135,0.02213,1137,101,43102,"E02005617 E02005639",102
"233574",1,1,1,10.393,4690,222,152,0.01463,1937,173,25296,"E02005617 E02005640",222
"233575",1,1,1,10.719,4922,203,223,0.0208,1998,169,79821,"E02005617 E02005644",203
"233576",1,1,1,11.115,5012,243,232,0.02087,2072,167,82191,"E02005617 E02005645",243
"233577",1,1,1,12.845,6018,283,265,0.02063,2394,200,89307,"E02005617 E02005647",283
"233578",1,1,1,17.462,7340,334,290,0.01661,3255,257,51236,"E02005617 E02005649",334
"233581",1,1,1,22.268,10690,437,525,0.02358,4151,388,146586,"E02005617 E02005693",437
"233582",1,1,1,2.649,1120,53,34,0.01284,494,40,4567,"E02005617 E02006862",53
"233583",1,1,1,2.79,1280,84,44,0.01577,520,44,7420,"E02005617 E02006863",84
"233592",1,1,1,13.91,6134,282,306,0.022,2593,232,25262,"E02005619 E02005620",282
