"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"53","E02005647","Kettering 009",3128,83,444,2185,210,46,3,112,11,19,15,159.623,76.623,428.01901,2134.3,-50.7,137.155,54.155,431.06601,2150.8279,-34.172,527.08899,444.08899,342.29999,1899.722,-285.27802,793.42297,710.42297,297.12701,1712.854,-472.146,-0.02991,55438,-0.01627,30140,-0.0194,35980,-0.00576,10682,-0.07525,139574,-0.06161,114276,-0.09924,184083,-0.0856,158785,-25744,-13675,-18108,-6039,-70329,-58260,-138131,-126062,2.49195
"97","E02005689","South Northamptonshire 009",3767,46,338,3089,165,49,4,45,2,17,12,125.074,79.074,321.34399,3031.8391,-57.161,81.129,35.129,328.06201,3065.8159,-23.184,490.121,444.121,235.58501,2776.166,-312.83401,676.56598,630.56598,215.187,2624.5649,-464.43399,-0.0251,46540,-0.0184,34106,-0.00962,17836,-0.00291,5402,-0.06381,118365,-0.05711,105931,-0.09565,177432,-0.08894,164998,-22138,-16209,-8618,-2689,-70055,-64126,-152625,-146696,1.56252
"165","E02005665","Northampton 016",3659,49,179,2815,278,55,7,221,12,28,15,162.88901,113.889,172.48399,2728.655,-86.346,103.777,54.777,175.50101,2773.7661,-41.234,695.39099,646.39099,135.759,2331.437,-483.56299,1018.814,969.81403,118.266,2081.6111,-733.38898,-0.06069,112553,-0.04357,80791,-0.02859,53031,-0.01147,21269,-0.25191,467322,-0.23478,435560,-0.26856,498205,-0.25143,466443,-37818,-27225,-21231,-10638,-149313,-138720,-241989,-231396,1.5698
"317","E02005671","Northampton 022",4012,149,826,2259,308,80,7,324,27,14,18,315.89499,166.895,778.10602,2171.4961,-87.504,249.104,100.104,794.888,2208.6079,-50.392,1064.822,915.82202,537.61902,1797.5649,-461.435,1304.255,1155.255,500.04999,1646.7209,-612.27899,-0.05857,108611,-0.02805,52000,-0.04062,75347,-0.0101,18736,-0.16062,297955,-0.1301,241344,-0.16024,297248,-0.12972,240637,-38546,-19080,-29678,-10212,-104815,-85349,-160839,-141373,1.37582
"411","E02005688","South Northamptonshire 008",4014,63,138,3285,226,141,5,107,7,28,14,147.92799,84.928,130.37,3217.147,-67.853,127.149,64.149,129.32001,3236.1379,-48.861,430.63501,367.63501,99.252,2996.8181,-288.18201,699.69,636.69,91.032,2767.042,-517.95801,-0.06999,129811,-0.04356,80784,-0.0592,109811,-0.03277,60784,-0.15607,289515,-0.12964,240488,-0.20996,389487,-0.18353,340460,-53199,-33128,-43061,-22990,-145478,-125407,-289946,-269875,NA
"433","E02005655","Northampton 006",2547,51,196,1899,183,26,4,157,11,16,4,149.08501,98.085,186.123,1828.038,-70.962,91.638,40.638,190.742,1870.22,-28.78,615.83099,564.83099,135.504,1493.14,-405.85999,818.375,767.375,121.544,1339.0229,-559.97699,-0.03968,73568,-0.02718,50382,-0.01829,33915,-0.00579,10729,-0.16416,304517,-0.15166,281331,-0.16373,303726,-0.15123,280540,-25557,-17012,-14373,-5828,-98940,-90395,-148172,-139627,1.69431
"565","E02005680","Northampton 031",4013,53,188,3305,223,103,3,89,13,21,15,164.91,111.91,179.976,3213.9829,-91.017,110.997,57.997,181.71001,3259.791,-45.209,676.70203,623.70203,136.74699,2803.7859,-501.21399,1002.473,949.47302,119.305,2531.834,-773.16498,-0.06059,112357,-0.04173,77382,-0.03226,59830,-0.0134,24855,-0.23127,429029,-0.21242,394054,-0.26505,491709,-0.2462,456734,-42135,-29588,-27215,-14668,-151984,-139437,-266542,-253995,1.45441
"587","E02005694","Wellingborough 003",3869,58,220,3101,276,83,2,71,24,25,9,147.103,89.103,212.222,3031.3059,-69.694,110.663,52.663,213.75101,3060.804,-40.196,590.427,532.427,168.07401,2692.6111,-408.38901,907.508,849.508,147.674,2436.5601,-664.44,-0.03623,67171,-0.02489,46135,-0.02059,38195,-0.00925,17159,-0.13702,254169,-0.12568,233133,-0.18421,341720,-0.17287,320684,-28657,-19411,-16719,-7473,-98590,-89344,-196068,-186822,2.05138
"701","E02005640","Kettering 002",4944,74,461,3844,282,66,2,147,4,38,26,173.536,99.536,442,3774.3989,-69.601,147.13699,73.137,440.129,3799.04,-44.96,590.37097,516.37097,345.62299,3500.1211,-343.88,994.69598,920.69598,298.57901,3190.3879,-653.612,-0.0566,104957,-0.03799,70448,-0.03398,63027,-0.01537,28518,-0.15945,295785,-0.14085,261276,-0.22295,413589,-0.20434,379080,-46967,-31077,-31023,-15133,-144711,-128821,-308609,-292719,2.15604
"873","E02005673","Northampton 024",3539,128,507,2090,305,107,4,342,21,20,15,258.01901,130.019,484.41299,2013.152,-76.848,189.903,61.903,497.89801,2052.104,-37.896,858.45001,730.45001,362.19901,1672.751,-417.24899,1112.99,984.99103,323.229,1516.745,-573.255,-0.06062,112409,-0.0269,49866,-0.04305,79850,-0.00933,17307,-0.1637,303665,-0.12998,241122,-0.16843,312440,-0.13471,249897,-38264,-16609,-31851,-10196,-97116,-75461,-146917,-125262,1.52543
"992","E02005693","Wellingborough 002",3372,65,307,2434,301,93,2,94,43,21,12,148.595,83.595,294.67099,2377.0381,-56.962,120.309,55.309,298.63699,2396.2471,-37.753,547.62701,482.62701,225.41901,2116.1311,-317.86899,797.58301,732.58301,199.217,1934.62,-499.38,-0.03909,72462,-0.02171,40230,-0.03112,57708,-0.01374,25476,-0.11729,217553,-0.09991,185321,-0.15522,287923,-0.13784,255691,-30724,-16536,-25611,-11423,-83744,-69556,-162399,-148211,1.90107
"1022","E02005686","South Northamptonshire 006",3246,53,169,2604,186,91,6,88,3,30,16,133.017,80.017,160.507,2542.896,-61.104,73.017,20.017,168.832,2586.854,-17.146,477.673,424.673,119.817,2284.2671,-319.733,705.81,652.81,106.379,2098.4351,-505.565,-0.04397,81560,-0.02739,50799,-0.02732,50670,-0.01073,19909,-0.11951,221701,-0.10292,190940,-0.13498,250416,-0.1184,219655,-33800,-20549,-19926,-6675,-109557,-96306,-188404,-175153,1.70219
"1087","E02005621","Daventry 003",2971,33,240,2414,118,73,5,38,4,27,19,90.448,57.448,229.493,2372.02,-41.98,55.682,22.682,238.01801,2395.127,-18.873,320.897,287.897,174.595,2216.5959,-197.40401,519.93103,486.931,157.918,2052.126,-361.87399,-0.04021,74556,-0.02353,43610,-0.02854,52944,-0.01186,21998,-0.09476,175763,-0.07807,144817,-0.13362,247861,-0.11693,216915,-34854,-20168,-27140,-12454,-90140,-75454,-188896,-174210,1.61718
"1168","E02005698","Wellingborough 007",2392,52,316,1644,209,42,3,65,33,12,16,114.601,62.601,303.43799,1603.301,-40.699,93.384,41.384,309.414,1615.1071,-28.893,421.10101,369.10101,229.674,1416.192,-227.808,600.65698,548.65698,204.20799,1290.147,-353.853,-0.03074,56987,-0.01426,26417,-0.03062,56789,-0.01414,26219,-0.07839,145391,-0.06191,114821,-0.10189,188987,-0.08541,158417,-23967,-10988,-24351,-11372,-58211,-45232,-109304,-96325,2.33349
"1288","E02005652","Northampton 003",2675,55,218,1974,192,35,2,160,21,10,8,141.744,86.744,209.61099,1910.375,-63.626,93.225,38.225,213.565,1947.725,-26.275,557.841,502.841,163.214,1610.374,-363.62601,805.56897,750.56897,143.289,1423.9969,-550.00299,-0.04341,80481,-0.02706,50163,-0.02331,43235,-0.00697,12917,-0.1647,305524,-0.14835,275206,-0.17258,320156,-0.15624,289838,-27826,-17269,-16911,-6354,-101069,-90512,-161220,-150663,2.04379
"1430","E02005641","Kettering 003",3458,30,250,2704,267,37,2,135,1,20,12,98.99,68.99,241.532,2653.9961,-50.004,60.571,30.571,244.19099,2683.614,-20.386,418.74899,388.74899,191.00101,2434.29,-269.70999,714.34802,684.34802,166.62601,2208.5249,-495.47501,-0.04038,74866,-0.02759,51156,-0.02071,38405,-0.00792,14695,-0.12455,231039,-0.11177,207329,-0.16706,309897,-0.15427,286187,-31707,-21106,-18529,-7928,-104769,-94168,-215962,-205361,2.03213
"1463","E02005659","Northampton 010",2061,57,160,1469,169,33,3,127,17,21,5,147.29401,90.294,151.007,1405.811,-63.189,93.393,36.393,157.41701,1442.698,-26.302,552.341,495.34,105.962,1125.875,-343.125,703.32098,646.32098,94.465,1014.949,-454.05099,-0.03992,74010,-0.02318,42971,-0.02311,42851,-0.00637,11812,-0.13962,259001,-0.12289,227962,-0.13148,243883,-0.11474,212844,-24380,-14232,-16010,-5862,-82411,-72263,-116340,-106192,1.42135
"1465","E02005692","Wellingborough 001",2868,26,132,2352,200,47,4,70,7,16,14,86.213,60.213,127.155,2304.1499,-47.85,49.225,23.225,131.659,2332.5549,-19.445,354.13,328.13,97.109,2100.2839,-251.716,593.39301,567.39301,85.69,1902.267,-449.733,-0.04099,76012,-0.02601,48213,-0.02784,51644,-0.01286,23845,-0.14034,260325,-0.12535,232526,-0.18603,345111,-0.17104,317312,-31602,-20325,-20817,-9540,-99922,-88645,-199043,-187766,2.05027
