"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"13","E02001459","Sefton 031",3033,107,250,1770,251,165,3,382,63,22,20,242.645,135.645,235.948,1692.17,-77.83,180.26401,73.264,243.16299,1727.905,-42.095,780.79602,673.79602,169.334,1389.467,-380.53299,988.93597,881.93597,157.278,1263.071,-506.92899,-0.13032,241678,-0.07044,130600,-0.09665,179276,-0.03677,68198,-0.31589,585963,-0.256,474885,-0.31971,593062,-0.25983,481984,-39689,-21838,-30251,-12400,-112591,-94740,-167200,-149349,1.00962
"19","E02002576","Halton 003",3278,85,387,2245,239,52,2,206,16,25,21,209.47501,124.475,366.423,2163.658,-81.342,161.668,76.668,371.655,2197.041,-47.959,752.216,667.216,261.89301,1820.879,-424.121,997.19598,912.19598,236.41499,1645.9659,-599.034,-0.08396,155693,-0.05,92697,-0.04816,89331,-0.0142,26335,-0.24203,448947,-0.20807,385951,-0.25471,472475,-0.22075,409479,-39799,-24248,-27316,-11765,-124338,-108787,-200137,-184586,1.17206
"22","E02001338","Knowsley 012",2358,38,260,1241,209,143,6,396,43,4,18,143.87801,105.878,243.377,1188.759,-52.241,91.121,53.121,252.201,1217.299,-23.701,589.065,551.065,164.37801,973.28198,-267.71701,757.56897,719.56897,152.687,883.38397,-357.616,-0.07877,146037,-0.0552,102320,-0.03883,72018,-0.01526,28301,-0.24413,452847,-0.22056,409130,-0.23669,439039,-0.21312,395322,-21830,-16065,-10974,-5209,-81511,-75746,-123861,-118096,0.70714
"35","E02001369","Liverpool 023",2785,45,676,1037,159,129,9,658,47,7,18,141.74699,96.747,648.90302,1003.52,-33.48,82.964,37.964,662.41901,1024.9351,-12.065,642.06799,597.06799,491.78101,843.76599,-193.23399,894.09003,849.09003,425.27701,754.00201,-282.99799,-0.03787,70159,-0.02444,45257,-0.01702,31560,-0.00359,6658,-0.14851,275438,-0.13508,250536,-0.13201,244834,-0.11858,219932,-14601,-9344,-7661,-2404,-51408,-46151,-82942,-77685,1.51812
"66","E02001453","Sefton 025",3939,112,346,2603,254,305,20,214,43,18,24,279.02399,167.024,322.51801,2496.7439,-106.256,213.13901,101.139,328.056,2539.198,-63.802,923.44098,811.44098,219.946,2095.136,-507.86401,1161.699,1049.699,210.78101,1931.385,-671.61499,-0.14655,271804,-0.09216,170904,-0.08634,160158,-0.03195,59258,-0.38079,706370,-0.32639,605470,-0.39315,729310,-0.33875,628410,-54141,-32720,-35609,-14188,-159134,-137713,-244870,-223449,0.63766
"77","E02001446","Sefton 018",3020,55,180,2143,188,299,18,85,19,10,23,156.586,101.586,169.19901,2072.114,-70.886,121.685,66.685,171.285,2096.9751,-46.025,555.987,500.987,116.733,1797.036,-345.96399,754.83002,699.83002,110.645,1652.13,-490.87,-0.11716,217277,-0.07272,134830,-0.08664,160705,-0.04219,78258,-0.29008,538079,-0.24563,455632,-0.32686,606328,-0.28242,523881,-42966,-26428,-35054,-18516,-125251,-108713,-206431,-189893,0.72035
"83","E02001462","Sefton 034",2725,93,376,1194,208,227,15,515,67,9,21,226.19099,133.19099,353.02899,1138.333,-55.667,176.451,83.451,363.25601,1159.526,-34.474,789.89001,696.89001,244.075,908.89697,-285.103,965.29999,872.29999,226.52499,826.53003,-367.47,-0.10883,201821,-0.05628,104331,-0.0909,168623,-0.03835,71133,-0.26768,496544,-0.21513,399054,-0.24518,454802,-0.19262,357312,-30740,-14462,-28514,-12236,-82444,-66166,-113787,-97509,0.91454
"106","E02001337","Knowsley 011",2446,37,217,1476,206,100,4,331,50,7,18,131.76601,94.766,204.896,1421.342,-54.658,84.233,47.233,208.755,1451.239,-24.761,542.49402,505.49399,146.05901,1189.214,-286.78601,726.60498,689.60498,133.79401,1075.823,-400.177,-0.07533,139670,-0.05251,97340,-0.03473,64423,-0.01191,22093,-0.2317,429778,-0.20888,387448,-0.23999,445164,-0.21717,402834,-24746,-17199,-13695,-6148,-88458,-80911,-140361,-132814,0.94564
"110","E02001405","Liverpool 059",3160,86,505,1381,220,87,5,793,59,11,13,247.16299,161.16299,467.957,1314.88,-66.12,169.05701,83.057,484.66901,1349.806,-31.194,870.466,784.466,313.69601,1064.717,-316.28299,1061.996,975.99597,293.397,975.729,-405.271,-0.07322,135759,-0.0508,94179,-0.0383,71038,-0.01588,29458,-0.27493,510006,-0.25251,468426,-0.26251,486958,-0.24009,445378,-27633,-18515,-18323,-9205,-90604,-81486,-134900,-125782,0.62023
"133","E02001451","Sefton 023",2323,60,266,1217,196,96,8,397,53,10,20,169.99001,109.99,249.74899,1162.745,-54.255,137.077,77.077,252.259,1180.6169,-36.383,623.414,563.414,175.439,943.021,-273.979,766.77301,706.77301,166.56,863.52802,-353.47198,-0.07906,146586,-0.05418,100442,-0.05272,97792,-0.02784,51648,-0.23155,429514,-0.20667,383370,-0.22182,411462,-0.19694,365318,-22954,-15501,-16689,-9236,-77802,-70349,-114866,-107413,0.6825
