"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"43","E02006652","Wiltshire 009",4455,143,709,2935,240,303,5,54,11,37,18,242.653,99.653,681.80603,2872.8059,-62.194,243.79201,100.792,675.35699,2877.3479,-57.652,670.586,527.586,547.27197,2620.2361,-314.76401,972.10999,829.10999,481.638,2419.802,-515.198,-0.04382,81258,-0.01926,35699,-0.03728,69149,-0.01272,23590,-0.09067,168191,-0.06611,122632,-0.11799,218875,-0.09343,173316,-41057,-18139,-35801,-12883,-91205,-68287,-174441,-151523,2.11767
"56","E02006657","Wiltshire 015",4452,171,541,3178,264,80,2,153,4,39,20,263.43701,92.437,514.58301,3122.6541,-55.346,284.97,113.97,491.746,3122.459,-55.54,577.10699,406.10699,418.26199,2943.0239,-234.976,868.77698,697.77698,369.76099,2737.335,-440.66501,-0.03757,69655,-0.02168,40182,-0.02577,47794,-0.00988,18321,-0.08191,151940,-0.06602,122467,-0.14023,260127,-0.12434,230654,-39339,-21158,-30409,-12228,-84253,-66072,-202561,-184380,1.84922
"114","E02006656","Wiltshire 014",3740,106,428,2662,247,158,5,80,8,41,5,187.51199,81.512,412.51099,2606.7361,-55.264,187.08099,81.081,409.759,2609.6941,-52.306,538.89697,432.897,330.35001,2381.9709,-280.02899,835.94397,729.94397,286.18201,2169.4561,-492.54501,-0.04508,83594,-0.02017,37388,-0.03872,71822,-0.01381,25616,-0.10017,185819,-0.07526,139613,-0.13293,246596,-0.10802,200390,-39255,-17860,-33510,-12115,-92243,-70848,-180707,-159312,1.78305
"218","E02006663","Wiltshire 048",5302,133,537,3929,300,37,2,260,8,73,23,225.744,92.744,520.297,3864.863,-64.137,230.657,97.657,509.53101,3869.1411,-59.859,615.76898,482.76901,440.63699,3603.157,-325.84201,1083.16,950.15997,377.00601,3263.4641,-665.53601,-0.0492,91252,-0.02769,51353,-0.03531,65498,-0.0138,25599,-0.1286,238566,-0.10709,198667,-0.19415,360185,-0.17264,320286,-43028,-23093,-34235,-14300,-116390,-96455,-262582,-242647,2.48266
"227","E02006688","Wiltshire 036",2712,78,403,1802,222,93,1,64,10,32,7,170.367,92.367,382.16101,1744.323,-57.677,132.40601,54.406,389.46701,1768.8521,-33.148,579.64697,501.647,277.57501,1499.172,-302.82901,759.51099,681.51099,250.46201,1374.3199,-427.67999,-0.03183,59019,-0.01649,30574,-0.02516,46670,-0.00983,18225,-0.07877,146113,-0.06344,117668,-0.09018,167286,-0.07485,138841,-28012,-14452,-22845,-9285,-74952,-61392,-127450,-113890,0.85036
"242","E02006683","Wiltshire 030",3609,100,211,2889,184,98,2,66,8,35,16,221.588,121.588,198.661,2793.3979,-95.602,179.60899,79.609,202.396,2826.917,-62.083,718.37799,618.37799,141.63901,2410.438,-478.56201,939.77301,839.77301,130.754,2222.5959,-666.40399,-0.05568,103264,-0.03008,55780,-0.04493,83350,-0.01934,35866,-0.14669,272119,-0.12109,224635,-0.16544,306916,-0.13985,259432,-48139,-25913,-39739,-17513,-133018,-110792,-218593,-196367,1.1965
"315","E02006651","Wiltshire 008",2971,47,340,2251,130,113,6,31,3,29,21,101.799,54.799,325.79599,2215.2329,-35.767,75.807,28.807,336.08401,2228.8521,-22.148,345.20099,298.20099,248.495,2070.0691,-180.931,522.54303,475.543,220.98399,1937.01,-313.98999,-0.02763,51222,-0.01432,26534,-0.02432,45111,-0.01101,20423,-0.06499,120541,-0.05168,95853,-0.08878,164691,-0.07547,140003,-25453,-14046,-20834,-9427,-66337,-54930,-134799,-123392,1.76624
"344","E02006634","Wiltshire 012",3332,57,251,2616,148,114,12,79,10,19,26,92.188,35.188,244.448,2590.677,-25.323,84.926,27.926,245.666,2596.585,-19.414,210.81599,153.81599,214.03799,2512.842,-103.158,398.32401,341.32401,190.09599,2368.855,-247.145,-0.03321,61590,-0.01386,25685,-0.03054,56660,-0.01119,20755,-0.05983,110977,-0.04047,75072,-0.10324,191519,-0.08389,155614,-32034,-13974,-28180,-10120,-61677,-43617,-150811,-132751,2.73334
"432","E02003216","Swindon 005",4195,243,285,2935,280,35,0,326,25,49,17,466.35699,223.35699,266.71899,2773.3069,-161.69299,380.595,137.595,275.07599,2836.52,-98.48,1305.8719,1062.8719,189.44099,2175.7051,-759.29498,1540.627,1297.627,176.80099,1999.259,-935.74103,-0.10663,197796,-0.05107,94732,-0.08605,159632,-0.03049,56568,-0.30673,569038,-0.25117,465974,-0.27598,511994,-0.22042,408930,-75204,-35494,-60439,-20729,-199584,-159874,-252230,-212520,0.97036
"454","E02006636","Wiltshire 024",2755,48,292,2026,141,133,12,53,4,24,22,100.406,52.406,279.50201,1991.489,-34.511,68.546,20.546,288.62601,2011.197,-14.803,308.57901,260.57901,221.532,1862.545,-163.455,465.58099,417.58099,199.54401,1744.8051,-281.19501,-0.02754,51070,-0.01264,23438,-0.0238,44143,-0.0089,16511,-0.05584,103583,-0.04095,75951,-0.08012,148629,-0.06523,120997,-27200,-13112,-22855,-8767,-60019,-45931,-124830,-110742,0.98687
"627","E02006684","Wiltshire 031",3002,106,625,1713,286,160,1,71,10,17,13,196.8,90.8,599.21698,1663.8459,-49.154,172.38499,66.385,605.58398,1678.3199,-34.68,617.36499,511.36499,454.435,1454.488,-258.51199,820.54102,714.54102,412.11899,1332.178,-380.82199,-0.03741,69372,-0.01673,31007,-0.03084,57215,-0.01016,18850,-0.08089,150045,-0.06021,111680,-0.09545,177056,-0.07477,138691,-28761,-13001,-23497,-7737,-67655,-51895,-116559,-100799,1.69072
"1169","E02006668","Wiltshire 053",2770,143,529,1645,158,58,6,192,13,17,9,235.021,92.021,501.496,1596.427,-48.573,225.836,82.836,506.133,1599.835,-45.165,615.27899,472.27899,387.22,1395.9871,-249.013,824.22803,681.22803,340.276,1268.854,-376.146,-0.02463,45675,-0.01025,19009,-0.0235,43582,-0.00912,16916,-0.05606,103999,-0.04169,77333,-0.05535,102686,-0.04098,76020,-24430,-10069,-23374,-9013,-58648,-44287,-95272,-80911,1.74992
"1231","E02003212","Swindon 001",3675,47,346,2790,198,28,7,202,5,40,12,150.897,103.897,326.707,2719.3669,-70.633,74.954,27.954,342.33301,2769.9089,-20.091,577.53302,530.53302,230.38,2444.4089,-345.591,866.55902,819.55902,205.77,2222.5,-567.49902,-0.05971,110747,-0.04002,74219,-0.03177,58927,-0.01208,22399,-0.20707,384142,-0.18737,347614,-0.23448,435001,-0.21479,398473,-44908,-30332,-23536,-8960,-149873,-135297,-262989,-248413,1.28212
