"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id"
"148836",1,1,1,8.861,4324,275,141,0.01591,1652,144,19167,"E02003212 E02003216"
"148837",1,1,1,10.839,5878,260,224,0.02067,2021,193,24077,"E02003212 E02003217"
"148838",1,1,1,10.094,4566,323,135,0.01337,1882,146,17695,"E02003212 E02003219"
"148839",1,1,1,8.631,3928,276,137,0.01587,1609,133,18311,"E02003212 E02003220"
"148840",1,1,1,10.985,5404,324,153,0.01393,2048,161,22043,"E02003212 E02003221"
"148841",1,1,1,16.35,8676,686,184,0.01125,3048,236,24723,"E02003212 E02003223"
"148842",1,1,1,11.901,6122,453,142,0.01193,2218,168,19424,"E02003212 E02003224"
"148843",1,1,1,15.021,7016,571,180,0.01198,2800,223,26730,"E02003212 E02003225"
"148844",1,1,1,14.16,7596,553,169,0.01194,2640,207,22006,"E02003212 E02003226"
"148845",1,1,1,12.83,6784,469,147,0.01146,2392,187,20686,"E02003212 E02003227"
"148846",1,1,1,13.797,7590,550,165,0.01196,2572,206,21804,"E02003212 E02003228"
"148847",1,1,1,14.832,8518,613,194,0.01308,2765,242,24463,"E02003212 E02003230"
"148848",1,1,1,16.304,9038,661,228,0.01398,3039,275,27142,"E02003212 E02003232"
"148849",1,1,1,18.665,10302,852,209,0.0112,3479,283,28458,"E02003212 E02003233"
"148850",1,1,1,13.758,7298,592,164,0.01192,2565,208,22004,"E02003212 E02003234"
"148851",1,1,1,15.311,8514,568,166,0.01084,2854,236,24744,"E02003212 E02003235"
"148852",1,1,1,19.546,12092,793,273,0.01397,3644,322,32211,"E02003212 E02003236"
"148863",1,1,1,24.461,11992,559,474,0.01938,4560,469,47855,"E02003212 E02006634"
"148864",1,1,1,16.678,6696,262,210,0.01259,3109,246,31710,"E02003212 E02006644"
"148865",1,1,1,14.799,8310,428,260,0.01757,2759,260,30220,"E02003212 E02006646"
"148866",1,1,1,23.625,12324,845,459,0.01943,4404,415,49056,"E02003212 E02006650"
"148867",1,1,1,8.83,4798,252,193,0.02186,1646,158,19963,"E02003212 E02006849"
"148870",1,1,1,2.293,1816,69,44,0.01919,427,21,2757,"E02003214 E02003215"
"148871",1,1,1,1.777,884,54,24,0.01351,331,20,2785,"E02003214 E02003216"
"148872",1,1,1,1.897,706,67,27,0.01423,354,18,2418,"E02003214 E02003218"
"148873",1,1,1,5.382,3368,244,28,0.0052,1003,51,6238,"E02003214 E02003219"
"148874",1,1,1,3.978,2124,120,24,0.00603,742,36,4577,"E02003214 E02003220"
"148875",1,1,1,2.687,1066,84,38,0.01414,501,27,3598,"E02003214 E02003221"
"148876",1,1,1,4.215,1766,168,41,0.00973,786,46,5346,"E02003214 E02003223"
"148877",1,1,1,6.042,2730,312,57,0.00943,1126,75,7365,"E02003214 E02003225"
"148878",1,1,1,3.671,1530,152,38,0.01035,684,39,5222,"E02003214 E02003226"
"148879",1,1,1,4.606,2176,181,48,0.01042,859,58,6429,"E02003214 E02003228"
"148880",1,1,1,4.859,2514,248,71,0.01461,906,82,8466,"E02003214 E02003230"
"148881",1,1,1,6.242,2906,265,53,0.00849,1164,79,8280,"E02003214 E02003231"
"148882",1,1,1,6.145,3200,290,107,0.01741,1145,113,10875,"E02003214 E02003232"
"148883",1,1,1,7.608,3794,465,68,0.00894,1418,106,9528,"E02003214 E02003233"
"148884",1,1,1,8.108,4520,383,55,0.00678,1511,100,9586,"E02003214 E02003234"
"148885",1,1,1,6.942,3774,280,67,0.00965,1294,103,9940,"E02003214 E02003235"
"148886",1,1,1,9.387,6254,422,152,0.01619,1750,160,15944,"E02003214 E02003236"
"148887",1,1,1,11.139,7724,326,99,0.00889,2076,134,13395,"E02003214 E02006644"
"148888",1,1,1,7.817,5130,310,105,0.01343,1457,131,12350,"E02003214 E02006646"
"148889",1,1,1,13.416,6208,662,159,0.01185,2501,208,21700,"E02003214 E02006649"
"148890",1,1,1,16.821,8048,799,248,0.01474,3136,265,30903,"E02003214 E02006650"
"148891",1,1,1,4.483,3208,147,59,0.01316,836,45,4859,"E02003214 E02006847"
"148892",1,1,1,1.812,1180,72,40,0.02208,338,20,2225,"E02003214 E02006849"
"148895",1,1,1,3.452,2212,72,36,0.01043,643,64,5641,"E02003215 E02003216"
"148896",1,1,1,1.525,1076,36,21,0.01377,284,36,2838,"E02003215 E02003217"
"148897",1,1,1,2.34,1580,47,27,0.01154,436,41,4176,"E02003215 E02003218"
"148898",1,1,1,7.351,4530,323,78,0.01061,1370,110,9315,"E02003215 E02003219"
"148899",1,1,1,5.947,3286,199,74,0.01244,1109,94,7654,"E02003215 E02003220"
