"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"32","E02003157","Torbay 004",2602,24,643,1489,181,36,1,138,30,44,16,63.133,39.133,631.44098,1468.058,-20.942,49.671,25.671,634.40198,1475.621,-13.379,313.616,289.616,548.07098,1341.42,-147.58,612.50201,588.50201,460.75699,1181.134,-307.866,-0.01383,25627,-0.00777,14398,-0.00969,17979,-0.00364,6750,-0.04307,79890,-0.03702,68661,-0.05561,103168,-0.04956,91939,-8229,-4684,-6364,-2819,-29872,-26327,-67054,-63509,3.80845
"85","E02003150","Plymouth 029",4789,152,1494,2085,261,51,4,566,43,69,64,275.19901,123.199,1438.246,2040.36,-44.64,220.229,68.229,1468.818,2056.1541,-28.846,917.45801,765.45801,1122.373,1823.587,-261.41299,1366.33,1214.33,977.85602,1622.788,-462.21201,-0.03655,67781,-0.01427,26457,-0.02802,51970,-0.00574,10646,-0.08787,162989,-0.06559,121665,-0.09613,178311,-0.07385,136987,-24186,-9988,-20918,-6720,-64673,-50475,-121471,-107273,3.1382
"146","E02003154","Torbay 001",2571,30,369,1734,210,12,4,140,15,49,8,67.397,37.397,361.89499,1710.439,-23.561,62.394,32.394,363.68301,1713.4561,-20.544,291.57401,261.57401,314.616,1573.5,-160.5,582.04401,552.04401,265.68201,1384.3669,-349.633,-0.02195,40697,-0.00919,17036,-0.02283,42352,-0.01008,18691,-0.05976,110852,-0.04701,87191,-0.08507,157804,-0.07231,134143,-12752,-5594,-13754,-6596,-39196,-32038,-89784,-82626,4.22199
"188","E02004202","Teignbridge 002",3417,152,220,2488,155,90,2,226,5,57,22,221.48199,69.482,213.02499,2438.022,-49.978,241.595,89.595,211.94099,2425.8459,-62.154,452.51901,300.51901,175.828,2278.6621,-209.338,784.771,632.771,153.24001,2030.927,-457.073,-0.10201,189217,-0.02874,53277,-0.09907,183793,-0.0258,47853,-0.15671,290714,-0.08344,154774,-0.20799,385855,-0.13472,249915,-62557,-17457,-72966,-27866,-108747,-63647,-206576,-161476,3.52071
"243","E02003126","Plymouth 005",3310,66,461,2059,219,9,3,371,25,65,32,116.911,50.911,453.13199,2027.4351,-31.565,101.967,35.967,456.28,2035.964,-23.036,393.41199,327.41199,399.03101,1866.13,-192.87,792.68402,726.68402,335.42999,1620.668,-438.332,-0.0394,73064,-0.01488,27591,-0.03134,58124,-0.00682,12651,-0.10559,195872,-0.08108,150399,-0.14696,272622,-0.12244,227149,-24213,-8762,-23965,-8514,-61495,-46044,-130896,-115445,4.08497
"245","E02004150","Exeter 002",3072,182,505,1635,209,35,0,432,14,49,11,263.42001,81.42,488.84601,1592.2939,-42.706,295.397,113.397,480.39499,1577.765,-57.235,596.14099,414.14099,418.04199,1422.036,-212.964,949.14801,767.14801,349.66501,1234.2679,-400.73199,-0.04839,89739,-0.01422,26354,-0.04773,88533,-0.01356,25148,-0.10488,194543,-0.07071,131158,-0.11666,216408,-0.08249,153023,-31758,-9361,-35661,-13264,-64839,-42442,-110906,-88509,2.69166
"324","E02003165","Torbay 012",2995,52,452,2026,199,42,4,127,13,64,16,94.352,42.352,442.216,1999.86,-26.14,105.949,53.949,443.871,1989.616,-36.384,320.827,268.827,377.52499,1870.34,-155.66,650.49597,598.49597,317.46399,1651.8621,-374.138,-0.0312,57850,-0.01187,22005,-0.03425,63534,-0.01493,27689,-0.07076,131257,-0.05144,95412,-0.10292,190927,-0.0836,155082,-18392,-7191,-21547,-10346,-47644,-36443,-110466,-99265,3.88437
"382","E02003151","Plymouth 030",2973,86,221,2163,170,8,4,205,3,78,35,139.774,53.774,216.46201,2124.4041,-38.596,167.591,81.591,211.467,2107.2729,-55.726,374.625,288.625,189.87801,1962.3521,-200.64799,719.09698,633.09698,160.69099,1709.13,-453.87,-0.05411,100357,-0.02001,37108,-0.04741,87942,-0.01331,24693,-0.13223,245287,-0.09813,182038,-0.18482,342860,-0.15072,279611,-33699,-12359,-37560,-16220,-79066,-57726,-165535,-144195,3.83555
"384","E02003127","Plymouth 006",2932,58,240,1867,213,9,0,404,33,94,14,108.93,50.93,234.254,1835.266,-31.734,100.287,42.287,235.17599,1841.469,-25.531,368.45099,310.45099,198.653,1678.4189,-188.58099,720.58698,662.58698,168.597,1454.788,-412.21201,-0.03482,64568,-0.01578,29258,-0.02635,48878,-0.00732,13568,-0.11081,205562,-0.09178,170252,-0.156,289398,-0.13696,254088,-19390,-8834,-18444,-7888,-59121,-48565,-126751,-116195,3.66351
"404","E02003137","Plymouth 016",3348,129,414,2200,173,19,3,286,17,63,44,186.64101,57.641,406.29501,2160.9519,-39.048,211.868,82.868,403.61499,2141.6909,-58.309,467.03799,338.03799,359.14301,1981.814,-218.186,887.73901,758.73901,302.595,1698.327,-501.673,-0.04995,92641,-0.01278,23690,-0.04715,87465,-0.00999,18514,-0.10284,190769,-0.06567,121818,-0.14211,263623,-0.10494,194672,-32330,-8516,-36825,-13011,-65590,-41776,-129479,-105665,3.71522
