"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",5,6.78,11.88,7.99,33.89,3,13.84,3,87.49,187.81,1
"2",5,6.45,11.88,7.22,29.17,3,13.84,3,87.49,187.81,1
"3",0,0.33,0,0.77,4.72,3,13.84,3,87.49,187.81,1
"4",5,6.78,11.88,7.99,33.89,3,13.84,3,87.49,187.81,1
"5",5,6.45,11.88,7.22,29.17,NA,NA,NA,NA,NA,0
"6",0,0.33,0,0.77,4.72,NA,NA,NA,NA,NA,0
"7",0,0.51,0,1.95,10.42,NA,NA,NA,NA,NA,0
"8",5,5.94,11.88,5.27,18.75,43,67.88,66.1,191.38001,249.89999,1
"9",2,2.52,5.66,2.27,10.51,43,67.88,66.1,191.38001,249.89999,1
"10",3,3.42,6.22,3,8.24,NA,NA,NA,NA,NA,0
"11",107,179.63,165.53,544.61,739.69998,NA,NA,NA,NA,NA,0
"12",109,182.15,171.19,546.88,750.20998,43,67.88,66.1,191.38001,249.89999,1
"13",78,119.51,122.08,315.68001,464.04999,38,56.98,54.35,154.83,216.83,1
"14",81,122.93,128.3,318.68001,472.28999,38,56.98,54.35,154.83,216.83,1
"15",32,63.54,49.67,231.92999,283.88999,NA,NA,NA,NA,NA,0
"16",0,0.51,0,1.95,10.42,38,56.98,54.35,154.83,216.83,1
"17",109,166.52,175.55,454.67001,673.21998,38,56.98,54.35,154.83,216.83,1
"18",29,60.12,43.45,228.92999,275.64999,43,67.88,66.1,191.38001,249.89999,1
"19",3,3.42,6.22,3,8.24,NA,NA,NA,NA,NA,0
"20",109,167.03,175.55,456.62001,683.63998,38,56.98,54.35,154.83,216.83,1
"21",109,166.52,175.55,454.67001,673.21998,38,56.98,54.35,154.83,216.83,1
"22",29,48.58,51.88,156.25,250.76999,38,56.98,54.35,154.83,216.83,1
"23",32,52,58.1,159.25,259.00999,NA,NA,NA,NA,NA,0
"24",61,112.12,101.55,388.17999,534.65999,NA,NA,NA,NA,NA,0
"25",33,57.51,55.47,181.83,311.16999,38,56.98,54.35,154.83,216.83,1
"26",5,13.5,6.09,44.33,103.91,38,56.98,54.35,154.83,216.83,1
"27",28,44.01,49.38,137.5,207.25999,38,56.98,54.35,154.83,216.83,1
"28",1,4.57,2.5,18.75,43.51,38,56.98,54.35,154.83,216.83,1
"29",6,18.07,8.59,63.08,147.42,NA,NA,NA,NA,NA,0
"30",7,19.82,9.59,65.28,157.13,25,48.15,41.14,165.88001,247.21001,1
"31",7,19.49,9.59,64.51,152.41,25,48.15,41.14,165.88001,247.21001,1
"32",1,1.42,1,1.43,4.99,NA,NA,NA,NA,NA,0
"33",0,0.66,0,1.07,5.88,NA,NA,NA,NA,NA,0
"34",1,2.08,1,2.5,10.87,12,24.06,18.82,90.68,129.86,1
"35",15,35.33,21.09,128.22,214.59999,12,24.06,18.82,90.68,129.86,1
"36",16,37.41,22.09,130.72,225.46999,12,24.06,18.82,90.68,129.86,1
"37",1,2.8,1.66,5.2,21.15,NA,NA,NA,NA,NA,0
"38",13,32.71,17.47,125.57,208.25999,NA,NA,NA,NA,NA,0
"39",2,2.62,3.62,2.65,6.34,NA,NA,NA,NA,NA,0
"40",236,407.22,365.04,1051.86002,1479.60999,39,71.82,55.81,252.08,311.09,1
"41",57,88.7,93.83,186.93,379.12,39,71.82,55.81,252.08,311.09,1
"42",179,318.52,271.21,864.93002,1100.48999,39,71.82,55.81,252.08,311.09,1
"43",102,190.75,156.73,546.08002,686.47,NA,NA,NA,NA,NA,0
"44",77,127.77,114.48,318.85001,414.01999,NA,NA,NA,NA,NA,0
"45",26,38.17,39.72,78.54,137.39,NA,NA,NA,NA,NA,0
"46",31,50.53,54.11,108.39,241.73,NA,NA,NA,NA,NA,0
"47",48,81.67,77.2,226.41,291.09,13,24.55,26.87,90.6,105.4,1
"48",54,109.08,79.53,319.67001,395.38,13,24.55,26.87,90.6,105.4,1
"49",58,96.8,83.14,241.07001,297.98999,7,14.03,7,61.69,79.74,1
"50",19,30.97,31.34,77.78,116.03,NA,NA,NA,NA,NA,0
"51",28,51.61,53.94,156.09,245.8,4,9.56,8.93,43.22,56.38,1
"52",28,44.77,47.91,77.36,233.56,4,9.56,8.93,43.22,56.38,1
"53",56,96.38,101.85,233.45,479.36,NA,NA,NA,NA,NA,0
"54",8,13.04,13.06,31.67,50.46,13,24.55,26.87,90.6,105.4,1
"55",35,68.17,76.26,208.2,364.82,13,24.55,26.87,90.6,105.4,1
"56",27,55.13,63.2,176.53,314.36,13,24.55,26.87,90.6,105.4,1
"57",5,9.47,12.51,20.4,64.05,13,24.55,26.87,90.6,105.4,1
"58",13,22.51,25.57,52.07,114.51,13,24.55,26.87,90.6,105.4,1
"59",80,156.7,131.08,491,573.98001,13,24.55,26.87,90.6,105.4,1
"60",25,45.85,47.74,125.06,237.63,13,24.55,26.87,90.6,105.4,1
"61",36,60.49,68.24,161.68,264.58,13,24.55,26.87,90.6,105.4,1
"62",0,0,0,0,0,13,24.55,26.87,90.6,105.4,1
"63",0,0,0,0,0,13,24.55,26.87,90.6,105.4,1
"64",5,9.47,12.51,20.4,64.05,13,24.55,26.87,90.6,105.4,1
"65",0,0,0,0,0,13,24.55,26.87,90.6,105.4,1
"66",0,0,0,0,0,13,24.55,26.87,90.6,105.4,1
"67",36,60.49,68.24,161.68,264.58,13,24.55,26.87,90.6,105.4,1
"68",68,128.36,114.88,411.91,484.51999,7,14.03,7,61.69,79.74,1
"69",33,56.76,52.2,156.93,246.83,NA,NA,NA,NA,NA,0
"70",101,185.12,167.08,568.83999,731.34999,7,14.03,7,61.69,79.74,1
"71",93,179.21,156.65,543.07,688.49001,13,24.55,26.87,90.6,105.4,1
"72",5,8.95,5.94,33.4,53.54,NA,NA,NA,NA,NA,0
"73",54,109.08,79.53,319.67001,395.38,13,24.55,26.87,90.6,105.4,1
"74",40,68.38,64.13,189.82,298.23,13,24.55,26.87,90.6,105.4,1
"75",40,68.38,64.13,189.82,298.23,13,24.55,26.87,90.6,105.4,1
"76",3,4.55,4.7,6.45,20.7,NA,NA,NA,NA,NA,0
"77",25,40.22,43.21,70.91,212.86,NA,NA,NA,NA,NA,0
"78",53,110.83,92.52,353.25,390.26001,13,24.55,26.87,90.6,105.4,1
"79",107,219.91,172.05,672.92001,785.64001,NA,NA,NA,NA,NA,0
"80",32,62.07,50.29,173.53,319.06999,13,24.55,26.87,90.6,105.4,1
"81",68,122.56,118.53,335.21,583.64999,13,24.55,26.87,90.6,105.4,1
"82",61,101.58,96.3,298.51,452.51001,2,3.38,7,13.02,19.81,1
"83",7,11.62,11.93,32.89,51.4,NA,NA,NA,NA,NA,0
"84",32,62.07,50.29,173.53,319.06999,NA,NA,NA,NA,NA,0
"85",36,60.49,68.24,161.68,264.58,NA,NA,NA,NA,NA,0
"86",37,71.54,62.8,193.93,383.11999,NA,NA,NA,NA,NA,0
"87",12,20.57,17.87,66.29,104.94,2,3.38,7,13.02,19.81,1
"88",31,51.54,49.21,144.07,220.97,2,3.38,7,13.02,19.81,1
"89",30,50.04,47.09,154.44,231.54001,NA,NA,NA,NA,NA,0
"90",7,11.62,11.93,32.89,51.4,NA,NA,NA,NA,NA,0
"91",0,0,0,0,0,4,9.56,8.93,43.22,56.38,1
"92",0,0,0,0,0,4,9.56,8.93,43.22,56.38,1
"93",0,0,0,0,0,4,9.56,8.93,43.22,56.38,1
"94",0,0,0,0,0,4,9.56,8.93,43.22,56.38,1
"95",68,128.36,114.88,411.91,484.51999,NA,NA,NA,NA,NA,0
"96",37,71.54,62.8,193.93,383.11999,NA,NA,NA,NA,NA,0
"97",0,0,0,0,0,4,9.56,8.93,43.22,56.38,1
"98",0,0,0,0,0,4,9.56,8.93,43.22,56.38,1
