"","Bicycle","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1461",182,41,134.66,101.5,736.10999,846.97998,1
"1462",6,125,473.35001,178.22,2797.26001,3326.6001,1
"1463",47,125,473.35001,178.22,2797.26001,3326.6001,1
"1464",107,30,68.32,45.74,342.94,464,1
"1465",117,12,63.75,23.58,417.75,483.19,1
"1466",223,NA,NA,NA,NA,NA,0
"1467",12,NA,NA,NA,NA,NA,0
"1468",10,NA,NA,NA,NA,NA,0
"1469",21,34,95.77,59.16,501.45001,577.78998,1
"1470",42,34,95.77,59.16,501.45001,577.78998,1
"1471",278,34,95.77,59.16,501.45001,577.78998,1
"1472",64,41,134.66,101.5,736.10999,846.97998,1
"1473",118,41,134.66,101.5,736.10999,846.97998,1
"1474",12,34,95.77,59.16,501.45001,577.78998,1
"1475",10,34,95.77,59.16,501.45001,577.78998,1
"1476",7,34,95.77,59.16,501.45001,577.78998,1
"1477",19,NA,NA,NA,NA,NA,0
"1478",315,34,95.77,59.16,501.45001,577.78998,1
"1479",0,NA,NA,NA,NA,NA,0
"1480",223,NA,NA,NA,NA,NA,0
"1481",421,59,244.36,177.51,1134.28003,1164.83997,1
"1482",789,59,244.36,177.51,1134.28003,1164.83997,1
"1483",16,41,134.66,101.5,736.10999,846.97998,1
"1484",0,41,134.66,101.5,736.10999,846.97998,1
"1485",315,34,95.77,59.16,501.45001,577.78998,1
"1486",0,34,95.77,59.16,501.45001,577.78998,1
"1487",31,34,95.77,59.16,501.45001,577.78998,1
"1488",200,30,68.32,45.74,342.94,464,1
"1489",0,34,95.77,59.16,501.45001,577.78998,1
"1490",241,34,95.77,59.16,501.45001,577.78998,1
"1491",0,34,95.77,59.16,501.45001,577.78998,1
"1492",386,34,95.77,59.16,501.45001,577.78998,1
"1493",80,34,95.77,59.16,501.45001,577.78998,1
"1494",111,34,95.77,59.16,501.45001,577.78998,1
"1495",95,21,48.03,45.24,239.45,336.09,1
"1496",14,NA,NA,NA,NA,NA,0
"1497",570,34,95.77,59.16,501.45001,577.78998,1
"1498",184,34,95.77,59.16,501.45001,577.78998,1
"1499",459,34,95.77,59.16,501.45001,577.78998,1
"1500",377,34,95.77,59.16,501.45001,577.78998,1
"1501",82,34,95.77,59.16,501.45001,577.78998,1
"1502",103,30,101.75,40.39,560.23999,610.37,1
"1503",172,30,101.75,40.39,560.23999,610.37,1
"1504",599,NA,NA,NA,NA,NA,0
"1505",597,NA,NA,NA,NA,NA,0
"1506",110,30,101.75,40.39,560.23999,610.37,1
"1507",62,30,101.75,40.39,560.23999,610.37,1
"1508",480,12,63.75,23.58,417.75,483.19,1
"1509",63,34,95.77,59.16,501.45001,577.78998,1
"1510",128,30,101.75,40.39,560.23999,610.37,1
"1511",1210,59,244.36,177.51,1134.28003,1164.83997,1
"1512",428,34,95.77,59.16,501.45001,577.78998,1
"1513",24,30,101.75,40.39,560.23999,610.37,1
"1514",123,30,101.75,40.39,560.23999,610.37,1
"1515",123,30,101.75,40.39,560.23999,610.37,1
"1516",74,34,95.77,59.16,501.45001,577.78998,1
"1517",0,34,95.77,59.16,501.45001,577.78998,1
"1518",141,30,101.75,40.39,560.23999,610.37,1
"1519",1,30,68.32,45.74,342.94,464,1
"1520",199,NA,NA,NA,NA,NA,0
"1521",166,30,101.75,40.39,560.23999,610.37,1
"1522",70,30,101.75,40.39,560.23999,610.37,1
"1523",168,34,95.77,59.16,501.45001,577.78998,1
"1524",278,34,95.77,59.16,501.45001,577.78998,1
"1525",1,NA,NA,NA,NA,NA,0
"1526",242,34,95.77,59.16,501.45001,577.78998,1
"1527",35,12,63.75,23.58,417.75,483.19,1
"1528",477,12,63.75,23.58,417.75,483.19,1
"1529",200,NA,NA,NA,NA,NA,0
"1530",416,NA,NA,NA,NA,NA,0
"1531",0,41,134.66,101.5,736.10999,846.97998,1
"1532",275,41,134.66,101.5,736.10999,846.97998,1
"1533",16,NA,NA,NA,NA,NA,0
"1534",684,NA,NA,NA,NA,NA,0
"1535",19,41,134.66,101.5,736.10999,846.97998,1
"1536",45,41,134.66,101.5,736.10999,846.97998,1
"1537",70,46,95.83,89.47,448.64999,626.40002,1
"1538",0,46,95.83,89.47,448.64999,626.40002,1
"1539",421,NA,NA,NA,NA,NA,0
"1540",789,NA,NA,NA,NA,NA,0
"1541",0,34,95.77,59.16,501.45001,577.78998,1
"1542",0,34,95.77,59.16,501.45001,577.78998,1
"1543",31,23,44.5,71.61,200.03999,294.64002,1
"1544",303,23,44.5,71.61,200.03999,294.64002,1
"1545",92,NA,NA,NA,NA,NA,0
"1546",26,41,134.66,101.5,736.10999,846.97998,1
"1547",0,34,95.77,59.16,501.45001,577.78998,1
"1548",0,34,95.77,59.16,501.45001,577.78998,1
"1549",27,NA,NA,NA,NA,NA,0
"1550",681,29,80.78,39.76,404.51001,464.89999,1
"1551",184,34,95.77,59.16,501.45001,577.78998,1
"1552",278,NA,NA,NA,NA,NA,0
"1553",19,46,95.83,89.47,448.64999,626.40002,1
"1554",95,NA,NA,NA,NA,NA,0
"1555",78,41,134.66,101.5,736.10999,846.97998,1
"1556",43,41,134.66,101.5,736.10999,846.97998,1
"1557",35,41,134.66,101.5,736.10999,846.97998,1
"1558",199,46,95.83,89.47,448.64999,626.40002,1
"1559",1,NA,NA,NA,NA,NA,0
"1560",88,41,134.66,101.5,736.10999,846.97998,1
"1561",0,41,134.66,101.5,736.10999,846.97998,1
"1562",88,41,134.66,101.5,736.10999,846.97998,1
"1563",0,41,134.66,101.5,736.10999,846.97998,1
"1564",0,41,134.66,101.5,736.10999,846.97998,1
"1565",62,NA,NA,NA,NA,NA,0
"1566",16,NA,NA,NA,NA,NA,0
"1567",287,23,44.5,71.61,200.03999,294.64002,1
"1568",86,41,134.66,101.5,736.10999,846.97998,1
"1569",86,46,95.83,89.47,448.64999,626.40002,1
"1570",113,46,95.83,89.47,448.64999,626.40002,1
"1571",313,30,101.75,40.39,560.23999,610.37,1
"1572",27,46,95.83,89.47,448.64999,626.40002,1
"1573",8,46,95.83,89.47,448.64999,626.40002,1
"1574",86,41,134.66,101.5,736.10999,846.97998,1
"1575",81,46,95.83,89.47,448.64999,626.40002,1
"1576",32,46,95.83,89.47,448.64999,626.40002,1
"1577",35,NA,NA,NA,NA,NA,0
"1578",60,NA,NA,NA,NA,NA,0
"1579",97,46,95.83,89.47,448.64999,626.40002,1
"1580",0,125,473.35001,178.22,2797.26001,3326.6001,1
"1581",47,125,473.35001,178.22,2797.26001,3326.6001,1
"1582",65,NA,NA,NA,NA,NA,0
"1583",616,NA,NA,NA,NA,NA,0
"1584",267,30,101.75,40.39,560.23999,610.37,1
"1585",13,41,134.66,101.5,736.10999,846.97998,1
"1586",0,NA,NA,NA,NA,NA,0
"1587",60,52,127.3,108.1,649.76001,879.25,1
"1588",17,NA,NA,NA,NA,NA,0
"1589",426,NA,NA,NA,NA,NA,0
"1590",629,NA,NA,NA,NA,NA,0
"1591",27,23,44.5,71.61,200.03999,294.64002,1
"1592",42,NA,NA,NA,NA,NA,0
"1593",39,41,134.66,101.5,736.10999,846.97998,1
"1594",31,NA,NA,NA,NA,NA,0
"1595",0,23,44.5,71.61,200.03999,294.64002,1
"1596",375,30,101.75,40.39,560.23999,610.37,1
"1597",86,46,95.83,89.47,448.64999,626.40002,1
"1598",42,46,95.83,89.47,448.64999,626.40002,1
"1599",308,44,162.96001,44.36,802.22998,796.02002,1
"1600",69,46,95.83,89.47,448.64999,626.40002,1
"1601",76,46,95.83,89.47,448.64999,626.40002,1
"1602",37,46,95.83,89.47,448.64999,626.40002,1
"1603",112,41,134.66,101.5,736.10999,846.97998,1
"1604",136,29,80.78,39.76,404.51001,464.89999,1
"1605",86,46,95.83,89.47,448.64999,626.40002,1
"1606",81,30,101.75,40.39,560.23999,610.37,1
"1607",186,30,101.75,40.39,560.23999,610.37,1
"1608",28,23,44.5,71.61,200.03999,294.64002,1
"1609",1,NA,NA,NA,NA,NA,0
"1610",127,41,134.66,101.5,736.10999,846.97998,1
"1611",72,41,134.66,101.5,736.10999,846.97998,1
"1612",0,NA,NA,NA,NA,NA,0
"1613",189,30,101.75,40.39,560.23999,610.37,1
"1614",73,30,101.75,40.39,560.23999,610.37,1
"1615",8,30,101.75,40.39,560.23999,610.37,1
"1616",72,NA,NA,NA,NA,NA,0
"1617",112,NA,NA,NA,NA,NA,0
"1618",0,39,133.05,64.78,679.21002,763.94,1
"1619",0,39,133.05,64.78,679.21002,763.94,1
"1620",1,NA,NA,NA,NA,NA,0
"1621",0,39,133.05,64.78,679.21002,763.94,1
"1622",44,39,133.05,64.78,679.21002,763.94,1
"1623",95,NA,NA,NA,NA,NA,0
"1624",105,125,473.35001,178.22,2797.26001,3326.6001,1
"1625",116,30,101.75,40.39,560.23999,610.37,1
"1626",171,44,162.96001,44.36,802.22998,796.02002,1
"1627",137,44,162.96001,44.36,802.22998,796.02002,1
"1628",105,125,473.35001,178.22,2797.26001,3326.6001,1
"1629",0,NA,NA,NA,NA,NA,0
"1630",52,46,95.83,89.47,448.64999,626.40002,1
"1631",24,46,95.83,89.47,448.64999,626.40002,1
"1632",124,30,101.75,40.39,560.23999,610.37,1
"1633",44,39,133.05,64.78,679.21002,763.94,1
"1634",148,30,101.75,40.39,560.23999,610.37,1
"1635",0,NA,NA,NA,NA,NA,0
"1636",171,NA,NA,NA,NA,NA,0
"1637",5,NA,NA,NA,NA,NA,0
"1638",39,NA,NA,NA,NA,NA,0
"1639",87,46,95.83,89.47,448.64999,626.40002,1
"1640",225,23,44.5,71.61,200.03999,294.64002,1
"1641",150,23,44.5,71.61,200.03999,294.64002,1
"1642",43,44,162.96001,44.36,802.22998,796.02002,1
"1643",180,NA,NA,NA,NA,NA,0
"1644",1,46,95.83,89.47,448.64999,626.40002,1
"1645",87,46,95.83,89.47,448.64999,626.40002,1
"1646",0,23,44.5,71.61,200.03999,294.64002,1
"1647",5,NA,NA,NA,NA,NA,0
"1648",143,30,101.75,40.39,560.23999,610.37,1
"1649",30,23,44.5,71.61,200.03999,294.64002,1
"1650",120,23,44.5,71.61,200.03999,294.64002,1
"1651",86,46,95.83,89.47,448.64999,626.40002,1
"1652",0,NA,NA,NA,NA,NA,0
"1653",74,NA,NA,NA,NA,NA,0
"1654",0,46,95.83,89.47,448.64999,626.40002,1
"1655",24,46,95.83,89.47,448.64999,626.40002,1
"1656",0,23,44.5,71.61,200.03999,294.64002,1
"1657",30,NA,NA,NA,NA,NA,0
"1658",0,46,95.83,89.47,448.64999,626.40002,1
"1659",86,46,95.83,89.47,448.64999,626.40002,1
"1660",70,52,127.3,108.1,649.76001,879.25,1
"1661",30,46,95.83,89.47,448.64999,626.40002,1
"1662",113,65,191.13001,144.09,1019.82001,1198.81006,1
"1663",116,46,95.83,89.47,448.64999,626.40002,1
"1664",765,NA,NA,NA,NA,NA,0
"1665",120,23,44.5,71.61,200.03999,294.64002,1
"1666",9,36,168.42999,73.77,803.22998,870.46997,1
"1667",171,36,168.42999,73.77,803.22998,870.46997,1
"1668",421,NA,NA,NA,NA,NA,0
"1669",72,41,134.66,101.5,736.10999,846.97998,1
"1670",0,41,134.66,101.5,736.10999,846.97998,1
"1671",1,NA,NA,NA,NA,NA,0
"1672",275,NA,NA,NA,NA,NA,0
"1673",80,36,168.42999,73.77,803.22998,870.46997,1
"1674",35,NA,NA,NA,NA,NA,0
"1675",3,65,191.13001,144.09,1019.82001,1198.81006,1
"1676",272,65,191.13001,144.09,1019.82001,1198.81006,1
"1677",426,48,111.47,133.06,540.53003,744.66998,1
"1678",45,46,95.83,89.47,448.64999,626.40002,1
"1679",3,NA,NA,NA,NA,NA,0
"1680",40,NA,NA,NA,NA,NA,0
"1681",91,NA,NA,NA,NA,NA,0
"1682",77,41,134.66,101.5,736.10999,846.97998,1
"1683",204,41,134.66,101.5,736.10999,846.97998,1
"1684",279,NA,NA,NA,NA,NA,0
"1685",3,NA,NA,NA,NA,NA,0
"1686",120,NA,NA,NA,NA,NA,0
"1687",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1688",113,65,191.13001,144.09,1019.82001,1198.81006,1
"1689",0,NA,NA,NA,NA,NA,0
"1690",120,NA,NA,NA,NA,NA,0
"1691",120,48,111.47,133.06,540.53003,744.66998,1
"1692",306,48,111.47,133.06,540.53003,744.66998,1
"1693",4,65,191.13001,144.09,1019.82001,1198.81006,1
"1694",688,NA,NA,NA,NA,NA,0
"1695",0,46,95.83,89.47,448.64999,626.40002,1
"1696",8,NA,NA,NA,NA,NA,0
"1697",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1698",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1699",113,65,191.13001,144.09,1019.82001,1198.81006,1
"1700",1,65,191.13001,144.09,1019.82001,1198.81006,1
"1701",174,43,180.92,46.21,968.21997,947.73999,1
"1702",0,46,95.83,89.47,448.64999,626.40002,1
"1703",0,46,95.83,89.47,448.64999,626.40002,1
"1704",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1705",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1706",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1707",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1708",5,65,191.13001,144.09,1019.82001,1198.81006,1
"1709",272,65,191.13001,144.09,1019.82001,1198.81006,1
"1710",0,43,180.92,46.21,968.21997,947.73999,1
"1711",0,43,180.92,46.21,968.21997,947.73999,1
"1712",24,46,95.83,89.47,448.64999,626.40002,1
"1713",41,NA,NA,NA,NA,NA,0
"1714",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1715",113,NA,NA,NA,NA,NA,0
"1716",161,NA,NA,NA,NA,NA,0
"1717",70,52,127.3,108.1,649.76001,879.25,1
"1718",367,65,191.13001,144.09,1019.82001,1198.81006,1
"1719",1210,NA,NA,NA,NA,NA,0
"1720",3,43,180.92,46.21,968.21997,947.73999,1
"1721",252,43,180.92,46.21,968.21997,947.73999,1
"1722",171,43,180.92,46.21,968.21997,947.73999,1
"1723",252,43,180.92,46.21,968.21997,947.73999,1
"1724",130,52,127.3,108.1,649.76001,879.25,1
"1725",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1726",140,48,111.47,133.06,540.53003,744.66998,1
"1727",260,48,111.47,133.06,540.53003,744.66998,1
"1728",140,48,111.47,133.06,540.53003,744.66998,1
"1729",400,48,111.47,133.06,540.53003,744.66998,1
"1730",446,48,111.47,133.06,540.53003,744.66998,1
"1731",42,24,69.29,74.07,357.20001,420.45999,1
"1732",34,24,69.29,74.07,357.20001,420.45999,1
"1733",8,24,69.29,74.07,357.20001,420.45999,1
"1734",21,24,69.29,74.07,357.20001,420.45999,1
"1735",29,24,69.29,74.07,357.20001,420.45999,1
"1736",13,24,69.29,74.07,357.20001,420.45999,1
"1737",392,24,69.29,74.07,357.20001,420.45999,1
"1738",0,125,473.35001,178.22,2797.26001,3326.6001,1
"1739",47,125,473.35001,178.22,2797.26001,3326.6001,1
"1740",13,125,473.35001,178.22,2797.26001,3326.6001,1
"1741",60,125,473.35001,178.22,2797.26001,3326.6001,1
"1742",171,NA,NA,NA,NA,NA,0
"1743",0,43,180.92,46.21,968.21997,947.73999,1
"1744",24,NA,NA,NA,NA,NA,0
"1745",6,32,129.11,46.83,661.15002,652.44,1
"1746",35,NA,NA,NA,NA,NA,0
"1747",34,24,69.29,74.07,357.20001,420.45999,1
"1748",73,NA,NA,NA,NA,NA,0
"1749",39,24,69.29,74.07,357.20001,420.45999,1
"1750",2,NA,NA,NA,NA,NA,0
"1751",128,NA,NA,NA,NA,NA,0
"1752",400,24,69.29,74.07,357.20001,420.45999,1
"1753",38,43,180.92,46.21,968.21997,947.73999,1
"1754",0,43,180.92,46.21,968.21997,947.73999,1
"1755",214,43,180.92,46.21,968.21997,947.73999,1
"1756",204,24,69.29,74.07,357.20001,420.45999,1
"1757",196,24,69.29,74.07,357.20001,420.45999,1
"1758",0,NA,NA,NA,NA,NA,0
"1759",127,NA,NA,NA,NA,NA,0
"1760",104,185,234.60001,584.90997,335.67001,329.69,1
"1761",217,185,234.60001,584.90997,335.67001,329.69,1
"1762",39,24,69.29,74.07,357.20001,420.45999,1
"1763",0,24,69.29,74.07,357.20001,420.45999,1
"1764",46,48,111.47,133.06,540.53003,744.66998,1
"1765",94,NA,NA,NA,NA,NA,0
"1766",196,24,69.29,74.07,357.20001,420.45999,1
"1767",0,42,143.61,111.5,724.28998,722.57001,1
"1768",246,24,69.29,74.07,357.20001,420.45999,1
"1769",20,185,234.60001,584.90997,335.67001,329.69,1
"1770",197,185,234.60001,584.90997,335.67001,329.69,1
"1771",7,65,191.13001,144.09,1019.82001,1198.81006,1
"1772",360,65,191.13001,144.09,1019.82001,1198.81006,1
"1773",1274,NA,NA,NA,NA,NA,0
"1774",61,23,73.37,31.63,375.29999,381.45001,1
"1775",5,125,473.35001,178.22,2797.26001,3326.6001,1
"1776",100,125,473.35001,178.22,2797.26001,3326.6001,1
"1777",0,NA,NA,NA,NA,NA,0
"1778",13,NA,NA,NA,NA,NA,0
"1779",12,65,191.13001,144.09,1019.82001,1198.81006,1
"1780",348,NA,NA,NA,NA,NA,0
"1781",0,NA,NA,NA,NA,NA,0
"1782",214,43,180.92,46.21,968.21997,947.73999,1
"1783",97,34,94.09,53.26,472.54999,552.98999,1
"1784",24,34,94.09,53.26,472.54999,552.98999,1
"1785",0,23,89.79,49.72,462.75,447.70999,1
"1786",0,23,89.79,49.72,462.75,447.70999,1
"1787",22,32,129.11,46.83,661.15002,652.44,1
"1788",211,43,180.92,46.21,968.21997,947.73999,1
"1789",3,NA,NA,NA,NA,NA,0
"1790",211,43,180.92,46.21,968.21997,947.73999,1
"1791",38,NA,NA,NA,NA,NA,0
"1792",0,NA,NA,NA,NA,NA,0
"1793",211,NA,NA,NA,NA,NA,0
"1794",535,NA,NA,NA,NA,NA,0
"1795",739,23,73.37,31.63,375.29999,381.45001,1
"1796",0,65,191.13001,144.09,1019.82001,1198.81006,1
"1797",360,65,191.13001,144.09,1019.82001,1198.81006,1
"1798",29,34,94.09,53.26,472.54999,552.98999,1
"1799",140,34,94.09,53.26,472.54999,552.98999,1
"1800",73,34,94.09,53.26,472.54999,552.98999,1
"1801",171,23,89.79,49.72,462.75,447.70999,1
"1802",19,65,191.13001,144.09,1019.82001,1198.81006,1
"1803",19,65,191.13001,144.09,1019.82001,1198.81006,1
"1804",4,34,94.09,53.26,472.54999,552.98999,1
"1805",136,34,94.09,53.26,472.54999,552.98999,1
"1806",24,NA,NA,NA,NA,NA,0
"1807",173,NA,NA,NA,NA,NA,0
"1808",50,23,89.79,49.72,462.75,447.70999,1
"1809",155,NA,NA,NA,NA,NA,0
"1810",800,23,73.37,31.63,375.29999,381.45001,1
"1811",0,NA,NA,NA,NA,NA,0
"1812",535,42,143.61,111.5,724.28998,722.57001,1
"1813",31,NA,NA,NA,NA,NA,0
"1814",31,65,191.13001,144.09,1019.82001,1198.81006,1
"1815",1,65,191.13001,144.09,1019.82001,1198.81006,1
"1816",248,37,94.91,69.47,477.73001,561.77002,1
"1817",379,NA,NA,NA,NA,NA,0
"1818",19,185,234.60001,584.90997,335.67001,329.69,1
"1819",39,185,234.60001,584.90997,335.67001,329.69,1
"1820",647,125,473.35001,178.22,2797.26001,3326.6001,1
"1821",65,125,473.35001,178.22,2797.26001,3326.6001,1
"1822",248,34,94.09,53.26,472.54999,552.98999,1
"1823",547,125,473.35001,178.22,2797.26001,3326.6001,1
"1824",532,42,143.61,111.5,724.28998,722.57001,1
"1825",3,42,143.61,111.5,724.28998,722.57001,1
"1826",3,23,89.79,49.72,462.75,447.70999,1
"1827",84,34,94.09,53.26,472.54999,552.98999,1
"1828",607,34,94.09,53.26,472.54999,552.98999,1
"1829",563,34,94.09,53.26,472.54999,552.98999,1
"1830",27,185,234.60001,584.90997,335.67001,329.69,1
"1831",6,34,94.09,53.26,472.54999,552.98999,1
"1832",2,34,94.09,53.26,472.54999,552.98999,1
"1833",24,42,143.61,111.5,724.28998,722.57001,1
"1834",21,42,143.61,111.5,724.28998,722.57001,1
"1835",31,65,191.13001,144.09,1019.82001,1198.81006,1
"1836",193,125,473.35001,178.22,2797.26001,3326.6001,1
"1837",354,125,473.35001,178.22,2797.26001,3326.6001,1
"1838",193,125,473.35001,178.22,2797.26001,3326.6001,1
"1839",0,125,473.35001,178.22,2797.26001,3326.6001,1
"1840",138,125,473.35001,178.22,2797.26001,3326.6001,1
"1841",647,42,143.61,111.5,724.28998,722.57001,1
"1842",115,NA,NA,NA,NA,NA,0
"1843",22,32,129.11,46.83,661.15002,652.44,1
"1844",0,32,129.11,46.83,661.15002,652.44,1
"1845",626,NA,NA,NA,NA,NA,0
"1846",41,23,89.79,49.72,462.75,447.70999,1
"1847",16,48,111.47,133.06,540.53003,744.66998,1
"1848",462,NA,NA,NA,NA,NA,0
"1849",0,32,129.11,46.83,661.15002,652.44,1
"1850",22,32,129.11,46.83,661.15002,652.44,1
"1851",0,32,129.11,46.83,661.15002,652.44,1
"1852",22,32,129.11,46.83,661.15002,652.44,1
"1853",22,NA,NA,NA,NA,NA,0
"1854",0,32,129.11,46.83,661.15002,652.44,1
"1855",6,32,129.11,46.83,661.15002,652.44,1
"1856",52,65,191.13001,144.09,1019.82001,1198.81006,1
"1857",248,NA,NA,NA,NA,NA,0
"1858",0,37,94.91,69.47,477.73001,561.77002,1
"1859",16,125,473.35001,178.22,2797.26001,3326.6001,1
"1860",338,125,473.35001,178.22,2797.26001,3326.6001,1
"1861",115,23,73.37,31.63,375.29999,381.45001,1
"1862",242,34,94.09,53.26,472.54999,552.98999,1
"1863",41,23,89.79,49.72,462.75,447.70999,1
"1864",0,23,89.79,49.72,462.75,447.70999,1
"1865",587,NA,NA,NA,NA,NA,0
"1866",229,65,191.13001,144.09,1019.82001,1198.81006,1
"1867",0,51,128.85001,90.23,650.22998,809.67999,1
"1868",2,NA,NA,NA,NA,NA,0
"1869",8,NA,NA,NA,NA,NA,0
"1870",20,125,473.35001,178.22,2797.26001,3326.6001,1
"1871",12,NA,NA,NA,NA,NA,0
"1872",4,125,473.35001,178.22,2797.26001,3326.6001,1
"1873",66,NA,NA,NA,NA,NA,0
"1874",4,8,53.47,9.32,358.76001,414.60001,1
"1875",4,8,53.47,9.32,358.76001,414.60001,1
"1876",62,NA,NA,NA,NA,NA,0
"1877",8,8,53.47,9.32,358.76001,414.60001,1
"1878",59,32,129.11,46.83,661.15002,652.44,1
"1879",59,32,129.11,46.83,661.15002,652.44,1
"1880",79,8,53.47,9.32,358.76001,414.60001,1
"1881",83,8,53.47,9.32,358.76001,414.60001,1
"1882",0,NA,NA,NA,NA,NA,0
"1883",118,34,94.09,53.26,472.54999,552.98999,1
"1884",15,34,94.09,53.26,472.54999,552.98999,1
"1885",103,34,94.09,53.26,472.54999,552.98999,1
"1886",856,32,129.11,46.83,661.15002,652.44,1
"1887",200,34,94.09,53.26,472.54999,552.98999,1
"1888",373,NA,NA,NA,NA,NA,0
"1889",48,NA,NA,NA,NA,NA,0
"1890",11,NA,NA,NA,NA,NA,0
"1891",0,32,129.11,46.83,661.15002,652.44,1
"1892",592,34,94.09,53.26,472.54999,552.98999,1
"1893",29,8,53.47,9.32,358.76001,414.60001,1
"1894",50,8,53.47,9.32,358.76001,414.60001,1
"1895",626,NA,NA,NA,NA,NA,0
"1896",173,NA,NA,NA,NA,NA,0
"1897",0,NA,NA,NA,NA,NA,0
"1898",8,8,53.47,9.32,358.76001,414.60001,1
"1899",21,65,191.13001,144.09,1019.82001,1198.81006,1
"1900",42,8,53.47,9.32,358.76001,414.60001,1
"1901",0,NA,NA,NA,NA,NA,0
"1902",911,NA,NA,NA,NA,NA,0
"1903",700,55,541.59003,96.41,3326.12988,3254.47998,1
"1904",622,23,73.37,31.63,375.29999,381.45001,1
"1905",4,23,73.37,31.63,375.29999,381.45001,1
"1906",856,NA,NA,NA,NA,NA,0
"1907",0,32,129.11,46.83,661.15002,652.44,1
"1908",0,NA,NA,NA,NA,NA,0
"1909",0,51,128.85001,90.23,650.22998,809.67999,1
"1910",9,39,143.66,61.48,743.09003,715.71002,1
"1911",31,39,143.66,61.48,743.09003,715.71002,1
"1912",338,125,473.35001,178.22,2797.26001,3326.6001,1
"1913",28,NA,NA,NA,NA,NA,0
"1914",524,55,541.59003,96.41,3326.12988,3254.47998,1
"1915",176,55,541.59003,96.41,3326.12988,3254.47998,1
"1916",200,23,73.37,31.63,375.29999,381.45001,1
"1917",204,NA,NA,NA,NA,NA,0
"1918",47,125,473.35001,178.22,2797.26001,3326.6001,1
"1919",291,125,473.35001,178.22,2797.26001,3326.6001,1
"1920",8,8,53.47,9.32,358.76001,414.60001,1
"1921",19,45,162.22,86.14,865.59003,903.96002,1
"1922",360,45,162.22,86.14,865.59003,903.96002,1
"1923",822,23,73.37,31.63,375.29999,381.45001,1
"1924",47,45,162.22,86.14,865.59003,903.96002,1
"1925",0,55,541.59003,96.41,3326.12988,3254.47998,1
"1926",176,NA,NA,NA,NA,NA,0
"1927",0,NA,NA,NA,NA,NA,0
"1928",8,8,53.47,9.32,358.76001,414.60001,1
"1929",1173,NA,NA,NA,NA,NA,0
"1930",22,NA,NA,NA,NA,NA,0
"1931",0,NA,NA,NA,NA,NA,0
"1932",212,45,162.22,86.14,865.59003,903.96002,1
"1933",195,45,162.22,86.14,865.59003,903.96002,1
"1934",22,37,94.91,69.47,477.73001,561.77002,1
"1935",248,37,94.91,69.47,477.73001,561.77002,1
"1936",149,45,162.22,86.14,865.59003,903.96002,1
"1937",262,NA,NA,NA,NA,NA,0
"1938",680,23,73.37,31.63,375.29999,381.45001,1
"1939",120,NA,NA,NA,NA,NA,0
"1940",18,125,473.35001,178.22,2797.26001,3326.6001,1
"1941",10,65,191.13001,144.09,1019.82001,1198.81006,1
"1942",219,NA,NA,NA,NA,NA,0
"1943",0,37,94.91,69.47,477.73001,561.77002,1
"1944",22,NA,NA,NA,NA,NA,0
"1945",524,55,541.59003,96.41,3326.12988,3254.47998,1
"1946",0,39,143.66,61.48,743.09003,715.71002,1
"1947",9,39,143.66,61.48,743.09003,715.71002,1
"1948",42,NA,NA,NA,NA,NA,0
"1949",8,8,53.47,9.32,358.76001,414.60001,1
"1950",40,39,143.66,61.48,743.09003,715.71002,1
"1951",4,125,473.35001,178.22,2797.26001,3326.6001,1
"1952",291,125,473.35001,178.22,2797.26001,3326.6001,1
"1953",568,NA,NA,NA,NA,NA,0
"1954",19,NA,NA,NA,NA,NA,0
"1955",620,NA,NA,NA,NA,NA,0
"1956",60,NA,NA,NA,NA,NA,0
"1957",13,NA,NA,NA,NA,NA,0
"1958",5,125,473.35001,178.22,2797.26001,3326.6001,1
"1959",41,NA,NA,NA,NA,NA,0
"1960",176,NA,NA,NA,NA,NA,0
"1961",330,32,108.45,58.84,564.15997,580.76001,1
"1962",1588,NA,NA,NA,NA,NA,0
"1963",41,45,162.22,86.14,865.59003,903.96002,1
"1964",108,45,162.22,86.14,865.59003,903.96002,1
"1965",149,45,162.22,86.14,865.59003,903.96002,1
"1966",41,45,162.22,86.14,865.59003,903.96002,1
"1967",108,45,162.22,86.14,865.59003,903.96002,1
"1968",11,NA,NA,NA,NA,NA,0
"1969",0,NA,NA,NA,NA,NA,0
"1970",124,32,108.45,58.84,564.15997,580.76001,1
"1971",320,32,108.45,58.84,564.15997,580.76001,1
"1972",0,125,473.35001,178.22,2797.26001,3326.6001,1
"1973",291,125,473.35001,178.22,2797.26001,3326.6001,1
"1974",1,96,136.94,179.92999,290.38,287.81,1
"1975",10,NA,NA,NA,NA,NA,0
"1976",81,322,413.01999,641.77002,630.59003,629.48999,1
