"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"1",1,1,1,4.897,2408,218,35,0.00715,913,78,12737,"E02000001 E02000186",218
"2",1,1,1,3.899,1900,187,28,0.00718,727,59,9376,"E02000001 E02000187",187
"3",1,1,1,2.925,1454,153,25,0.00855,545,46,8070,"E02000001 E02000190",153
"4",1,1,1,4.113,2064,168,22,0.00535,767,62,12430,"E02000001 E02000191",168
"5",1,1,1,1.868,998,94,18,0.00964,348,30,7114,"E02000001 E02000192",94
"6",1,1,1,2.238,1400,92,18,0.00804,417,36,8423,"E02000001 E02000193",92
"8",1,1,1,12.238,6106,406,70,0.00572,2281,163,57423,"E02000001 E02000372",406
"9",1,1,1,2.162,1188,94,18,0.00833,403,41,6527,"E02000001 E02000573",94
"10",1,1,1,2.414,1404,113,29,0.01201,450,45,7438,"E02000001 E02000574",113
"11",1,1,1,1.217,638,53,11,0.00904,227,21,5078,"E02000001 E02000575",53
"12",1,1,1,1.06,552,34,6,0.00566,198,17,1484,"E02000001 E02000576",34
"13",1,1,1,6.699,3248,285,59,0.00881,1249,92,16606,"E02000001 E02000588",285
"14",1,1,1,2.402,1196,132,20,0.00833,448,29,4291,"E02000001 E02000808",132
"15",1,1,1,3.357,1796,180,21,0.00626,626,40,7292,"E02000001 E02000809",180
"21",1,1,1,5.918,3214,229,33,0.00558,1103,89,24631,"E02000001 E02000967",229
"22",1,1,1,4.853,2658,167,25,0.00515,905,72,12502,"E02000001 E02000970",167
"23",1,1,1,5.901,3236,206,27,0.00458,1100,87,13997,"E02000001 E02000971",206
"24",1,1,1,3.953,2188,135,23,0.00582,737,59,11192,"E02000001 E02000972",135
"25",1,1,1,3.17,2052,150,35,0.01104,591,48,9437,"E02000001 E02000977",150
"26",1,1,1,6.27,3318,276,59,0.00941,1169,90,19837,"E02000001 E02000978",276
"27",1,1,1,4.725,2364,230,46,0.00974,881,64,11249,"E02000001 E02000979",230
"28",1,1,1,5.218,2492,231,45,0.00862,973,70,10718,"E02000001 E02000980",231
"29",1,1,1,6.129,3062,277,50,0.00816,1143,81,13409,"E02000001 E02000982",277
"30",1,1,1,2.958,1482,132,21,0.0071,551,32,6064,"E02000001 E02006801",132
"2614",1,1,1,1.492,766,34,28,0.01877,278,25,2619,"E02000047 E02000093",34
"2615",1,1,1,2.452,1546,62,65,0.02651,457,68,5649,"E02000047 E02000094",62
"2619",1,1,1,6.215,3250,123,116,0.01866,1159,117,24035,"E02000047 E02000103",123
"2640",1,1,1,4.765,2434,107,72,0.01511,888,100,9972,"E02000047 E02000433",107
"2641",1,1,1,3.092,1716,74,49,0.01585,576,63,6534,"E02000047 E02000434",74
"2642",1,1,1,1.671,830,43,21,0.01257,311,31,3156,"E02000047 E02000439",43
"2643",1,1,1,6.935,2952,154,67,0.00966,1293,110,12201,"E02000047 E02000455",154
"2655",1,1,1,14.763,7040,365,190,0.01287,2752,203,41041,"E02000047 E02000972",365
"2656",1,1,1,15.809,7940,427,194,0.01227,2947,214,41791,"E02000047 E02000977",427
"5269",1,1,1,1.833,1076,72,33,0.018,342,52,3922,"E02000093 E02000094",72
"5270",1,1,1,1.567,570,32,4,0.00255,292,17,2337,"E02000093 E02000095",32
