"","Bicycle","govtarget_slc","gendereq_slc","dutch_slc","ebike_slc","Bicycle_upto","govtarget_slc_upto","gendereq_slc_upto","dutch_slc_upto","ebike_slc_upto","Singlezone"
"1",1,5.22,2.08,22.6,31.31,NA,NA,NA,NA,NA,0
"2",43,90.83,76.58,313.78,410.78,39,62.62,62.89,185.75,230.17999,1
"3",15,36.92,28.85,161.47,215,NA,NA,NA,NA,NA,0
"4",28,53.91,47.73,152.31,195.78,39,62.62,62.89,185.75,230.17999,1
"5",14,26.2,22.67,67.6,89.79,NA,NA,NA,NA,NA,0
"6",14,27.71,25.06,84.71,105.99,NA,NA,NA,NA,NA,0
"7",29,64.63,53.91,246.18,320.99,24,45.87,43.33,153.49,163.17,1
"8",3,11.98,9,55.44,74.23,NA,NA,NA,NA,NA,0
"9",5,16.03,12.19,65.35,94.53,10,25.8,10,109.55,123.06,1
"10",2,4.75,4.9,15.48,25.36,NA,NA,NA,NA,NA,0
"11",3,11.28,7.29,49.87,69.17,10,25.8,10,109.55,123.06,1
"12",2,8.41,4.53,37.86,54.58,4,16.34,4,98.83,129.45,1
"13",6,17.25,8,58.41,68.21,24,45.87,43.33,153.49,163.17,1
"14",74,172.68,139.03,568.76001,657.66,24,45.87,43.33,153.49,163.17,1
"15",73,163.47,135.24,492,548.64999,24,45.87,43.33,153.49,163.17,1
"16",0,1.65,0,10.22,14.2,NA,NA,NA,NA,NA,0
"17",2,6.76,4.53,27.64,40.38,4,16.34,4,98.83,129.45,1
"18",7,22.47,10.08,81.01,99.52,NA,NA,NA,NA,NA,0
"19",0,1.26,0,7.83,12.83,NA,NA,NA,NA,NA,0
"20",2,5.5,4.53,19.81,27.55,NA,NA,NA,NA,NA,0
"21",23,55.09,40.94,163.69,193.71,24,45.87,43.33,153.49,163.17,1
"22",50,108.38,94.3,328.31001,354.93999,NA,NA,NA,NA,NA,0
"23",8,30.6,12.22,121.14,126.15,NA,NA,NA,NA,NA,0
"24",13,41.96,18.07,148.92,192.23,12,26.84,17.6,100.08,98.46,1
"25",5,25.3,8.11,100.99,137.07,12,26.84,17.6,100.08,98.46,1
"26",8,16.66,9.96,47.93,55.16,NA,NA,NA,NA,NA,0
"27",15,28.93,25.12,76.44,102.54,24,45.87,43.33,153.49,163.17,1
"28",1,2.73,2.45,8.84,12.75,24,45.87,43.33,153.49,163.17,1
"29",22,52.36,38.49,154.85,180.96,24,45.87,43.33,153.49,163.17,1
"30",22,50.9,38.49,148.01,170.83,NA,NA,NA,NA,NA,0
"31",0,1.46,0,6.84,10.13,24,45.87,43.33,153.49,163.17,1
"32",15,30.39,25.12,83.28,112.67,24,45.87,43.33,153.49,163.17,1
"33",0,1.46,0,6.84,10.13,NA,NA,NA,NA,NA,0
"34",14,27.66,22.67,74.44,99.92,24,45.87,43.33,153.49,163.17,1
"35",1,2.73,2.45,8.84,12.75,NA,NA,NA,NA,NA,0
"36",14,26.2,22.67,67.6,89.79,NA,NA,NA,NA,NA,0
"37",12,35.04,17.09,118.9,154.1,13,44.86,19.17,200.81,199.98,1
"38",5,13.64,6.42,46.31,56.45,13,44.86,19.17,200.81,199.98,1
"39",7,21.4,10.67,72.59,97.65,13,44.86,19.17,200.81,199.98,1
"40",36,77.1,61.16,215.61,260.62,31,62.15,45.25,200.8,196.89,1
"41",7,21.4,10.67,72.59,97.65,NA,NA,NA,NA,NA,0
"42",5,13.64,6.42,46.31,56.45,NA,NA,NA,NA,NA,0
"43",12,35.04,17.09,118.9,154.1,13,44.86,19.17,200.81,199.98,1
"44",20,65.64,29.31,240.04,280.25,13,44.86,19.17,200.81,199.98,1
"45",0,2.98,0,12.81,21.14,NA,NA,NA,NA,NA,0
"46",0,1.52,0,5.97,11.01,NA,NA,NA,NA,NA,0
"47",1,2.73,2.45,8.84,12.75,NA,NA,NA,NA,NA,0
"48",0,1.52,0,5.97,11.01,NA,NA,NA,NA,NA,0
"49",13,30.3,16.38,94.24,111.61,NA,NA,NA,NA,NA,0
"50",5,13.64,6.42,46.31,56.45,NA,NA,NA,NA,NA,0
"51",10,38.94,14.53,147.3,193.52,NA,NA,NA,NA,NA,0
"52",1,2.88,2.08,10.31,17.12,NA,NA,NA,NA,NA,0
"53",2,8.4,5.21,39.56,52.05,NA,NA,NA,NA,NA,0
"54",11,25.98,13.56,72.17,100.65,31,62.15,45.25,200.8,196.89,1
"55",12,46.7,18.78,173.58,234.72,14,44.48,28.01,199.64,211.34,1
"56",87,218.42,144.62,681.5,744.54002,31,62.15,45.25,200.8,196.89,1
"57",46,149.24,62.73,517.12999,661.59999,13,44.86,19.17,200.81,199.98,1
"58",98,244.4,158.18,753.67,845.19002,31,62.15,45.25,200.8,196.89,1
"59",2,3.66,7.38,11.76,18.29,NA,NA,NA,NA,NA,0
"60",30,100.47,39.71,356.72,439.77999,NA,NA,NA,NA,NA,0
