"","plan","start","finish","length","time","waypoint","change_elev","av_incline","co2_saving","calories","busyness","id","nv"
"176734",1,1,1,5.978,2920,55,102,0.01706,1114,117,17942,"E02003965 E02003966",55
"176735",1,1,1,13.116,5850,114,162,0.01235,2445,216,76658,"E02003965 E02003967",114
"176743",1,1,1,21.926,9206,269,265,0.01209,4087,314,59224,"E02003965 E02003989",269
"176744",1,1,1,20.299,8904,263,273,0.01345,3784,296,107485,"E02003965 E02003990",263
"176745",1,1,1,17.998,7450,174,192,0.01067,3355,253,49549,"E02003965 E02003991",174
"176746",1,1,1,20.035,8496,225,209,0.01043,3735,272,92556,"E02003965 E02003992",225
"176748",1,1,1,17.265,7344,183,203,0.01176,3218,239,93021,"E02003965 E02003994",183
"176749",1,1,1,16.432,7024,169,187,0.01138,3063,236,89971,"E02003965 E02003995",169
"176750",1,1,1,20.128,8728,224,216,0.01073,3752,283,93071,"E02003965 E02003996",224
"176751",1,1,1,22.547,9986,267,268,0.01189,4203,334,104130,"E02003965 E02003997",267
"176752",1,1,1,19.799,8868,216,217,0.01096,3691,283,92265,"E02003965 E02003998",216
"176753",1,1,1,20.333,8744,243,262,0.01289,3790,310,87125,"E02003965 E02003999",243
"176756",1,1,1,18.246,7766,142,254,0.01392,3401,281,92139,"E02003966 E02003967",142
"176764",1,1,1,15.929,7030,258,239,0.015,2969,225,76867,"E02003966 E02003989",258
"176765",1,1,1,15.565,6638,245,221,0.0142,2901,213,72664,"E02003966 E02003990",245
"176766",1,1,1,13.808,5452,173,134,0.0097,2574,177,57458,"E02003966 E02003991",173
"176767",1,1,1,15.301,6230,207,157,0.01026,2852,189,57735,"E02003966 E02003992",207
"176768",1,1,1,12.531,5078,165,151,0.01205,2336,156,58200,"E02003966 E02003994",165
"176769",1,1,1,11.698,4758,151,135,0.01154,2181,152,55150,"E02003966 E02003995",151
"176770",1,1,1,15.394,6462,206,164,0.01065,2870,199,58250,"E02003966 E02003996",206
"176771",1,1,1,17.813,7720,249,216,0.01213,3321,250,69309,"E02003966 E02003997",249
"176772",1,1,1,15.173,6416,189,236,0.01555,2828,234,34655,"E02003966 E02003999",189
"176773",1,1,1,24.86,11224,222,376,0.01512,4634,452,58444,"E02003966 E02004009",222
"176779",1,1,1,13.767,5758,208,258,0.01874,2566,193,74159,"E02003967 E02003968",208
"176780",1,1,1,14.271,5990,214,263,0.01843,2660,200,75776,"E02003967 E02003969",214
"176781",1,1,1,15.912,7832,233,485,0.03048,2966,316,64282,"E02003967 E02003970",233
"176782",1,1,1,15.474,7848,284,476,0.03076,2885,315,63851,"E02003967 E02003971",284
"176783",1,1,1,20.698,8994,254,380,0.01836,3858,319,50555,"E02003967 E02003972",254
"176801",1,1,1,1.35,656,49,33,0.02444,252,26,2498,"E02003968 E02003969",49
"176802",1,1,1,9.329,5190,139,341,0.03655,1739,241,23099,"E02003968 E02003970",139
"176803",1,1,1,11.657,6254,225,330,0.02831,2173,269,61961,"E02003968 E02003971",225
"176804",1,1,1,9.316,4178,164,122,0.0131,1737,162,37705,"E02003968 E02003972",164
"176805",1,1,1,11.374,4682,209,114,0.01002,2120,166,48575,"E02003968 E02003973",209
"176806",1,1,1,11.624,5182,251,162,0.01394,2167,202,42377,"E02003968 E02003974",251
"176807",1,1,1,12.36,5594,272,185,0.01497,2304,223,53826,"E02003968 E02003975",272
"176809",1,1,1,18.943,8638,379,331,0.01747,3531,338,54851,"E02003968 E02004000",379
"176810",1,1,1,23.53,10744,462,493,0.02095,4386,427,77809,"E02003968 E02004001",462
"176811",1,1,1,24.033,11778,489,506,0.02105,4480,485,68455,"E02003968 E02004002",489
"176819",1,1,1,8.748,4896,115,326,0.03727,1631,229,20057,"E02003969 E02003970",115
"176820",1,1,1,11.857,6370,229,341,0.02876,2210,274,59795,"E02003969 E02003971",229
"176821",1,1,1,8.627,3918,134,119,0.01379,1608,153,34614,"E02003969 E02003972",134
"176822",1,1,1,10.685,4422,179,111,0.01039,1992,157,45484,"E02003969 E02003973",179
"176823",1,1,1,10.935,4922,221,159,0.01454,2038,193,39286,"E02003969 E02003974",221
"176824",1,1,1,11.671,5334,242,182,0.01559,2176,213,50735,"E02003969 E02003975",242
"176826",1,1,1,18.254,8378,349,328,0.01797,3403,329,51760,"E02003969 E02004000",349
"176827",1,1,1,22.841,10484,432,490,0.02145,4258,417,74718,"E02003969 E02004001",432
"176828",1,1,1,23.344,11518,459,503,0.02155,4352,476,65364,"E02003969 E02004002",459
"176837",1,1,1,4.359,2102,117,71,0.01629,813,75,9128,"E02003970 E02003971",117
"176838",1,1,1,9.993,4730,151,275,0.02752,1863,193,17056,"E02003970 E02003972",151
"176839",1,1,1,10.977,5074,211,307,0.02797,2046,198,41374,"E02003970 E02003973",211
"176840",1,1,1,10.541,5110,208,305,0.02893,1965,209,40648,"E02003970 E02003974",208
"176841",1,1,1,10.386,5152,156,332,0.03197,1936,221,43795,"E02003970 E02003975",156
"176842",1,1,1,24.445,10758,368,367,0.01501,4557,409,107352,"E02003970 E02003976",368
"176843",1,1,1,14.045,6764,226,382,0.0272,2618,261,62843,"E02003970 E02004000",226
"176844",1,1,1,18.632,8870,309,544,0.0292,3473,350,85801,"E02003970 E02004001",309
"176845",1,1,1,19.135,9904,336,557,0.02911,3567,408,76447,"E02003970 E02004002",336
"176846",1,1,1,21.023,10140,355,531,0.02526,3919,422,69481,"E02003970 E02004003",355
"176855",1,1,1,13.341,6158,271,286,0.02144,2487,235,29038,"E02003971 E02003972",271
"176856",1,1,1,14.991,6714,298,318,0.02121,2794,246,73063,"E02003971 E02003973",298
"176857",1,1,1,14.555,6750,295,316,0.02171,2713,256,72337,"E02003971 E02003974",295
"176858",1,1,1,14.74,6908,247,343,0.02327,2748,273,76853,"E02003971 E02003975",247
"176859",1,1,1,20.979,9352,281,314,0.01497,3911,350,105601,"E02003971 E02003976",281
