"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"171","E02003970","Allerdale 006",3312,41,268,2580,270,19,0,88,7,19,20,94.71,53.71,259.75201,2541.2351,-38.765,74.733,33.733,264.32599,2553.811,-26.189,344.61801,303.61801,211.498,2371.355,-208.645,601.12299,560.12299,181.09801,2176.5701,-403.42999,-0.05553,103012,-0.02642,49004,-0.04494,83370,-0.01583,29362,-0.10982,203743,-0.08071,149735,-0.16899,313506,-0.13987,259498,-29446,-14150,-28117,-12821,-69630,-54334,-161507,-146211,2.65351
"320","E02004008","Eden 001",2520,22,267,1968,161,28,6,32,3,10,23,45.196,23.196,261.26401,1952.713,-15.287,31.06,9.06,265.65399,1961.1429,-6.857,119.911,97.911,235.255,1911.062,-56.938,262.009,240.009,205.987,1811.512,-156.48801,-0.02311,42869,-0.01154,21398,-0.01608,29834,-0.00451,8363,-0.03598,66749,-0.02441,45278,-0.0683,126709,-0.05673,105238,-20126,-10311,-16736,-6921,-36504,-26689,-110686,-100871,NA
"321","E02004007","Copeland 008",4001,80,636,2502,347,276,1,87,19,25,28,105.878,25.878,628.01202,2487.707,-14.293,157.174,77.174,610.04999,2461.05,-40.95,170.673,90.673,607.76703,2451.895,-50.106,413.80701,333.80701,534.43298,2316.2129,-185.787,-0.04602,85368,-0.01169,21695,-0.06048,112204,-0.02616,48531,-0.06545,121428,-0.03113,57755,-0.08894,165001,-0.05462,101328,-24514,-6468,-35147,-17101,-39617,-21571,-102314,-84268,NA
"349","E02003986","Barrow-in-Furness 010",2853,215,682,1417,207,45,3,195,28,48,13,332.72299,117.723,646.73401,1357.627,-59.373,358.94,143.94,635.604,1346.95,-70.05,792.20398,577.20398,511.79099,1123.0649,-293.935,1040.6021,825.60199,444.22601,992.10901,-424.89099,-0.06445,119570,-0.02324,43113,-0.05722,106161,-0.01601,29704,-0.12702,235658,-0.08581,159201,-0.10058,186605,-0.05937,110148,-32395,-11213,-34686,-13504,-73918,-52736,-102317,-81135,NA
"436","E02003994","Carlisle 008",3425,102,1076,1668,246,19,3,271,13,16,11,268.72601,166.726,1012.9,1594.121,-73.879,188.403,86.403,1041.653,1630.6121,-37.388,1085.582,983.58197,696.45502,1236.619,-431.38101,1291.39,1189.39,640.60199,1123.976,-544.02399,-0.02659,49320,-0.01506,27925,-0.01467,27206,-0.00313,5811,-0.07965,147758,-0.06811,126363,-0.0505,93681,-0.03897,72286,-20228,-11955,-13426,-5153,-72234,-63961,-98564,-90291,1.29428
"553","E02003976","Allerdale 012",2485,97,809,1326,153,13,2,41,22,11,11,139.755,42.755,786.948,1308.8521,-17.148,153.485,56.485,778.09003,1304.967,-21.033,257.20099,160.201,725.13599,1262.91,-63.09,465.457,368.457,622.46698,1175.049,-150.951,-0.03491,64755,-0.01149,21316,-0.03144,58321,-0.00802,14882,-0.05088,94399,-0.02747,50960,-0.02312,42892,0.00029,-547,-22236,-7642,-22583,-7989,-40743,-26149,-83701,-69107,NA
"628","E02003967","Allerdale 003",3412,26,248,2705,252,37,2,104,1,13,24,80.749,54.749,239.06599,2665.7329,-39.267,43.662,17.662,245.159,2692.2209,-12.779,285.961,259.961,196.311,2527.6021,-177.39799,495.25299,469.25299,174.349,2365.4871,-339.513,-0.05779,107217,-0.0376,69753,-0.02852,52900,-0.00832,15436,-0.12233,226944,-0.10213,189480,-0.19174,355734,-0.17155,318270,-30839,-20682,-16770,-6613,-82346,-72189,-192085,-181928,NA
"684","E02004020","South Lakeland 006",4007,192,809,2525,263,66,4,90,11,31,16,309.96701,117.967,779.51898,2449.4819,-75.518,307.31299,115.313,770.30798,2461.769,-63.231,832.89203,640.89203,631.48199,2132.553,-392.44699,1170.828,978.828,542.10797,1924.896,-600.104,-0.05314,98571,-0.01865,34596,-0.04082,75731,-0.00634,11756,-0.09546,177098,-0.06098,113123,-0.09941,184418,-0.06492,120443,-41084,-14615,-36983,-10514,-88030,-61561,-141404,-114935,3.10318
"713","E02004003","Copeland 004",5189,82,315,3812,550,23,5,320,17,38,27,194.349,112.349,304.54999,3731.6621,-80.338,143.00999,61.01,311.582,3767.1211,-44.879,709.47998,627.47998,239.65401,3379.447,-432.55301,1229.39,1147.39,210.026,2991.574,-820.42603,-0.11172,207269,-0.05774,107116,-0.08061,149548,-0.02663,49395,-0.26984,500632,-0.21586,400479,-0.36497,677131,-0.31099,576978,-56297,-29452,-42772,-15927,-163754,-136909,-333795,-306950,2.3519
"795","E02004026","South Lakeland 012",3478,118,644,2168,277,72,2,139,7,23,28,179.149,61.149,622.539,2135.769,-32.231,215.812,97.812,606.26099,2119.3899,-48.61,425.23001,307.23001,517.24103,2021.347,-146.653,702.13202,584.13202,444.11099,1855.476,-312.52301,-0.04968,92155,-0.01532,28419,-0.047,87189,-0.01264,23453,-0.06377,118295,-0.02941,54559,-0.10039,186235,-0.06603,122499,-35886,-11106,-42878,-18098,-57540,-32760,-132419,-107639,2.02247
