"","id","msoa1","msoa2","geo_label1","geo_label2","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","clc","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","dist","dist_fast","dist_quiet","cirquity","distq_f","avslope","avslope_q","time_fast","time_quiet"
"1","E02003258 E02003259","E02003258","E02003259","Luton 001","Luton 002",198,3,12,139,26,1,0,11,3,3,0,1.51515,13.25,10.25,11.37,131.67999,-7.32,5.4,2.4,11.84,137.07001,-1.93,67.96,64.96,8.01,92.87,-46.13,87.63,84.63,6.8,78.83,-60.17,-0.0029,5375,-0.00224,4163,-0.001,1845,-0.00034,633,-0.01555,28848,-0.0149,27636,-0.01379,25585,-0.01314,24373,-1612,-1212,-720,-320,-8033,-7633,-10357,-9957,1.9707,3.355,3.159,1.70244,0.94158,2.53353,2.69072,1690,1912
"2","E02003258 E02003260","E02003258","E02003260","Luton 001","Luton 003",147,2,37,73,19,0,0,12,3,1,0,1.36054,10.31,8.31,34.88,68.82,-4.18,5.27,3.27,36.19,71.73,-1.27,55.37,53.37,23.37,45.94,-27.06,67.44,65.44,20.29,39.9,-33.1,-0.00104,1921,-0.00083,1537,-0.00043,794,-0.00022,410,-0.00565,10490,-0.00545,10106,-0.00309,5736,-0.00288,5352,-640,-539,-267,-166,-3599,-3498,-4379,-4278,1.29465,2.52,2.564,1.94647,1.01746,2.61905,2.73011,1224,1332
"3","E02003258 E02003261","E02003258","E02003261","Luton 001","Luton 004",135,2,30,87,11,3,0,0,2,0,0,1.48148,11.21,9.21,27.92,80.97,-6.03,2,0,30,87,0,58.86,56.86,17.16,49.91,-37.09,65.21,63.21,15.73,45.74,-41.26,-0.00094,1750,-0.00077,1431,-0.00017,319,0,0,-0.00507,9410,-0.0049,9091,-0.00284,5272,-0.00267,4953,-730,-590,-140,0,-3774,-3634,-4182,-4042,1.07165,1.886,1.851,1.7599,0.98144,2.33298,1.94489,836,862
"4","E02003258 E02003262","E02003258","E02003262","Luton 001","Luton 005",97,1,2,75,14,0,0,5,0,0,0,1.03093,8.05,7.05,1.85,69.49,-5.51,2.55,1.55,1.94,73.7,-1.3,39.55,38.55,1.21,44.93,-30.07,46.24,45.24,1.07,39.69,-35.31,-0.00259,4800,-0.00228,4227,-0.00062,1153,-0.00031,580,-0.01341,24870,-0.0131,24297,-0.01113,20642,-0.01082,20069,-1421,-1234,-477,-290,-6933,-6746,-8106,-7919,2.75552,4.348,5.15,1.57792,1.18445,1.97792,1.35922,1960,2248
"5","E02003258 E02003263","E02003258","E02003263","Luton 001","Luton 006",188,10,20,127,24,0,0,4,1,1,1,5.31915,22.49,12.49,18.61,118.06,-8.94,21.78,11.78,19.24,116.85,-10.15,78.33,68.33,12.21,78.61,-48.39,90.38,80.38,10.86,69.97,-57.03,-0.00359,6660,-0.00196,3637,-0.00296,5488,-0.00133,2465,-0.01276,23665,-0.01113,20642,-0.00994,18435,-0.00831,15412,-2206,-1187,-2352,-1333,-7449,-6430,-8598,-7579,1.85905,2.578,2.546,1.38673,0.98759,1.66796,1.37471,1108,1138
"6","E02003258 E02003264","E02003258","E02003264","Luton 001","Luton 007",132,2,11,99,12,0,0,6,1,0,1,1.51515,11.07,9.07,10.23,92.09,-6.91,3.39,1.39,10.89,97.95,-1.05,54.89,52.89,6.53,58.72,-40.28,63.71,61.71,5.78,52,-47,-0.00223,4142,-0.00183,3395,-0.00059,1089,-0.00018,342,-0.01156,21441,-0.01115,20694,-0.00899,16671,-0.00858,15924,-1350,-1107,-411,-168,-6701,-6458,-7779,-7536,2.38145,3.127,3.1,1.31307,0.99137,1.567,1.32258,1322,1370
"7","E02003258 E02003265","E02003258","E02003265","Luton 001","Luton 008",60,0,3,46,5,1,0,4,1,0,0,0,2.66,2.66,2.86,43.96,-2.04,0,0,3,46,0,16.15,16.15,2.18,33.63,-12.37,23.15,23.15,1.83,28.26,-17.74,-0.00108,1997,-0.00108,1997,0,0,0,0,-0.00669,12406,-0.00669,12406,-0.00578,10729,-0.00578,10729,-600,-600,0,0,-3648,-3648,-5232,-5232,4.305,5.768,5.714,1.33984,0.99064,2.40985,2.32762,3126,3156
"8","E02003258 E02003266","E02003258","E02003266","Luton 001","Luton 009",98,4,6,73,4,1,0,8,2,0,0,4.08163,9.71,5.71,5.63,68.56,-4.44,8.14,4.14,5.6,70.07,-2.93,31.94,27.94,4.23,51.27,-21.73,41.13,37.13,3.64,44.14,-28.86,-0.00398,7381,-0.00235,4352,-0.00268,4978,-0.00105,1949,-0.01337,24806,-0.01174,21777,-0.0109,20213,-0.00926,17184,-2293,-1354,-1840,-901,-7573,-6634,-9750,-8811,4.23806,5.973,7.501,1.40937,1.25582,2.1932,1.63978,2996,3480
"9","E02003258 E02003267","E02003258","E02003267","Luton 001","Luton 010",94,2,3,71,10,0,0,5,1,2,0,2.12766,7.82,5.82,2.81,66.5,-4.5,5.31,3.31,2.95,68.33,-2.67,35.49,33.49,1.89,45.18,-25.82,43.4,41.4,1.63,39.08,-31.92,-0.00215,3978,-0.00158,2933,-0.00117,2173,-0.00061,1128,-0.01009,18723,-0.00953,17678,-0.00877,16266,-0.0082,15221,-1178,-867,-826,-515,-5293,-4982,-6471,-6160,2.88969,3.732,3.961,1.29149,1.06136,1.84887,1.38854,1764,1822
"10","E02003258 E02003268","E02003258","E02003268","Luton 001","Luton 011",127,1,12,99,4,0,0,8,2,0,1,0.7874,9.44,8.44,11.19,92.37,-6.63,1.91,0.91,11.81,98.47,-0.53,49.59,48.59,7.47,60.65,-38.35,59.46,58.46,6.51,52.92,-46.08,-0.00234,4333,-0.00215,3980,-3e-04,563,-0.00011,210,-0.01317,24426,-0.01298,24073,-0.01034,19181,-0.01015,18828,-1496,-1373,-235,-112,-8073,-7950,-9675,-9552,3.0986,4.046,4.014,1.30575,0.99209,1.35937,1.1709,1770,1800
